ROUTE_ID,ROUTE_NAME,ROUTE_NUMB,TIME_BLOCK,DATE,TIME,TEMP_C,LATITUDE,LONGITUDE,CanopyCover_10m,CanopyCover_30m,CanopyCover_60m,CanopyCover_90m,DistFromLake,ImpTot_10m,ImpTot_30m,ImpTot_60m,ImpTot_90m,REF_TEMP,TEMP_ANOM
Campus_78,Campus,78,Night,2016-08-25,22:14:56,21.99,43.07332167,-89.404985,0,0.080890145,0.073198796,0.072027064,464.6192633,1,0.732624114,0.74856131,0.789084327,22.33631358,-0.346313581
Campus_78,Campus,78,Night,2016-08-25,22:14:57,21.97,43.07332167,-89.40504667,0,0.084452297,0.07276268,0.06789395,465.7760231,1,0.721276596,0.757784855,0.794081769,22.33620741,-0.366207409
Campus_78,Campus,78,Night,2016-08-25,22:14:58,21.97,43.07331833,-89.40510333,0,0.082890542,0.074435091,0.065207981,467.2406573,1,0.725115126,0.765752213,0.801786206,22.33610124,-0.366101236
Campus_78,Campus,78,Night,2016-08-25,22:14:59,21.96,43.07331833,-89.40516,0,0.082565556,0.072812528,0.060510682,468.353665,1,0.734701096,0.772779598,0.811732767,22.33599506,-0.375995063
Campus_78,Campus,78,Night,2016-08-25,22:15:00,21.95,43.07332167,-89.40521,0,0.081148122,0.06873673,0.057157468,468.7994496,1,0.75689046,0.779734513,0.819890676,22.33588889,-0.38588889
Campus_78,Campus,78,Night,2016-08-25,22:15:01,21.96,43.07332,-89.405265,0,0.078041859,0.062843467,0.052967102,469.8154892,1,0.78151558,0.788533003,0.829806482,22.3357237,-0.375723705
Campus_78,Campus,78,Night,2016-08-25,22:15:02,21.96,43.07332,-89.405325,0,0.064630682,0.060649051,0.050525322,470.7274671,1,0.801204819,0.801203221,0.835221461,22.33555852,-0.37555852
Campus_78,Campus,78,Night,2016-08-25,22:15:03,21.94,43.07331833,-89.40538333,0,0.054847841,0.060343302,0.049323474,471.8313213,1,0.818246361,0.811045225,0.837425244,22.33539333,-0.395393334
Campus_78,Campus,78,Night,2016-08-25,22:15:04,21.93,43.07332,-89.40544,0,0.064493267,0.056209613,0.048898505,472.5894113,1,0.826780022,0.819728796,0.838337728,22.33522815,-0.405228149
Campus_78,Campus,78,Night,2016-08-25,22:15:05,21.91,43.07332333,-89.4055,0,0.078584071,0.051756171,0.048151062,473.2697058,1,0.829787234,0.831607822,0.838611953,22.33506296,-0.425062964
Campus_78,Campus,78,Night,2016-08-25,22:15:06,21.89,43.07332333,-89.40555667,0,0.07537155,0.047361898,0.048615481,474.2689055,1,0.828742937,0.844751284,0.838576484,22.33489778,-0.444897779
Campus_78,Campus,78,Night,2016-08-25,22:15:07,21.89,43.07332167,-89.405615,0,0.074192403,0.045575221,0.049457035,474.5979224,1,0.837464589,0.860201735,0.83948383,22.33473259,-0.444732594
Campus_78,Campus,78,Night,2016-08-25,22:15:08,21.89,43.07332,-89.40567,0,0.075752212,0.041437932,0.049891796,474.812861,1,0.843506033,0.871901558,0.842140469,22.33456741,-0.444567409
Campus_78,Campus,78,Night,2016-08-25,22:15:09,21.91,43.07332,-89.40571333,0,0.074558304,0.037440255,0.051058139,474.865819,1,0.846617074,0.877457057,0.844816054,22.33440222,-0.424402223
Campus_78,Campus,78,Night,2016-08-25,22:15:10,21.91,43.07332333,-89.40575,0,0.073404255,0.036368463,0.051577622,474.5614119,1,0.849858357,0.879479692,0.846371681,22.33423704,-0.424237038
Campus_78,Campus,78,Night,2016-08-25,22:15:11,21.91,43.07332333,-89.40578833,0,0.068721219,0.037089493,0.05158574,474.6497651,1,0.860728173,0.880775359,0.847569609,22.33407185,-0.424071853
Campus_78,Campus,78,Night,2016-08-25,22:15:12,21.89,43.07331833,-89.405815,0,0.063761955,0.038403681,0.05143037,475.2782348,1,0.876634854,0.881457891,0.848957923,22.33390667,-0.443906668
Campus_78,Campus,78,Night,2016-08-25,22:15:13,21.88,43.073315,-89.40583167,0,0.061217268,0.039929172,0.051256835,475.6987212,1,0.885582713,0.881394937,0.849573187,22.33374148,-0.453741483
Campus_78,Campus,78,Night,2016-08-25,22:15:14,21.85,43.073315,-89.40584333,0,0.059759547,0.041260846,0.050997521,475.7366363,1,0.889085754,0.881249447,0.849917407,22.3335763,-0.483576297
Campus_78,Campus,78,Night,2016-08-25,22:15:15,21.82,43.07331667,-89.40586167,0,0.058032555,0.043178199,0.050611507,475.6148208,1,0.892579505,0.879677962,0.849795533,22.33341111,-0.513411112
Campus_78,Campus,78,Night,2016-08-25,22:15:16,21.8,43.07331667,-89.40587833,0,0.056717476,0.045233248,0.050533276,475.6765475,1,0.899293286,0.878870996,0.849598931,22.33324593,-0.533245927
Campus_78,Campus,78,Night,2016-08-25,22:15:17,21.77,43.07331667,-89.40589833,0,0.054140127,0.047079646,0.050544782,475.7557457,1,0.909187279,0.877211606,0.849239118,22.33308074,-0.563080742
Campus_78,Campus,78,Night,2016-08-25,22:15:18,21.77,43.07332167,-89.40592667,0,0.052463665,0.049003101,0.050732053,475.3230693,1,0.919034091,0.874137015,0.849132334,22.33291556,-0.562915557
Campus_78,Campus,78,Night,2016-08-25,22:15:19,21.77,43.073325,-89.40596667,0,0.044279136,0.05131381,0.050820124,475.1450045,1,0.930216082,0.869026548,0.851888277,22.33275037,-0.562750371
Campus_78,Campus,78,Night,2016-08-25,22:15:20,21.8,43.073325,-89.406015,0,0.03113942,0.054551895,0.05146972,475.405649,1,0.947200567,0.866471994,0.854417434,22.33258519,-0.532585186
Campus_78,Campus,78,Night,2016-08-25,22:15:21,21.82,43.07332667,-89.406065,0,0.01840708,0.059281543,0.052666772,475.5181755,1,0.959957477,0.863917891,0.854820936,22.33242,-0.512420001
Campus_78,Campus,78,Night,2016-08-25,22:15:22,21.82,43.07332667,-89.40611833,0,0.008495575,0.06363395,0.054391002,475.8383978,1,0.963211885,0.860833407,0.854187153,22.33225482,-0.512254816
Campus_78,Campus,78,Night,2016-08-25,22:15:23,21.85,43.07332167,-89.40617333,0,0.000708717,0.063628319,0.055981746,476.7223973,1,0.952549575,0.857699115,0.853585618,22.33208963,-0.482089631
Campus_78,Campus,78,Night,2016-08-25,22:15:24,21.88,43.073325,-89.406235,0,0.012420156,0.062937683,0.057455433,476.7238917,1,0.926017699,0.85445054,0.855490874,22.33192445,-0.451924446
Campus_78,Campus,78,Night,2016-08-25,22:15:25,21.9,43.07332833,-89.40629667,0,0.039305949,0.067705107,0.056757395,476.7253824,1,0.890420644,0.846902655,0.859373156,22.33175926,-0.43175926
Campus_78,Campus,78,Night,2016-08-25,22:15:26,21.91,43.07332667,-89.40636333,0,0.073811214,0.072749801,0.055199276,477.3096188,1,0.856839121,0.842962046,0.861873673,22.33159408,-0.421594075
Campus_78,Campus,78,Night,2016-08-25,22:15:27,21.92,43.07333167,-89.40642833,0,0.110874956,0.076902655,0.054906588,477.1462754,1,0.819115044,0.835102619,0.863083763,22.33142889,-0.41142889
Campus_78,Campus,78,Night,2016-08-25,22:15:28,21.94,43.07333167,-89.40649667,0,0.136507937,0.078223166,0.055243188,477.5599597,1,0.790928419,0.824603386,0.862956549,22.3312637,-0.391263705
Campus_78,Campus,78,Night,2016-08-25,22:15:29,21.94,43.07333333,-89.40656667,0,0.142705382,0.089396353,0.058462507,477.8514134,1,0.78009915,0.81325781,0.860971194,22.33109852,-0.39109852
Campus_78,Campus,78,Night,2016-08-25,22:15:30,21.93,43.07333833,-89.406635,0.044303797,0.139469027,0.093973985,0.061949339,477.8279184,1,0.774045262,0.807981594,0.860681845,22.33093333,-0.400933334
Campus_78,Campus,78,Night,2016-08-25,22:15:31,21.94,43.07333667,-89.406705,0.038585209,0.132624113,0.092389381,0.06613944,478.6200478,1,0.76942178,0.8085408,0.863024483,22.33076815,-0.390768149
Campus_78,Campus,78,Night,2016-08-25,22:15:32,21.94,43.07333667,-89.40677,0.025641026,0.135412974,0.092405736,0.067508557,479.2452791,1,0.777895856,0.805912028,0.86465012,22.33060296,-0.390602964
Campus_78,Campus,78,Night,2016-08-25,22:15:33,21.94,43.073335,-89.40684,0.012698413,0.135833039,0.093017081,0.066509341,480.1664742,1,0.778647687,0.801844135,0.866144522,22.33043778,-0.390437779
Campus_78,Campus,78,Night,2016-08-25,22:15:34,21.94,43.07333333,-89.40691,0,0.126640653,0.094391366,0.068104025,481.1154437,1,0.778485492,0.798372113,0.862851524,22.33027259,-0.390272594
Campus_78,Campus,78,Night,2016-08-25,22:15:35,21.94,43.07333333,-89.40697167,0,0.117417524,0.101840382,0.072310961,481.7717421,1,0.772823779,0.794653921,0.859749862,22.33010741,-0.390107408
Campus_78,Campus,78,Night,2016-08-25,22:15:36,21.96,43.07333667,-89.40704333,0,0.10010612,0.113078898,0.075349203,482.1268012,1,0.761262859,0.792691559,0.855158574,22.32994222,-0.369942223
Campus_78,Campus,78,Night,2016-08-25,22:15:37,21.96,43.07333833,-89.40711167,0,0.082298687,0.119104504,0.076099788,482.6334841,1,0.752475247,0.791836374,0.851426323,22.32977704,-0.369777038
Campus_78,Campus,78,Night,2016-08-25,22:15:38,21.96,43.07334,-89.40718,0,0.068463994,0.119195321,0.078624272,483.1389595,1,0.749646393,0.799628285,0.850808514,22.32961185,-0.369611853
Campus_78,Campus,78,Night,2016-08-25,22:15:39,21.96,43.07334,-89.40725,0,0.056657224,0.119125586,0.079604927,483.8453102,1,0.767762461,0.800655041,0.850731592,22.32944667,-0.369446668
Campus_78,Campus,78,Night,2016-08-25,22:15:40,21.96,43.07333,-89.40732,0,0.042892591,0.12397133,0.082592272,485.6536225,1,0.800424628,0.804960142,0.850918966,22.32928148,-0.369281483
Campus_78,Campus,78,Night,2016-08-25,22:15:41,21.99,43.07333333,-89.40738833,0,0.043956044,0.127081119,0.087249115,485.9761578,1,0.812433769,0.807845568,0.850092414,22.3291163,-0.339116297
Campus_78,Campus,78,Night,2016-08-25,22:15:42,22.02,43.07333667,-89.40746,0,0.055240793,0.121340762,0.089046214,486.3312889,1,0.833392288,0.806528662,0.851119066,22.32895111,-0.308951112
Campus_78,Campus,78,Night,2016-08-25,22:15:43,22.03,43.07333833,-89.40753,0,0.069282432,0.112615004,0.089150183,486.8633883,1,0.847679773,0.801913537,0.852768704,22.32878593,-0.298785927
Campus_78,Campus,78,Night,2016-08-25,22:15:44,22.01,43.07334,-89.40760167,0,0.076187101,0.110786656,0.087018096,487.4443017,1,0.853139411,0.795585498,0.855760151,22.32862074,-0.318620742
Campus_78,Campus,78,Night,2016-08-25,22:15:45,21.99,43.07334,-89.40767,0,0.081712062,0.111229189,0.085389368,488.1738071,1,0.860283688,0.801522663,0.856192949,22.32845556,-0.338455557
Campus_78,Campus,78,Night,2016-08-25,22:15:46,21.96,43.07334,-89.407735,0,0.083480722,0.112801911,0.083195657,488.8677566,1,0.86680836,0.807852521,0.859285208,22.32829037,-0.368290371
Campus_78,Campus,78,Night,2016-08-25,22:15:47,21.94,43.07334333,-89.40780333,0,0.091327434,0.112330707,0.07981904,489.251193,1,0.863042711,0.810741462,0.863945578,22.32812519,-0.388125186
Campus_78,Campus,78,Night,2016-08-25,22:15:48,21.94,43.07334333,-89.40787167,0,0.095997166,0.106637168,0.074280993,490.0622822,1,0.863878058,0.82094176,0.867799811,22.32796,-0.387960001
Campus_78,Campus,78,Night,2016-08-25,22:15:49,21.91,43.073345,-89.40793833,0,0.110127479,0.104201681,0.068253344,490.7298886,1,0.858403954,0.832050261,0.868035075,22.32779482,-0.417794816
Campus_78,Campus,78,Night,2016-08-25,22:15:50,21.91,43.07334833,-89.408005,0.003164557,0.111071808,0.102972399,0.066168371,491.2751602,1,0.848849557,0.835161918,0.867914881,22.32762963,-0.417629631
Campus_78,Campus,78,Night,2016-08-25,22:15:51,21.91,43.07334833,-89.40806667,0,0.108165429,0.103521501,0.063761161,492.1531944,1,0.842831858,0.829883227,0.871145374,22.32746445,-0.417464445
Campus_78,Campus,78,Night,2016-08-25,22:15:52,21.89,43.07335,-89.40812333,0,0.11662531,0.102566372,0.062254208,492.7782642,1,0.832150462,0.829896451,0.875831136,22.32729926,-0.43729926
Campus_78,Campus,78,Night,2016-08-25,22:15:53,21.88,43.07335167,-89.40817667,0.003194888,0.126989742,0.098752323,0.060339063,493.3560059,1,0.818761062,0.831930539,0.879658416,22.32713408,-0.447134075
Campus_78,Campus,78,Night,2016-08-25,22:15:54,21.88,43.07334833,-89.40823667,0.012779553,0.12522171,0.089565448,0.057879205,494.5764601,1,0.828207847,0.836062671,0.885213013,22.32696889,-0.44696889
Campus_78,Campus,78,Night,2016-08-25,22:15:55,21.88,43.073345,-89.40828333,0,0.114063053,0.081457188,0.056239915,495.6056643,1,0.844985876,0.840750243,0.889723522,22.3268037,-0.446803705
Campus_78,Campus,78,Night,2016-08-25,22:15:56,21.85,43.07333833,-89.408335,0,0.095997166,0.07276268,0.055562114,497.0714678,1,0.871024735,0.847297178,0.893397822,22.32663852,-0.47663852
Campus_78,Campus,78,Night,2016-08-25,22:15:57,21.85,43.07332833,-89.40839333,0,0.077113548,0.06499026,0.055124926,499.004106,1,0.902189265,0.854083709,0.893948331,22.32647333,-0.476473334
Campus_78,Campus,78,Night,2016-08-25,22:15:58,21.85,43.07331167,-89.40844833,0,0.055240793,0.058131304,0.055103245,501.6489753,1,0.936170213,0.862111691,0.892359745,22.32630815,-0.476308149
Campus_78,Campus,78,Night,2016-08-25,22:15:59,21.85,43.07329333,-89.40850167,0,0.02869288,0.053712061,0.055671401,504.4829302,1,0.963539823,0.870884956,0.893726647,22.32614296,-0.476142964
Campus_78,Campus,78,Night,2016-08-25,22:16:00,21.85,43.07326833,-89.40855833,0,0.001772421,0.049637232,0.054008339,508.1255612,1,0.988310308,0.880552114,0.892546706,22.32597778,-0.475977779
Campus_78,Campus,78,Night,2016-08-25,22:16:01,21.85,43.07325167,-89.408615,0,0,0.046536318,0.050582127,510.8938496,1,0.998586573,0.889105231,0.889207897,22.32581259,-0.475812594
Campus_78,Campus,78,Night,2016-08-25,22:16:02,21.85,43.07324667,-89.40867833,0,0,0.041544867,0.047812057,512.5366974,1,0.998228207,0.894680945,0.885981823,22.32564741,-0.475647408
Campus_78,Campus,78,Night,2016-08-25,22:16:03,21.85,43.073245,-89.40874167,0,0,0.037784267,0.044492526,513.819414,1,1,0.900973451,0.884032886,22.32548222,-0.475482223
Campus_78,Campus,78,Night,2016-08-25,22:16:04,21.85,43.07324833,-89.408805,0,0.00106383,0.03534101,0.042189775,514.5595046,1,0.997522124,0.907409047,0.882144684,22.32531704,-0.475317038
Campus_78,Campus,78,Night,2016-08-25,22:16:05,21.83,43.07323333,-89.40886167,0,0.001770538,0.027691763,0.040745693,517.172385,1,1,0.919277748,0.879024966,22.32515185,-0.495151853
Campus_78,Campus,78,Night,2016-08-25,22:16:06,21.82,43.07320333,-89.40891167,0,0.001417434,0.015683147,0.039864626,521.2966125,1,1,0.931970983,0.876185231,22.32498667,-0.504986668
