ROUTE_ID,ROUTE_NAME,ROUTE_NUMB,TIME_BLOCK,DATE,TIME,TEMP_C,LATITUDE,LONGITUDE,CanopyCover_10m,CanopyCover_30m,CanopyCover_60m,CanopyCover_90m,DistFromLake,ImpTot_10m,ImpTot_30m,ImpTot_60m,ImpTot_90m,REF_TEMP,TEMP_ANOM
Campus_78,Campus,78,Night,2016-08-25,22:13:57,21.66,43.07197167,-89.40406667,0.146496815,0.125621008,0.085390673,0.065656963,601.441464,0.974358974,0.761331444,0.836964223,0.863280482,22.34257778,-0.682577779
Campus_78,Campus,78,Night,2016-08-25,22:13:58,21.68,43.07199833,-89.40405833,0.102564103,0.098691192,0.085451164,0.065205415,598.4313672,0.943217666,0.772662889,0.836518046,0.867096825,22.34247161,-0.662471606
Campus_78,Campus,78,Night,2016-08-25,22:13:59,21.71,43.07202833,-89.40405667,0.034810127,0.077903683,0.086290822,0.065526057,595.1012378,0.949044586,0.795831862,0.835811648,0.870792702,22.34236543,-0.632365433
Campus_78,Campus,78,Night,2016-08-25,22:14:00,21.71,43.07206167,-89.404055,0,0.067778566,0.085759802,0.066606342,591.4017058,0.971153846,0.818214033,0.836857472,0.872265932,22.34225926,-0.63225926
Campus_78,Campus,78,Night,2016-08-25,22:14:01,21.73,43.0721,-89.40405667,0,0.057324841,0.086171813,0.068686074,587.1753587,1,0.845393575,0.837388304,0.873225591,22.34215309,-0.612153087
Campus_78,Campus,78,Night,2016-08-25,22:14:02,21.74,43.07213333,-89.40405833,0,0.045019497,0.088516746,0.070087757,583.502276,1,0.873493976,0.838878075,0.876101668,22.34204691,-0.602046915
Campus_78,Campus,78,Night,2016-08-25,22:14:03,21.74,43.07216833,-89.40405667,0,0.029370134,0.089268336,0.070214775,579.6196946,1,0.90177305,0.843758294,0.877730117,22.34194074,-0.601940742
Campus_78,Campus,78,Night,2016-08-25,22:14:04,21.77,43.07220833,-89.40405833,0,0.009929078,0.085658606,0.069112091,575.2097536,1,0.926553672,0.853690919,0.880770743,22.34183457,-0.571834569
Campus_78,Campus,78,Night,2016-08-25,22:14:05,21.78,43.07224833,-89.40406333,0,0.002472625,0.074581969,0.06992017,570.8262635,1,0.948599787,0.865686188,0.882889973,22.3417284,-0.561728396
Campus_78,Campus,78,Night,2016-08-25,22:14:06,21.8,43.07228667,-89.40406667,0,0.010269122,0.065504116,0.071338632,566.6143668,1,0.969890188,0.878428597,0.883560836,22.34162222,-0.541622223
Campus_78,Campus,78,Night,2016-08-25,22:14:07,21.8,43.07233,-89.40406667,0,0.015929204,0.060874182,0.071583088,561.8252086,1,0.971611071,0.894946456,0.883341203,22.34151605,-0.54151605
Campus_78,Campus,78,Night,2016-08-25,22:14:08,21.82,43.07235667,-89.40407167,0,0.022324592,0.060957268,0.071389239,558.9177084,1,0.967079646,0.903720107,0.883204786,22.34140988,-0.521409878
Campus_78,Campus,78,Night,2016-08-25,22:14:09,21.85,43.07239167,-89.40407167,0,0.031526745,0.06264378,0.071420144,555.0500085,1,0.961402266,0.913043479,0.881834631,22.3413037,-0.491303705
Campus_78,Campus,78,Night,2016-08-25,22:14:10,21.87,43.072425,-89.40407167,0.003164557,0.040707965,0.057704222,0.071504425,551.3671035,1,0.956737589,0.925070771,0.881605351,22.34119753,-0.471197532
Campus_78,Campus,78,Night,2016-08-25,22:14:11,21.87,43.07245667,-89.40407167,0.031746032,0.052072264,0.053530349,0.071740413,547.8678564,1,0.952820149,0.93520078,0.88127189,22.34109136,-0.471091359
Campus_78,Campus,78,Night,2016-08-25,22:14:12,21.85,43.07249833,-89.404065,0.050632911,0.064401982,0.049380531,0.070950995,543.2102223,1,0.950512549,0.946464915,0.883784953,22.34098519,-0.490985186
Campus_78,Campus,78,Night,2016-08-25,22:14:13,21.85,43.07254833,-89.40406,0.04516129,0.079190341,0.051606621,0.065006099,537.644825,1,0.944031173,0.959163787,0.889728453,22.34087901,-0.490879013
Campus_78,Campus,78,Night,2016-08-25,22:14:14,21.84,43.07259,-89.40406,0.037974684,0.099470899,0.050530973,0.059922148,533.0410935,1,0.938782732,0.966516078,0.896406502,22.34077284,-0.500772841
Campus_78,Campus,78,Night,2016-08-25,22:14:15,21.82,43.07264,-89.404055,0.096153846,0.133144476,0.052351847,0.054657065,527.4758813,1,0.93107105,0.965840708,0.904868648,22.34066667,-0.520666668
Campus_78,Campus,78,Night,2016-08-25,22:14:16,21.82,43.07268167,-89.40404833,0.136075949,0.160948001,0.051570102,0.05156545,522.8170476,1,0.926673751,0.964997784,0.908969263,22.34056049,-0.520560495
Campus_78,Campus,78,Night,2016-08-25,22:14:17,21.82,43.07272333,-89.40404667,0.175159236,0.174081921,0.052030794,0.05064884,518.2010352,0.983974359,0.924875974,0.964690265,0.905750924,22.34045432,-0.520454322
Campus_78,Campus,78,Night,2016-08-25,22:14:18,21.82,43.07276333,-89.40405,0.217252396,0.176053843,0.0536046,0.054712083,513.8107196,0.971153846,0.927330734,0.9635495,0.898634557,22.34034815,-0.520348149
Campus_78,Campus,78,Night,2016-08-25,22:14:19,21.81,43.07279,-89.40405667,0.288888889,0.176053843,0.054056445,0.057273228,510.9222186,0.977491961,0.931107954,0.963028637,0.89280233,22.34024198,-0.530241976
Campus_78,Campus,78,Night,2016-08-25,22:14:20,21.8,43.07282667,-89.40406833,0.415335463,0.179241941,0.054852694,0.06137383,506.9749209,1,0.932719547,0.961558902,0.884459486,22.3401358,-0.540135804
Campus_78,Campus,78,Night,2016-08-25,22:14:21,21.8,43.07286,-89.404075,0.479365079,0.175991501,0.055752212,0.063697525,503.3550758,1,0.932035399,0.960732289,0.877812746,22.34002963,-0.540029631
Campus_78,Campus,78,Night,2016-08-25,22:14:22,21.77,43.07289167,-89.404085,0.530351438,0.173574212,0.05638166,0.065420928,499.9506638,1,0.929278642,0.959911504,0.865454975,22.33992346,-0.569923458
Campus_78,Campus,78,Night,2016-08-25,22:14:23,21.77,43.072925,-89.40408667,0.444089457,0.167787611,0.05666224,0.067222594,496.2884422,1,0.929357472,0.959402087,0.850566572,22.33981728,-0.569817285
Campus_78,Campus,78,Night,2016-08-25,22:14:24,21.76,43.07295,-89.40409167,0.335443038,0.161894662,0.057777385,0.068638634,493.5769583,1,0.929886685,0.953760297,0.838580198,22.33971111,-0.579711112
Campus_78,Campus,78,Night,2016-08-25,22:14:25,21.75,43.072975,-89.40409,0.26984127,0.154145996,0.060879568,0.069692441,490.803488,1,0.93125443,0.943377864,0.828050028,22.33960494,-0.589604939
Campus_78,Campus,78,Night,2016-08-25,22:14:26,21.75,43.07300333,-89.40408167,0.212025316,0.144978784,0.067091521,0.071672892,487.6001641,1,0.934466879,0.929121317,0.820302053,22.33949877,-0.589498766
Campus_78,Campus,78,Night,2016-08-25,22:14:27,21.75,43.073035,-89.404075,0.167202572,0.137624467,0.076070574,0.073674682,484.0440314,1,0.940240453,0.91016109,0.810791678,22.33939259,-0.589392594
Campus_78,Campus,78,Night,2016-08-25,22:14:28,21.74,43.07306333,-89.404075,0.132258065,0.124690046,0.081272711,0.075218452,480.9187828,1,0.945249029,0.894178021,0.800998938,22.33928642,-0.599286421
Campus_78,Campus,78,Night,2016-08-25,22:14:29,21.74,43.07309833,-89.40407,0.141025641,0.109181141,0.08671799,0.07695334,477.0109235,1,0.950106157,0.874391431,0.789105211,22.33918025,-0.599180248
Campus_78,Campus,78,Night,2016-08-25,22:14:30,21.74,43.07310167,-89.40406667,0.142405063,0.106878307,0.087256637,0.077143868,476.6112327,1,0.950761602,0.871847066,0.788597734,22.33907408,-0.599074075
Campus_78,Campus,78,Night,2016-08-25,22:14:31,21.74,43.07311167,-89.40406667,0.127388535,0.101659019,0.088768918,0.077866918,475.5080902,1,0.952499114,0.866519043,0.784870907,22.3389679,-0.598967902
Campus_78,Campus,78,Night,2016-08-25,22:14:32,21.73,43.07311667,-89.404065,0.118589744,0.099115044,0.089404267,0.078363493,474.940859,1,0.953241233,0.863704753,0.78280365,22.33886173,-0.608861729
Campus_78,Campus,78,Night,2016-08-25,22:14:33,21.71,43.07312167,-89.40407,0.117088608,0.09582744,0.090434475,0.079153389,474.4363854,1,0.954320113,0.861150442,0.780378427,22.33875556,-0.628755557
Campus_78,Campus,78,Night,2016-08-25,22:14:34,21.71,43.073135,-89.40407,0.092651757,0.088204038,0.09168953,0.081546753,472.9660941,1,0.957567186,0.854234889,0.774810211,22.33864938,-0.628649384
Campus_78,Campus,78,Night,2016-08-25,22:14:35,21.71,43.07315,-89.40407,0.07278481,0.07825779,0.092091295,0.085208497,471.3116779,1,0.960666195,0.846623595,0.768707216,22.33854321,-0.628543211
Campus_78,Campus,78,Night,2016-08-25,22:14:36,21.71,43.07317667,-89.40408167,0.06984127,0.058698727,0.092654867,0.09267199,468.483024,1,0.964197093,0.828745906,0.756481372,22.33843704,-0.628437038
Campus_78,Campus,78,Night,2016-08-25,22:14:37,21.73,43.073205,-89.40408833,0.054487179,0.039971701,0.093838527,0.101420197,465.4252405,1,0.964222458,0.804854283,0.744206178,22.33833087,-0.608330865
Campus_78,Campus,78,Night,2016-08-25,22:14:38,21.74,43.07323167,-89.40409833,0.025641026,0.038243626,0.095136859,0.109178212,462.5858743,1,0.942988669,0.782585612,0.733181211,22.33822469,-0.598224692
Campus_78,Campus,78,Night,2016-08-25,22:14:39,21.77,43.073255,-89.40411833,0.006349206,0.040282686,0.094964156,0.115729453,460.221133,1,0.91513437,0.764690265,0.725137687,22.33811852,-0.56811852
Campus_78,Campus,78,Night,2016-08-25,22:14:40,21.8,43.07327667,-89.40414667,0,0.053153792,0.095347807,0.121004566,458.1377546,1,0.882624114,0.750597398,0.720834153,22.33801235,-0.538012347
Campus_78,Campus,78,Night,2016-08-25,22:14:41,21.82,43.07329167,-89.40418333,0,0.054274565,0.095558308,0.123573396,456.8975737,1,0.857243816,0.740862023,0.717449454,22.33790617,-0.517906174
Campus_78,Campus,78,Night,2016-08-25,22:14:42,21.85,43.07331167,-89.404225,0,0.063559322,0.095381348,0.125668449,455.1882405,1,0.833805811,0.72780436,0.711947111,22.3378,-0.487800001
Campus_78,Campus,78,Night,2016-08-25,22:14:43,21.88,43.07331833,-89.40426833,0,0.070237673,0.096637168,0.123381988,454.9690938,1,0.827574048,0.720909654,0.712330922,22.33769383,-0.457693828
Campus_78,Campus,78,Night,2016-08-25,22:14:44,21.88,43.07331833,-89.40431833,0,0.07550514,0.097442252,0.119792281,455.5606164,1,0.824028269,0.715271633,0.714752035,22.33758766,-0.457587655
Campus_78,Campus,78,Night,2016-08-25,22:14:45,21.88,43.07332,-89.40437,0,0.079449153,0.099469027,0.11570833,455.9883591,1,0.819759207,0.707714083,0.716909885,22.33748148,-0.457481483
Campus_78,Campus,78,Night,2016-08-25,22:14:46,21.88,43.07332,-89.40442167,0,0.078742938,0.099566333,0.111521825,456.5996941,1,0.820694542,0.700115034,0.720405996,22.33737531,-0.45737531
Campus_78,Campus,78,Night,2016-08-25,22:14:47,21.91,43.07331833,-89.40447333,0,0.073903819,0.098150279,0.108589633,457.3943979,1,0.823966066,0.694532909,0.726218097,22.33726914,-0.427269137
Campus_78,Campus,78,Night,2016-08-25,22:14:48,21.94,43.073315,-89.40452667,0,0.07120085,0.097217299,0.102085793,458.3919791,1,0.834101382,0.69560216,0.732294618,22.33716296,-0.397162964
Campus_78,Campus,78,Night,2016-08-25,22:14:49,21.94,43.07331167,-89.40458,0,0.064687169,0.095672183,0.09626804,459.4153284,1,0.832034018,0.699646018,0.73999764,22.33705679,-0.397056791
Campus_78,Campus,78,Night,2016-08-25,22:14:50,21.98,43.073315,-89.40464333,0,0.061859314,0.091311272,0.093147667,459.8835499,1,0.818278428,0.705006646,0.746478319,22.33695062,-0.356950618
Campus_78,Campus,78,Night,2016-08-25,22:14:51,21.99,43.07331833,-89.4047,0,0.069429685,0.087792346,0.091052176,460.3130593,1,0.800919378,0.710770865,0.752694092,22.33684445,-0.346844446
Campus_78,Campus,78,Night,2016-08-25,22:14:52,21.99,43.07332,-89.40475833,0,0.075070822,0.081571264,0.088334775,460.9950198,1,0.781824611,0.71875,0.760251622,22.33673827,-0.346738273
Campus_78,Campus,78,Night,2016-08-25,22:14:53,21.99,43.07332,-89.40481667,0,0.074663836,0.079033543,0.084405113,461.9068745,1,0.764124293,0.727345133,0.768162687,22.3366321,-0.3466321
Campus_78,Campus,78,Night,2016-08-25,22:14:54,21.99,43.07331833,-89.40487167,0,0.069882937,0.079241269,0.081182119,462.9909907,1,0.752300071,0.73480223,0.776576081,22.33652593,-0.346525927
Campus_78,Campus,78,Night,2016-08-25,22:14:55,21.99,43.07331833,-89.40492667,0,0.074520937,0.076385201,0.07761335,463.9347409,1,0.747789176,0.740645732,0.783193674,22.33641975,-0.346419754
