"time_stamp","humidity","humidity_a","humidity_b","temperature","temperature_a","temperature_b","pressure","pressure_a","pressure_b","pm2.5_cf_1","pm2.5_cf_1_a","pm2.5_cf_1_b","sensor_index","pm2.5_correct"
"2024-07-04T22:00:00Z",21.166,21.166,NA,96.7,96.7,NA,1009.496,1009.496,NA,3.668,2.76,4.576,101109,5.8386888
"2024-07-04T23:00:00Z",20.867,20.867,NA,98.367,98.367,NA,1009.053,1009.053,NA,4.396,3.635,5.157,101109,6.2456356
"2024-07-04T00:00:00Z",22.066,22.066,NA,92.966,92.966,NA,1011.762,1011.762,NA,0.0065,0,0.013,136172,3.8433828
"2024-07-04T01:00:00Z",25,25,NA,89.433,89.433,NA,1011.353,1011.353,NA,0.118,0.1,0.136,136172,3.651832
"2024-07-04T02:00:00Z",30.533,30.533,NA,85.667,85.667,NA,1011.169,1011.169,NA,0.6045,0.488,0.721,136172,3.4353464
"2024-07-04T03:00:00Z",31.567,31.567,NA,83.166,83.166,NA,1011.066,1011.066,NA,1.055,0.883,1.227,136172,3.5833116
"2024-07-04T04:00:00Z",35.534,35.534,NA,80.067,80.067,NA,1011.33,1011.33,NA,4.407,4.395,4.419,136172,5.0017712
"2024-07-04T05:00:00Z",38.867,38.867,NA,77.8,77.8,NA,1011.561,1011.561,NA,4.286,4.141,4.431,136172,4.6543956
"2024-07-04T06:00:00Z",39.6,39.6,NA,76.233,76.233,NA,1011.653,1011.653,NA,1.163,1.047,1.279,136172,2.955492
"2024-07-04T07:00:00Z",40.466,40.466,NA,74.967,74.967,NA,1011.914,1011.914,NA,0.959,0.752,1.166,136172,2.7748128
"2024-07-04T08:00:00Z",42.066,42.066,NA,73.7,73.7,NA,1012.096,1012.096,NA,1.7235,1.623,1.824,136172,3.0390908
"2024-07-04T09:00:00Z",44.5,44.5,NA,72.233,72.233,NA,1012.187,1012.187,NA,2.059,1.81,2.308,136172,3.007516
"2024-07-04T10:00:00Z",47.167,47.167,NA,70.7,70.7,NA,1012.313,1012.313,NA,4.1335,4.063,4.204,136172,3.8673256
"2024-07-04T11:00:00Z",49.633,49.633,NA,69.6,69.6,NA,1012.296,1012.296,NA,5.297,5.187,5.407,136172,4.2668964
"2024-07-04T12:00:00Z",51.334,51.334,NA,68.966,68.966,NA,1012.592,1012.592,NA,5.408,5.279,5.537,136172,4.1801352
"2024-07-04T13:00:00Z",51.666,51.666,NA,69.333,69.333,NA,1012.786,1012.786,NA,6.659,6.413,6.905,136172,4.8073728
"2024-07-04T14:00:00Z",49.267,49.267,NA,71.167,71.167,NA,1012.809,1012.809,NA,5.0735,4.889,5.258,136172,4.1809656
"2024-07-04T15:00:00Z",46.166,46.166,NA,73.233,73.233,NA,1012.836,1012.836,NA,3.227,3.091,3.363,136172,3.4776048
"2024-07-04T16:00:00Z",42.9,42.9,NA,75.8,75.8,NA,1012.76,1012.76,NA,1.905,1.857,1.953,136172,3.06314
"2024-07-04T17:00:00Z",39.233,39.233,NA,78.567,78.567,NA,1012.567,1012.567,NA,3.5725,3.703,3.442,136172,4.2493384
"2024-07-04T18:00:00Z",34.767,34.767,NA,81.867,81.867,NA,1012.286,1012.286,NA,0.2785,0.312,0.245,136172,2.9037856
"2024-07-04T19:00:00Z",31.534,31.534,NA,85.133,85.133,NA,1011.986,1011.986,NA,0.3635,0.359,0.368,136172,3.2237772
"2024-07-04T20:00:00Z",27.233,27.233,NA,89.834,89.834,NA,1011.667,1011.667,NA,0.154,0.119,0.189,136172,3.4804444
"2024-07-04T21:00:00Z",22.066,22.066,NA,96.233,96.233,NA,1011.249,1011.249,NA,0.0015,0,0.003,136172,3.8407628
"2024-07-04T22:00:00Z",20.834,20.834,NA,99.433,99.433,NA,1010.767,1010.767,NA,0.059,0.06,0.058,136172,3.9758592
"2024-07-04T23:00:00Z",21.1,21.1,NA,99.367,99.367,NA,1010.316,1010.316,NA,0.116,0.055,0.177,136172,3.983064
"2024-07-04T00:00:00Z",29.534,29.534,NA,93,93,NA,1023.977,1023.977,NA,3.0625,3.22,2.905,15203,4.8084532
"2024-07-04T01:00:00Z",32.633,32.633,NA,91.1,91.1,NA,1023.554,1023.554,NA,4.11,4.32,3.9,15203,5.0933084
"2024-07-04T02:00:00Z",36.8,36.8,NA,86.367,86.367,NA,1023.319,1023.319,NA,4.1715,4.503,3.84,15203,4.770506
"2024-07-04T03:00:00Z",42.967,42.967,NA,81.834,81.834,NA,1023.277,1023.277,NA,4.8375,4.955,4.72,15203,4.5940616
"2024-07-04T04:00:00Z",50.934,50.934,NA,77.566,77.566,NA,1023.614,1023.614,NA,5.3035,5.287,5.32,15203,4.1594572
"2024-07-04T05:00:00Z",55.367,55.367,NA,75.233,75.233,NA,1023.825,1023.825,NA,6.0335,5.704,6.363,15203,4.1642856
"2024-07-04T06:00:00Z",54.6,54.6,NA,74.733,74.733,NA,1023.865,1023.865,NA,5.149,5.051,5.247,15203,3.766156
"2024-07-04T07:00:00Z",58.567,58.567,NA,73,73,NA,1024.278,1024.278,NA,5.74,5.675,5.805,15203,3.7378516
"2024-07-04T08:00:00Z",67.1,67.1,NA,70.833,70.833,NA,1024.552,1024.552,NA,5.5455,5.432,5.659,15203,2.908922
"2024-07-04T09:00:00Z",76.833,76.833,NA,69,69,NA,1024.741,1024.741,NA,6.7765,6.721,6.832,15203,2.7247144
"2024-07-04T10:00:00Z",81.1,81.1,NA,68.633,68.633,NA,1024.869,1024.869,NA,8.682,8.759,8.605,15203,3.359648
"2024-07-04T11:00:00Z",89.433,89.433,NA,67.334,67.334,NA,1024.812,1024.812,NA,8.6995,8.611,8.788,15203,2.6588464
"2024-07-04T12:00:00Z",96.767,96.767,NA,66.7,66.7,NA,1025.171,1025.171,NA,9.5815,9.672,9.491,15203,2.4961576
"2024-07-04T13:00:00Z",91.567,91.567,NA,69.034,69.034,NA,1025.355,1025.355,NA,13.1825,13.425,12.94,15203,4.8261216
"2024-07-04T14:00:00Z",72.934,72.934,NA,74.133,74.133,NA,1025.329,1025.329,NA,13.474,13.735,13.213,15203,6.5663992
"2024-07-04T15:00:00Z",64.9,64.9,NA,76.867,76.867,NA,1025.341,1025.341,NA,8.2215,8.303,8.14,15203,4.498586
"2024-07-04T16:00:00Z",54.8,54.8,NA,80.934,80.934,NA,1025.139,1025.139,NA,6.157,6.373,5.941,15203,4.277308
"2024-07-04T17:00:00Z",50.466,50.466,NA,82.934,82.934,NA,1024.919,1024.919,NA,10.192,10.463,9.921,15203,6.7609048
"2024-07-04T18:00:00Z",44.867,44.867,NA,85.433,85.433,NA,1024.608,1024.608,NA,4.46,4.678,4.242,15203,4.2343716
"2024-07-04T19:00:00Z",36.333,36.333,NA,90.933,90.933,NA,1024.208,1024.208,NA,3.8085,3.934,3.683,15203,4.6200824
"2024-07-04T20:00:00Z",31.034,31.034,NA,94.3,94.3,NA,1023.893,1023.893,NA,3.231,3.389,3.073,15203,4.7689472
"2024-07-04T21:00:00Z",30.233,30.233,NA,93.034,93.034,NA,1023.443,1023.443,NA,3.125,3.256,2.994,15203,4.7816484
"2024-07-04T22:00:00Z",31.667,31.667,NA,91.5,91.5,NA,1022.978,1022.978,NA,3.3165,3.479,3.154,15203,4.7598176
"2024-07-04T23:00:00Z",30.633,30.633,NA,93.767,93.767,NA,1022.541,1022.541,NA,3.9765,4.234,3.719,15203,5.1937544
"2024-07-04T00:00:00Z",33.1,33.1,NA,81.567,81.567,NA,1013.298,1013.298,NA,3.731,3.786,3.676,156499,4.854924
"2024-07-04T01:00:00Z",37.3,37.3,NA,80.034,80.034,NA,1012.909,1012.909,NA,4.878,4.961,4.795,156499,5.098112
"2024-07-04T02:00:00Z",38.033,38.033,NA,79.467,79.467,NA,1012.688,1012.688,NA,4.909,4.959,4.859,156499,5.0519044
"2024-07-04T03:00:00Z",39.867,39.867,NA,77.9,77.9,NA,1012.572,1012.572,NA,5.0885,5.191,4.986,156499,4.9897056
"2024-07-04T04:00:00Z",43.8,43.8,NA,74.6,74.6,NA,1012.763,1012.763,NA,6.5855,6.598,6.573,156499,5.439042
"2024-07-04T05:00:00Z",45.5,45.5,NA,72.466,72.466,NA,1012.944,1012.944,NA,5.8325,5.885,5.78,156499,4.89963
"2024-07-04T06:00:00Z",46.933,46.933,NA,70.834,70.834,NA,1013.023,1013.023,NA,4.583,4.678,4.488,156499,4.1228004
"2024-07-04T07:00:00Z",49.933,49.933,NA,68.867,68.867,NA,1013.186,1013.186,NA,5.1295,5.309,4.95,156499,4.1535664
"2024-07-04T08:00:00Z",53.334,53.334,NA,67.434,67.434,NA,1013.515,1013.515,NA,5.5255,5.57,5.481,156499,4.0713052
"2024-07-04T09:00:00Z",55.066,55.066,NA,66.534,66.534,NA,1013.635,1013.635,NA,7.795,7.811,7.779,156499,5.1129568
"2024-07-04T10:00:00Z",58.067,58.067,NA,65.2,65.2,NA,1013.769,1013.769,NA,9.008,9.055,8.961,156499,5.4928836
"2024-07-04T11:00:00Z",59.733,59.733,NA,64.367,64.367,NA,1013.721,1013.721,NA,8.7615,8.817,8.706,156499,5.2217744
"2024-07-04T12:00:00Z",60.9,60.9,NA,64,64,NA,1014.024,1014.024,NA,7.688,7.637,7.739,156499,4.559832
"2024-07-04T13:00:00Z",60.867,60.867,NA,64.7,64.7,NA,1014.251,1014.251,NA,7.8225,7.871,7.774,156499,4.6331216
"2024-07-04T14:00:00Z",60.033,60.033,NA,66.467,66.467,NA,1014.375,1014.375,NA,9.4315,9.419,9.444,156499,5.5472944
"2024-07-04T15:00:00Z",53.4,53.4,NA,70.233,70.233,NA,1014.403,1014.403,NA,7.157,7.11,7.204,156499,4.920588
"2024-07-04T16:00:00Z",48.133,48.133,NA,74.067,74.067,NA,1014.317,1014.317,NA,5.813,5.857,5.769,156499,4.6650804
"2024-07-04T17:00:00Z",43.033,43.033,NA,77.733,77.733,NA,1014.182,1014.182,NA,5.1755,5.189,5.162,156499,4.7655504
"2024-07-04T18:00:00Z",39.433,39.433,NA,81.334,81.334,NA,1013.835,1013.835,NA,4.868,4.892,4.844,156499,4.9111404
"2024-07-04T19:00:00Z",33.7,33.7,NA,84,84,NA,1013.519,1013.519,NA,3.0605,3.011,3.11,156499,4.452462
"2024-07-04T20:00:00Z",31.1,31.1,NA,85.933,85.933,NA,1013.127,1013.127,NA,2.667,2.736,2.598,156499,4.467788
"2024-07-04T21:00:00Z",29.8,29.8,NA,87.933,87.933,NA,1012.609,1012.609,NA,2.548,2.562,2.534,156499,4.516192
"2024-07-04T22:00:00Z",29.9,29.9,NA,88.7,88.7,NA,1012.292,1012.292,NA,2.823,2.87,2.776,156499,4.651772
"2024-07-04T23:00:00Z",30.666,30.666,NA,88.267,88.267,NA,1011.85,1011.85,NA,3.3295,3.393,3.266,156499,4.8519148
"2024-07-04T00:00:00Z",31.5,31.5,31.5,81.233,81.233,81.233,1009.786,1009.786,1009.786,2.8705,3.126,2.615,167065,4.540342
"2024-07-04T01:00:00Z",33.367,33.367,33.367,81.2,81.2,81.2,1009.33,1009.33,1009.33,3.5535,3.936,3.171,167065,4.7391656
"2024-07-04T02:00:00Z",37.267,37.267,37.267,80.2,80.2,80.2,1009.119,1009.119,1009.119,4.5465,4.915,4.178,167065,4.9272176
"2024-07-04T03:00:00Z",38.567,38.567,38.567,78.4,78.4,78.4,1009.036,1009.036,1009.036,6.771,7.308,6.234,167065,5.9820956
"2024-07-04T04:00:00Z",41.833,41.833,41.833,76.267,76.267,76.267,1009.296,1009.296,1009.296,8.3745,9.126,7.623,167065,6.5440664
"2024-07-04T05:00:00Z",45.966,45.966,45.966,74,74,74,1009.509,1009.509,1009.509,14.625,15.752,13.498,167065,9.4671968
"2024-07-04T06:00:00Z",47.734,47.734,47.734,72.667,72.667,72.667,1009.598,1009.598,1009.598,27.0695,29.25,24.889,167065,15.8374812
"2024-07-04T07:00:00Z",48.367,48.367,48.367,71.666,71.666,71.666,1009.903,1009.903,1009.903,19.9945,21.484,18.505,167065,12.0762496
"2024-07-04T08:00:00Z",49,49,49,70.833,70.833,70.833,1010.071,1010.071,1010.071,10.499,11.322,9.676,167065,7.046676
"2024-07-04T09:00:00Z",50.6,50.6,50.6,69.534,69.534,69.534,1010.163,1010.163,1010.163,9.6855,10.334,9.037,167065,6.484082
"2024-07-04T10:00:00Z",51.733,51.733,51.733,68.834,68.834,68.834,1010.228,1010.228,1010.228,9.9835,10.676,9.291,167065,6.5437024
"2024-07-04T11:00:00Z",54.166,54.166,54.166,67.667,67.667,67.667,1010.216,1010.216,1010.216,10.474,11.171,9.777,167065,6.5934328
"2024-07-04T12:00:00Z",54.7,54.7,54.7,67.6,67.6,67.6,1010.525,1010.525,1010.525,10.464,11.075,9.853,167065,6.542696
"2024-07-04T13:00:00Z",48.2,48.2,48.2,72.7,72.7,72.7,1010.725,1010.725,1010.725,8.998,9.702,8.294,167065,6.328312
"2024-07-04T14:00:00Z",38.133,38.133,38.133,81.167,81.167,81.167,1010.738,1010.738,1010.738,6.0355,6.438,5.633,167065,5.6336704
"2024-07-04T15:00:00Z",30.567,30.567,30.567,89.167,89.167,89.167,1010.776,1010.776,1010.776,6.636,7.341,5.931,167065,6.5929556
"2024-07-04T16:00:00Z",27.409,27.409,27.409,92.753,92.753,92.753,1010.654,1010.654,1010.654,4.841,5.475,4.207,167065,5.9214372
"2024-07-04T17:00:00Z",24.292,24.292,24.292,95.95,95.95,95.95,1010.502,1010.502,1010.502,4.4945,5.179,3.81,167065,6.0054396
"2024-07-04T18:00:00Z",24.366,24.366,24.366,94.8,94.8,94.8,1010.228,1010.228,1010.228,3.079,3.711,2.447,167065,5.2574128
"2024-07-04T19:00:00Z",29.6,29.6,29.6,87.633,87.633,87.633,1009.922,1009.922,1009.922,3.8205,4.255,3.386,167065,5.200022
"2024-07-04T20:00:00Z",30.6,30.6,30.6,86.533,86.533,86.533,1009.621,1009.621,1009.621,3.674,3.978,3.37,167065,5.038056
"2024-07-04T21:00:00Z",30.034,30.034,30.034,85.934,85.934,85.934,1009.217,1009.217,1009.217,3.3035,3.485,3.122,167065,4.8921372
"2024-07-04T22:00:00Z",29.967,29.967,29.967,86.633,86.633,86.633,1008.712,1008.712,1008.712,3.5715,3.839,3.304,167065,5.0382776
"2024-07-04T23:00:00Z",30.733,30.733,30.733,86.267,86.267,86.267,1008.375,1008.375,1008.375,3.5665,3.79,3.343,167065,4.9703944
"2024-07-04T00:00:00Z",27.834,27.834,27.834,89.1,89.1,89.1,1018.691,1018.691,1018.691,3.4105,3.3,3.521,167399,5.1356452
"2024-07-04T01:00:00Z",30.633,30.633,30.633,87.8,87.8,87.8,1018.27,1018.27,1018.27,4.0925,3.85,4.335,167399,5.2545384
"2024-07-04T02:00:00Z",33.334,33.334,33.334,84.8,84.8,84.8,1018.021,1018.021,1018.021,4.047,3.9,4.194,167399,5.0005712
"2024-07-04T03:00:00Z",36.8,36.8,36.8,80.966,80.966,80.966,1018.024,1018.024,1018.024,4.393,4.223,4.563,167399,4.886572
"2024-07-04T04:00:00Z",42.3,42.3,42.3,76.967,76.967,76.967,1018.344,1018.344,1018.344,4.747,4.578,4.916,167399,4.603468
"2024-07-04T05:00:00Z",45.767,45.767,45.767,74.367,74.367,74.367,1018.554,1018.554,1018.554,6.027,5.876,6.178,167399,4.9787996
"2024-07-04T06:00:00Z",47.767,47.767,47.767,72.566,72.566,72.566,1018.68,1018.68,1018.68,6.395,6.302,6.488,167399,5.0012316
"2024-07-04T07:00:00Z",50.433,50.433,50.433,70.833,70.833,70.833,1019.034,1019.034,1019.034,6.297,6.14,6.454,167399,4.7227364
"2024-07-04T08:00:00Z",53.633,53.633,53.633,69.4,69.4,69.4,1019.253,1019.253,1019.253,6.8605,6.65,7.071,167399,4.7453704
"2024-07-04T09:00:00Z",55.966,55.966,55.966,68.4,68.4,68.4,1019.434,1019.434,1019.434,6.7435,6.549,6.938,167399,4.4852908
"2024-07-04T10:00:00Z",57.733,57.733,57.733,67.034,67.034,67.034,1019.524,1019.524,1019.524,8.857,8.607,9.107,167399,5.4422164
"2024-07-04T11:00:00Z",58.833,58.833,58.833,66.133,66.133,66.133,1019.505,1019.505,1019.505,10.753,10.334,11.172,167399,6.3420004
"2024-07-04T12:00:00Z",57.834,57.834,57.834,65.2,65.2,65.2,1019.821,1019.821,1019.821,9.825,9.383,10.267,167399,5.9408432
"2024-07-04T13:00:00Z",60.033,60.033,60.033,64.7,64.7,64.7,1020.015,1020.015,1020.015,12.7565,12.369,13.144,167399,7.2895944
"2024-07-04T14:00:00Z",59.166,59.166,59.166,67.2,67.2,67.2,1020.014,1020.014,1020.014,13.633,13.397,13.869,167399,7.8227488
"2024-07-04T15:00:00Z",52.034,52.034,52.034,72.333,72.333,72.333,1020.001,1020.001,1020.001,9.2805,9.152,9.409,167399,6.1496852
"2024-07-04T16:00:00Z",47.9,47.9,47.9,75.233,75.233,75.233,1019.788,1019.788,1019.788,6.307,6.133,6.481,167399,4.943788
"2024-07-04T17:00:00Z",43.3,43.3,43.3,78.133,78.133,78.133,1019.591,1019.591,1019.591,5.2335,5.177,5.29,167399,4.773194
"2024-07-04T18:00:00Z",37.6,37.6,37.6,81.6,81.6,81.6,1019.294,1019.294,1019.294,4.0325,3.935,4.13,167399,4.62951
"2024-07-04T19:00:00Z",31.733,31.733,31.733,88.466,88.466,88.466,1018.918,1018.918,1018.918,4.009,3.922,4.096,167399,5.1170644
"2024-07-04T20:00:00Z",28.067,28.067,28.067,93.233,93.233,93.233,1018.611,1018.611,1018.611,3.491,3.383,3.599,167399,5.1579756
"2024-07-04T21:00:00Z",26.066,26.066,26.066,95.6,95.6,95.6,1018.12,1018.12,1018.12,3.0235,2.882,3.165,167399,5.0834908
"2024-07-04T22:00:00Z",25.6,25.6,25.6,95.467,95.467,95.467,1017.671,1017.671,1017.671,2.9555,2.789,3.122,167399,5.087562
"2024-07-04T23:00:00Z",25.8,25.8,25.8,95,95,95,1017.295,1017.295,1017.295,2.5295,2.354,2.705,167399,4.847298
"2024-07-04T00:00:00Z",29.367,29.367,29.367,84.667,84.667,84.667,1015.799,1015.799,1015.799,2.656,2.955,2.357,167413,4.6096756
"2024-07-04T01:00:00Z",30.6,30.6,30.6,84.666,84.666,84.666,1015.444,1015.444,1015.444,3.027,3.229,2.825,167413,4.699028
"2024-07-04T02:00:00Z",33.667,33.667,33.667,84.466,84.466,84.466,1015.236,1015.236,1015.236,4.009,4.109,3.909,167413,4.9522876
"2024-07-04T03:00:00Z",34.9,34.9,34.9,83.066,83.066,83.066,1015.176,1015.176,1015.176,4.6175,4.414,4.821,167413,5.16609
"2024-07-04T04:00:00Z",36.033,36.033,36.033,81.967,81.967,81.967,1015.42,1015.42,1015.42,5.9975,5.763,6.232,167413,5.7926784
"2024-07-04T05:00:00Z",39.567,39.567,39.567,79.834,79.834,79.834,1015.638,1015.638,1015.638,9.4955,9.197,9.794,167413,7.3245336
"2024-07-04T06:00:00Z",41.666,41.666,41.666,77.733,77.733,77.733,1015.762,1015.762,1015.762,7.46,7.348,7.572,167413,6.0790968
"2024-07-04T07:00:00Z",41.9,41.9,41.9,76.3,76.3,76.3,1016.043,1016.043,1016.043,5.3115,5.154,5.469,167413,4.933346
"2024-07-04T08:00:00Z",44.267,44.267,44.267,75.167,75.167,75.167,1016.323,1016.323,1016.323,13.315,13.141,13.489,167413,8.9255116
"2024-07-04T09:00:00Z",45.5,45.5,45.5,73.633,73.633,73.633,1016.424,1016.424,1016.424,4.972,4.94,5.004,167413,4.448728
"2024-07-04T10:00:00Z",48.333,48.333,48.333,72.167,72.167,72.167,1016.494,1016.494,1016.494,6.86,6.731,6.989,167413,5.1966684
"2024-07-04T11:00:00Z",50.466,50.466,50.466,71.4,71.4,71.4,1016.502,1016.502,1016.502,8.7355,8.45,9.021,167413,5.9976988
"2024-07-04T12:00:00Z",50.9,50.9,50.9,70.8,70.8,70.8,1016.858,1016.858,1016.858,11.2495,10.931,11.568,167413,7.278058
"2024-07-04T13:00:00Z",52.6,52.6,52.6,70.3,70.3,70.3,1017.072,1017.072,1017.072,10.533,10.161,10.905,167413,6.757772
"2024-07-04T14:00:00Z",49.966,49.966,49.966,72.433,72.433,72.433,1017.093,1017.093,1017.093,7.7505,7.608,7.893,167413,5.5241588
"2024-07-04T15:00:00Z",44.534,44.534,44.534,76.133,76.133,76.133,1017.135,1017.135,1017.135,4.749,4.571,4.927,167413,4.4141792
"2024-07-04T16:00:00Z",33.833,33.833,33.833,85.5,85.5,85.5,1017.029,1017.029,1017.029,3.6145,3.663,3.566,167413,4.7314264
"2024-07-04T17:00:00Z",30.633,30.633,30.633,88.333,88.333,88.333,1016.804,1016.804,1016.804,3.192,3.422,2.962,167413,4.7826764
"2024-07-04T18:00:00Z",32.767,32.767,32.767,84.667,84.667,84.667,1016.458,1016.458,1016.458,2.594,2.867,2.321,167413,4.2875076
"2024-07-04T19:00:00Z",32.133,32.133,32.133,84.767,84.767,84.767,1016.141,1016.141,1016.141,2.2365,2.508,1.965,167413,4.1541944
"2024-07-04T20:00:00Z",28.633,28.633,28.633,88.133,88.133,88.133,1015.811,1015.811,1015.811,1.697,2.01,1.384,167413,4.1696964
"2024-07-04T21:00:00Z",24.4,24.4,24.4,94.933,94.933,94.933,1015.356,1015.356,1015.356,1.6125,1.856,1.369,167413,4.48607
"2024-07-04T22:00:00Z",24.4,24.4,24.4,95.267,95.267,95.267,1014.86,1014.86,1014.86,2.161,2.401,1.921,167413,4.773484
"2024-07-04T23:00:00Z",24.733,24.733,24.733,92.7,92.7,92.7,1014.338,1014.338,1014.338,2.6955,3.016,2.375,167413,5.0251904
"2024-07-04T00:00:00Z",25.145,25.145,25.145,88.023,88.023,88.023,1011.3,1011.3,1011.3,2.974,2.892,3.056,171177,5.136022
"2024-07-04T01:00:00Z",29.067,29.067,29.067,86.6,86.6,86.6,1010.954,1010.954,1010.954,4.1545,4.03,4.279,171177,5.4204496
"2024-07-04T02:00:00Z",31.258,31.258,31.258,85.308,85.308,85.308,1010.796,1010.796,1010.796,4.662,4.548,4.776,171177,5.4997064
"2024-07-04T03:00:00Z",34.355,34.355,34.355,82.436,82.436,82.436,1010.692,1010.692,1010.692,4.975,4.914,5.036,171177,5.399854
"2024-07-04T04:00:00Z",40.333,40.333,40.333,76.317,76.317,76.317,1010.918,1010.918,1010.918,5.7625,5.761,5.764,171177,5.3031784
"2024-07-04T05:00:00Z",47.166,47.166,47.166,72.433,72.433,72.433,1011.163,1011.163,1011.163,6.452,6.354,6.55,171177,5.0823048
"2024-07-04T06:00:00Z",49.567,49.567,49.567,70.434,70.434,70.434,1011.246,1011.246,1011.246,6.911,6.886,6.936,171177,5.1182556
"2024-07-04T07:00:00Z",51.8,51.8,51.8,67.867,67.867,67.867,1011.534,1011.534,1011.534,5.254,5.234,5.274,171177,4.059736
"2024-07-04T08:00:00Z",53.466,53.466,53.466,67.034,67.034,67.034,1011.772,1011.772,1011.772,5.5515,5.52,5.583,171177,4.0736828
"2024-07-04T09:00:00Z",54.9,54.9,54.9,66.033,66.033,66.033,1011.882,1011.882,1011.882,6.6675,6.74,6.595,171177,4.53629
"2024-07-04T10:00:00Z",56.367,56.367,56.367,64.934,64.934,64.934,1011.947,1011.947,1011.947,7.2385,7.171,7.306,171177,4.7105056
"2024-07-04T11:00:00Z",57.85,57.85,57.85,64.591,64.591,64.591,1011.932,1011.932,1011.932,8.2935,8.216,8.371,171177,5.136974
"2024-07-04T12:00:00Z",57.466,57.466,57.466,65.6,65.6,65.6,1012.226,1012.226,1012.226,7.7735,7.787,7.76,171177,4.8972108
"2024-07-04T13:00:00Z",43.917,43.917,43.917,75.166,75.166,75.166,1012.426,1012.426,1012.426,6.7345,6.7,6.769,171177,5.5071496
"2024-07-04T14:00:00Z",42.008,42.008,42.008,76.25,76.25,76.25,1012.491,1012.491,1012.491,5.411,5.295,5.527,171177,4.9762824
"2024-07-04T15:00:00Z",42.947,42.947,42.947,74.664,74.664,74.664,1012.57,1012.57,1012.57,4.2415,4.247,4.236,171177,4.2834616
"2024-07-04T16:00:00Z",39.058,39.058,39.058,77.489,77.489,77.489,1012.502,1012.502,1012.502,4.1325,4.074,4.191,171177,4.5576884
"2024-07-04T17:00:00Z",35.317,35.317,35.317,80,80,80,1012.375,1012.375,1012.375,3.631,3.534,3.728,171177,4.6136356
