time_stamp,private,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b,latitude,longitude
2024-07-03T22:30:00Z,0,30.4,30.4,30.4,88.733,88.733,88.733,1011.255,1011.255,1011.255,90.569,,90.569,0.02,3,3.1,2.9,12.3,12.7,11.9,9.1,9.3,8.8,157.5,154.2,161,820.21,849.955,790.465,237.038,241.705,232.371,22.287,23.667,20.907,1.9795,1.983,1.976,1.0865,1.137,1.036,0.638,0.681,0.595,3.8945,3.98,3.809,3.8945,3.98,3.809,4.8195,4.942,4.697,4.8195,4.942,4.697,5.609500000000000,5.787,5.432,5.609500000000000,5.787,5.432,47.173307,-122.437636
2024-07-03T23:00:00Z,0,29.8,29.8,29.8,88.267,88.267,88.267,1011.02,1011.02,1011.02,92.285,,92.285,0.02,3,3,3,12.7,12.9,12.5,9.3,9.4,9.1,154.6,152.9,156.4,845.6125,861.069,830.156,244.5075,246.03,242.985,21.7175,21.997,21.438,2.245,2.257,2.233,1.2965,1.434,1.159,0.6855,0.777,0.594,4.037,4.076,3.998,4.037,4.076,3.998,4.964,5.033,4.895,4.964,5.033,4.895,5.86,6.033,5.687,5.86,6.033,5.687,47.173307,-122.437636
2024-07-03T23:30:00Z,0,28.4,28.4,28.4,89.467,89.467,89.467,1010.869,1010.869,1010.869,90.993,,90.993,0.02,2.6,2.6,2.6,11,11.2,10.8,8.4,8.5,8.3,167.9,166.4,169.4,734.6935,746.15,723.237,212.3055,214.483,210.128,18.987000000000000,19.225,18.749,1.9425,1.951,1.934,1.213,1.173,1.253,0.784,0.727,0.841,3.2880000000000000,3.387,3.189,3.2880000000000000,3.387,3.189,4.101,4.141,4.061,4.101,4.141,4.061,4.954,5.013,4.895,4.954,5.013,4.895,47.173307,-122.437636
2024-07-04T00:00:00Z,0,26.333,26.333,26.333,88,88,88,1010.773,1010.773,1010.773,93.138,,93.138,0.02,2.1,2.2,2.1,9.1,9.3,9,7.4,7.5,7.3,186,184.4,187.7,609.1015,619.622,598.581,175.77000000000000,177.963,173.577,14.916,15.292,14.54,1.4435,1.371,1.516,0.9825000000000000,0.837,1.128,0.429,0.347,0.511,2.5405,2.615,2.466,2.5405,2.615,2.466,3.1880000000000000,3.315,3.061,3.1880000000000000,3.315,3.061,3.855,3.863,3.847,3.855,3.863,3.847,47.173307,-122.437636
2024-07-04T00:30:00Z,0,25.867,25.867,25.867,87.333,87.333,87.333,1010.541,1010.541,1010.541,92.859,,92.859,0.02,2.2,2.2,2.1,8.8,9,8.7,7.2,7.3,7.1,189.2,187.4,191,589.838,600.895,578.781,171.212,172.923,169.501,15.720500000000000,16.939,14.502,1.151,1.143,1.159,0.7030000000000000,0.75,0.656,0.39950000000000000,0.422,0.377,2.4825,2.51,2.455,2.4825,2.51,2.455,3.107,3.129,3.085,3.107,3.129,3.085,3.6445,3.714,3.575,3.6445,3.714,3.575,47.173307,-122.437636
2024-07-04T01:00:00Z,0,26.533,26.533,26.533,87.133,87.133,87.133,1010.323,1010.323,1010.323,91.318,,91.318,0.02,2.3,2.4,2.3,9.6,9.9,9.4,7.7,7.8,7.5,180.7,177.9,183.6,643.2760000000000,662.313,624.239,185.44150000000000,190.279,180.604,16.762,17.081,16.443,1.2890000000000000,1.3,1.278,0.6865,0.6,0.773,0.42900000000000000,0.405,0.453,2.7595,2.862,2.657,2.7595,2.862,2.657,3.4945000000000000,3.628,3.361,3.4945000000000000,3.628,3.361,3.997,4.078,3.916,3.997,4.078,3.916,47.173307,-122.437636
2024-07-04T01:30:00Z,0,27.933,27.933,27.933,86.933,86.933,86.933,1010.151,1010.151,1010.151,87.602,,87.602,0.02,2.6,2.7,2.6,10.8,11.2,10.5,8.3,8.5,8.2,169.6,166.8,172.5,721.9945,743.518,700.471,208.50100000000000,211.909,205.093,19.5445,20.303,18.786,1.572,1.801,1.343,1.006,1.151,0.861,0.46050000000000000,0.569,0.352,3.267,3.331,3.203,3.267,3.331,3.203,4.0385,4.126,3.951,4.0385,4.126,3.951,4.7385,4.944,4.533,4.7385,4.944,4.533,47.173307,-122.437636
2024-07-04T02:00:00Z,0,30.867,30.867,30.867,85.8,85.8,85.8,1009.995,1009.995,1009.995,84.499,,84.499,0.02,2.9,3,2.9,11.9,12.2,11.6,8.9,9,8.7,160.6,158,163.4,793.308,816.136,770.48,230.239,232.828,227.65,21.744500000000000,21.832,21.657,1.9115000000000000,1.724,2.099,1.1985000000000000,1.016,1.381,0.688,0.511,0.865,3.769,3.864,3.674,3.769,3.864,3.674,4.635,4.745,4.525,4.635,4.745,4.525,5.5335,5.487,5.58,5.5335,5.487,5.58,47.173307,-122.437636
2024-07-04T02:30:00Z,0,33.133,33.133,33.133,84.8,84.8,84.8,1009.996,1009.996,1009.996,80.607,,80.607,0.02,3.4,3.5,3.3,13.7,14,13.5,9.7,9.9,9.6,147.3,145.6,149.1,915.0085,932.392,897.625,264.72,267.675,261.765,25.865000000000000,27.039,24.691,2.3115000000000000,2.437,2.186,1.3485,1.445,1.252,0.7145,0.764,0.665,4.435500000000000,4.539,4.332,4.435500000000000,4.539,4.332,5.569,5.672,5.466,5.569,5.672,5.466,6.543000000000000,6.717,6.369,6.543000000000000,6.717,6.369,47.173307,-122.437636
2024-07-04T03:00:00Z,0,33.733,33.733,33.733,84.067,84.067,84.067,1009.976,1009.976,1009.976,81.659,,81.659,0.02,3.6,3.7,3.5,14.6,14.7,14.5,10.1,10.2,10.1,141.8,141,142.6,972.3405,980.853,963.828,281.99350000000000,281.389,282.598,27.0265,28.678,25.375,2.4845,2.619,2.35,1.3225,1.333,1.312,0.7685,0.768,0.769,4.8775000000000000,4.874,4.881,4.8775000000000000,4.874,4.881,6.0535,6.083,6.024,6.0535,6.083,6.024,7.031,7.111,6.951,7.031,7.111,6.951,47.173307,-122.437636
2024-07-04T03:30:00Z,0,33.933,33.933,33.933,83,83,83,1009.911,1009.911,1009.911,84.978,,84.978,0.02,3.3,3.4,3.3,13.3,13.5,13.1,9.5,9.6,9.5,150.1,148.8,151.4,888.0425,900.304,875.781,257.404,258.965,255.843,26.4695,26.914,26.025,2.8035,2.813,2.794,1.7545,1.765,1.744,1.058,0.995,1.121,4.3615000000000000,4.407,4.316,4.3615000000000000,4.407,4.316,5.5085,5.546,5.471,5.5085,5.546,5.471,6.775,6.819,6.731,6.775,6.819,6.731,47.173307,-122.437636
2024-07-04T04:00:00Z,0,36.067,36.067,36.067,81.333,81.333,81.333,1010.02,1010.02,1010.02,82.016,,82.016,0.02,3.6,3.7,3.6,14.3,14.4,14.2,10,10,9.9,143.8,143,144.5,951.6435000000000,959.271,944.016,276.972,277.743,276.201,28.814,29.391,28.237,2.3200000000000000,2.337,2.303,1.4535,1.441,1.466,0.74,0.697,0.783,4.7220000000000000,4.818,4.626,4.7220000000000000,4.818,4.626,5.942,6.017,5.867,5.942,6.017,5.867,6.942,7.031,6.853,6.942,7.031,6.853,47.173307,-122.437636
2024-07-04T04:30:00Z,0,38.533,38.533,38.533,79.667,79.667,79.667,1010.348,1010.348,1010.348,83.381,,83.381,0.02,4.8,4.9,4.7,18.5,18.9,18.1,11.7,11.9,11.5,121.1,119.2,123,1234.0030000000000,1262.246,1205.76,357.9095,362.549,353.27,39.5465,40.792,38.301,3.336,3.32,3.352,1.8680000000000000,1.809,1.927,0.9825000000000000,0.968,0.997,6.437,6.557,6.317,6.437,6.557,6.317,8.239,8.388,8.09,8.239,8.388,8.09,9.567,9.729,9.405,9.567,9.729,9.405,47.173307,-122.437636
2024-07-04T05:00:00Z,0,40.6,40.6,40.6,78.467,78.467,78.467,1010.429,1010.429,1010.429,83.015,,83.015,0.02,6.9,6.9,6.8,26.5,26.6,26.4,14.3,14.3,14.3,93.2,93,93.5,1768.6355000000000,1774.407,1762.864,512.6835,510.662,514.705,54.947500000000000,56.584,53.311,3.7875,3.95,3.625,1.9855,1.973,1.998,0.831,0.961,0.701,9.583,9.532,9.634,9.583,9.532,9.634,12.035,12.019,12.051,12.035,12.019,12.051,13.456,13.531,13.381,13.456,13.531,13.381,47.173307,-122.437636
2024-07-04T05:30:00Z,0,42.2,42.2,42.2,77.2,77.2,77.2,1010.404,1010.404,1010.404,85.781,,85.781,0.02,8.9,9.1,8.7,32.9,33.3,32.5,16,16.1,15.9,78.8,78,79.6,2194.7485000000000,2222.281,2167.216,639.705,642.465,636.945,75.8245,78.925,72.724,5.645,5.445,5.845,2.952,2.795,3.109,1.0940000000000000,1.018,1.17,12.291,12.315,12.267,12.291,12.315,12.267,15.654500000000000,15.795,15.514,15.654500000000000,15.795,15.514,17.694000000000000,17.739,17.649,17.694000000000000,17.739,17.649,47.173307,-122.437636
2024-07-04T06:00:00Z,0,43.667,43.667,43.667,75.733,75.733,75.733,1010.447,1010.447,1010.447,78.881,,78.881,0.02,9.1,9.2,9,33.2,33.4,33,16.1,16.1,16,78.3,77.9,78.7,2211.342,2224.525,2198.159,646.2080000000000,644.629,647.787,78.973,80.883,77.063,6.3725000000000000,6.019,6.726,3.327,3.169,3.485,1.3915,1.402,1.381,12.4245,12.371,12.478,12.4245,12.371,12.478,16.080000000000000,15.961,16.199,16.080000000000000,15.961,16.199,18.415,18.202,18.628,18.415,18.202,18.628,47.173307,-122.437636
2024-07-04T06:30:00Z,0,44.8,44.8,44.8,74.733,74.733,74.733,1010.596,1010.596,1010.596,81.377,,81.377,0.02,10.3,10.5,10.1,36.3,36.5,36.1,16.8,16.8,16.7,72.9,72.5,73.2,2418.0265,2432.426,2403.627,708.971,708.778,709.164,93.694,96.631,90.757,7.955500000000000,7.342,8.569,3.872,3.573,4.171,1.388,1.36,1.416,13.6235,13.606,13.641,13.6235,13.606,13.641,18.16,18.146,18.174,18.16,18.146,18.174,20.7855,20.611,20.96,20.7855,20.611,20.96,47.173307,-122.437636
2024-07-04T07:00:00Z,0,44.067,44.067,44.067,74.6,74.6,74.6,1010.741,1010.741,1010.741,81.093,,81.093,0.02,7.9,8.2,7.7,28.2,28.6,27.8,14.8,14.9,14.7,88.9,87.9,90,1880.4425,1909.838,1851.047,549.1175000000000,553.506,544.729,70.6685,73.782,67.555,5.2295,5.146,5.313,2.409,2.278,2.54,0.97,0.899,1.041,10.3845,10.58,10.189,10.3845,10.58,10.189,13.6835,13.897,13.47,13.6835,13.897,13.47,15.400000000000000,15.587,15.213,15.400000000000000,15.587,15.213,47.173307,-122.437636
2024-07-04T07:30:00Z,0,45.133,45.133,45.133,73.733,73.733,73.733,1010.874,1010.874,1010.874,77.202,,77.202,0.02,8,8.2,7.8,27.9,28,27.8,14.7,14.7,14.7,89.7,89.5,89.9,1859.7150000000000,1865.101,1854.329,545.1245000000000,544.646,545.603,72.553,75.445,69.661,5.9880000000000000,5.389,6.587,3.052,2.697,3.407,1.2975000000000000,1.093,1.502,10.275000000000000,10.293,10.257,10.275000000000000,10.293,10.257,13.6235,13.632,13.615,13.6235,13.632,13.615,15.761,15.588,15.934,15.761,15.588,15.934,47.173307,-122.437636
2024-07-04T08:00:00Z,0,46.067,46.067,46.067,72.6,72.6,72.6,1010.997,1010.997,1010.997,72.124,,72.124,0.02,6.6,6.8,6.4,23.7,24.1,23.3,13.5,13.6,13.3,101.5,100.1,102.9,1579.3610000000000,1608.064,1550.658,461.98,467.601,456.359,58.6145,60.794,56.435,4.911,4.595,5.227,2.4185,2.192,2.645,1.0075000000000000,1.142,0.873,8.478,8.695,8.261,8.478,8.695,8.261,11.234,11.405,11.063,11.234,11.405,11.063,12.9395,13.079,12.8,12.9395,13.079,12.8,47.173307,-122.437636
2024-07-04T08:30:00Z,0,47.133,47.133,47.133,71.533,71.533,71.533,1011.061,1011.061,1011.061,78.639,,78.639,0.02,6,6.1,5.8,21.5,21.8,21.3,12.8,12.8,12.7,108.8,107.9,109.7,1435.1680000000000,1451.647,1418.689,419.039,419.819,418.259,52.536,54.357,50.715,4.006,3.769,4.243,2.039,1.989,2.089,0.965,0.965,0.965,7.7295,7.742,7.717,7.7295,7.742,7.717,10.109,10.083,10.135,10.109,10.083,10.135,11.5275,11.533,11.522,11.5275,11.533,11.522,47.173307,-122.437636
2024-07-04T09:00:00Z,0,48.533,48.533,48.533,70.333,70.333,70.333,1011.145,1011.145,1011.145,83.099,,83.099,0.02,6.3,6.4,6.2,22.9,23.2,22.6,13.2,13.3,13.1,104.1,103.1,105.2,1525.009,1545.233,1504.785,443.5995,446.542,440.657,54.994,56.931,53.057,4.109,4.161,4.057,1.9145000000000000,1.943,1.886,0.7930000000000000,0.813,0.773,8.216000000000000,8.329,8.103,8.216000000000000,8.329,8.103,10.6775,10.819,10.536,10.6775,10.819,10.536,12.0215,12.238,11.805,12.0215,12.238,11.805,47.173307,-122.437636
2024-07-04T09:30:00Z,0,49.467,49.467,49.467,69.8,69.8,69.8,1011.12,1011.12,1011.12,72.951,,72.951,0.02,6.8,6.9,6.6,24.5,24.9,24.2,13.7,13.8,13.6,98.8,97.7,100,1636.3815,1661.233,1611.53,476.8885,481.522,472.255,58.9935,60.618,57.369,4.4880000000000000,4.001,4.975,2.293,2.149,2.437,1.006,0.921,1.091,8.8995,8.994,8.805,8.8995,8.994,8.805,11.561,11.571,11.551,11.561,11.571,11.551,13.1795,13.152,13.207,13.1795,13.152,13.207,47.173307,-122.437636
2024-07-04T10:00:00Z,0,50.2,50.2,50.2,69,69,69,1011.233,1011.233,1011.233,70.105,,70.105,0.02,6.7,6.8,6.6,24.2,24.4,23.9,13.6,13.7,13.5,100,99.3,100.8,1610.0885,1625.999,1594.178,469.276,472.339,466.213,57.5245,58.222,56.827,3.685,3.367,4.003,1.908,1.703,2.113,0.8460000000000000,0.761,0.931,8.795,8.885,8.705,8.795,8.885,8.705,11.36,11.425,11.295,11.36,11.425,11.295,12.6735,12.634,12.713,12.6735,12.634,12.713,47.173307,-122.437636
2024-07-04T10:30:00Z,0,51,51,51,69,69,69,1011.178,1011.178,1011.178,74.811,,74.811,0.02,6.2,6.4,6,22.3,22.4,22.1,13,13.1,13,106.2,105.6,106.8,1485.1600000000000,1496.292,1474.028,433.722,435.401,432.043,54.564,57.431,51.697,3.939,3.874,4.004,1.898,2.014,1.782,0.8160000000000000,0.869,0.763,7.9825,8.036,7.929,7.9825,8.036,7.929,10.4835,10.618,10.349,10.4835,10.618,10.349,11.779,11.989,11.569,11.779,11.989,11.569,47.173307,-122.437636
2024-07-04T11:00:00Z,0,51.4,51.4,51.4,68.467,68.467,68.467,1011.113,1011.113,1011.113,70.781,,70.781,0.02,6.1,6.3,6,21.8,22.3,21.4,12.9,13,12.7,107.7,106.1,109.3,1456.654,1485.731,1427.577,424.45,430.661,418.239,55.0825,57.343,52.822,4.62,4.941,4.299,2.3370000000000000,2.465,2.209,1.0355000000000000,1.126,0.945,7.7405,7.861,7.62,7.7405,7.861,7.62,10.289,10.471,10.107,10.289,10.471,10.107,11.9255,12.202,11.649,11.9255,12.202,11.649,47.173307,-122.437636
2024-07-04T11:30:00Z,0,51.133,51.133,51.133,67.733,67.733,67.733,1011.346,1011.346,1011.346,70.153,,70.153,0.02,6.3,6.5,6.1,21.7,22,21.3,12.8,12.9,12.7,108.4,107.2,109.6,1443.3645000000000,1465.553,1421.176,422.17150000000000,424.812,419.531,57.954,60.891,55.017,4.48,4.212,4.748,2.25,2.095,2.405,1.0605,1.061,1.06,7.7385,7.82,7.657,7.7385,7.82,7.657,10.435000000000000,10.523,10.347,10.435000000000000,10.523,10.347,12.006,12.072,11.94,12.006,12.072,11.94,47.173307,-122.437636
2024-07-04T12:00:00Z,0,51.733,51.733,51.733,67,67,67,1011.479,1011.479,1011.479,68.587,,68.587,0.02,6.1,6.4,5.9,21.4,22,20.9,12.7,12.9,12.6,109.2,107.3,111.1,1429.3335,1463.424,1395.243,418.744,426.763,410.725,55.599500000000000,59.508,51.691,4.215,4.504,3.926,2.0390000000000000,2.44,1.638,0.972,1.17,0.774,7.7295,7.902,7.557,7.7295,7.902,7.557,10.336,10.641,10.031,10.336,10.641,10.031,11.7345,12.324,11.145,11.7345,12.324,11.145,47.173307,-122.437636
2024-07-04T12:30:00Z,0,52.067,52.067,52.067,66.933,66.933,66.933,1011.601,1011.601,1011.601,71.056,,71.056,0.02,6.2,6.5,5.9,21.8,22.3,21.4,12.9,13,12.7,107.7,106.2,109.2,1456.45,1483.861,1429.039,425.89250000000000,431.555,420.23,55.8675,60.391,51.344,4.184,4.365,4.003,2.1865,2.31,2.063,1.035,1.021,1.049,7.769,7.899,7.639,7.769,7.899,7.639,10.339,10.627,10.051,10.339,10.627,10.051,11.8345,12.195,11.474,11.8345,12.195,11.474,47.173307,-122.437636
2024-07-04T13:00:00Z,0,53.867,53.867,53.867,67.667,67.667,67.667,1011.719,1011.719,1011.719,74.977,,74.977,0.02,7,7.2,6.8,24,24.7,23.3,13.6,13.8,13.3,100.6,98.4,102.8,1599.249,1645.435,1553.063,470.257,480.159,460.355,65.0595,67.673,62.446,5.344,5.565,5.123,2.627,2.799,2.455,0.911,0.987,0.835,8.609,8.743,8.475,8.609,8.743,8.475,11.650000000000000,11.899,11.401,11.650000000000000,11.899,11.401,13.422,13.865,12.979,13.422,13.865,12.979,47.173307,-122.437636
2024-07-04T13:30:00Z,0,51.2,51.2,51.2,71.667,71.667,71.667,1011.796,1011.796,1011.796,77.255,,77.255,0.02,5.8,6,5.6,20.2,20.3,20.1,12.3,12.4,12.3,113.8,113.3,114.4,1347.6,1356.389,1338.811,393.9335,394.863,393.004,52.873,55.708,50.038,4.3315,4.198,4.465,2.415,2.323,2.507,1.213,1.289,1.137,6.935500000000000,6.957,6.914,6.935500000000000,6.957,6.914,9.361,9.386,9.336,9.361,9.386,9.336,11.0955,11.135,11.056,11.0955,11.135,11.056,47.173307,-122.437636
2024-07-04T14:00:00Z,0,46.333,46.333,46.333,75.467,75.467,75.467,1011.717,1011.717,1011.717,77.607,,77.607,0.02,4.7,4.8,4.7,16.8,16.9,16.6,11,11.1,11,129.5,128.8,130.2,1117.813,1126.861,1108.765,328.007,328.697,327.317,42.822,43.667,41.977,3.6185,3.535,3.702,1.974,2.194,1.754,1.1745,1.177,1.172,5.5585,5.549,5.568,5.5585,5.549,5.568,7.5115,7.431,7.592,7.5115,7.431,7.592,8.943,8.997,8.889,8.943,8.997,8.889,47.173307,-122.437636
2024-07-04T14:30:00Z,0,42.2,42.2,42.2,77.933,77.933,77.933,1011.822,1011.822,1011.822,81.783,,81.783,0.02,4,4.1,3.9,15,15.1,14.8,10.3,10.4,10.2,139.6,138.5,140.7,996.706,1008.791,984.621,290.9275,291.188,290.667,34.9715,36.204,33.739,3.122,2.853,3.391,1.6670000000000000,1.547,1.787,0.833,0.857,0.809,4.8630000000000000,4.899,4.827,4.8630000000000000,4.899,4.827,6.4465,6.473,6.42,6.4465,6.473,6.42,7.640000000000000,7.646,7.634,7.640000000000000,7.646,7.634,47.173307,-122.437636
2024-07-04T15:00:00Z,0,40.067,40.067,40.067,79.4,79.4,79.4,1011.82,1011.82,1011.82,82.403,,82.403,0.02,4.1,4.3,3.9,15.1,15.5,14.7,10.3,10.5,10.2,138.7,136.5,140.9,1006.4930000000000,1031.297,981.689,291.7005,296.792,286.609,36.535,39.003,34.067,3.354,3.235,3.473,1.776,1.645,1.907,0.966,0.937,0.995,4.941,5.103,4.779,4.941,5.103,4.779,6.63,6.835,6.425,6.63,6.835,6.425,7.904,8.079,7.729,7.904,8.079,7.729,47.173307,-122.437636
2024-07-04T15:30:00Z,0,39,39,39,80.533,80.533,80.533,1011.765,1011.765,1011.765,81.313,,81.313,0.02,4.4,4.5,4.3,16.3,16.5,16.1,10.8,10.9,10.8,131.9,131.1,132.8,1086.6680000000000,1097.637,1075.699,316.336,318.114,314.558,37.412000000000000,39.401,35.423,3.172,3.349,2.995,1.896,1.816,1.976,1.0140000000000000,1.019,1.009,5.4645,5.503,5.426,5.4645,5.503,5.426,7.0725,7.201,6.944,7.0725,7.201,6.944,8.429,8.561,8.297,8.429,8.561,8.297,47.173307,-122.437636
2024-07-04T16:00:00Z,0,37.867,37.867,37.867,81.867,81.867,81.867,1011.724,1011.724,1011.724,80.431,,80.431,0.02,4.2,4.3,4.1,15.7,15.9,15.6,10.6,10.7,10.5,135.1,134.2,136,1048.326,1059.121,1037.531,306.1705,306.404,305.937,36.137,36.908,35.366,3.7115,3.525,3.898,2.026,1.959,2.093,0.974,0.943,1.005,5.322,5.377,5.267,5.322,5.377,5.267,6.8645,6.815,6.914,6.8645,6.815,6.914,8.34,8.283,8.397,8.34,8.283,8.397,47.173307,-122.437636
2024-07-04T16:30:00Z,0,36.533,36.533,36.533,82.467,82.467,82.467,1011.601,1011.601,1011.601,81.529,,81.529,0.02,3.5,3.5,3.4,13.5,13.4,13.5,9.6,9.6,9.6,149.1,149.3,148.9,897.3025,895.248,899.357,260.0875,258.182,261.993,28.816500000000000,29.861,27.772,2.9425,2.912,2.973,1.7920000000000000,1.797,1.787,1.0550000000000000,1.04,1.07,4.3385,4.294,4.383,4.3385,4.294,4.383,5.5435,5.474,5.613,5.5435,5.474,5.613,6.866,6.831,6.901,6.866,6.831,6.901,47.173307,-122.437636
2024-07-04T17:00:00Z,0,35,35,35,84,84,84,1011.548,1011.548,1011.548,81.479,,81.479,0.02,3.2,3.3,3.1,12.9,13.2,12.7,9.4,9.5,9.2,153,151.2,154.8,860.696,877.09,844.302,249.4675,252.86,246.075,25.348,27.089,23.607,2.399,2.713,2.085,1.5075000000000000,1.781,1.234,0.8945000000000000,1.044,0.745,4.0465,4.064,4.029,4.0465,4.064,4.029,5.106,5.246,4.966,5.106,5.246,4.966,6.2155,6.512,5.919,6.2155,6.512,5.919,47.173307,-122.437636
2024-07-04T17:30:00Z,0,33.333,33.333,33.333,85.067,85.067,85.067,1011.524,1011.524,1011.524,81.265,,81.265,0.02,3.6,3.6,3.6,14,14,14,9.8,9.9,9.8,145.7,145.6,145.8,931.2530000000000,932.467,930.039,270.2305,267.586,272.875,30.1495,30.95,29.349,2.9535,3.187,2.72,1.778,1.905,1.651,1.006,1.017,0.995,4.533,4.461,4.605,4.533,4.461,4.605,5.823500000000000,5.725,5.922,5.823500000000000,5.725,5.922,7.091,7.091,7.091,7.091,7.091,7.091,47.173307,-122.437636
2024-07-04T18:00:00Z,0,32.067,32.067,32.067,85.333,85.333,85.333,1011.375,1011.375,1011.375,81.761,,81.761,0.02,2.6,2.7,2.5,10.7,10.9,10.6,8.3,8.4,8.2,170.5,169.1,171.9,715.085,725.557,704.613,205.77050000000000,206.562,204.979,19.9,20.611,19.189,2.096,2.043,2.149,1.1630000000000000,1.045,1.281,0.679,0.585,0.773,3.123,3.111,3.135,3.123,3.111,3.135,3.9595000000000000,3.979,3.94,3.9595000000000000,3.979,3.94,4.790000000000000,4.701,4.879,4.790000000000000,4.701,4.879,47.173307,-122.437636
2024-07-04T18:30:00Z,0,31.2,31.2,31.2,85.933,85.933,85.933,1011.13,1011.13,1011.13,82.856,,82.856,0.02,2.4,2.4,2.4,10,10,10,7.9,7.9,7.9,177.2,176.8,177.5,667.3005,669.607,664.994,191.858,190.383,193.333,17.357,17.566,17.148,1.744,1.637,1.851,0.9965000000000000,0.967,1.026,0.496,0.507,0.485,2.9015,2.909,2.894,2.9015,2.909,2.894,3.6655000000000000,3.676,3.655,3.6655000000000000,3.676,3.655,4.3545,4.341,4.368,4.3545,4.341,4.368,47.173307,-122.437636
2024-07-04T19:00:00Z,0,30.933,30.933,30.933,87.067,87.067,87.067,1011.045,1011.045,1011.045,83.831,,83.831,0.02,2.7,2.7,2.7,11,11.2,10.8,8.4,8.5,8.3,168.3,166.7,169.9,732.193,744.355,720.031,211.82,213.543,210.097,20.8985,21.208,20.589,1.9540000000000000,2.007,1.901,1.2255,1.202,1.249,0.6575,0.612,0.703,3.246,3.247,3.245,3.246,3.247,3.245,4.147,4.179,4.115,4.147,4.179,4.115,4.976,4.99,4.962,4.976,4.99,4.962,47.173307,-122.437636
2024-07-04T19:30:00Z,0,29.6,29.6,29.6,88.4,88.4,88.4,1010.806,1010.806,1010.806,83.235,,83.235,0.02,2.8,2.9,2.7,11.6,11.8,11.5,8.7,8.8,8.7,163,161.8,164.2,774.014,783.811,764.217,224.244,224.791,223.697,20.6015,21.516,19.687,2.1135,1.97,2.257,1.262,1.053,1.471,0.7405,0.55,0.931,3.551,3.643,3.459,3.551,3.643,3.459,4.462,4.551,4.373,4.462,4.551,4.373,5.360000000000000,5.327,5.393,5.360000000000000,5.327,5.393,47.173307,-122.437636
2024-07-04T20:00:00Z,0,29.133,29.133,29.133,89.8,89.8,89.8,1010.637,1010.637,1010.637,81.98,,81.98,0.02,2.9,3,2.9,12.1,12.3,12,9,9,8.9,158.8,157.9,159.7,808.9795,816.682,801.277,234.4495,233.612,235.287,21.59,22.144,21.036,1.967,2.045,1.889,1.19,1.267,1.113,0.619,0.711,0.527,3.5785,3.75,3.407,3.5785,3.75,3.407,4.4625,4.661,4.264,4.4625,4.661,4.264,5.302,5.582,5.022,5.302,5.582,5.022,47.173307,-122.437636
2024-07-04T20:30:00Z,0,28.067,28.067,28.067,90.733,90.733,90.733,1010.539,1010.539,1010.539,84.991,,84.991,0.02,2.6,2.6,2.6,10.8,10.8,10.8,8.3,8.3,8.3,169.9,169.6,170.1,719.9625000000000,721.831,718.094,208.37,207.159,209.581,18.8575,18.926,18.789,2.1030000000000000,2.13,2.076,1.296,1.189,1.403,0.6785,0.574,0.783,2.821,3.18,2.462,2.821,3.18,2.462,3.6045,3.976,3.233,3.6045,3.976,3.233,4.516,4.843,4.189,4.516,4.843,4.189,47.173307,-122.437636
2024-07-04T21:00:00Z,0,27.467,27.467,27.467,90.6,90.6,90.6,1010.303,1010.303,1010.303,84.303,,84.303,0.02,2.2,2.3,2.1,9.3,9.5,9.1,7.5,7.6,7.4,184.2,182.5,186,620.5665,631.577,609.556,178.4495,180.862,176.037,15.8745,16.775,14.974,1.704,1.698,1.71,1.0470000000000000,1.018,1.076,0.6465,0.58,0.713,2.1975,2.673,1.722,2.1975,2.673,1.722,2.886,3.383,2.389,2.886,3.383,2.389,3.6595,4.122,3.197,3.6595,4.122,3.197,47.173307,-122.437636
2024-07-04T21:30:00Z,0,27,27,27,90.8,90.8,90.8,1010.013,1010.013,1010.013,87.358,,87.358,0.02,2.2,2.3,2.1,9.5,9.6,9.4,7.6,7.6,7.5,182.7,181.6,183.7,630.6030000000000,637.415,623.791,180.731,181.465,179.997,15.166,16.297,14.035,1.3535,1.425,1.282,0.9025000000000000,0.895,0.91,0.5610000000000000,0.519,0.603,2.2080000000000000,2.627,1.789,2.2080000000000000,2.627,1.789,2.8440000000000000,3.29,2.398,2.8440000000000000,3.29,2.398,3.4925,3.91,3.075,3.4925,3.91,3.075,47.173307,-122.437636
