"Plot Title: 21223132"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 21223132, SEN S/N: 21223132)","Host Connected (LGR S/N: 21223132)","Coupler Attached (LGR S/N: 21223132)","Stopped (LGR S/N: 21223132)","End Of File (LGR S/N: 21223132)"
1,01/06/23 01:00:00 PM,10.357,,,,
2,01/06/23 02:00:00 PM,10.161,,,,
3,01/06/23 03:00:00 PM,10.259,,,,
4,01/06/23 04:00:00 PM,10.161,,,,
5,01/06/23 05:00:00 PM,8.978,,,,
6,01/06/23 06:00:00 PM,8.779,,,,
7,01/06/23 07:00:00 PM,8.481,,,,
8,01/06/23 08:00:00 PM,7.682,,,,
9,01/06/23 09:00:00 PM,7.582,,,,
10,01/06/23 10:00:00 PM,7.381,,,,
11,01/06/23 11:00:00 PM,7.481,,,,
12,01/07/23 12:00:00 AM,7.280,,,,
13,01/07/23 01:00:00 AM,7.381,,,,
14,01/07/23 02:00:00 AM,7.481,,,,
15,01/07/23 03:00:00 AM,7.481,,,,
16,01/07/23 04:00:00 AM,7.481,,,,
17,01/07/23 05:00:00 AM,7.381,,,,
18,01/07/23 06:00:00 AM,7.582,,,,
19,01/07/23 07:00:00 AM,7.381,,,,
20,01/07/23 08:00:00 AM,7.381,,,,
21,01/07/23 09:00:00 AM,7.280,,,,
22,01/07/23 10:00:00 AM,7.381,,,,
23,01/07/23 11:00:00 AM,7.782,,,,
24,01/07/23 12:00:00 PM,7.882,,,,
25,01/07/23 01:00:00 PM,7.983,,,,
26,01/07/23 02:00:00 PM,8.082,,,,
27,01/07/23 03:00:00 PM,8.282,,,,
28,01/07/23 04:00:00 PM,8.282,,,,
29,01/07/23 05:00:00 PM,8.182,,,,
30,01/07/23 06:00:00 PM,8.481,,,,
31,01/07/23 07:00:00 PM,9.077,,,,
32,01/07/23 08:00:00 PM,7.882,,,,
33,01/07/23 09:00:00 PM,6.674,,,,
34,01/07/23 10:00:00 PM,5.962,,,,
35,01/07/23 11:00:00 PM,5.244,,,,
36,01/08/23 12:00:00 AM,5.347,,,,
37,01/08/23 01:00:00 AM,5.347,,,,
38,01/08/23 02:00:00 AM,5.552,,,,
39,01/08/23 03:00:00 AM,5.347,,,,
40,01/08/23 04:00:00 AM,5.037,,,,
41,01/08/23 05:00:00 AM,5.141,,,,
42,01/08/23 06:00:00 AM,5.244,,,,
43,01/08/23 07:00:00 AM,5.552,,,,
44,01/08/23 08:00:00 AM,5.962,,,,
45,01/08/23 09:00:00 AM,5.962,,,,
46,01/08/23 10:00:00 AM,6.674,,,,
47,01/08/23 11:00:00 AM,6.877,,,,
48,01/08/23 12:00:00 PM,7.481,,,,
49,01/08/23 01:00:00 PM,8.879,,,,
50,01/08/23 02:00:00 PM,9.571,,,,
51,01/08/23 03:00:00 PM,9.275,,,,
52,01/08/23 04:00:00 PM,7.882,,,,
53,01/08/23 05:00:00 PM,7.782,,,,
54,01/08/23 06:00:00 PM,7.682,,,,
55,01/08/23 07:00:00 PM,6.877,,,,
56,01/08/23 08:00:00 PM,7.280,,,,
57,01/08/23 09:00:00 PM,7.079,,,,
58,01/08/23 10:00:00 PM,5.347,,,,
59,01/08/23 11:00:00 PM,4.623,,,,
60,01/09/23 12:00:00 AM,5.244,,,,
61,01/09/23 01:00:00 AM,6.471,,,,
62,01/09/23 02:00:00 AM,6.268,,,,
63,01/09/23 03:00:00 AM,6.064,,,,
64,01/09/23 04:00:00 AM,6.268,,,,
65,01/09/23 05:00:00 AM,7.179,,,,
66,01/09/23 06:00:00 AM,7.079,,,,
67,01/09/23 07:00:00 AM,5.962,,,,
68,01/09/23 08:00:00 AM,5.037,,,,
69,01/09/23 09:00:00 AM,5.347,,,,
70,01/09/23 10:00:00 AM,6.471,,,,
71,01/09/23 11:00:00 AM,11.819,,,,
72,01/09/23 12:00:00 PM,13.173,,,,
73,01/09/23 01:00:00 PM,11.236,,,,
74,01/09/23 02:00:00 PM,9.768,,,,
75,01/09/23 03:00:00 PM,8.779,,,,
76,01/09/23 04:00:00 PM,8.481,,,,
77,01/09/23 05:00:00 PM,8.481,,,,
78,01/09/23 06:00:00 PM,8.082,,,,
79,01/09/23 07:00:00 PM,8.282,,,,
80,01/09/23 08:00:00 PM,7.381,,,,
81,01/09/23 09:00:00 PM,7.682,,,,
82,01/09/23 10:00:00 PM,7.882,,,,
83,01/09/23 11:00:00 PM,7.179,,,,
84,01/10/23 12:00:00 AM,7.079,,,,
85,01/10/23 01:00:00 AM,7.882,,,,
86,01/10/23 02:00:00 AM,8.282,,,,
87,01/10/23 03:00:00 AM,8.581,,,,
88,01/10/23 04:00:00 AM,8.182,,,,
89,01/10/23 05:00:00 AM,7.481,,,,
90,01/10/23 06:00:00 AM,7.983,,,,
91,01/10/23 07:00:00 AM,7.582,,,,
92,01/10/23 08:00:00 AM,6.775,,,,
93,01/10/23 09:00:00 AM,5.962,,,,
94,01/10/23 10:00:00 AM,8.382,,,,
95,01/10/23 11:00:00 AM,9.571,,,,
96,01/10/23 12:00:00 PM,10.553,,,,
97,01/10/23 01:00:00 PM,10.748,,,,
98,01/10/23 02:00:00 PM,11.236,,,,
99,01/10/23 03:00:00 PM,10.748,,,,
100,01/10/23 04:00:00 PM,9.965,,,,
101,01/10/23 05:00:00 PM,9.373,,,,
102,01/10/23 06:00:00 PM,8.581,,,,
103,01/10/23 07:00:00 PM,6.573,,,,
104,01/10/23 08:00:00 PM,6.268,,,,
105,01/10/23 09:00:00 PM,7.179,,,,
106,01/10/23 10:00:00 PM,8.481,,,,
107,01/10/23 11:00:00 PM,7.481,,,,
108,01/11/23 12:00:00 AM,5.860,,,,
109,01/11/23 01:00:00 AM,5.244,,,,
110,01/11/23 02:00:00 AM,5.552,,,,
111,01/11/23 03:00:00 AM,5.962,,,,
112,01/11/23 04:00:00 AM,6.166,,,,
113,01/11/23 05:00:00 AM,6.978,,,,
114,01/11/23 06:00:00 AM,6.674,,,,
115,01/11/23 07:00:00 AM,7.381,,,,
116,01/11/23 08:00:00 AM,8.082,,,,
117,01/11/23 09:00:00 AM,7.381,,,,
118,01/11/23 10:00:00 AM,10.553,,,,
119,01/11/23 11:00:00 AM,12.207,,,,
120,01/11/23 12:00:00 PM,12.401,,,,
121,01/11/23 01:00:00 PM,13.269,,,,
122,01/11/23 02:00:00 PM,13.461,,,,
123,01/11/23 03:00:00 PM,12.787,,,,
124,01/11/23 04:00:00 PM,12.401,,,,
125,01/11/23 05:00:00 PM,11.236,,,,
126,01/11/23 06:00:00 PM,11.722,,,,
127,01/11/23 07:00:00 PM,9.866,,,,
128,01/11/23 08:00:00 PM,8.879,,,,
