"Plot Title: 21223122"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 21223122, SEN S/N: 21223122)","Coupler Attached (LGR S/N: 21223122)","Coupler Detached (LGR S/N: 21223122)","Host Connected (LGR S/N: 21223122)","Stopped (LGR S/N: 21223122)","End Of File (LGR S/N: 21223122)"
1,12/15/22 01:00:00 PM,5.141,,,,,
2,12/15/22 02:00:00 PM,5.244,,,,,
3,12/15/22 03:00:00 PM,5.141,,,,,
4,12/15/22 04:00:00 PM,4.831,,,,,
5,12/15/22 05:00:00 PM,4.519,,,,,
6,12/15/22 06:00:00 PM,3.998,,,,,
7,12/15/22 07:00:00 PM,4.102,,,,,
8,12/15/22 08:00:00 PM,3.788,,,,,
9,12/15/22 09:00:00 PM,1.330,,,,,
10,12/15/22 10:00:00 PM,-0.102,,,,,
11,12/15/22 11:00:00 PM,-0.774,,,,,
12,12/16/22 12:00:00 AM,-1.114,,,,,
13,12/16/22 01:00:00 AM,-1.684,,,,,
14,12/16/22 02:00:00 AM,-1.914,,,,,
15,12/16/22 03:00:00 AM,-1.914,,,,,
16,12/16/22 04:00:00 AM,-2.145,,,,,
17,12/16/22 05:00:00 AM,-1.570,,,,,
18,12/16/22 06:00:00 AM,-0.662,,,,,
19,12/16/22 07:00:00 AM,-1.456,,,,,
20,12/16/22 08:00:00 AM,-1.799,,,,,
21,12/16/22 09:00:00 AM,-1.001,,,,,
22,12/16/22 10:00:00 AM,0.674,,,,,
23,12/16/22 11:00:00 AM,2.943,,,,,
24,12/16/22 12:00:00 PM,4.727,,,,,
25,12/16/22 01:00:00 PM,5.244,,,,,
26,12/16/22 02:00:00 PM,5.450,,,,,
27,12/16/22 03:00:00 PM,5.552,,,,,
28,12/16/22 04:00:00 PM,5.244,,,,,
29,12/16/22 05:00:00 PM,3.683,,,,,
30,12/16/22 06:00:00 PM,2.517,,,,,
31,12/16/22 07:00:00 PM,1.112,,,,,
32,12/16/22 08:00:00 PM,0.674,,,,,
33,12/16/22 09:00:00 PM,0.010,,,,,
34,12/16/22 10:00:00 PM,0.343,,,,,
35,12/16/22 11:00:00 PM,0.563,,,,,
36,12/17/22 12:00:00 AM,-0.662,,,,,
37,12/17/22 01:00:00 AM,-0.437,,,,,
38,12/17/22 02:00:00 AM,-0.102,,,,,
39,12/17/22 03:00:00 AM,0.453,,,,,
40,12/17/22 04:00:00 AM,0.784,,,,,
41,12/17/22 05:00:00 AM,0.674,,,,,
42,12/17/22 06:00:00 AM,0.453,,,,,
43,12/17/22 07:00:00 AM,0.453,,,,,
44,12/17/22 08:00:00 AM,0.453,,,,,
45,12/17/22 09:00:00 AM,0.232,,,,,
46,12/17/22 10:00:00 AM,1.112,,,,,
47,12/17/22 11:00:00 AM,1.112,,,,,
48,12/17/22 12:00:00 PM,2.195,,,,,
49,12/17/22 01:00:00 PM,3.155,,,,,
50,12/17/22 02:00:00 PM,3.472,,,,,
51,12/17/22 03:00:00 PM,3.998,,,,,
52,12/17/22 04:00:00 PM,4.311,,,,,
53,12/17/22 05:00:00 PM,4.102,,,,,
54,12/17/22 06:00:00 PM,3.998,,,,,
55,12/17/22 07:00:00 PM,4.207,,,,,
56,12/17/22 08:00:00 PM,4.102,,,,,
57,12/17/22 09:00:00 PM,3.683,,,,,
58,12/17/22 10:00:00 PM,3.893,,,,,
59,12/17/22 11:00:00 PM,3.788,,,,,
60,12/18/22 12:00:00 AM,3.578,,,,,
61,12/18/22 01:00:00 AM,3.472,,,,,
62,12/18/22 02:00:00 AM,3.367,,,,,
63,12/18/22 03:00:00 AM,2.943,,,,,
64,12/18/22 04:00:00 AM,3.049,,,,,
65,12/18/22 05:00:00 AM,3.049,,,,,
66,12/18/22 06:00:00 AM,3.155,,,,,
67,12/18/22 07:00:00 AM,3.155,,,,,
68,12/18/22 08:00:00 AM,3.049,,,,,
69,12/18/22 09:00:00 AM,3.367,,,,,
70,12/18/22 10:00:00 AM,3.578,,,,,
71,12/18/22 11:00:00 AM,4.311,,,,,
72,12/18/22 12:00:00 PM,4.519,,,,,
73,12/18/22 01:00:00 PM,4.831,,,,,
74,12/18/22 02:00:00 PM,4.934,,,,,
75,12/18/22 03:00:00 PM,2.837,,,,,
76,12/18/22 04:00:00 PM,2.730,,,,,
77,12/18/22 05:00:00 PM,2.730,,,,,
78,12/18/22 06:00:00 PM,2.624,,,,,
79,12/18/22 07:00:00 PM,2.410,,,,,
80,12/18/22 08:00:00 PM,2.088,,,,,
81,12/18/22 09:00:00 PM,1.980,,,,,
82,12/18/22 10:00:00 PM,1.656,,,,,
83,12/18/22 11:00:00 PM,1.221,,,,,
84,12/19/22 12:00:00 AM,1.439,,,,,
85,12/19/22 01:00:00 AM,1.221,,,,,
86,12/19/22 02:00:00 AM,1.112,,,,,
87,12/19/22 03:00:00 AM,0.893,,,,,
88,12/19/22 04:00:00 AM,0.893,,,,,
89,12/19/22 05:00:00 AM,0.893,,,,,
90,12/19/22 06:00:00 AM,0.784,,,,,
91,12/19/22 07:00:00 AM,0.563,,,,,
92,12/19/22 08:00:00 AM,0.674,,,,,
93,12/19/22 09:00:00 AM,0.893,,,,,
94,12/19/22 10:00:00 AM,1.330,,,,,
95,12/19/22 11:00:00 AM,1.548,,,,,
96,12/19/22 12:00:00 PM,1.980,,,,,
97,12/19/22 01:00:00 PM,2.195,,,,,
98,12/19/22 02:00:00 PM,2.624,,,,,
99,12/19/22 03:00:00 PM,2.837,,,,,
100,12/19/22 04:00:00 PM,2.517,,,,,
101,12/19/22 05:00:00 PM,2.303,,,,,
102,12/19/22 06:00:00 PM,2.088,,,,,
103,12/19/22 07:00:00 PM,1.764,,,,,
104,12/19/22 08:00:00 PM,1.439,,,,,
105,12/19/22 09:00:00 PM,1.221,,,,,
106,12/19/22 10:00:00 PM,1.112,,,,,
107,12/19/22 11:00:00 PM,1.330,,,,,
108,12/20/22 12:00:00 AM,1.112,,,,,
109,12/20/22 01:00:00 AM,1.112,,,,,
110,12/20/22 02:00:00 AM,1.112,,,,,
111,12/20/22 03:00:00 AM,1.221,,,,,
112,12/20/22 04:00:00 AM,1.221,,,,,
113,12/20/22 05:00:00 AM,2.303,,,,,
114,12/20/22 06:00:00 AM,3.261,,,,,
115,12/20/22 07:00:00 AM,5.655,,,,,
116,12/20/22 08:00:00 AM,6.064,,,,,
117,12/20/22 09:00:00 AM,6.166,,,,,
118,12/20/22 10:00:00 AM,6.268,,,,,
119,12/20/22 11:00:00 AM,6.064,,,,,
120,12/20/22 12:00:00 PM,1.548,,,,,
121,12/20/22 01:00:00 PM,0.453,,,,,
122,12/20/22 02:00:00 PM,0.010,,,,,
123,12/20/22 03:00:00 PM,-0.437,,,,,
124,12/20/22 04:00:00 PM,-0.325,,,,,
125,12/20/22 05:00:00 PM,-0.102,,,,,
126,12/20/22 06:00:00 PM,-0.102,,,,,
127,12/20/22 07:00:00 PM,-0.102,,,,,
128,12/20/22 08:00:00 PM,-0.213,,,,,
129,12/20/22 09:00:00 PM,-0.213,,,,,
130,12/20/22 10:00:00 PM,-0.102,,,,,
131,12/20/22 11:00:00 PM,0.121,,,,,
132,12/21/22 12:00:00 AM,-0.437,,,,,
133,12/21/22 01:00:00 AM,-0.549,,,,,
134,12/21/22 02:00:00 AM,-0.549,,,,,
135,12/21/22 03:00:00 AM,-0.887,,,,,
136,12/21/22 04:00:00 AM,-1.001,,,,,
137,12/21/22 05:00:00 AM,-1.228,,,,,
138,12/21/22 06:00:00 AM,-1.799,,,,,
139,12/21/22 07:00:00 AM,-1.799,,,,,
140,12/21/22 08:00:00 AM,-1.914,,,,,
141,12/21/22 09:00:00 AM,-2.145,,,,,
142,12/21/22 10:00:00 AM,-2.030,,,,,
143,12/21/22 11:00:00 AM,-1.456,,,,,
144,12/21/22 12:00:00 PM,-0.774,,,,,
145,12/21/22 01:00:00 PM,-1.341,,,,,
146,12/21/22 02:00:00 PM,-1.570,,,,,
147,12/21/22 03:00:00 PM,-2.261,,,,,
148,12/21/22 04:00:00 PM,-2.962,,,,,
149,12/21/22 05:00:00 PM,-3.792,,,,,
150,12/21/22 06:00:00 PM,-4.152,,,,,
151,12/21/22 07:00:00 PM,-4.393,,,,,
152,12/21/22 08:00:00 PM,-4.393,,,,,
153,12/21/22 09:00:00 PM,-4.636,,,,,
154,12/21/22 10:00:00 PM,-4.758,,,,,
155,12/21/22 11:00:00 PM,-5.249,,,,,
156,12/22/22 12:00:00 AM,-5.620,,,,,
157,12/22/22 01:00:00 AM,-5.995,,,,,
158,12/22/22 02:00:00 AM,-5.995,,,,,
159,12/22/22 03:00:00 AM,-5.995,,,,,
160,12/22/22 04:00:00 AM,-5.620,,,,,
161,12/22/22 05:00:00 AM,-6.120,,,,,
162,12/22/22 06:00:00 AM,-6.373,,,,,
163,12/22/22 07:00:00 AM,-6.754,,,,,
164,12/22/22 08:00:00 AM,-6.754,,,,,
165,12/22/22 09:00:00 AM,-6.373,,,,,
166,12/22/22 10:00:00 AM,-5.372,,,,,
167,12/22/22 11:00:00 AM,-4.514,,,,,
168,12/22/22 12:00:00 PM,-4.152,,,,,
169,12/22/22 01:00:00 PM,-3.434,,,,,
170,12/22/22 02:00:00 PM,-3.672,,,,,
171,12/22/22 03:00:00 PM,-3.672,,,,,
172,12/22/22 04:00:00 PM,-3.672,,,,,
173,12/22/22 05:00:00 PM,-3.434,,,,,
174,12/22/22 06:00:00 PM,-3.553,,,,,
175,12/22/22 07:00:00 PM,-3.434,,,,,
176,12/22/22 08:00:00 PM,-3.553,,,,,
177,12/22/22 09:00:00 PM,-3.792,,,,,
178,12/22/22 10:00:00 PM,-3.434,,,,,
179,12/22/22 11:00:00 PM,-3.553,,,,,
180,12/23/22 12:00:00 AM,-3.434,,,,,
181,12/23/22 01:00:00 AM,-3.553,,,,,
182,12/23/22 02:00:00 AM,-3.792,,,,,
183,12/23/22 03:00:00 AM,-3.197,,,,,
184,12/23/22 04:00:00 AM,-3.079,,,,,
185,12/23/22 05:00:00 AM,-2.494,,,,,
186,12/23/22 06:00:00 AM,-2.377,,,,,
187,12/23/22 07:00:00 AM,-1.799,,,,,
188,12/23/22 08:00:00 AM,-1.684,,,,,
189,12/23/22 09:00:00 AM,-1.341,,,,,
190,12/23/22 10:00:00 AM,-1.001,,,,,
191,12/23/22 11:00:00 AM,-0.662,,,,,
192,12/23/22 12:00:00 PM,-0.213,,,,,
193,12/23/22 01:00:00 PM,0.121,,,,,
194,12/23/22 02:00:00 PM,0.343,,,,,
195,12/23/22 03:00:00 PM,0.453,,,,,
196,12/23/22 04:00:00 PM,1.003,,,,,
197,12/23/22 05:00:00 PM,1.003,,,,,
198,12/23/22 06:00:00 PM,1.112,,,,,
199,12/23/22 07:00:00 PM,1.980,,,,,
200,12/23/22 08:00:00 PM,1.764,,,,,
201,12/23/22 09:00:00 PM,1.764,,,,,
202,12/23/22 10:00:00 PM,1.872,,,,,
203,12/23/22 11:00:00 PM,2.410,,,,,
