time_stamp,humidity,temperature,pressure,pm2.5_alt,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,sensor_index
2024-07-01T00:00:00Z,35.933,82.6,1009.17,0.7,0.2715,0.325,0.218,0.2715,80321
2024-07-01T00:30:00Z,36.2,81.867,1009.089,0.8,0.35650000000000000,0.445,0.268,0.35650000000000000,80321
2024-07-01T01:00:00Z,37.333,81.067,1008.939,0.8,0.422,0.587,0.257,0.422,80321
2024-07-01T01:30:00Z,38.667,80.067,1008.903,0.9,0.5465,0.692,0.401,0.5465,80321
2024-07-01T02:00:00Z,40.333,78.8,1008.821,0.8,0.392,0.389,0.395,0.392,80321
2024-07-01T02:30:00Z,42.933,78,1008.831,1.1,1.0185,1.139,0.898,1.0185,80321
2024-07-01T03:00:00Z,46.067,77.067,1008.858,2.7,3.448,3.657,3.239,3.659,80321
2024-07-01T03:30:00Z,49,75.733,1009.116,1.1,0.903,1.033,0.773,0.903,80321
2024-07-01T04:00:00Z,50.867,74.533,1009.299,0.8,0.43300000000000000,0.581,0.285,0.43300000000000000,80321
2024-07-01T04:30:00Z,53.133,73.067,1009.642,0.8,0.479,0.521,0.437,0.479,80321
2024-07-01T05:00:00Z,55.667,71.867,1009.861,1,0.75,0.788,0.712,0.75,80321
2024-07-01T05:30:00Z,57,71.067,1009.856,0.8,0.4315,0.516,0.347,0.4315,80321
2024-07-01T06:00:00Z,58.467,71,1009.725,1,0.7115,0.81,0.613,0.7115,80321
2024-07-01T06:30:00Z,58.8,71,1009.753,1.1,0.9065,0.956,0.857,0.9065,80321
2024-07-01T07:00:00Z,59.333,71,1009.811,1,0.6835,0.82,0.547,0.6835,80321
2024-07-01T07:30:00Z,60,71,1009.831,0.9,0.5465,0.604,0.489,0.5465,80321
2024-07-01T08:00:00Z,60.8,70,1009.948,0.9,0.5275000000000000,0.547,0.508,0.5275000000000000,80321
2024-07-01T08:30:00Z,61.067,70,1009.825,0.9,0.512,0.616,0.408,0.512,80321
2024-07-01T09:00:00Z,61.6,70,1009.716,0.9,0.5795,0.707,0.452,0.5795,80321
2024-07-01T09:30:00Z,61.867,69.467,1009.724,1,0.63,0.677,0.583,0.63,80321
2024-07-01T10:00:00Z,63,69,1009.889,1,0.696,0.781,0.611,0.696,80321
2024-07-01T10:30:00Z,63.333,69,1009.921,1.1,0.796,0.853,0.739,0.796,80321
2024-07-01T11:00:00Z,63.933,68.933,1010.108,1.2,0.9160000000000000,1.18,0.652,0.9175,80321
2024-07-01T11:30:00Z,64,69,1010.141,1.1,0.9060000000000000,1.003,0.809,0.9060000000000000,80321
2024-07-01T12:00:00Z,64.067,68.467,1010.147,1.2,0.9770000000000000,1.153,0.801,0.9770000000000000,80321
2024-07-01T12:30:00Z,64.667,68,1010.343,1.2,0.951,1.087,0.815,0.951,80321
2024-07-01T13:00:00Z,64.933,68,1010.432,1.2,1.0195000000000000,1.188,0.851,1.0195000000000000,80321
2024-07-01T13:30:00Z,65.467,67.933,1010.499,1.4,1.3635,1.571,1.156,1.3635,80321
2024-07-01T14:00:00Z,66,68,1010.663,1.5,1.496,1.571,1.421,1.496,80321
2024-07-01T14:30:00Z,67.8,67.667,1010.831,1.3,1.2015,1.319,1.084,1.2015,80321
2024-07-01T15:00:00Z,69,68,1010.849,1,0.751,0.855,0.647,0.751,80321
2024-07-01T15:30:00Z,69.4,68,1010.921,0.9,0.556,0.633,0.479,0.556,80321
2024-07-01T16:00:00Z,69,68,1011.307,0.9,0.47650000000000000,0.52,0.433,0.47650000000000000,80321
2024-07-01T16:30:00Z,68.933,68,1011.581,0.9,0.5840000000000000,0.627,0.541,0.5840000000000000,80321
2024-07-01T17:00:00Z,68.6,68.267,1011.499,1.4,1.3945000000000000,1.565,1.224,1.3945000000000000,80321
2024-07-01T17:30:00Z,65.6,70.067,1011.353,1.4,1.3285,1.502,1.155,1.3285,80321
2024-07-01T18:00:00Z,61.333,72,1011.329,1.8,1.9935,2.111,1.876,1.9935,80321
2024-07-01T18:30:00Z,57.667,74.267,1011.302,2.3,2.6720000000000000,2.867,2.477,2.6720000000000000,80321
2024-07-01T19:00:00Z,54.067,75.6,1011.231,2.5,3.156,3.241,3.071,3.156,80321
2024-07-01T19:30:00Z,51.667,76,1011.149,2.5,3.185,3.407,2.963,3.185,80321
2024-07-01T20:00:00Z,48.933,76.933,1010.947,2.3,2.934,3.113,2.755,2.934,80321
2024-07-01T20:30:00Z,46.533,78,1010.875,2.5,3.137,3.218,3.056,3.137,80321
2024-07-01T21:00:00Z,44.933,78.867,1010.737,2,2.3155,2.418,2.213,2.3155,80321
2024-07-01T21:30:00Z,40.6,80.733,1010.477,1.9,2.215,2.479,1.951,2.215,80321
2024-07-01T22:00:00Z,41.067,82,1010.541,2.1,2.6335000000000000,2.783,2.484,2.6335000000000000,80321
2024-07-01T22:30:00Z,40.867,82,1010.403,2,2.2525,2.403,2.102,2.2525,80321
2024-07-01T23:00:00Z,40.2,82.667,1010.242,1.4,1.3595000000000000,1.447,1.272,1.3595000000000000,80321
2024-07-01T23:30:00Z,41.067,81.867,1010.178,1.3,1.303,1.439,1.167,1.303,80321
2024-07-02T00:00:00Z,40.933,81.933,1009.915,1.2,1.105,1.081,1.129,1.105,80321
2024-07-02T00:30:00Z,39.867,81.8,1009.553,1.4,1.3825,1.491,1.274,1.3825,80321
2024-07-02T01:00:00Z,40.6,81.467,1009.667,1.7,1.8195000000000000,1.931,1.708,1.8195000000000000,80321
2024-07-02T01:30:00Z,39.067,80.133,1009.753,1.4,1.2545000000000000,1.298,1.211,1.2545000000000000,80321
2024-07-02T02:00:00Z,39.2,78.533,1009.95,1.3,1.186,1.266,1.106,1.186,80321
2024-07-02T02:30:00Z,40.8,77.4,1010.021,1.6,1.6255,1.763,1.488,1.6255,80321
2024-07-02T03:00:00Z,42.933,76.067,1010.27,1.9,2.137,2.35,1.924,2.137,80321
2024-07-02T03:30:00Z,44.4,74.667,1010.376,2,2.3135,2.541,2.086,2.3135,80321
2024-07-02T04:00:00Z,45.267,73.267,1010.664,1.9,2.09,2.279,1.901,2.09,80321
2024-07-02T04:30:00Z,47.133,71.6,1010.981,2.1,2.4025,2.724,2.081,2.4025,80321
2024-07-02T05:00:00Z,47.4,70.467,1011.267,2,2.4460000000000000,2.647,2.245,2.4460000000000000,80321
2024-07-02T05:30:00Z,46.133,69.533,1011.533,2,2.212,2.459,1.965,2.212,80321
2024-07-02T06:00:00Z,48.133,68.2,1011.843,2.1,2.534,2.867,2.201,2.534,80321
2024-07-02T06:30:00Z,50,67.2,1011.927,2.2,2.5935,2.753,2.434,2.5935,80321
2024-07-02T07:00:00Z,52.133,65.667,1011.911,2.4,2.9585,3.106,2.811,2.9585,80321
2024-07-02T07:30:00Z,53.733,65.067,1012.085,2.5,3.159,3.339,2.979,3.159,80321
2024-07-02T08:00:00Z,55.267,64.533,1012.198,2.6,3.3405,3.642,3.039,3.3405,80321
2024-07-02T08:30:00Z,57.067,63.867,1012.274,2.8,3.7585000000000000,4.037,3.48,3.7585000000000000,80321
2024-07-02T09:00:00Z,58,63.067,1012.405,2.9,3.759,4.109,3.409,3.759,80321
2024-07-02T09:30:00Z,58.2,63,1012.501,3,3.9605000000000000,4.265,3.656,3.9605000000000000,80321
2024-07-02T10:00:00Z,59.533,62.2,1012.602,3,4.1045,4.275,3.934,4.1045,80321
2024-07-02T10:30:00Z,60.4,62,1012.703,3.1,4.0995,4.316,3.883,4.0995,80321
2024-07-02T11:00:00Z,60.933,61.867,1012.781,3.2,4.278500000000000,4.537,4.02,4.278500000000000,80321
2024-07-02T11:30:00Z,61,61.8,1013.105,3.3,4.5895,4.868,4.311,4.5895,80321
2024-07-02T12:00:00Z,61.6,61.333,1013.214,3.4,4.735000000000000,5.141,4.329,4.735000000000000,80321
2024-07-02T12:30:00Z,62,61,1013.474,3.5,4.8575,5.173,4.542,4.8575,80321
2024-07-02T13:00:00Z,62,61.2,1013.564,3.6,5.004,5.291,4.717,5.004,80321
2024-07-02T13:30:00Z,61,61.6,1013.62,3.8,5.197,5.523,4.871,5.197,80321
2024-07-02T14:00:00Z,60.6,62,1013.705,3.7,5.371500000000000,5.699,5.044,5.371500000000000,80321
2024-07-02T14:30:00Z,60.533,61.733,1013.765,3.7,5.191,5.603,4.779,5.191,80321
2024-07-02T15:00:00Z,59.8,62,1013.787,3.7,5.2060000000000000,5.441,4.971,5.2060000000000000,80321
2024-07-02T15:30:00Z,59.2,62.733,1014.021,3.8,5.4815000000000000,5.864,5.099,5.4815000000000000,80321
2024-07-02T16:00:00Z,58.267,63,1014.063,3.6,5.048,5.202,4.894,5.048,80321
2024-07-02T16:30:00Z,57.267,63.8,1014.176,3.4,4.7940000000000000,5.175,4.413,4.7940000000000000,80321
2024-07-02T17:00:00Z,56.333,64,1014.403,3.6,5.0555,5.447,4.664,5.0555,80321
2024-07-02T17:30:00Z,56.467,64.267,1014.424,3.6,5.1235,5.282,4.965,5.1235,80321
2024-07-02T18:00:00Z,55.4,65.067,1014.321,3.7,5.116,5.351,4.881,5.116,80321
2024-07-02T18:30:00Z,54.267,65.8,1014.564,4.1,6.047500000000000,6.358,5.737,6.047500000000000,80321
2024-07-02T19:00:00Z,54,66.067,1014.763,3.7,5.2765,5.451,5.102,5.2765,80321
2024-07-02T19:30:00Z,52.867,67.4,1014.526,3.3,4.502000000000000,4.766,4.238,4.502000000000000,80321
2024-07-02T20:00:00Z,50.2,69.4,1014.121,2.8,3.899,4.227,3.571,3.899,80321
2024-07-02T20:30:00Z,49.333,70,1014.065,2.7,3.6765,3.954,3.399,3.6765,80321
2024-07-02T21:00:00Z,49.067,70.667,1013.856,2.8,3.785,4.055,3.515,3.785,80321
2024-07-02T21:30:00Z,47.333,72.133,1013.655,3,4.213,4.449,3.977,4.213,80321
2024-07-02T22:00:00Z,46.933,73.2,1013.395,2.9,4.13,4.269,3.991,4.13,80321
2024-07-02T22:30:00Z,44.667,75.067,1013.099,2.9,4.121,4.367,3.875,4.121,80321
2024-07-02T23:00:00Z,43.733,75.667,1012.975,2.9,3.9985,4.088,3.909,3.9985,80321
2024-07-02T23:30:00Z,42.467,76.467,1012.621,2.8,3.77,4.016,3.524,3.77,80321
2024-07-03T00:00:00Z,42.2,77,1012.571,2.7,3.529,3.827,3.231,3.529,80321
2024-07-03T00:30:00Z,42.533,76,1012.478,2.6,3.468,3.695,3.241,3.468,80321
2024-07-03T01:00:00Z,43.2,75.933,1012.327,2.6,3.484,3.635,3.333,3.484,80321
2024-07-03T01:30:00Z,43.133,75,1012.299,2.5,3.1260000000000000,3.357,2.895,3.1260000000000000,80321
2024-07-03T02:00:00Z,43.4,74.933,1012.298,2.4,3.037,3.301,2.773,3.037,80321
2024-07-03T02:30:00Z,43.933,74.067,1012.369,2.1,2.6110000000000000,2.788,2.434,2.6110000000000000,80321
2024-07-03T03:00:00Z,44.667,72.867,1012.465,2.1,2.708,2.875,2.541,2.708,80321
2024-07-03T03:30:00Z,45.933,72,1012.569,2,2.62,2.88,2.36,2.62,80321
2024-07-03T04:00:00Z,47.2,70.667,1012.637,2,2.4505,2.666,2.235,2.4505,80321
2024-07-03T04:30:00Z,47.733,69.667,1012.759,2,2.419,2.583,2.255,2.419,80321
2024-07-03T05:00:00Z,49,68.2,1012.988,1.8,2.1865000000000000,2.352,2.021,2.1865000000000000,80321
2024-07-03T05:30:00Z,50.8,66.8,1013.122,2,2.3745,2.643,2.106,2.3745,80321
2024-07-03T06:00:00Z,52.867,65.333,1013.431,2.1,2.5860000000000000,2.879,2.293,2.5860000000000000,80321
2024-07-03T06:30:00Z,54.267,64.2,1013.723,2.1,2.612,2.784,2.44,2.612,80321
2024-07-03T07:00:00Z,55.733,63.133,1014.071,2.1,2.6685,2.787,2.55,2.6685,80321
2024-07-03T07:30:00Z,57,62.2,1014.259,2.1,2.62,2.855,2.385,2.62,80321
2024-07-03T08:00:00Z,58.067,61.533,1014.532,2.1,2.7335000000000000,2.958,2.509,2.7335000000000000,80321
2024-07-03T08:30:00Z,59.4,60.4,1014.958,2.2,2.8105,2.933,2.688,2.8105,80321
2024-07-03T09:00:00Z,61.2,59.467,1014.874,2.3,3.0435,3.232,2.855,3.0435,80321
2024-07-03T09:30:00Z,62,59,1014.909,2.5,3.3395,3.548,3.131,3.3395,80321
2024-07-03T10:00:00Z,62.933,58.933,1015.013,2.6,3.49,3.609,3.371,3.49,80321
2024-07-03T10:30:00Z,63.8,59,1015.072,2.6,3.481,3.633,3.329,3.481,80321
2024-07-03T11:00:00Z,64,59.533,1014.977,2.6,3.4895,3.891,3.088,3.4895,80321
2024-07-03T11:30:00Z,63.267,60,1015.103,2.6,3.3445,3.521,3.168,3.3445,80321
2024-07-03T12:00:00Z,62.933,60,1015.201,2.7,3.5250000000000000,3.773,3.277,3.5250000000000000,80321
2024-07-03T12:30:00Z,63.133,60,1015.323,2.6,3.6165000000000000,3.875,3.358,3.6165000000000000,80321
2024-07-03T13:00:00Z,63,60.333,1015.413,2.8,3.7755,4.012,3.539,3.7755,80321
2024-07-03T13:30:00Z,62.867,61,1015.602,2.8,3.9220000000000000,4.157,3.687,3.9220000000000000,80321
2024-07-03T14:00:00Z,62,61.133,1015.572,2.9,4.063,4.265,3.861,4.063,80321
2024-07-03T14:30:00Z,61.333,62.067,1015.753,3.1,4.1655,4.388,3.943,4.1655,80321
2024-07-03T15:00:00Z,59.867,62.933,1015.781,3,4.201500000000000,4.406,3.997,4.201500000000000,80321
2024-07-03T15:30:00Z,58.867,63.467,1015.907,3,4.112,4.261,3.963,4.112,80321
2024-07-03T16:00:00Z,57.933,63.933,1015.939,3,4.0015,4.158,3.845,4.0015,80321
2024-07-03T16:30:00Z,56.667,64.533,1016.073,3.1,4.246,4.525,3.967,4.246,80321
2024-07-03T17:00:00Z,54.2,66.467,1016.153,3.1,4.3125,4.374,4.251,4.3125,80321
2024-07-03T17:30:00Z,52.4,67.8,1015.966,3.2,4.362,4.569,4.155,4.362,80321
2024-07-03T18:00:00Z,50.333,69.8,1015.806,3.3,4.5965,4.827,4.366,4.5965,80321
2024-07-03T18:30:00Z,48.622,70.983,1015.679,3.5,4.9985,5.284,4.713,4.9985,80321
2024-07-03T19:00:00Z,47.017,72.667,1015.503,3.4,4.9245,5.193,4.656,4.9245,80321
2024-07-03T19:30:00Z,44.4,74.533,1015.366,3.3,4.4885,4.753,4.224,4.4885,80321
2024-07-03T20:00:00Z,42.667,75.2,1015.134,3.3,4.513,4.733,4.293,4.513,80321
2024-07-03T20:30:00Z,41.267,76.733,1014.929,3.1,4.2895,4.526,4.053,4.2895,80321
2024-07-03T21:00:00Z,40.067,78.2,1014.623,3.2,4.4775,4.743,4.212,4.4775,80321
2024-07-03T21:30:00Z,37.933,79.133,1014.629,3,4.220000000000000,4.546,3.894,4.220000000000000,80321
2024-07-03T22:00:00Z,36.6,79.133,1014.359,3,4.1545,4.526,3.783,4.1545,80321
2024-07-03T22:30:00Z,35.667,80.8,1014.191,2.8,3.8680000000000000,4.179,3.557,3.8680000000000000,80321
2024-07-03T23:00:00Z,33.8,82.067,1013.97,2.7,3.655,3.913,3.397,3.655,80321
2024-07-03T23:30:00Z,32.533,81.933,1013.686,2.8,3.783,4.007,3.559,3.783,80321
2024-07-04T00:00:00Z,32.667,82.333,1013.523,2.9,3.9445,4.309,3.58,3.9445,80321
2024-07-04T00:30:00Z,33.6,82.667,1013.247,3.1,4.2475,4.507,3.988,4.2475,80321
