time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b
2024-07-01T00:00:00Z,35.533,35.533,,90.733,90.733,,1019.61,1019.61,,0.4575,0.486,0.429
2024-07-01T00:30:00Z,36.067,36.067,,89.867,89.867,,1019.505,1019.505,,0.3765,0.429,0.324
2024-07-01T01:00:00Z,37.733,37.733,,88,88,,1019.372,1019.372,,0.5575,0.668,0.447
2024-07-01T01:30:00Z,39,39,,87.4,87.4,,1019.266,1019.266,,0.5445,0.668,0.421
2024-07-01T02:00:00Z,40,40,,86.067,86.067,,1019.209,1019.209,,0.6114999999999999,0.741,0.482
2024-07-01T02:30:00Z,42.2,42.2,,84.533,84.533,,1019.168,1019.168,,0.6455,0.795,0.496
2024-07-01T03:00:00Z,46.133,46.133,,82.933,82.933,,1019.235,1019.235,,0.953,1.059,0.847
2024-07-01T03:30:00Z,51.933,51.933,,80.667,80.667,,1019.445,1019.445,,0.705,0.722,0.688
2024-07-01T04:00:00Z,58.733,58.733,,78.4,78.4,,1019.707,1019.707,,1.6535000000000002,1.719,1.588
2024-07-01T04:30:00Z,67.6,67.6,,76.8,76.8,,1020.063,1020.063,,3.134,3.159,3.109
2024-07-01T05:00:00Z,75,75,,75.2,75.2,,1020.35,1020.35,,2.7055,2.647,2.764
2024-07-01T05:30:00Z,81.6,81.6,,74.4,74.4,,1020.347,1020.347,,2.7545,2.663,2.846
2024-07-01T06:00:00Z,83.733,83.733,,74,74,,1020.186,1020.186,,2.464,2.377,2.551
2024-07-01T06:30:00Z,85.933,85.933,,73.067,73.067,,1020.155,1020.155,,2.748,2.781,2.715
2024-07-01T07:00:00Z,88.8,88.8,,73,73,,1020.23,1020.23,,3.2895000000000003,3.226,3.353
2024-07-01T07:30:00Z,91.2,91.2,,73,73,,1020.316,1020.316,,3.6685,3.563,3.774
2024-07-01T08:00:00Z,92.6,92.6,,73.867,73.867,,1020.398,1020.398,,3.7295,3.64,3.819
2024-07-01T08:30:00Z,91.8,91.8,,74,74,,1020.41,1020.41,,5.1259999999999994,5.129,5.123
2024-07-01T09:00:00Z,90.733,90.733,,74,74,,1020.159,1020.159,,2.5010000000000003,2.54,2.462
2024-07-01T09:30:00Z,94.867,94.867,,74,74,,1020.216,1020.216,,1.6585,1.629,1.688
2024-07-01T10:00:00Z,97.133,97.133,,73.533,73.533,,1020.287,1020.287,,0.8109999999999999,0.86,0.762
2024-07-01T10:30:00Z,98.6,98.6,,73.267,73.267,,1020.364,1020.364,,0.9844999999999999,0.973,0.996
2024-07-01T11:00:00Z,99.267,99.267,,73.133,73.133,,1020.533,1020.533,,2.4335,2.341,2.526
2024-07-01T11:30:00Z,100,100,,73,73,,1020.688,1020.688,,2.709,2.653,2.765
2024-07-01T12:00:00Z,100,100,,73,73,,1020.584,1020.584,,1.6604999999999999,1.595,1.726
2024-07-01T12:30:00Z,100,100,,72.133,72.133,,1020.727,1020.727,,2.044,2.139,1.949
2024-07-01T13:00:00Z,100,100,,72,72,,1020.895,1020.895,,1.8295,1.766,1.893
2024-07-01T13:30:00Z,100,100,,72,72,,1021.041,1021.041,,0.889,0.777,1.001
2024-07-01T14:00:00Z,100,100,,72.067,72.067,,1021.173,1021.173,,0.647,0.571,0.723
2024-07-01T14:30:00Z,100,100,,71.933,71.933,,1021.408,1021.408,,1.7375,1.689,1.786
2024-07-01T15:00:00Z,100,100,,71.8,71.8,,1021.413,1021.413,,1.396,1.311,1.481
2024-07-01T15:30:00Z,100,100,,72.267,72.267,,1021.431,1021.431,,2.933,2.857,3.009
2024-07-01T16:00:00Z,100,100,,73.467,73.467,,1021.714,1021.714,,2.115,1.995,2.235
2024-07-01T16:30:00Z,100,100,,73,73,,1022.103,1022.103,,2.9285,2.853,3.004
2024-07-01T17:00:00Z,100,100,,73.667,73.667,,1022.15,1022.15,,1.309,1.317,1.301
2024-07-01T17:30:00Z,92.867,92.867,,76.867,76.867,,1022.01,1022.01,,1.634,1.711,1.557
2024-07-01T18:00:00Z,73.667,73.667,,81.133,81.133,,1021.939,1021.939,,3.1494999999999997,3.281,3.018
2024-07-01T18:30:00Z,61,61,,84.4,84.4,,1021.867,1021.867,,2.999,3.333,2.665
2024-07-01T19:00:00Z,49.4,49.4,,90.067,90.067,,1021.662,1021.662,,2.6814999999999998,2.843,2.52
2024-07-01T19:30:00Z,44.2,44.2,,90.067,90.067,,1021.485,1021.485,,2.471,2.619,2.323
2024-07-01T20:00:00Z,42.867,42.867,,90.667,90.667,,1021.407,1021.407,,1.9475,2.068,1.827
2024-07-01T20:30:00Z,42.8,42.8,,90.6,90.6,,1021.346,1021.346,,2.201,2.345,2.057
2024-07-01T21:00:00Z,41.267,41.267,,91.067,91.067,,1021.166,1021.166,,2.2960000000000003,2.337,2.255
2024-07-01T21:30:00Z,41.067,41.067,,90,90,,1020.981,1020.981,,1.897,1.941,1.853
2024-07-01T22:00:00Z,40.933,40.933,,89.067,89.067,,1020.855,1020.855,,1.2570000000000001,1.298,1.216
2024-07-01T22:30:00Z,40.067,40.067,,89.467,89.467,,1020.744,1020.744,,1.17,1.301,1.039
2024-07-01T23:00:00Z,40.2,40.2,,90.733,90.733,,1020.543,1020.543,,1.8075,1.97,1.645
2024-07-01T23:30:00Z,39,39,,91,91,,1020.437,1020.437,,1.7945,1.949,1.64
2024-07-02T00:00:00Z,40.2,40.2,,89.8,89.8,,1020.243,1020.243,,1.6749999999999998,1.831,1.519
2024-07-02T00:30:00Z,38.733,38.733,,90.933,90.933,,1020.039,1020.039,,1.431,1.629,1.233
2024-07-02T01:00:00Z,40.133,40.133,,89.8,89.8,,1019.957,1019.957,,1.82,1.999,1.641
2024-07-02T01:30:00Z,43.6,43.6,,86.733,86.733,,1020.011,1020.011,,2.6695,2.839,2.5
2024-07-02T02:00:00Z,48.267,48.267,,83.933,83.933,,1020.21,1020.21,,2.8915,3.047,2.736
2024-07-02T02:30:00Z,50,50,,82.8,82.8,,1020.414,1020.414,,2.8209999999999997,2.993,2.649
2024-07-02T03:00:00Z,52.8,52.8,,79.867,79.867,,1020.596,1020.596,,2.596,2.623,2.569
2024-07-02T03:30:00Z,53.067,53.067,,78.2,78.2,,1020.7,1020.7,,2.6944999999999997,2.722,2.667
2024-07-02T04:00:00Z,54.267,54.267,,76.6,76.6,,1021.049,1021.049,,2.5675,2.569,2.566
2024-07-02T04:30:00Z,54.8,54.8,,75.267,75.267,,1021.571,1021.571,,3.8125,3.751,3.874
2024-07-02T05:00:00Z,54.933,54.933,,73.733,73.733,,1021.762,1021.762,,3.458,3.263,3.653
2024-07-02T05:30:00Z,54.667,54.667,,72.733,72.733,,1021.953,1021.953,,3.5475,3.473,3.622
2024-07-02T06:00:00Z,54,54,,72,72,,1022.256,1022.256,,2.8289999999999997,2.731,2.927
2024-07-02T06:30:00Z,56.467,56.467,,70.733,70.733,,1022.489,1022.489,,2.615,2.357,2.873
2024-07-02T07:00:00Z,58.733,58.733,,70,70,,1022.637,1022.637,,3.1285,2.928,3.329
2024-07-02T07:30:00Z,61,61,,69.933,69.933,,1022.667,1022.667,,3.6029999999999998,3.391,3.815
2024-07-02T08:00:00Z,63.2,63.2,,68.467,68.467,,1022.752,1022.752,,2.9065,2.828,2.985
