time_stamp,humidity,temperature,pressure,pm2.5_alt,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,sensor_index
2024-07-01T00:00:00Z,23.4,93.867,1019.597,0.5,0.0655,0,0.131,0.0655,205579
2024-07-01T00:30:00Z,24.067,92.867,1019.439,0.5,0.0405,0,0.081,0.0405,205579
2024-07-01T01:00:00Z,24.867,91.867,1019.221,0.5,0.0395,0,0.079,0.0395,205579
2024-07-01T01:30:00Z,24.867,91.267,1019.199,0.5,0.049,0,0.098,0.049,205579
2024-07-01T02:00:00Z,26.067,90,1019.159,0.5,0.0165,0,0.033,0.0165,205579
2024-07-01T02:30:00Z,27.6,89.267,1019.131,0.5,0.0325,0,0.065,0.0325,205579
2024-07-01T03:00:00Z,29.4,88.4,1019.244,0.5,0.035,0.031,0.039,0.035,205579
2024-07-01T03:30:00Z,30.4,87.267,1019.405,1,0.9435,0.876,1.011,0.9435,205579
2024-07-01T04:00:00Z,31.8,86.067,1019.578,0.8,0.5640000000000000,0.596,0.532,0.5640000000000000,205579
2024-07-01T04:30:00Z,33.6,84.4,1020.027,0.5,0.089,0.095,0.083,0.089,205579
2024-07-01T05:00:00Z,34.333,83.8,1020.242,0.4,0.0265,0.014,0.039,0.0265,205579
2024-07-01T05:30:00Z,35.267,83,1020.213,0.4,0.002,0.001,0.003,0.002,205579
2024-07-01T06:00:00Z,36.667,83,1020.09,0.6,0.176,0.222,0.13,0.176,205579
2024-07-01T06:30:00Z,37,82.8,1020.111,0.6,0.199,0.241,0.157,0.199,205579
2024-07-01T07:00:00Z,37.8,82,1020.185,0.6,0.21100000000000000,0.226,0.196,0.21100000000000000,205579
2024-07-01T07:30:00Z,38,82,1020.258,0.6,0.123,0.149,0.097,0.123,205579
2024-07-01T08:00:00Z,38.733,81.133,1020.343,0.6,0.0995,0.125,0.074,0.0995,205579
2024-07-01T08:30:00Z,39,81,1020.268,0.6,0.0965,0.082,0.111,0.0965,205579
2024-07-01T09:00:00Z,38.933,81,1020.119,0.6,0.10300000000000000,0.123,0.083,0.10300000000000000,205579
