time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,sensor_index
2024-07-01T00:00:00Z,30.933,30.933,30.933,90.267,90.267,90.267,1006.361,1006.361,1006.361,0.121,0.159,0.083,183883
2024-07-01T00:30:00Z,31.267,31.267,31.267,90.067,90.067,90.067,1006.231,1006.231,1006.231,1.0505,1.057,1.044,183883
2024-07-01T01:00:00Z,32,32,32,89.6,89.6,89.6,1006.105,1006.105,1006.105,7.804,7.673,7.935,183883
2024-07-01T01:30:00Z,32.067,32.067,32.067,88.667,88.667,88.667,1006.029,1006.029,1006.029,5.846,5.563,6.129,183883
2024-07-01T02:00:00Z,33.667,33.667,33.667,87.067,87.067,87.067,1006.045,1006.045,1006.045,0.5025000000000000,0.455,0.55,183883
2024-07-01T02:30:00Z,35.533,35.533,35.533,86,86,86,1005.982,1005.982,1005.982,0.0725,0.074,0.071,183883
2024-07-01T03:00:00Z,37.267,37.267,37.267,84.667,84.667,84.667,1006.049,1006.049,1006.049,0.1605,0.155,0.166,183883
2024-07-01T03:30:00Z,39.4,39.4,39.4,83.333,83.333,83.333,1006.199,1006.199,1006.199,0.057000000000000000,0.074,0.04,183883
2024-07-01T04:00:00Z,40.867,40.867,40.867,82.333,82.333,82.333,1006.373,1006.373,1006.373,0.136,0.153,0.119,183883
2024-07-01T04:30:00Z,42.867,42.867,42.867,80.867,80.867,80.867,1006.715,1006.715,1006.715,0.3505,0.409,0.292,183883
2024-07-01T05:00:00Z,45,45,45,79.8,79.8,79.8,1006.928,1006.928,1006.928,0.7965,0.823,0.77,183883
2024-07-01T05:30:00Z,46.4,46.4,46.4,78.867,78.867,78.867,1006.933,1006.933,1006.933,0.504,0.629,0.379,183883
2024-07-01T06:00:00Z,48.267,48.267,48.267,78,78,78,1006.795,1006.795,1006.795,0.5535,0.601,0.506,183883
2024-07-01T06:30:00Z,49.333,49.333,49.333,77.467,77.467,77.467,1006.753,1006.753,1006.753,0.505,0.596,0.414,183883
2024-07-01T07:00:00Z,50.267,50.267,50.267,76.933,76.933,76.933,1006.817,1006.817,1006.817,0.245,0.332,0.158,183883
2024-07-01T07:30:00Z,51,51,51,77,77,77,1006.951,1006.951,1006.951,0.259,0.373,0.145,183883
2024-07-01T08:00:00Z,51.267,51.267,51.267,76.867,76.867,76.867,1007.073,1007.073,1007.073,0.37,0.409,0.331,183883
2024-07-01T08:30:00Z,51.8,51.8,51.8,76.467,76.467,76.467,1007.085,1007.085,1007.085,0.20300000000000000,0.298,0.108,183883
2024-07-01T09:00:00Z,52,52,52,76.533,76.533,76.533,1006.827,1006.827,1006.827,0.32700000000000000,0.367,0.287,183883
2024-07-01T09:30:00Z,52,52,52,76.4,76.4,76.4,1006.847,1006.847,1006.847,0.43100000000000000,0.536,0.326,183883
2024-07-01T10:00:00Z,51.933,51.933,51.933,76.6,76.6,76.6,1006.957,1006.957,1006.957,0.403,0.495,0.311,183883
2024-07-01T10:30:00Z,51.733,51.733,51.733,76.333,76.333,76.333,1006.989,1006.989,1006.989,0.40250000000000000,0.493,0.312,183883
2024-07-01T11:00:00Z,51.733,51.733,51.733,76.267,76.267,76.267,1007.121,1007.121,1007.121,0.16750000000000000,0.245,0.09,183883
2024-07-01T11:30:00Z,51.933,51.933,51.933,76.333,76.333,76.333,1007.227,1007.227,1007.227,0.222,0.336,0.108,183883
2024-07-01T12:00:00Z,52,52,52,76.067,76.067,76.067,1007.213,1007.213,1007.213,0.186,0.233,0.139,183883
2024-07-01T12:30:00Z,52,52,52,76.133,76.133,76.133,1007.32,1007.32,1007.32,0.2875,0.318,0.257,183883
2024-07-01T13:00:00Z,52.2,52.2,52.2,76.2,76.2,76.2,1007.464,1007.464,1007.464,0.48,0.51,0.45,183883
2024-07-01T13:30:00Z,52.6,52.6,52.6,76.067,76.067,76.067,1007.557,1007.557,1007.557,0.895,0.916,0.874,183883
2024-07-01T14:00:00Z,52.733,52.733,52.733,76.2,76.2,76.2,1007.695,1007.695,1007.695,1.3135,1.412,1.215,183883
2024-07-01T14:30:00Z,52.267,52.267,52.267,76.333,76.333,76.333,1007.898,1007.898,1007.898,0.7635000000000000,0.804,0.723,183883
2024-07-01T15:00:00Z,52.4,52.4,52.4,76.933,76.933,76.933,1007.957,1007.957,1007.957,1.0725000000000000,1.144,1.001,183883
2024-07-01T15:30:00Z,51.267,51.267,51.267,77.267,77.267,77.267,1007.951,1007.951,1007.951,1.0595000000000000,1.172,0.947,183883
2024-07-01T16:00:00Z,51.333,51.333,51.333,77.6,77.6,77.6,1008.261,1008.261,1008.261,0.9485000000000000,1.059,0.838,183883
2024-07-01T16:30:00Z,50.067,50.067,50.067,78,78,78,1008.579,1008.579,1008.579,0.923,1.056,0.79,183883
2024-07-01T17:00:00Z,50.2,50.2,50.2,78.6,78.6,78.6,1008.655,1008.655,1008.655,1.2395,1.279,1.2,183883
2024-07-01T17:30:00Z,46.6,46.6,46.6,80.533,80.533,80.533,1008.469,1008.469,1008.469,0.7385,0.667,0.81,183883
2024-07-01T18:00:00Z,45.867,45.867,45.867,81,81,81,1008.559,1008.559,1008.559,0.736,0.787,0.685,183883
2024-07-01T18:30:00Z,44.267,44.267,44.267,81.733,81.733,81.733,1008.503,1008.503,1008.503,0.7715000000000000,0.803,0.74,183883
2024-07-01T19:00:00Z,41.6,41.6,41.6,83.733,83.733,83.733,1008.358,1008.358,1008.358,0.935,0.98,0.89,183883
2024-07-01T19:30:00Z,39,39,39,86.4,86.4,86.4,1008.127,1008.127,1008.127,1.01,0.993,1.027,183883
2024-07-01T20:00:00Z,36.533,36.533,36.533,88.467,88.467,88.467,1008.096,1008.096,1008.096,1.274,1.245,1.303,183883
2024-07-01T20:30:00Z,36.267,36.267,36.267,88.067,88.067,88.067,1008.023,1008.023,1008.023,1.362,1.329,1.395,183883
2024-07-01T21:00:00Z,34.25,34.25,34.25,89.95,89.95,89.95,1007.792,1007.792,1007.792,1.181,1.033,1.329,183883
2024-07-01T21:30:00Z,34.089,34.089,34.089,89.844,89.844,89.844,1007.655,1007.655,1007.655,1.2485,1.319,1.178,183883
2024-07-01T22:00:00Z,33.4,33.4,33.4,90.133,90.133,90.133,1007.549,1007.549,1007.549,0.9645000000000000,1.011,0.918,183883
2024-07-01T22:30:00Z,33.067,33.067,33.067,90.2,90.2,90.2,1007.465,1007.465,1007.465,1.0830000000000000,1.088,1.078,183883
2024-07-01T23:00:00Z,31.6,31.6,31.6,90.6,90.6,90.6,1007.275,1007.275,1007.275,0.9970000000000000,1.053,0.941,183883
2024-07-01T23:30:00Z,31.333,31.333,31.333,90.4,90.4,90.4,1007.178,1007.178,1007.178,0.8285,0.891,0.766,183883
2024-07-02T00:00:00Z,31.467,31.467,31.467,90.8,90.8,90.8,1006.96,1006.96,1006.96,1.0325,0.964,1.101,183883
2024-07-02T00:30:00Z,32.4,32.4,32.4,90.067,90.067,90.067,1006.723,1006.723,1006.723,0.879,0.915,0.843,183883
2024-07-02T01:00:00Z,33.4,33.4,33.4,89.2,89.2,89.2,1006.693,1006.693,1006.693,1.039,1.107,0.971,183883
2024-07-02T01:30:00Z,34.2,34.2,34.2,87.933,87.933,87.933,1006.857,1006.857,1006.857,2.078,2.159,1.997,183883
2024-07-02T02:00:00Z,34.867,34.867,34.867,86.267,86.267,86.267,1006.955,1006.955,1006.955,2.1110000000000000,2.152,2.07,183883
2024-07-02T02:30:00Z,36.533,36.533,36.533,84.067,84.067,84.067,1007.167,1007.167,1007.167,2.2650000000000000,2.343,2.187,183883
2024-07-02T03:00:00Z,37.733,37.733,37.733,82.4,82.4,82.4,1007.377,1007.377,1007.377,2.2720000000000000,2.359,2.185,183883
2024-07-02T03:30:00Z,38.6,38.6,38.6,80.533,80.533,80.533,1007.474,1007.474,1007.474,2.3210000000000000,2.375,2.267,183883
2024-07-02T04:00:00Z,39.333,39.333,39.333,78.467,78.467,78.467,1007.759,1007.759,1007.759,2.5790000000000000,2.67,2.488,183883
2024-07-02T04:30:00Z,40.133,40.133,40.133,76.8,76.8,76.8,1008.138,1008.138,1008.138,2.4830000000000000,2.569,2.397,183883
2024-07-02T05:00:00Z,40.4,40.4,40.4,75.933,75.933,75.933,1008.451,1008.451,1008.451,2.7955,2.906,2.685,183883
2024-07-02T05:30:00Z,39.867,39.867,39.867,75.2,75.2,75.2,1008.567,1008.567,1008.567,2.7190000000000000,2.786,2.652,183883
2024-07-02T06:00:00Z,40.2,40.2,40.2,74.267,74.267,74.267,1008.839,1008.839,1008.839,2.411,2.447,2.375,183883
2024-07-02T06:30:00Z,42.867,42.867,42.867,73.4,73.4,73.4,1009.033,1009.033,1009.033,2.724,2.809,2.639,183883
