time_stamp,humidity,temperature,pressure,pm2.5_alt,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,sensor_index
2024-07-01T00:00:00Z,39.333,82,1016.482,0.5,0.008,0.013,0.003,0.008,96765
2024-07-01T00:30:00Z,40.6,81.067,1016.35,0.5,0.0015,0.003,0,0.0015,96765
2024-07-01T01:00:00Z,42.333,80.133,1016.185,0.5,0.0015,0.003,0,0.0015,96765
2024-07-01T01:30:00Z,43.867,79.667,1016.155,0.5,0.0015,0.003,0,0.0015,96765
2024-07-01T02:00:00Z,45.2,78.533,1016.091,0.5,0.007,0.014,0,0.007,96765
2024-07-01T02:30:00Z,47.133,77.6,1016.028,0.4,0,0,0,0,96765
2024-07-01T03:00:00Z,48.467,76.733,1016.055,0.4,0.014,0.028,0,0.014,96765
2024-07-01T03:30:00Z,50.4,75.6,1016.187,0.5,0.006,0.005,0.007,0.006,96765
2024-07-01T04:00:00Z,52.6,74.333,1016.331,0.5,0.0115,0.023,0,0.0115,96765
2024-07-01T04:30:00Z,54.8,72.867,1016.554,0.7,0.08300000000000000,0.088,0.078,0.08300000000000000,96765
2024-07-01T05:00:00Z,56.6,72,1016.746,0.7,0.028,0.05,0.006,0.028,96765
2024-07-01T05:30:00Z,58.333,71.067,1016.719,0.8,0.0525,0.076,0.029,0.0525,96765
2024-07-01T06:00:00Z,59.667,70.4,1016.674,0.8,0.0795,0.108,0.051,0.0795,96765
2024-07-01T06:30:00Z,60.067,69.933,1016.76,0.8,0.066,0.104,0.028,0.066,96765
2024-07-01T07:00:00Z,60.933,69,1016.868,0.6,0.0065,0.013,0,0.0065,96765
2024-07-01T07:30:00Z,61.417,69,1016.889,0.5,0.005,0.01,0,0.005,96765
2024-07-01T08:00:00Z,62,69,1016.977,0.5,0.015,0.03,0,0.015,96765
2024-07-01T08:30:00Z,62,68.933,1016.872,0.5,0,0,0,0,96765
2024-07-01T09:00:00Z,62.333,68,1016.797,0.5,0.009000000000000000,0.012,0.006,0.009000000000000000,96765
2024-07-01T09:30:00Z,63,68,1016.75,0.6,0,0,0,0,96765
2024-07-01T10:00:00Z,63,67.133,1016.877,0.5,0.016,0.021,0.011,0.016,96765
2024-07-01T10:30:00Z,63.333,67,1016.942,0.6,0.0115,0.023,0,0.0115,96765
2024-07-01T11:00:00Z,64,67,1017.083,0.6,0.0185,0.022,0.015,0.0185,96765
2024-07-01T11:30:00Z,64.667,67.867,1017.153,0.7,0.054,0.107,0.001,0.054,96765
2024-07-01T12:00:00Z,65,68,1017.335,0.9,0.1185,0.194,0.043,0.1185,96765
2024-07-01T12:30:00Z,65,68,1017.481,0.9,0.1525,0.197,0.108,0.1525,96765
2024-07-01T13:00:00Z,64.933,68,1017.535,0.5,0.0135,0.027,0,0.0135,96765
2024-07-01T13:30:00Z,64.733,68,1017.493,0.4,0,0,0,0,96765
2024-07-01T14:00:00Z,64.267,68.8,1017.64,0.2,0.007,0.014,0,0.007,96765
2024-07-01T14:30:00Z,64,69.2,1017.823,0.2,0,0,0,0,96765
2024-07-01T15:00:00Z,63.267,70,1017.818,0.2,0,0,0,0,96765
2024-07-01T15:30:00Z,61.667,71.4,1017.958,0.3,0,0,0,0,96765
2024-07-01T16:00:00Z,59.067,72,1018.287,0.5,0,0,0,0,96765
2024-07-01T16:30:00Z,59.267,72,1018.536,0.4,0,0,0,0,96765
2024-07-01T17:00:00Z,59.533,72.133,1018.478,0.7,0.064,0.074,0.054,0.064,96765
2024-07-01T17:30:00Z,59,73,1018.397,0.5,0,0,0,0,96765
2024-07-01T18:00:00Z,59.933,72.333,1018.469,0.6,0.0065,0.013,0,0.0065,96765
