time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,sensor_index
2024-07-01T00:00:00Z,35.267,35.267,,83.2,83.2,,1009.097,1009.097,,0.319,0.225,0.413,156499
2024-07-01T00:30:00Z,35.933,35.933,,82.6,82.6,,1008.915,1008.915,,0.40800000000000000,0.311,0.505,156499
2024-07-01T01:00:00Z,36.733,36.733,,81.933,81.933,,1008.791,1008.791,,0.4875,0.471,0.504,156499
2024-07-01T01:30:00Z,38,38,,81.067,81.067,,1008.718,1008.718,,0.6375,0.567,0.708,156499
2024-07-01T02:00:00Z,39,39,,80.4,80.4,,1008.649,1008.649,,0.5345,0.541,0.528,156499
2024-07-01T02:30:00Z,40.733,40.733,,79.333,79.333,,1008.635,1008.635,,0.439,0.349,0.529,156499
2024-07-01T03:00:00Z,43.133,43.133,,78.2,78.2,,1008.683,1008.683,,0.6205,0.651,0.59,156499
2024-07-01T03:30:00Z,46.6,46.6,,76.533,76.533,,1008.827,1008.827,,1.9445000000000000,2.003,1.886,156499
2024-07-01T04:00:00Z,49.867,49.867,,74.733,74.733,,1008.993,1008.993,,2.747,2.881,2.613,156499
2024-07-01T04:30:00Z,53.8,53.8,,73,73,,1009.371,1009.371,,3.899,4.013,3.785,156499
2024-07-01T05:00:00Z,55.133,55.133,,72,72,,1009.57,1009.57,,3.8885000000000000,3.949,3.828,156499
2024-07-01T05:30:00Z,55.333,55.333,,71.733,71.733,,1009.523,1009.523,,3.8375000000000000,3.91,3.765,156499
2024-07-01T06:00:00Z,56,56,,70.733,70.733,,1009.4,1009.4,,2.768,2.885,2.651,156499
2024-07-01T06:30:00Z,56.4,56.4,,70,70,,1009.367,1009.367,,2.6390000000000000,2.693,2.585,156499
2024-07-01T07:00:00Z,58,58,,69.533,69.533,,1009.421,1009.421,,3.1965,3.324,3.069,156499
2024-07-01T07:30:00Z,59,59,,69,69,,1009.505,1009.505,,3.0995,3.211,2.988,156499
2024-07-01T08:00:00Z,59,59,,69.267,69.267,,1009.593,1009.593,,3.1390000000000000,3.275,3.003,156499
2024-07-01T08:30:00Z,60,60,,70,70,,1009.593,1009.593,,2.7805,2.848,2.713,156499
2024-07-01T09:00:00Z,60.8,60.8,,69.133,69.133,,1009.325,1009.325,,1.8955,1.924,1.867,156499
2024-07-01T09:30:00Z,62.2,62.2,,69,69,,1009.425,1009.425,,1.1790000000000000,1.101,1.257,156499
2024-07-01T10:00:00Z,63,63,,69,69,,1009.519,1009.519,,1.147,1.141,1.153,156499
2024-07-01T10:30:00Z,62.133,62.133,,69,69,,1009.601,1009.601,,2.878,3.027,2.729,156499
2024-07-01T11:00:00Z,62.667,62.667,,69,69,,1009.707,1009.707,,1.851,1.958,1.744,156499
2024-07-01T11:30:00Z,63.467,63.467,,68.733,68.733,,1009.833,1009.833,,1.252,1.246,1.258,156499
2024-07-01T12:00:00Z,65.733,65.733,,67.533,67.533,,1009.763,1009.763,,1.6305,1.607,1.654,156499
2024-07-01T12:30:00Z,66.133,66.133,,68,68,,1009.893,1009.893,,1.594,1.443,1.745,156499
2024-07-01T13:00:00Z,66,66,,68,68,,1010.004,1010.004,,1.4370000000000000,1.382,1.492,156499
2024-07-01T13:30:00Z,66,66,,68,68,,1010.158,1010.158,,0.96,0.887,1.033,156499
2024-07-01T14:00:00Z,66,66,,68,68,,1010.273,1010.273,,0.907,0.895,0.919,156499
2024-07-01T14:30:00Z,66.933,66.933,,67.8,67.8,,1010.509,1010.509,,0.9695,0.845,1.094,156499
2024-07-01T15:00:00Z,69.4,69.4,,66.733,66.733,,1010.495,1010.495,,1.3895,1.249,1.53,156499
2024-07-01T15:30:00Z,69.867,69.867,,67.133,67.133,,1010.56,1010.56,,2.129,2.187,2.071,156499
2024-07-01T16:00:00Z,67.333,67.333,,68.2,68.2,,1010.889,1010.889,,1.8345000000000000,1.785,1.884,156499
2024-07-01T16:30:00Z,65.2,65.2,,69.4,69.4,,1011.265,1011.265,,1.109,1.151,1.067,156499
2024-07-01T17:00:00Z,62,62,,71.133,71.133,,1011.261,1011.261,,1.371,1.445,1.297,156499
2024-07-01T17:30:00Z,57.067,57.067,,73.8,73.8,,1011.161,1011.161,,1.2770000000000000,1.357,1.197,156499
