time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,sensor_index
2024-07-01T00:00:00Z,29.4,29.4,29.4,88.3,88.3,88.3,1007.109,1007.109,1007.109,0.011,0.004,0.018,171177
2024-07-01T00:30:00Z,29.4,29.4,29.4,89,89,89,1006.945,1006.945,1006.945,0.054,0.075,0.033,171177
2024-07-01T01:00:00Z,29.867,29.867,29.867,88.733,88.733,88.733,1006.795,1006.795,1006.795,0.066,0.033,0.099,171177
2024-07-01T01:30:00Z,29.267,29.267,29.267,88.667,88.667,88.667,1006.714,1006.714,1006.714,0.1005,0.066,0.135,171177
2024-07-01T02:00:00Z,31.528,31.528,31.528,87.222,87.222,87.222,1006.669,1006.669,1006.669,0.019,0.015,0.023,171177
2024-07-01T02:30:00Z,35.133,35.133,35.133,84.4,84.4,84.4,1006.621,1006.621,1006.621,0.1245,0.053,0.196,171177
2024-07-01T03:00:00Z,38.2,38.2,38.2,82.267,82.267,82.267,1006.735,1006.735,1006.735,0.014,0.003,0.025,171177
2024-07-01T03:30:00Z,42,42,42,79.667,79.667,79.667,1006.862,1006.862,1006.862,0.033,0.038,0.028,171177
2024-07-01T04:00:00Z,48.333,48.333,48.333,75,75,75,1007.033,1007.033,1007.033,0.0625,0.062,0.063,171177
2024-07-01T04:30:00Z,51.067,51.067,51.067,74,74,74,1007.429,1007.429,1007.429,0.118,0.093,0.143,171177
2024-07-01T05:00:00Z,51.4,51.4,51.4,73.683,73.683,73.683,1007.657,1007.657,1007.657,0.5700000000000000,0.472,0.668,171177
2024-07-01T05:30:00Z,53.4,53.4,53.4,73,73,73,1007.625,1007.625,1007.625,0.6305000000000000,0.668,0.593,171177
2024-07-01T06:00:00Z,55.067,55.067,55.067,72.8,72.8,72.8,1007.474,1007.474,1007.474,0.41700000000000000,0.379,0.455,171177
2024-07-01T06:30:00Z,56.467,56.467,56.467,71.867,71.867,71.867,1007.482,1007.482,1007.482,0.6925,0.676,0.709,171177
2024-07-01T07:00:00Z,58.267,58.267,58.267,70.867,70.867,70.867,1007.547,1007.547,1007.547,0.39650000000000000,0.366,0.427,171177
2024-07-01T07:30:00Z,58.6,58.6,58.6,70.933,70.933,70.933,1007.637,1007.637,1007.637,0.48150000000000000,0.439,0.524,171177
