time_stamp,humidity,temperature,pressure,pm2.5_alt,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,sensor_index
2024-07-01T00:00:00Z,32.133,86.6,992.476,0.8,0.201,0.391,0.011,0.201,167257
2024-07-01T00:30:00Z,33.6,85.467,992.413,0.9,0.32300000000000000,0.573,0.073,0.32300000000000000,167257
2024-07-01T01:00:00Z,35.933,84.267,992.299,1,0.6145000000000000,0.945,0.284,0.6145000000000000,167257
2024-07-01T01:30:00Z,36.8,83.8,992.269,0.8,0.22800000000000000,0.415,0.041,0.22800000000000000,167257
2024-07-01T02:00:00Z,36.467,82.867,992.314,0.7,0.2005,0.373,0.028,0.2005,167257
2024-07-01T02:30:00Z,38.267,81.6,992.338,0.7,0.1145,0.223,0.006,0.1145,167257
2024-07-01T03:00:00Z,39.733,80.6,992.347,1,0.6655,0.899,0.432,0.6655,167257
2024-07-01T03:30:00Z,41.6,79.667,992.517,0.9,0.47250000000000000,0.784,0.161,0.47250000000000000,167257
2024-07-01T04:00:00Z,43.533,78.733,992.748,0.7,0.1395,0.269,0.01,0.1395,167257
2024-07-01T04:30:00Z,45.267,77.667,993.008,0.6,0.1385,0.203,0.074,0.1385,167257
2024-07-01T05:00:00Z,46.4,76.933,993.213,0.7,0.41100000000000000,0.303,0.519,0.41100000000000000,167257
2024-07-01T05:30:00Z,47.733,76,993.242,1.6,2.0775000000000000,2.066,2.089,2.0775000000000000,167257
2024-07-01T06:00:00Z,48.8,75.533,993.145,1.3,1.3545,1.231,1.478,1.3545,167257
2024-07-01T06:30:00Z,49.8,74.667,993.047,1.4,1.5885000000000000,1.549,1.628,1.5885000000000000,167257
2024-07-01T07:00:00Z,51.667,74,993.1,1,0.793,0.805,0.781,0.793,167257
2024-07-01T07:30:00Z,52.067,74,993.216,1,0.883,0.745,1.021,0.883,167257
2024-07-01T08:00:00Z,52,74.133,993.291,0.9,0.5895,0.535,0.644,0.5895,167257
2024-07-01T08:30:00Z,51.933,74.267,993.379,0.8,0.49850000000000000,0.341,0.656,0.49850000000000000,167257
2024-07-01T09:00:00Z,52.4,74.467,993.189,1,0.7295,0.668,0.791,0.7295,167257
2024-07-01T09:30:00Z,52.4,74.6,993.035,1,0.8960000000000000,0.825,0.967,0.8960000000000000,167257
2024-07-01T10:00:00Z,53.333,73.8,993.084,1.4,1.687,1.665,1.709,1.687,167257
2024-07-01T10:30:00Z,54.067,73.667,993.165,1.3,1.4565000000000000,1.416,1.497,1.4565000000000000,167257
2024-07-01T11:00:00Z,54.267,73.867,993.207,1.3,1.292,1.288,1.296,1.292,167257
2024-07-01T11:30:00Z,54.733,73.467,993.312,1.2,1.2535000000000000,1.309,1.198,1.2535000000000000,167257
2024-07-01T12:00:00Z,55.067,73.2,993.342,1.3,1.4045,1.339,1.47,1.4045,167257
2024-07-01T12:30:00Z,55.133,73.467,993.456,1.3,1.4775,1.424,1.531,1.4775,167257
2024-07-01T13:00:00Z,55.667,73.133,993.583,1.3,1.337,1.337,1.337,1.337,167257
2024-07-01T13:30:00Z,55.467,73.267,993.714,1.5,1.8445,1.809,1.88,1.8445,167257
2024-07-01T14:00:00Z,55.533,73.267,993.846,1.7,2.145,2.199,2.091,2.145,167257
2024-07-01T14:30:00Z,55.733,73.067,993.993,1.6,2.068,2.053,2.083,2.068,167257
2024-07-01T15:00:00Z,54.867,73.733,994.098,1.5,1.8095000000000000,2.01,1.609,1.8095000000000000,167257
2024-07-01T15:30:00Z,54.733,74.067,994.089,1.5,1.6990000000000000,1.771,1.627,1.6990000000000000,167257
2024-07-01T16:00:00Z,53.6,74.6,994.221,1.5,1.7535000000000000,1.744,1.763,1.7535000000000000,167257
2024-07-01T16:30:00Z,52.8,75,994.502,1.1,1.2245,1.234,1.215,1.2245,167257
2024-07-01T17:00:00Z,52.267,75.533,994.686,1.1,1.0275000000000000,1.113,0.942,1.0275000000000000,167257
2024-07-01T17:30:00Z,51.667,76.133,994.705,1.2,1.258,1.377,1.139,1.258,167257
2024-07-01T18:00:00Z,50.6,76.933,994.652,1.3,1.3775,1.384,1.371,1.3775,167257
2024-07-01T18:30:00Z,48.467,78.4,994.682,1.2,0.8135,1.264,0.363,0.8135,167257
2024-07-01T19:00:00Z,45.6,80.333,994.6,1.2,0.8680000000000000,1.203,0.533,0.8680000000000000,167257
2024-07-01T19:30:00Z,44.267,81.133,994.379,1.2,0.8565,1.29,0.423,0.8565,167257
2024-07-01T20:00:00Z,41.933,82.533,994.283,1.2,0.8975000000000000,1.35,0.445,0.8975000000000000,167257
2024-07-01T20:30:00Z,40.467,83.2,994.193,1.2,0.788,1.1,0.476,0.788,167257
2024-07-01T21:00:00Z,40.067,83.8,994.189,0.9,0.362,0.647,0.077,0.362,167257
2024-07-01T21:30:00Z,34.133,90.133,994.007,0.6,0.044000000000000000,0.085,0.003,0.044000000000000000,167257
2024-07-01T22:00:00Z,29.133,93.733,993.757,0.6,0.0835,0.167,0,0.0835,167257
2024-07-01T22:30:00Z,32.2,90.267,993.648,0.7,0.109,0.218,0,0.109,167257
2024-07-01T23:00:00Z,35,87.333,993.529,1.4,1.287,1.686,0.888,1.287,167257
2024-07-01T23:30:00Z,36,86.733,993.329,3.8,5.813,6.215,5.411,5.813,167257
2024-07-02T00:00:00Z,37.867,86,993.161,1.6,1.722,2.173,1.271,1.722,167257
2024-07-02T00:30:00Z,38.667,85.4,992.937,1.4,1.3515000000000000,1.737,0.966,1.3515000000000000,167257
2024-07-02T01:00:00Z,37.733,85,992.789,1.3,1.143,1.507,0.779,1.143,167257
2024-07-02T01:30:00Z,38.067,84.133,992.846,1.3,1.1565,1.604,0.709,1.1565,167257
2024-07-02T02:00:00Z,40.2,83.8,992.962,1.3,1.0925,1.459,0.726,1.0925,167257
2024-07-02T02:30:00Z,40,82.8,993.127,1.5,1.3855,1.842,0.929,1.3855,167257
2024-07-02T03:00:00Z,39.933,81.8,993.363,1.4,1.24,1.631,0.849,1.24,167257
2024-07-02T03:30:00Z,39.867,80.8,993.602,1.3,1.0285,1.389,0.668,1.0285,167257
2024-07-02T04:00:00Z,39.133,79.733,993.927,1.2,0.908,1.369,0.447,0.908,167257
2024-07-02T04:30:00Z,40,78.733,994.229,1.4,1.27,1.665,0.875,1.27,167257
2024-07-02T05:00:00Z,41.85,77.117,994.552,1.4,1.685,1.905,1.465,1.685,167257
2024-07-02T05:30:00Z,43.067,75.533,994.706,1.7,2.2280000000000000,2.309,2.147,2.2280000000000000,167257
2024-07-02T06:00:00Z,43.467,73.933,994.903,1.8,2.4110000000000000,2.385,2.437,2.4110000000000000,167257
2024-07-02T06:30:00Z,44.8,72.333,994.957,1.9,2.6945000000000000,2.731,2.658,2.6945000000000000,167257
2024-07-02T07:00:00Z,45.2,71.133,995.164,2,2.8925,2.87,2.915,2.8925,167257
2024-07-02T07:30:00Z,45.267,70,995.273,2,2.9015,2.976,2.827,2.9015,167257
2024-07-02T08:00:00Z,46.067,68.933,995.359,2,2.7270000000000000,2.749,2.705,2.7270000000000000,167257
2024-07-02T08:30:00Z,46.4,68.867,995.258,2.1,2.939,3.085,2.793,2.939,167257
2024-07-02T09:00:00Z,47.067,68.133,995.342,2.2,3.2125000000000000,3.216,3.209,3.2125000000000000,167257
2024-07-02T09:30:00Z,48.2,67.333,995.506,2.2,3.301,3.462,3.14,3.301,167257
2024-07-02T10:00:00Z,50.267,66.2,995.641,2.4,3.4985,3.515,3.482,3.4985,167257
2024-07-02T10:30:00Z,50.933,65.933,995.804,2.5,3.857,3.923,3.791,3.857,167257
2024-07-02T11:00:00Z,51.333,65.6,995.935,2.7,4.0875,4.221,3.954,4.0875,167257
2024-07-02T11:30:00Z,51.467,65.733,996.097,2.7,4.09,4.285,3.895,4.09,167257
2024-07-02T12:00:00Z,51.4,65.867,996.327,2.7,4.2125,4.406,4.019,4.2125,167257
2024-07-02T12:30:00Z,51.733,65.667,996.487,2.7,4.3885000000000000,4.541,4.236,4.3885000000000000,167257
2024-07-02T13:00:00Z,52.133,65,996.593,2.8,4.437000000000000,4.601,4.273,4.437000000000000,167257
2024-07-02T13:30:00Z,51.867,65.067,996.625,3,4.6195,4.874,4.365,4.6195,167257
2024-07-02T14:00:00Z,52.767,65.067,996.639,3.2,5.096500000000000,5.251,4.942,5.096500000000000,167257
2024-07-02T14:30:00Z,51.867,66.533,996.648,3.5,5.5970000000000000,5.761,5.433,5.5970000000000000,167257
2024-07-02T15:00:00Z,50.067,67.6,996.739,3.5,5.5125,5.694,5.331,5.5125,167257
2024-07-02T15:30:00Z,49.267,68.533,996.873,3.4,5.3825,5.452,5.313,5.3825,167257
2024-07-02T16:00:00Z,47.4,69.6,996.902,3.6,5.5755,5.779,5.372,5.5755,167257
2024-07-02T16:30:00Z,46.667,70.133,996.949,3.6,5.732000000000000,5.877,5.587,5.732000000000000,167257
