time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b
2024-07-01T00:00:00Z,21.133,21.133,21.133,89,89,89,1005.548,1005.548,1005.548,0,0,0
2024-07-01T00:30:00Z,21.4,21.4,21.4,88.6,88.6,88.6,1005.399,1005.399,1005.399,0,0,0
2024-07-01T01:00:00Z,22.333,22.333,22.333,88.8,88.8,88.8,1005.253,1005.253,1005.253,0.0095,0,0.019
2024-07-01T01:30:00Z,23.333,23.333,23.333,88.4,88.4,88.4,1005.203,1005.203,1005.203,0.0295,0.04,0.019
2024-07-01T02:00:00Z,23.533,23.533,23.533,88.267,88.267,88.267,1005.12,1005.12,1005.12,0.041,0.067,0.015
2024-07-01T02:30:00Z,23.333,23.333,23.333,88,88,88,1005.073,1005.073,1005.073,0.0305,0.053,0.008
2024-07-01T03:00:00Z,23.533,23.533,23.533,88,88,88,1005.118,1005.118,1005.118,0.44299999999999995,0.595,0.291
2024-07-01T03:30:00Z,24.733,24.733,24.733,87.867,87.867,87.867,1005.306,1005.306,1005.306,11.738499999999998,12.636,10.841
2024-07-01T04:00:00Z,24.933,24.933,24.933,88,88,88,1005.515,1005.515,1005.515,26.3815,28.43,24.333
2024-07-01T04:30:00Z,24.8,24.8,24.8,87.867,87.867,87.867,1005.877,1005.877,1005.877,12.2775,13.247,11.308
2024-07-01T05:00:00Z,24.4,24.4,24.4,87,87,87,1006.005,1006.005,1006.005,6.154999999999999,6.555,5.755
2024-07-01T05:30:00Z,24,24,24,87,87,87,1005.951,1005.951,1005.951,4.082,4.398,3.766
2024-07-01T06:00:00Z,23.533,23.533,23.533,87,87,87,1005.782,1005.782,1005.782,2.79,3.046,2.534
2024-07-01T06:30:00Z,23.4,23.4,23.4,87,87,87,1005.74,1005.74,1005.74,1.9659999999999997,2.163,1.769
2024-07-01T07:00:00Z,24,24,24,87,87,87,1005.827,1005.827,1005.827,1.2725,1.503,1.042
2024-07-01T07:30:00Z,24.267,24.267,24.267,86.6,86.6,86.6,1005.88,1005.88,1005.88,0.9650000000000001,1.163,0.767
2024-07-01T08:00:00Z,24.933,24.933,24.933,86.133,86.133,86.133,1005.929,1005.929,1005.929,0.728,0.861,0.595
2024-07-01T08:30:00Z,25,25,25,86,86,86,1005.949,1005.949,1005.949,0.347,0.419,0.275
2024-07-01T09:00:00Z,25.067,25.067,25.067,86,86,86,1005.701,1005.701,1005.701,0.1475,0.185,0.11
2024-07-01T09:30:00Z,25.933,25.933,25.933,86,86,86,1005.757,1005.757,1005.757,0.07200000000000001,0.109,0.035
2024-07-01T10:00:00Z,25.933,25.933,25.933,86,86,86,1005.833,1005.833,1005.833,0.0395,0.074,0.005
2024-07-01T10:30:00Z,26,26,26,86,86,86,1005.951,1005.951,1005.951,0.0145,0.021,0.008
2024-07-01T11:00:00Z,26,26,26,86,86,86,1006.067,1006.067,1006.067,0,0,0
2024-07-01T11:30:00Z,26,26,26,85.933,85.933,85.933,1006.176,1006.176,1006.176,0.0055,0.011,0
2024-07-01T12:00:00Z,26,26,26,85.2,85.2,85.2,1006.114,1006.114,1006.114,0.004,0.007,0.001
2024-07-01T12:30:00Z,27,27,27,85,85,85,1006.243,1006.243,1006.243,0.034499999999999996,0.059,0.01
2024-07-01T13:00:00Z,28.4,28.4,28.4,85,85,85,1006.4,1006.4,1006.4,0.302,0.457,0.147
2024-07-01T13:30:00Z,29,29,29,85,85,85,1006.558,1006.558,1006.558,0.254,0.361,0.147
2024-07-01T14:00:00Z,29.733,29.733,29.733,85,85,85,1006.701,1006.701,1006.701,0.2595,0.391,0.128
2024-07-01T14:30:00Z,30.467,30.467,30.467,85,85,85,1006.902,1006.902,1006.902,0.20550000000000002,0.217,0.194
2024-07-01T15:00:00Z,31,31,31,85,85,85,1006.907,1006.907,1006.907,0.287,0.417,0.157
2024-07-01T15:30:00Z,31.667,31.667,31.667,85,85,85,1006.959,1006.959,1006.959,0.49350000000000005,0.656,0.331
2024-07-01T16:00:00Z,31.667,31.667,31.667,85,85,85,1007.259,1007.259,1007.259,0.7355,0.951,0.52
2024-07-01T16:30:00Z,31,31,31,85,85,85,1007.622,1007.622,1007.622,0.533,0.674,0.392
2024-07-01T17:00:00Z,32,32,32,85,85,85,1007.667,1007.667,1007.667,0.661,0.765,0.557
2024-07-01T17:30:00Z,31.867,31.867,31.867,85.4,85.4,85.4,1007.594,1007.594,1007.594,0.8265,1.014,0.639
2024-07-01T18:00:00Z,31.2,31.2,31.2,86,86,86,1007.654,1007.654,1007.654,1.099,1.243,0.955
2024-07-01T18:30:00Z,29.933,29.933,29.933,86.6,86.6,86.6,1007.563,1007.563,1007.563,1.693,2.007,1.379
2024-07-01T19:00:00Z,27.867,27.867,27.867,87,87,87,1007.479,1007.479,1007.479,1.514,1.661,1.367
2024-07-01T19:30:00Z,25.8,25.8,25.8,88.067,88.067,88.067,1007.319,1007.319,1007.319,1.1524999999999999,1.454,0.851
2024-07-01T20:00:00Z,24.4,24.4,24.4,88.133,88.133,88.133,1007.241,1007.241,1007.241,0.98,1.178,0.782
2024-07-01T20:30:00Z,23.667,23.667,23.667,89,89,89,1007.159,1007.159,1007.159,0.829,1.002,0.656
2024-07-01T21:00:00Z,23.267,23.267,23.267,89,89,89,1006.992,1006.992,1006.992,0.972,1.262,0.682
2024-07-01T21:30:00Z,22.333,22.333,22.333,89,89,89,1006.868,1006.868,1006.868,0.933,1.059,0.807
2024-07-01T22:00:00Z,22.133,22.133,22.133,89.2,89.2,89.2,1006.742,1006.742,1006.742,0.615,0.776,0.454
2024-07-01T22:30:00Z,22.067,22.067,22.067,89,89,89,1006.663,1006.663,1006.663,0.498,0.593,0.403
2024-07-01T23:00:00Z,21.933,21.933,21.933,89,89,89,1006.459,1006.459,1006.459,0.628,0.747,0.509
2024-07-01T23:30:00Z,22.133,22.133,22.133,89,89,89,1006.357,1006.357,1006.357,0.866,1.061,0.671
2024-07-02T00:00:00Z,22.067,22.067,22.067,89,89,89,1006.143,1006.143,1006.143,0.8694999999999999,1.008,0.731
2024-07-02T00:30:00Z,21.667,21.667,21.667,88.533,88.533,88.533,1005.996,1005.996,1005.996,0.5025,0.645,0.36
2024-07-02T01:00:00Z,21.4,21.4,21.4,88.2,88.2,88.2,1005.957,1005.957,1005.957,0.23399999999999999,0.346,0.122
2024-07-02T01:30:00Z,23.2,23.2,23.2,88.4,88.4,88.4,1006.019,1006.019,1006.019,10.209,10.506,9.912
2024-07-02T02:00:00Z,24.4,24.4,24.4,88.733,88.733,88.733,1006.134,1006.134,1006.134,31.5695,33.444,29.695
2024-07-02T02:30:00Z,23.933,23.933,23.933,88.8,88.8,88.8,1006.263,1006.263,1006.263,15.535,16.829,14.241
2024-07-02T03:00:00Z,24.6,24.6,24.6,88,88,88,1006.388,1006.388,1006.388,8.0835,8.602,7.565
2024-07-02T03:30:00Z,23.533,23.533,23.533,87.933,87.933,87.933,1006.413,1006.413,1006.413,6.41,6.965,5.855
2024-07-02T04:00:00Z,23.133,23.133,23.133,87.8,87.8,87.8,1006.668,1006.668,1006.668,4.534,4.887,4.181
2024-07-02T04:30:00Z,23.533,23.533,23.533,87.467,87.467,87.467,1007.114,1007.114,1007.114,3.0949999999999998,3.399,2.791
2024-07-02T05:00:00Z,23.333,23.333,23.333,87.067,87.067,87.067,1007.322,1007.322,1007.322,2.118,2.251,1.985
2024-07-02T05:30:00Z,23.467,23.467,23.467,87,87,87,1007.518,1007.518,1007.518,1.4985,1.709,1.288
2024-07-02T06:00:00Z,23.467,23.467,23.467,87,87,87,1007.775,1007.775,1007.775,1.0825,1.267,0.898
2024-07-02T06:30:00Z,23,23,23,86.867,86.867,86.867,1007.912,1007.912,1007.912,0.6955,0.924,0.467
2024-07-02T07:00:00Z,23.933,23.933,23.933,86,86,86,1008.038,1008.038,1008.038,0.5855,0.664,0.507
2024-07-02T07:30:00Z,23.467,23.467,23.467,86,86,86,1008.045,1008.045,1008.045,0.3235,0.451,0.196
2024-07-02T08:00:00Z,24,24,24,86,86,86,1008.131,1008.131,1008.131,0.20850000000000002,0.268,0.149
2024-07-02T08:30:00Z,24.467,24.467,24.467,86,86,86,1008.102,1008.102,1008.102,0.0925,0.134,0.051
2024-07-02T09:00:00Z,25,25,25,86,86,86,1008.271,1008.271,1008.271,0.08700000000000001,0.117,0.057
2024-07-02T09:30:00Z,25,25,25,85.667,85.667,85.667,1008.397,1008.397,1008.397,0.074,0.121,0.027
2024-07-02T10:00:00Z,25.067,25.067,25.067,85,85,85,1008.471,1008.471,1008.471,0.049,0.066,0.032
2024-07-02T10:30:00Z,25.933,25.933,25.933,85,85,85,1008.643,1008.643,1008.643,0.009500000000000001,0.017,0.002
2024-07-02T11:00:00Z,26,26,26,85,85,85,1008.795,1008.795,1008.795,0.044,0.063,0.025
2024-07-02T11:30:00Z,26,26,26,85,85,85,1009.092,1009.092,1009.092,0.05500000000000001,0.069,0.041
2024-07-02T12:00:00Z,26,26,26,84.533,84.533,84.533,1009.239,1009.239,1009.239,1.0915,1.233,0.95
2024-07-02T12:30:00Z,25.867,25.867,25.867,84.067,84.067,84.067,1009.417,1009.417,1009.417,2.1265,2.366,1.887
2024-07-02T13:00:00Z,26,26,26,84,84,84,1009.553,1009.553,1009.553,2.6180000000000003,2.822,2.414
2024-07-02T13:30:00Z,26,26,26,83.467,83.467,83.467,1009.567,1009.567,1009.567,2.9604999999999997,3.167,2.754
2024-07-02T14:00:00Z,26,26,26,83,83,83,1009.563,1009.563,1009.563,3.0694999999999997,3.251,2.888
2024-07-02T14:30:00Z,26,26,26,83.067,83.067,83.067,1009.711,1009.711,1009.711,3.5735,3.597,3.55
2024-07-02T15:00:00Z,26,26,26,83,83,83,1009.691,1009.691,1009.691,3.8715,4.042,3.701
2024-07-02T15:30:00Z,26,26,26,83,83,83,1009.888,1009.888,1009.888,3.979,4.255,3.703
2024-07-02T16:00:00Z,26.067,26.067,26.067,83,83,83,1009.999,1009.999,1009.999,4.2829999999999995,4.463,4.103
2024-07-02T16:30:00Z,26,26,26,83.067,83.067,83.067,1010.007,1010.007,1010.007,4.2935,4.42,4.167
2024-07-02T17:00:00Z,26.067,26.067,26.067,83.067,83.067,83.067,1010.271,1010.271,1010.271,4.332000000000001,4.549,4.115
2024-07-02T17:30:00Z,26.867,26.867,26.867,83.933,83.933,83.933,1010.365,1010.365,1010.365,4.961,5.095,4.827
2024-07-02T18:00:00Z,27.667,27.667,27.667,84,84,84,1010.432,1010.432,1010.432,5.125,5.421,4.829
2024-07-02T18:30:00Z,27.067,27.067,27.067,84.867,84.867,84.867,1010.451,1010.451,1010.451,5.673,5.997,5.349
2024-07-02T19:00:00Z,26.8,26.8,26.8,85.4,85.4,85.4,1010.735,1010.735,1010.735,5.694,6.083,5.305
2024-07-02T19:30:00Z,26,26,26,86.267,86.267,86.267,1010.632,1010.632,1010.632,5.448,5.871,5.025
2024-07-02T20:00:00Z,24.933,24.933,24.933,87,87,87,1010.191,1010.191,1010.191,5.031499999999999,5.42,4.643
2024-07-02T20:30:00Z,23.867,23.867,23.867,87.2,87.2,87.2,1010.027,1010.027,1010.027,4.712999999999999,5.047,4.379
2024-07-02T21:00:00Z,23.333,23.333,23.333,88,88,88,1009.907,1009.907,1009.907,4.1655,4.572,3.759
2024-07-02T21:30:00Z,22.867,22.867,22.867,88,88,88,1009.763,1009.763,1009.763,4.0125,4.33,3.695
2024-07-02T22:00:00Z,22.4,22.4,22.4,88,88,88,1009.577,1009.577,1009.577,3.5135,3.823,3.204
