time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b
2024-08-20T17:00:00Z,58.6,58.6,58.6,72.4,72.4,72.4,1009.148,1009.148,1009.148,7.843,7.212,8.474
2024-08-20T17:30:00Z,61.533,61.533,61.533,70.8,70.8,70.8,1009.087,1009.087,1009.087,8.894,8.455,9.333
2024-08-20T18:00:00Z,59.4,59.4,59.4,72.133,72.133,72.133,1009.197,1009.197,1009.197,9.6135,9.142,10.085
2024-08-20T18:30:00Z,58.983,58.983,58.983,72,72,72,1009.189,1009.189,1009.189,7.236,7.052,7.42
2024-08-20T19:00:00Z,59.133,59.133,59.133,72.333,72.333,72.333,1009.223,1009.223,1009.223,6.745,6.336,7.154
2024-08-20T19:30:00Z,59.817,59.817,59.817,72.783,72.783,72.783,1009.238,1009.238,1009.238,7.2345,7.108,7.361
2024-08-20T20:00:00Z,61.867,61.867,61.867,71.556,71.556,71.556,1009.247,1009.247,1009.247,8.724,8.27,9.178
2024-08-20T20:30:00Z,60.8,60.8,60.8,72,72,72,1009.155,1009.155,1009.155,7.067,6.915,7.219
2024-08-20T21:00:00Z,58.944,58.944,58.944,72.683,72.683,72.683,1009.095,1009.095,1009.095,6.34,6.137,6.543
2024-08-20T21:30:00Z,57.467,57.467,57.467,72.467,72.467,72.467,1008.871,1008.871,1008.871,10.1295,9.932,10.327
2024-08-20T22:00:00Z,53.467,53.467,53.467,74.267,74.267,74.267,1008.708,1008.708,1008.708,8.3925,8.045,8.74
2024-08-20T22:30:00Z,51.75,51.75,51.75,74.539,74.539,74.539,1008.676,1008.676,1008.676,21.503500000000003,21.212,21.795
2024-08-20T23:00:00Z,51.15,51.15,51.15,74.433,74.433,74.433,1008.664,1008.664,1008.664,17.0825,16.836,17.329
2024-08-20T23:30:00Z,49.9,49.9,49.9,74.083,74.083,74.083,1008.513,1008.513,1008.513,16.926499999999997,16.531,17.322
2024-08-21T00:00:00Z,52.361,52.361,52.361,73.833,73.833,73.833,1008.332,1008.332,1008.332,12.100000000000001,11.534,12.666
2024-08-21T00:30:00Z,53.511,53.511,53.511,73.556,73.556,73.556,1008.124,1008.124,1008.124,11.6375,11.261,12.014
2024-08-21T01:00:00Z,57.444,57.444,57.444,72.444,72.444,72.444,1008.098,1008.098,1008.098,9.7255,9.599,9.852
2024-08-21T01:30:00Z,56.133,56.133,56.133,73.367,73.367,73.367,1008.047,1008.047,1008.047,9.8155,9.293,10.338
2024-08-21T02:00:00Z,59.383,59.383,59.383,71.883,71.883,71.883,1008.028,1008.028,1008.028,10.0225,9.503,10.542
2024-08-21T02:30:00Z,60.933,60.933,60.933,71.4,71.4,71.4,1008.069,1008.069,1008.069,8.526,8.056,8.996
2024-08-21T03:00:00Z,60.133,60.133,60.133,71.017,71.017,71.017,1008.058,1008.058,1008.058,8.498999999999999,8.235,8.763
2024-08-21T03:30:00Z,61.067,61.067,61.067,70.8,70.8,70.8,1008.248,1008.248,1008.248,9.378,9.069,9.687
2024-08-21T04:00:00Z,60.683,60.683,60.683,70.433,70.433,70.433,1008.404,1008.404,1008.404,10.9975,10.714,11.281
2024-08-21T04:30:00Z,59.667,59.667,59.667,70.2,70.2,70.2,1008.42,1008.42,1008.42,9.440999999999999,9.423,9.459
2024-08-21T05:00:00Z,59.533,59.533,59.533,69.933,69.933,69.933,1008.314,1008.314,1008.314,9.1985,9.087,9.31
2024-08-21T05:30:00Z,60.8,60.8,60.8,69.067,69.067,69.067,1008.285,1008.285,1008.285,9.2025,8.746,9.659
2024-08-21T06:00:00Z,60.667,60.667,60.667,69.4,69.4,69.4,1008.134,1008.134,1008.134,9.9975,9.544,10.451
2024-08-21T06:30:00Z,60.4,60.4,60.4,69.467,69.467,69.467,1007.928,1007.928,1007.928,8.9055,8.636,9.175
2024-08-21T07:00:00Z,61,61,61,68.867,68.867,68.867,1007.793,1007.793,1007.793,8.350000000000001,8.115,8.585
2024-08-21T07:30:00Z,61.667,61.667,61.667,68,68,68,1007.638,1007.638,1007.638,8.866,8.439,9.293
2024-08-21T08:00:00Z,62.333,62.333,62.333,67.333,67.333,67.333,1007.544,1007.544,1007.544,9.9085,9.432,10.385
2024-08-21T08:30:00Z,62.6,62.6,62.6,67.4,67.4,67.4,1007.585,1007.585,1007.585,10.550999999999998,10.133,10.969
2024-08-21T09:00:00Z,62.867,62.867,62.867,67.067,67.067,67.067,1007.537,1007.537,1007.537,9.7105,9.252,10.169
2024-08-21T09:30:00Z,62.6,62.6,62.6,67.8,67.8,67.8,1007.621,1007.621,1007.621,9.643,9.275,10.011
2024-08-21T10:00:00Z,63.867,63.867,63.867,67.4,67.4,67.4,1007.49,1007.49,1007.49,11.023,10.589,11.457
2024-08-21T10:30:00Z,65.533,65.533,65.533,66.133,66.133,66.133,1007.441,1007.441,1007.441,14.799,14.319,15.279
2024-08-21T11:00:00Z,66.533,66.533,66.533,65.8,65.8,65.8,1007.611,1007.611,1007.611,13.312000000000001,12.765,13.859
2024-08-21T11:30:00Z,65.533,65.533,65.533,66.267,66.267,66.267,1007.572,1007.572,1007.572,10.594999999999999,10.221,10.969
2024-08-21T12:00:00Z,63.333,63.333,63.333,66.933,66.933,66.933,1007.608,1007.608,1007.608,17.2315,17.103,17.36
2024-08-21T12:30:00Z,63.733,63.733,63.733,66.6,66.6,66.6,1007.497,1007.497,1007.497,10.836500000000001,10.432,11.241
2024-08-21T13:00:00Z,65.467,65.467,65.467,66.067,66.067,66.067,1007.48,1007.48,1007.48,9.3295,8.979,9.68
2024-08-21T13:30:00Z,66.933,66.933,66.933,65.4,65.4,65.4,1007.652,1007.652,1007.652,10.0125,9.553,10.472
2024-08-21T14:00:00Z,66.733,66.733,66.733,65.6,65.6,65.6,1007.769,1007.769,1007.769,10.4545,9.967,10.942
2024-08-21T14:30:00Z,65.867,65.867,65.867,66.467,66.467,66.467,1007.701,1007.701,1007.701,9.509,9.203,9.815
2024-08-21T15:00:00Z,64.6,64.6,64.6,67.133,67.133,67.133,1007.56,1007.56,1007.56,7.3225,6.919,7.726
2024-08-21T15:30:00Z,62.4,62.4,62.4,68.467,68.467,68.467,1007.385,1007.385,1007.385,5.443,5.445,5.441
2024-08-21T16:00:00Z,60.533,60.533,60.533,69.467,69.467,69.467,1007.372,1007.372,1007.372,4.802,4.749,4.855
2024-08-21T16:30:00Z,60.333,60.333,60.333,69.667,69.667,69.667,1007.365,1007.365,1007.365,5.4135,5.169,5.658
2024-08-21T17:00:00Z,59.733,59.733,59.733,70,70,70,1007.181,1007.181,1007.181,5.716,5.445,5.987
2024-08-21T17:30:00Z,58.133,58.133,58.133,70.8,70.8,70.8,1007.141,1007.141,1007.141,5.6850000000000005,5.498,5.872
2024-08-21T18:00:00Z,55.867,55.867,55.867,71.8,71.8,71.8,1007.116,1007.116,1007.116,5.013,4.753,5.273
2024-08-21T18:30:00Z,53.667,53.667,53.667,72.467,72.467,72.467,1006.881,1006.881,1006.881,4.0075,3.831,4.184
2024-08-21T19:00:00Z,52.733,52.733,52.733,72.6,72.6,72.6,1006.656,1006.656,1006.656,2.855,2.727,2.983
2024-08-21T19:30:00Z,49.467,49.467,49.467,74.2,74.2,74.2,1006.339,1006.339,1006.339,3.3165,3.194,3.439
2024-08-21T20:00:00Z,48.667,48.667,48.667,74.867,74.867,74.867,1006.308,1006.308,1006.308,1.9629999999999999,1.795,2.131
2024-08-21T20:30:00Z,46.867,46.867,46.867,75.333,75.333,75.333,1006.042,1006.042,1006.042,1.8615,1.784,1.939
2024-08-21T21:00:00Z,45,45,45,76.4,76.4,76.4,1005.764,1005.764,1005.764,1.029,0.999,1.059
2024-08-21T21:30:00Z,44.533,44.533,44.533,76.267,76.267,76.267,1005.702,1005.702,1005.702,2.071,1.929,2.213
2024-08-21T22:00:00Z,45.333,45.333,45.333,76.067,76.067,76.067,1005.481,1005.481,1005.481,6.547499999999999,6.39,6.705
2024-08-21T22:30:00Z,46.733,46.733,46.733,75.733,75.733,75.733,1005.413,1005.413,1005.413,4.0485,3.818,4.279
2024-08-21T23:00:00Z,46.4,46.4,46.4,75.867,75.867,75.867,1005.091,1005.091,1005.091,1.849,1.681,2.017
2024-08-21T23:30:00Z,45.667,45.667,45.667,76.267,76.267,76.267,1004.87,1004.87,1004.87,2.883,2.777,2.989
2024-08-22T00:00:00Z,45.267,45.267,45.267,76.333,76.333,76.333,1004.641,1004.641,1004.641,1.8920000000000001,1.673,2.111
