time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b
2024-07-01T00:00:00Z,28.2,28.2,28.2,86.4,86.4,86.4,1006.423,1006.423,1006.423,0.475,0.428,0.522
2024-07-01T00:30:00Z,28,28,28,86.4,86.4,86.4,1006.282,1006.282,1006.282,0.7075,0.672,0.743
2024-07-01T01:00:00Z,28.133,28.133,28.133,87,87,87,1006.157,1006.157,1006.157,0.4645,0.369,0.56
2024-07-01T01:30:00Z,27.733,27.733,27.733,87,87,87,1006.088,1006.088,1006.088,0.743,0.707,0.779
2024-07-01T02:00:00Z,28.667,28.667,28.667,86.267,86.267,86.267,1006.039,1006.039,1006.039,0.734,0.725,0.743
2024-07-01T02:30:00Z,30.533,30.533,30.533,85.333,85.333,85.333,1006.01,1006.01,1006.01,1.4165,1.32,1.513
2024-07-01T03:00:00Z,33.65,33.65,33.65,83.517,83.517,83.517,1006.095,1006.095,1006.095,1.0345,0.964,1.105
2024-07-01T03:30:00Z,35.667,35.667,35.667,82.133,82.133,82.133,1006.189,1006.189,1006.189,1.556,1.484,1.628
2024-07-01T04:00:00Z,36.067,36.067,36.067,81.867,81.867,81.867,1006.369,1006.369,1006.369,0.671,0.65,0.692
2024-07-01T04:30:00Z,37.6,37.6,37.6,81.133,81.133,81.133,1006.787,1006.787,1006.787,1.0785,1.037,1.12
2024-07-01T05:00:00Z,39.333,39.333,39.333,80.733,80.733,80.733,1007.013,1007.013,1007.013,2.379,2.277,2.481
2024-07-01T05:30:00Z,40.4,40.4,40.4,80.333,80.333,80.333,1006.986,1006.986,1006.986,2.847,2.727,2.967
2024-07-01T06:00:00Z,40.933,40.933,40.933,79.867,79.867,79.867,1006.785,1006.785,1006.785,2.0445,1.907,2.182
2024-07-01T06:30:00Z,42.2,42.2,42.2,78.867,78.867,78.867,1006.759,1006.759,1006.759,0.5655,0.475,0.656
2024-07-01T07:00:00Z,43.933,43.933,43.933,77.733,77.733,77.733,1006.849,1006.849,1006.849,0.704,0.666,0.742
2024-07-01T07:30:00Z,44.4,44.4,44.4,77.8,77.8,77.8,1006.925,1006.925,1006.925,0.662,0.643,0.681
2024-07-01T08:00:00Z,44.867,44.867,44.867,77.467,77.467,77.467,1006.974,1006.974,1006.974,0.48,0.531,0.429
2024-07-01T08:30:00Z,44.667,44.667,44.667,77.667,77.667,77.667,1006.966,1006.966,1006.966,0.364,0.325,0.403
2024-07-01T09:00:00Z,44.867,44.867,44.867,77.467,77.467,77.467,1006.723,1006.723,1006.723,0.432,0.389,0.475
2024-07-01T09:30:00Z,45.667,45.667,45.667,76.867,76.867,76.867,1006.798,1006.798,1006.798,0.383,0.325,0.441
2024-07-01T10:00:00Z,44.867,44.867,44.867,77.533,77.533,77.533,1006.864,1006.864,1006.864,0.37,0.32,0.42
