time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,sensor_index
2024-07-01T00:00:00Z,36.8,36.8,36.8,83.733,83.733,83.733,1011.592,1011.592,1011.592,0.042,0.083,0.001,167413
2024-07-01T00:30:00Z,38.133,38.133,38.133,82.8,82.8,82.8,1011.478,1011.478,1011.478,1.5635,2.932,0.195,167413
2024-07-01T01:00:00Z,38.6,38.6,38.6,82.2,82.2,82.2,1011.341,1011.341,1011.341,0.10800000000000000,0.076,0.14,167413
2024-07-01T01:30:00Z,38.467,38.467,38.467,82,82,82,1011.308,1011.308,1011.308,0.08150000000000000,0.086,0.077,167413
2024-07-01T02:00:00Z,39.8,39.8,39.8,81.467,81.467,81.467,1011.29,1011.29,1011.29,0.026000000000000000,0.021,0.031,167413
2024-07-01T02:30:00Z,41.133,41.133,41.133,81.4,81.4,81.4,1011.253,1011.253,1011.253,0.0225,0.022,0.023,167413
2024-07-01T03:00:00Z,43.133,43.133,43.133,80.867,80.867,80.867,1011.356,1011.356,1011.356,0.0325,0.029,0.036,167413
2024-07-01T03:30:00Z,44.4,44.4,44.4,80.2,80.2,80.2,1011.495,1011.495,1011.495,0.03,0.03,0.03,167413
2024-07-01T04:00:00Z,46.067,46.067,46.067,78.933,78.933,78.933,1011.65,1011.65,1011.65,0.03,0.019,0.041,167413
2024-07-01T04:30:00Z,47.267,47.267,47.267,78.2,78.2,78.2,1012.003,1012.003,1012.003,0.11150000000000000,0.077,0.146,167413
2024-07-01T05:00:00Z,47.867,47.867,47.867,78.267,78.267,78.267,1012.259,1012.259,1012.259,0.1945,0.198,0.191,167413
2024-07-01T05:30:00Z,49.4,49.4,49.4,77.467,77.467,77.467,1012.225,1012.225,1012.225,0.11500000000000000,0.11,0.12,167413
2024-07-01T06:00:00Z,50.667,50.667,50.667,77,77,77,1012.078,1012.078,1012.078,0.184,0.147,0.221,167413
2024-07-01T06:30:00Z,51.6,51.6,51.6,76.933,76.933,76.933,1012.106,1012.106,1012.106,0.8415,0.888,0.795,167413
2024-07-01T07:00:00Z,53.533,53.533,53.533,75.4,75.4,75.4,1012.128,1012.128,1012.128,0.254,0.223,0.285,167413
2024-07-01T07:30:00Z,56.067,56.067,56.067,74.133,74.133,74.133,1012.214,1012.214,1012.214,0.22300000000000000,0.169,0.277,167413
2024-07-01T08:00:00Z,55.667,55.667,55.667,75,75,75,1012.351,1012.351,1012.351,0.306,0.259,0.353,167413
2024-07-01T08:30:00Z,55.333,55.333,55.333,75.267,75.267,75.267,1012.329,1012.329,1012.329,0.32800000000000000,0.299,0.357,167413
2024-07-01T09:00:00Z,55.4,55.4,55.4,74.933,74.933,74.933,1012.1,1012.1,1012.1,0.256,0.219,0.293,167413
2024-07-01T09:30:00Z,55.733,55.733,55.733,74.733,74.733,74.733,1012.154,1012.154,1012.154,0.274,0.267,0.281,167413
2024-07-01T10:00:00Z,56.733,56.733,56.733,74.2,74.2,74.2,1012.28,1012.28,1012.28,0.291,0.231,0.351,167413
2024-07-01T10:30:00Z,57.667,57.667,57.667,73.533,73.533,73.533,1012.317,1012.317,1012.317,0.34950000000000000,0.314,0.385,167413
2024-07-01T11:00:00Z,57.85,57.85,57.85,73.3,73.3,73.3,1012.449,1012.449,1012.449,0.219,0.246,0.192,167413
2024-07-01T11:30:00Z,58.133,58.133,58.133,72.933,72.933,72.933,1012.567,1012.567,1012.567,0.09,0.079,0.101,167413
2024-07-01T12:00:00Z,58.133,58.133,58.133,73,73,73,1012.552,1012.552,1012.552,0.0785,0.075,0.082,167413
2024-07-01T12:30:00Z,58.8,58.8,58.8,72.667,72.667,72.667,1012.667,1012.667,1012.667,0.1785,0.179,0.178,167413
2024-07-01T13:00:00Z,59.933,59.933,59.933,72.267,72.267,72.267,1012.797,1012.797,1012.797,0.294,0.297,0.291,167413
2024-07-01T13:30:00Z,60.2,60.2,60.2,72.6,72.6,72.6,1012.883,1012.883,1012.883,0.7355,0.67,0.801,167413
2024-07-01T14:00:00Z,61.133,61.133,61.133,72.8,72.8,72.8,1013.079,1013.079,1013.079,1.001,0.979,1.023,167413
2024-07-01T14:30:00Z,61.867,61.867,61.867,72.8,72.8,72.8,1013.294,1013.294,1013.294,0.9905000000000000,1.029,0.952,167413
2024-07-01T15:00:00Z,62,62,62,72.8,72.8,72.8,1013.323,1013.323,1013.323,0.9280000000000000,0.877,0.979,167413
2024-07-01T15:30:00Z,61,61,61,73.133,73.133,73.133,1013.335,1013.335,1013.335,0.624,0.579,0.669,167413
2024-07-01T16:00:00Z,59.533,59.533,59.533,73.2,73.2,73.2,1013.637,1013.637,1013.637,0.6195000000000000,0.568,0.671,167413
2024-07-01T16:30:00Z,57.467,57.467,57.467,73.867,73.867,73.867,1013.938,1013.938,1013.938,0.6020000000000000,0.671,0.533,167413
