time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b
2024-07-27T21:30:00Z,39.4,39.4,,76.3,76.3,,1000.822,1000.822,,8.514,8.905,8.123
2024-07-27T22:00:00Z,34.733,34.733,,80.067,80.067,,1000.633,1000.633,,7.1795,7.664,6.695
2024-07-27T22:30:00Z,31.733,31.733,,82.467,82.467,,1000.5,1000.5,,6.15,6.859,5.441
2024-07-27T23:00:00Z,30.8,30.8,,82.6,82.6,,1000.264,1000.264,,4.58,5.176,3.984
2024-07-27T23:30:00Z,30.333,30.333,,82.6,82.6,,999.86,999.86,,4.625,5.277,3.973
2024-07-28T00:00:00Z,31,31,,83.067,83.067,,999.855,999.855,,3.9985,4.494,3.503
2024-07-28T00:30:00Z,31,31,,84.133,84.133,,999.546,999.546,,4.163,4.609,3.717
2024-07-28T01:00:00Z,30.533,30.533,,85.867,85.867,,999.777,999.777,,3.9325,4.502,3.363
2024-07-28T01:30:00Z,30.667,30.667,,86.533,86.533,,999.762,999.762,,4.5515,5.023,4.08
2024-07-28T02:00:00Z,32.933,32.933,,84.467,84.467,,999.766,999.766,,5.018000000000001,5.498,4.538
2024-07-28T02:30:00Z,33.933,33.933,,82.067,82.067,,999.969,999.969,,4.8919999999999995,5.481,4.303
2024-07-28T03:00:00Z,36.933,36.933,,79.733,79.733,,1000.094,1000.094,,4.668,5.149,4.187
2024-07-28T03:30:00Z,40.6,40.6,,77.2,77.2,,1000.2,1000.2,,3.758,4.243,3.273
2024-07-28T04:00:00Z,43.667,43.667,,74.733,74.733,,1000.269,1000.269,,3.8025,4.283,3.322
2024-07-28T04:30:00Z,46,46,,72.6,72.6,,1000.654,1000.654,,3.857,4.373,3.341
2024-07-28T05:00:00Z,47.4,47.4,,71.333,71.333,,1000.948,1000.948,,3.8834999999999997,4.281,3.486
2024-07-28T05:30:00Z,48.2,48.2,,71,71,,1001.081,1001.081,,4.3100000000000005,4.859,3.761
2024-07-28T06:00:00Z,49.133,49.133,,70.4,70.4,,1001.154,1001.154,,4.1265,4.557,3.696
2024-07-28T06:30:00Z,50,50,,69.933,69.933,,1001.351,1001.351,,4.091,4.551,3.631
2024-07-28T07:00:00Z,51.333,51.333,,68.8,68.8,,1001.531,1001.531,,4.541,5.182,3.9
