time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,sensor_index
2024-07-01T00:00:00Z,39.133,39.133,,84,84,,1012.531,1012.531,,0.1945,0.068,0.321,17663
2024-07-01T00:30:00Z,39.733,39.733,,83.667,83.667,,1012.407,1012.407,,0.219,0.103,0.335,17663
2024-07-01T01:00:00Z,40.067,40.067,,83,83,,1012.244,1012.244,,0.253,0.175,0.331,17663
2024-07-01T01:30:00Z,41,41,,82.933,82.933,,1012.179,1012.179,,0.3185,0.237,0.4,17663
2024-07-01T02:00:00Z,41.4,41.4,,82,82,,1012.103,1012.103,,0.44800000000000000,0.321,0.575,17663
2024-07-01T02:30:00Z,42.667,42.667,,81.8,81.8,,1012.072,1012.072,,0.5035000000000000,0.374,0.633,17663
2024-07-01T03:00:00Z,43.867,43.867,,80.667,80.667,,1012.085,1012.085,,0.4315,0.228,0.635,17663
2024-07-01T03:30:00Z,46.933,46.933,,79.533,79.533,,1012.284,1012.284,,0.555,0.425,0.685,17663
2024-07-01T04:00:00Z,49.467,49.467,,77.8,77.8,,1012.548,1012.548,,2.2225,1.994,2.451,17663
2024-07-01T04:30:00Z,53.933,53.933,,75.4,75.4,,1012.919,1012.919,,4.4295,4.11,4.749,17663
2024-07-01T05:00:00Z,56.2,56.2,,73.933,73.933,,1013.16,1013.16,,4.404,4.064,4.744,17663
2024-07-01T05:30:00Z,57.733,57.733,,73,73,,1013.128,1013.128,,3.51,3.101,3.919,17663
2024-07-01T06:00:00Z,58,58,,73,73,,1013.015,1013.015,,3.5055,3.205,3.806,17663
2024-07-01T06:30:00Z,57.333,57.333,,73,73,,1012.964,1012.964,,3.154,2.75,3.558,17663
2024-07-01T07:00:00Z,58.6,58.6,,72.2,72.2,,1013.027,1013.027,,2.1185,1.789,2.448,17663
2024-07-01T07:30:00Z,59.8,59.8,,73,73,,1013.122,1013.122,,2.2430000000000000,1.883,2.603,17663
2024-07-01T08:00:00Z,59.333,59.333,,73,73,,1013.182,1013.182,,3.0105,2.685,3.336,17663
2024-07-01T08:30:00Z,59.867,59.867,,73,73,,1013.209,1013.209,,2.476,2.289,2.663,17663
2024-07-01T09:00:00Z,60,60,,73,73,,1012.971,1012.971,,2.327,2.151,2.503,17663
2024-07-01T09:30:00Z,60.6,60.6,,73,73,,1013.013,1013.013,,2.468,2.207,2.729,17663
