time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,sensor_index
2024-07-01T00:00:00Z,38.2,38.2,38.2,84.133,84.133,84.133,1006.993,1006.993,1006.993,0.321,0.327,0.315,177979
2024-07-01T00:30:00Z,38.067,38.067,38.067,84.133,84.133,84.133,1006.833,1006.833,1006.833,0.044,0.046,0.042,177979
2024-07-01T01:00:00Z,38.8,38.8,38.8,83.533,83.533,83.533,1006.691,1006.691,1006.691,0.288,0.285,0.291,177979
2024-07-01T01:30:00Z,39.067,39.067,39.067,82.533,82.533,82.533,1006.634,1006.634,1006.634,0.1735,0.185,0.162,177979
2024-07-01T02:00:00Z,41.2,41.2,41.2,80.933,80.933,80.933,1006.596,1006.596,1006.596,0.08250000000000000,0.091,0.074,177979
2024-07-01T02:30:00Z,41.933,41.933,41.933,81.533,81.533,81.533,1006.565,1006.565,1006.565,0.4425,0.454,0.431,177979
2024-07-01T03:00:00Z,44.6,44.6,44.6,80.2,80.2,80.2,1006.631,1006.631,1006.631,0.057,0.085,0.029,177979
2024-07-01T03:30:00Z,47.467,47.467,47.467,78.4,78.4,78.4,1006.766,1006.766,1006.766,0.133,0.121,0.145,177979
2024-07-01T04:00:00Z,48.467,48.467,48.467,78,78,78,1006.947,1006.947,1006.947,0.444,0.451,0.437,177979
2024-07-01T04:30:00Z,51.267,51.267,51.267,76.2,76.2,76.2,1007.332,1007.332,1007.332,0.109,0.151,0.067,177979
2024-07-01T05:00:00Z,51,51,51,76.8,76.8,76.8,1007.549,1007.549,1007.549,1.516,1.583,1.449,177979
2024-07-01T05:30:00Z,52.2,52.2,52.2,76.867,76.867,76.867,1007.501,1007.501,1007.501,3.3210000000000000,3.283,3.359,177979
2024-07-01T06:00:00Z,54.733,54.733,54.733,75.133,75.133,75.133,1007.353,1007.353,1007.353,0.9230000000000000,1.005,0.841,177979
2024-07-01T06:30:00Z,56.4,56.4,56.4,74.267,74.267,74.267,1007.345,1007.345,1007.345,0.4985,0.592,0.405,177979
2024-07-01T07:00:00Z,57.6,57.6,57.6,73.533,73.533,73.533,1007.413,1007.413,1007.413,0.5425,0.609,0.476,177979
2024-07-01T07:30:00Z,58.933,58.933,58.933,73.067,73.067,73.067,1007.481,1007.481,1007.481,0.6175000000000000,0.672,0.563,177979
2024-07-01T08:00:00Z,58.2,58.2,58.2,73.4,73.4,73.4,1007.533,1007.533,1007.533,0.44,0.483,0.397,177979
