time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,sensor_index
2024-07-01T00:00:00Z,38.533,38.533,,79.267,79.267,,1007.559,1007.559,,0.37,0.107,0.633,50485
2024-07-01T00:30:00Z,38.333,38.333,,78.867,78.867,,1007.427,1007.427,,0.5425,0.24,0.845,50485
2024-07-01T01:00:00Z,39.8,39.8,,78.133,78.133,,1007.312,1007.312,,0.613,0.265,0.961,50485
2024-07-01T01:30:00Z,39.4,39.4,,78.2,78.2,,1007.228,1007.228,,0.595,0.181,1.009,50485
2024-07-01T02:00:00Z,40,40,,78.067,78.067,,1007.223,1007.223,,1.0685,0.674,1.463,50485
2024-07-01T02:30:00Z,41.4,41.4,,77.8,77.8,,1007.173,1007.173,,0.919,0.512,1.326,50485
2024-07-01T03:00:00Z,44.467,44.467,,76.733,76.733,,1007.218,1007.218,,0.444,0.165,0.723,50485
2024-07-01T03:30:00Z,47.533,47.533,,74.667,74.667,,1007.347,1007.347,,0.931,0.487,1.375,50485
2024-07-01T04:00:00Z,49.6,49.6,,74,74,,1007.507,1007.507,,1.6185,1.139,2.098,50485
2024-07-01T04:30:00Z,50.933,50.933,,73.467,73.467,,1007.903,1007.903,,1.187,0.707,1.667,50485
2024-07-01T05:00:00Z,53.867,53.867,,72.333,72.333,,1008.194,1008.194,,3.2015000000000000,2.147,4.256,50485
2024-07-01T05:30:00Z,56.933,56.933,,71.2,71.2,,1008.168,1008.168,,3.472,2.325,4.619,50485
2024-07-01T06:00:00Z,58.333,58.333,,70.667,70.667,,1007.989,1007.989,,2.8755,1.91,3.841,50485
2024-07-01T06:30:00Z,59.933,59.933,,70,70,,1007.924,1007.924,,0.6395000000000000,0.187,1.092,50485
2024-07-01T07:00:00Z,61.8,61.8,,69.133,69.133,,1008.02,1008.02,,0.576,0.305,0.847,50485
2024-07-01T07:30:00Z,63.2,63.2,,68.667,68.667,,1008.119,1008.119,,1.1105,0.734,1.487,50485
2024-07-01T08:00:00Z,63.467,63.467,,68.733,68.733,,1008.139,1008.139,,0.6255,0.289,0.962,50485
2024-07-01T08:30:00Z,63.8,63.8,,68.667,68.667,,1008.145,1008.145,,0.589,0.263,0.915,50485
2024-07-01T09:00:00Z,63.867,63.867,,68.467,68.467,,1007.902,1007.902,,0.5225,0.198,0.847,50485
2024-07-01T09:30:00Z,64.333,64.333,,68,68,,1007.973,1007.973,,0.9080000000000000,0.533,1.283,50485
