time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,sensor_index
2024-07-01T06:00:00Z,38.667,38.667,38.667,84.4,84.4,84.4,1019.301,1019.301,1019.301,0.463,0.539,0.387,174613
2024-07-01T06:30:00Z,31.267,31.267,31.267,89.933,89.933,89.933,1019.292,1019.292,1019.292,0.153,0.148,0.158,174613
2024-07-01T07:00:00Z,29.933,29.933,29.933,91,91,91,1019.335,1019.335,1019.335,0.1745,0.133,0.216,174613
2024-07-01T07:30:00Z,29.2,29.2,29.2,91,91,91,1019.361,1019.361,1019.361,0.151,0.115,0.187,174613
2024-07-01T08:00:00Z,29.067,29.067,29.067,91.133,91.133,91.133,1019.355,1019.355,1019.355,0.07050000000000000,0.072,0.069,174613
2024-07-01T08:30:00Z,29,29,29,91.6,91.6,91.6,1019.317,1019.317,1019.317,0.009,0.005,0.013,174613
2024-07-01T09:00:00Z,29,29,29,91.6,91.6,91.6,1019.097,1019.097,1019.097,0.012,0.011,0.013,174613
2024-07-01T09:30:00Z,29,29,29,92,92,92,1019.165,1019.165,1019.165,0.0105,0,0.021,174613
2024-07-01T10:00:00Z,29,29,29,91.933,91.933,91.933,1019.317,1019.317,1019.317,0.006,0.009,0.003,174613
2024-07-01T10:30:00Z,29,29,29,92,92,92,1019.389,1019.389,1019.389,0,0,0,174613
2024-07-01T11:00:00Z,29,29,29,91.933,91.933,91.933,1019.5,1019.5,1019.5,0,0,0,174613
2024-07-01T11:30:00Z,29,29,29,92,92,92,1019.583,1019.583,1019.583,0,0,0,174613
2024-07-01T12:00:00Z,29,29,29,92,92,92,1019.495,1019.495,1019.495,0,0,0,174613
2024-07-01T12:30:00Z,29,29,29,92,92,92,1019.663,1019.663,1019.663,0.006,0.003,0.009,174613
2024-07-01T13:00:00Z,29,29,29,92,92,92,1019.812,1019.812,1019.812,0.0015,0.003,0,174613
2024-07-01T13:30:00Z,29,29,29,91.933,91.933,91.933,1019.929,1019.929,1019.929,0,0,0,174613
2024-07-01T14:00:00Z,29,29,29,92,92,92,1020.063,1020.063,1020.063,0,0,0,174613
2024-07-01T14:30:00Z,29,29,29,92,92,92,1020.229,1020.229,1020.229,0.003,0,0.006,174613
2024-07-01T15:00:00Z,29,29,29,92,92,92,1020.201,1020.201,1020.201,0.013000000000000000,0.005,0.021,174613
2024-07-01T15:30:00Z,29,29,29,92,92,92,1020.283,1020.283,1020.283,0.012,0.013,0.011,174613
2024-07-01T16:00:00Z,29,29,29,92,92,92,1020.687,1020.687,1020.687,0.009000000000000000,0.001,0.017,174613
2024-07-01T16:30:00Z,29.133,29.133,29.133,92,92,92,1021.001,1021.001,1021.001,0,0,0,174613
2024-07-01T17:00:00Z,29.8,29.8,29.8,92,92,92,1020.938,1020.938,1020.938,0.0625,0.049,0.076,174613
2024-07-01T17:30:00Z,30,30,30,92,92,92,1020.869,1020.869,1020.869,0.277,0.269,0.285,174613
2024-07-01T18:00:00Z,30,30,30,92,92,92,1020.902,1020.902,1020.902,0.45100000000000000,0.427,0.475,174613
2024-07-01T18:30:00Z,30,30,30,91.667,91.667,91.667,1020.901,1020.901,1020.901,0.3785,0.378,0.379,174613
2024-07-01T19:00:00Z,30,30,30,91.667,91.667,91.667,1020.805,1020.805,1020.805,0.499,0.448,0.55,174613
2024-07-01T19:30:00Z,30,30,30,92,92,92,1020.709,1020.709,1020.709,0.39750000000000000,0.436,0.359,174613
2024-07-01T20:00:00Z,30,30,30,92,92,92,1020.579,1020.579,1020.579,0.6015,0.535,0.668,174613
2024-07-01T20:30:00Z,30.133,30.133,30.133,92,92,92,1020.465,1020.465,1020.465,0.6935,0.633,0.754,174613
2024-07-01T21:00:00Z,30.467,30.467,30.467,92,92,92,1020.301,1020.301,1020.301,0.81,0.811,0.809,174613
2024-07-01T21:30:00Z,30,30,30,92,92,92,1020.135,1020.135,1020.135,0.9285000000000000,0.922,0.935,174613
2024-07-01T22:00:00Z,30,30,30,92.067,92.067,92.067,1020.025,1020.025,1020.025,0.702,0.643,0.761,174613
2024-07-01T22:30:00Z,29.933,29.933,29.933,92,92,92,1019.891,1019.891,1019.891,0.5265,0.58,0.473,174613
2024-07-01T23:00:00Z,29.133,29.133,29.133,92.867,92.867,92.867,1019.722,1019.722,1019.722,0.8660000000000000,0.798,0.934,174613
2024-07-01T23:30:00Z,30.333,30.333,30.333,93,93,93,1019.687,1019.687,1019.687,1.2105000000000000,1.196,1.225,174613
2024-07-02T00:00:00Z,31,31,31,93,93,93,1019.499,1019.499,1019.499,1.0125,0.989,1.036,174613
2024-07-02T00:30:00Z,30.067,30.067,30.067,93,93,93,1019.325,1019.325,1019.325,1.3575,1.347,1.368,174613
2024-07-02T01:00:00Z,29.933,29.933,29.933,93,93,93,1019.271,1019.271,1019.271,1.2515,1.252,1.251,174613
2024-07-02T01:30:00Z,29.667,29.667,29.667,93,93,93,1019.323,1019.323,1019.323,1.3555000000000000,1.228,1.483,174613
2024-07-02T02:00:00Z,29,29,29,93,93,93,1019.423,1019.423,1019.423,1.315,1.176,1.454,174613
2024-07-02T02:30:00Z,28.067,28.067,28.067,93,93,93,1019.559,1019.559,1019.559,1.3285,1.22,1.437,174613
2024-07-02T03:00:00Z,27.2,27.2,27.2,92.667,92.667,92.667,1019.665,1019.665,1019.665,1.1875,1.255,1.12,174613
2024-07-02T03:30:00Z,27,27,27,92,92,92,1019.695,1019.695,1019.695,0.921,0.925,0.917,174613
2024-07-02T04:00:00Z,26.933,26.933,26.933,92.267,92.267,92.267,1020.022,1020.022,1020.022,1.087,1.073,1.101,174613
2024-07-02T04:30:00Z,27,27,27,93,93,93,1020.432,1020.432,1020.432,0.6245,0.605,0.644,174613
2024-07-02T05:00:00Z,26.667,26.667,26.667,93,93,93,1020.597,1020.597,1020.597,0.6540000000000000,0.611,0.697,174613
2024-07-02T05:30:00Z,27,27,27,92.133,92.133,92.133,1020.861,1020.861,1020.861,0.617,0.622,0.612,174613
2024-07-02T06:00:00Z,27,27,27,92,92,92,1021.145,1021.145,1021.145,0.4305,0.317,0.544,174613
2024-07-02T06:30:00Z,27,27,27,92,92,92,1021.28,1021.28,1021.28,0.3235,0.252,0.395,174613
2024-07-02T07:00:00Z,27,27,27,92,92,92,1021.398,1021.398,1021.398,0.19,0.194,0.186,174613
2024-07-02T07:30:00Z,27,27,27,92,92,92,1021.419,1021.419,1021.419,0.353,0.321,0.385,174613
2024-07-02T08:00:00Z,27,27,27,92,92,92,1021.495,1021.495,1021.495,0.3405,0.348,0.333,174613
2024-07-02T08:30:00Z,26.933,26.933,26.933,91.6,91.6,91.6,1021.583,1021.583,1021.583,0.5925,0.567,0.618,174613
2024-07-02T09:00:00Z,26.533,26.533,26.533,92,92,92,1021.814,1021.814,1021.814,0.47050000000000000,0.509,0.432,174613
2024-07-02T09:30:00Z,26,26,26,92,92,92,1021.922,1021.922,1021.922,0.633,0.578,0.688,174613
2024-07-02T10:00:00Z,26,26,26,92,92,92,1022.005,1022.005,1022.005,0.968,0.991,0.945,174613
2024-07-02T10:30:00Z,25.067,25.067,25.067,92.067,92.067,92.067,1022.167,1022.167,1022.167,1.2535,1.344,1.163,174613
2024-07-02T11:00:00Z,25.4,25.4,25.4,92,92,92,1022.273,1022.273,1022.273,1.135,1.207,1.063,174613
2024-07-02T11:30:00Z,25.133,25.133,25.133,92,92,92,1022.541,1022.541,1022.541,1.2595,1.346,1.173,174613
2024-07-02T12:00:00Z,25,25,25,91.267,91.267,91.267,1022.723,1022.723,1022.723,1.5675,1.574,1.561,174613
2024-07-02T12:30:00Z,25.267,25.267,25.267,91,91,91,1022.963,1022.963,1022.963,1.2030000000000000,1.267,1.139,174613
2024-07-02T13:00:00Z,26,26,26,91,91,91,1023.116,1023.116,1023.116,0.7885,0.966,0.611,174613
2024-07-02T13:30:00Z,26,26,26,91,91,91,1023.159,1023.159,1023.159,0.7225000000000000,0.725,0.72,174613
2024-07-02T14:00:00Z,26,26,26,90.933,90.933,90.933,1023.157,1023.157,1023.157,0.8485,0.86,0.837,174613
