time_stamp,humidity,temperature,pressure,pm2.5_alt,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,sensor_index
2024-07-01T00:00:00Z,23.6,95.333,1011.576,0.4,0.0125,0.025,0,0.0125,171237
2024-07-01T00:30:00Z,22.267,97.333,1011.415,0.5,0.129,0.107,0.151,0.129,171237
2024-07-01T01:00:00Z,21.333,99.6,1011.257,0.5,0.0475,0.095,0,0.0475,171237
2024-07-01T01:30:00Z,21,99.933,1011.156,0.5,0.048,0.096,0,0.048,171237
2024-07-01T02:00:00Z,21.2,100,1011.043,0.6,0.133,0.249,0.017,0.133,171237
2024-07-01T02:30:00Z,22.733,97.867,1011.041,0.5,0.004,0.006,0.002,0.004,171237
2024-07-01T03:00:00Z,26.2,93.533,1011.161,0.4,0.010500000000000000,0.015,0.006,0.010500000000000000,171237
2024-07-01T03:30:00Z,29.378,89.622,1011.323,0.4,0.0155,0.026,0.005,0.0155,171237
2024-07-01T04:00:00Z,32.067,86.867,1011.535,0.4,0.009,0.018,0,0.009,171237
2024-07-01T04:30:00Z,34.267,85.4,1012.033,1.2,1.4545,1.549,1.36,1.4545,171237
2024-07-01T05:00:00Z,36.133,83.867,1012.212,1.7,2.2885,2.394,2.183,2.2885,171237
2024-07-01T05:30:00Z,37.067,82.933,1012.135,1.6,2.258,2.303,2.213,2.258,171237
2024-07-01T06:00:00Z,37.067,82.267,1012.018,1.6,2.1685,2.271,2.066,2.1685,171237
2024-07-01T06:30:00Z,37.933,81.333,1012.077,1.6,2.233,2.221,2.245,2.233,171237
2024-07-01T07:00:00Z,38,81,1012.144,1.6,2.0460000000000000,2.103,1.989,2.0460000000000000,171237
2024-07-01T07:30:00Z,38.2,80.2,1012.131,1.5,1.9365000000000000,2.014,1.859,1.9365000000000000,171237
2024-07-01T08:00:00Z,39,80,1012.209,1.5,1.9060000000000000,1.955,1.857,1.9060000000000000,171237
2024-07-01T08:30:00Z,40.2,79.8,1012.12,1.4,1.7525,1.883,1.622,1.7525,171237
2024-07-01T09:00:00Z,42.067,79,1011.993,0.9,0.6175000000000000,0.713,0.522,0.6175000000000000,171237
2024-07-01T09:30:00Z,42.6,79,1012.053,0.8,0.43,0.441,0.419,0.43,171237
