time_stamp,humidity,temperature,pressure,pm2.5_alt,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,sensor_index
2024-07-01T00:00:00Z,28.333,88.133,1005.885,8.8,1481.169,2961.884,0.454,2222.0500000000000,71029
2024-07-01T00:30:00Z,29.4,87.067,1005.787,2.9,1602.32,3204.118,0.522,2403.6735,71029
2024-07-01T01:00:00Z,31.333,85.4,1005.693,0.9,1662.8025,3325.077,0.528,2494.3825,71029
2024-07-01T01:30:00Z,33.4,83.333,1005.623,0.5,1666.6770000000000,3332.789,0.565,2500.1640000000000,71029
2024-07-01T02:00:00Z,34.667,81.533,1005.621,0.5,1666.739,3332.826,0.652,2500.2445000000000,71029
2024-07-01T02:30:00Z,36.867,80.2,1005.632,0.5,1662.04,3323.505,0.575,2493.2325,71029
2024-07-01T03:00:00Z,38.667,78.533,1005.679,0.4,1666.3195,3332.203,0.436,2499.6550000000000,71029
2024-07-01T03:30:00Z,41.467,77.067,1005.807,0.7,1666.66,3332.096,1.224,2499.993,71029
2024-07-01T04:00:00Z,44.4,75.667,1006.002,0.5,1666.5765000000000,3332.449,0.704,2499.975,71029
2024-07-01T04:30:00Z,46.267,74.6,1006.333,0.6,1666.6,3332.205,0.995,2499.9630000000000,71029
2024-07-01T05:00:00Z,48.133,73.667,1006.524,0.5,1666.1120000000000,3331.365,0.859,2499.2780000000000,71029
2024-07-01T05:30:00Z,49.933,72.467,1006.573,6,1537.3915,3073.843,0.94,2306.216,71029
2024-07-01T06:00:00Z,51.667,71.733,1006.435,7.9,515.0915,1028.834,1.349,772.242,71029
2024-07-01T06:30:00Z,53.933,70.467,1006.3,3.6,1666.2645,3331.389,1.14,2499.4300000000000,71029
2024-07-01T07:00:00Z,55.4,69.267,1006.459,1.1,1667.604,3332.328,2.88,2500.9925,71029
2024-07-01T07:30:00Z,56.867,68.4,1006.587,2.7,1670.4425000000000,3331.946,8.939,2503.7335000000000,71029
2024-07-01T08:00:00Z,58.133,67.933,1006.649,3.2,1671.796,3332.871,10.721,2505.31,71029
2024-07-01T08:30:00Z,59.2,68,1006.705,2,1669.067,3331.779,6.355,2502.3330000000000,71029
2024-07-01T09:00:00Z,59.2,67.467,1006.541,3.3,1671.3835000000000,3331.916,10.851,2504.718,71029
2024-07-01T09:30:00Z,60,68,1006.483,3.9,1672.5695,3331.992,13.147,2505.8655000000000,71029
2024-07-01T10:00:00Z,59.933,68,1006.572,2.5,1670.2315000000000,3332.069,8.394,2503.558,71029
2024-07-01T10:30:00Z,59.133,68.867,1006.555,1.6,1668.63,3332.621,4.639,2502.079,71029
2024-07-01T11:00:00Z,59,69,1006.716,0.8,1666.831,3331.865,1.797,2500.1140000000000,71029
2024-07-01T11:30:00Z,59,69,1006.793,0.7,1666.4745,3331.382,1.567,2499.6465,71029
2024-07-01T12:00:00Z,59.867,69,1006.801,0.8,1667.0425,3332.443,1.642,2500.441,71029
2024-07-01T12:30:00Z,59.8,69,1006.867,0.7,1666.936,3332.479,1.393,2500.351,71029
2024-07-01T13:00:00Z,60.533,68.2,1006.983,0.6,1666.8085,3332.552,1.065,2500.25,71029
2024-07-01T13:30:00Z,61.933,68,1007.166,0.7,1666.6670000000000,3331.853,1.481,2499.938,71029
2024-07-01T14:00:00Z,63.8,68,1007.303,0.8,1667.1205,3332.351,1.89,2500.5015000000000,71029
2024-07-01T14:30:00Z,63.733,68,1007.481,0.9,1666.6950000000000,3331.231,2.159,2499.832,71029
2024-07-01T15:00:00Z,62.8,68,1007.549,0.9,1667.2485,3332.229,2.268,2500.623,71029
2024-07-01T15:30:00Z,61.467,68.933,1007.496,1,1667.4535,3332.31,2.597,2500.8200000000000,71029
2024-07-01T16:00:00Z,59.267,69.867,1007.726,0.8,1666.7630000000000,3331.612,1.914,2499.979,71029
2024-07-01T16:30:00Z,58.067,70.333,1008.089,0.8,1666.7560000000000,3331.613,1.899,2499.974,71029
2024-07-01T17:00:00Z,57.333,70.067,1008.206,0.9,1667.24,3332.396,2.084,2500.6370000000000,71029
2024-07-01T17:30:00Z,55.467,72.4,1008.102,2.8,1342.8435,2682.982,2.705,2013.071,71029
2024-07-01T18:00:00Z,50.333,75.267,1008.087,9.2,804.5975000000000,1607.237,1.958,1205.126,71029
2024-07-01T18:30:00Z,48.733,75.333,1008.093,13.1,1406.2335000000000,2811.104,1.363,2109.4655000000000,71029
2024-07-01T19:00:00Z,40.8,82.933,1007.899,9.9,272.90850000000000,544.536,1.281,407.96800000000000,71029
2024-07-01T19:30:00Z,34.733,86.733,1007.534,1.5,1.5585,1.677,1.44,1.5585,71029
2024-07-01T20:00:00Z,34.067,86,1007.539,1.3,1.373,1.545,1.201,1.373,71029
2024-07-01T20:30:00Z,35.467,83.867,1007.521,1.4,1.4455,1.667,1.224,1.4455,71029
2024-07-01T21:00:00Z,37.933,82.333,1007.402,1.8,1.9515,2.129,1.774,1.9515,71029
2024-07-01T21:30:00Z,32.4,87.733,1007.171,1.7,1.8105000000000000,2.027,1.594,1.8105000000000000,71029
2024-07-01T22:00:00Z,30.8,88.267,1006.952,1.7,2.0555,2.171,1.94,2.0555,71029
2024-07-01T22:30:00Z,28.8,91.467,1006.851,1.7,1.875,2.045,1.705,1.875,71029
2024-07-01T23:00:00Z,26.267,93.867,1006.713,1.6,1.772,1.913,1.631,1.772,71029
2024-07-01T23:30:00Z,27.2,91,1006.551,1.6,1.7535000000000000,1.996,1.511,1.7535000000000000,71029
2024-07-02T00:00:00Z,28.4,88.467,1006.399,1.8,2.0375,2.259,1.816,2.0375,71029
2024-07-02T00:30:00Z,30.467,86.333,1006.209,1.5,1.709,1.927,1.491,1.709,71029
2024-07-02T01:00:00Z,31.2,86.067,1006.143,1.5,1.5725000000000000,1.759,1.386,1.5725000000000000,71029
2024-07-02T01:30:00Z,33.467,84.333,1006.224,1.6,1.9375,2.077,1.798,1.9375,71029
2024-07-02T02:00:00Z,35.667,81.6,1006.45,2,2.373,2.516,2.23,2.373,71029
2024-07-02T02:30:00Z,37.333,79.2,1006.673,2.1,2.5860000000000000,2.773,2.399,2.5860000000000000,71029
2024-07-02T03:00:00Z,39.533,76.8,1006.863,2.2,2.7350000000000000,2.987,2.483,2.7350000000000000,71029
2024-07-02T03:30:00Z,41.2,75.2,1006.868,2.4,3.0495,3.237,2.862,3.0495,71029
2024-07-02T04:00:00Z,42.067,73.6,1007.268,3,4.2335,4.389,4.078,4.2335,71029
2024-07-02T04:30:00Z,42.667,72.133,1007.716,5.4,8.831,9.285,8.377,8.833,71029
2024-07-02T05:00:00Z,42.533,71.133,1007.949,7.8,12.631,13.352,11.91,13.479,71029
2024-07-02T05:30:00Z,42.533,70.8,1008.04,6.3,9.642,10.028,9.256,10.3875,71029
2024-07-02T06:00:00Z,43.467,69.6,1008.347,5.7,8.650500000000000,11.494,5.807,8.923,71029
2024-07-02T06:30:00Z,45.467,68.867,1008.555,15.4,22.7245,41.448,4.001,28.248000000000000,71029
2024-07-02T07:00:00Z,45.933,67.733,1008.749,15.7,28.354500000000000,53.705,3.004,36.885000000000000,71029
2024-07-02T07:30:00Z,46.133,66.867,1008.765,20.8,159.34,314.735,3.945,236.614,71029
2024-07-02T08:00:00Z,47.267,66,1008.83,11,1142.5355,2281.832,3.239,1713.3725,71029
2024-07-02T08:30:00Z,48.4,65.2,1008.779,1.8,1648.39,3292.751,4.029,2471.985,71029
2024-07-02T09:00:00Z,49.933,64,1008.99,11,876.635,1749.731,3.539,1314.161,71029
2024-07-02T09:30:00Z,51.133,63.733,1009.2,23.5,162.607,320.967,4.247,241.97400000000000,71029
2024-07-02T10:00:00Z,52.2,62.933,1009.145,20.7,590.5975000000000,1175.843,5.352,885.0575,71029
