#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Button Down,Host Connected,Button Up,End of File
605,03/24/2022 20:48:57,21.06,,,,
606,03/24/2022 20:49:57,21.10,,,,
607,03/24/2022 20:50:57,21.10,,,,
608,03/24/2022 20:51:57,21.19,,,,
609,03/24/2022 20:52:57,21.10,,,,
610,03/24/2022 20:53:57,21.15,,,,
611,03/24/2022 20:54:57,21.10,,,,
612,03/24/2022 20:55:57,21.06,,,,
613,03/24/2022 20:56:57,21.06,,,,
614,03/24/2022 20:57:57,21.06,,,,
615,03/24/2022 20:58:57,21.06,,,,
616,03/24/2022 20:59:57,21.10,,,,
617,03/24/2022 21:00:57,21.19,,,,
618,03/24/2022 21:01:57,21.36,,,,
619,03/24/2022 21:02:57,21.53,,,,
620,03/24/2022 21:03:57,21.66,,,,
621,03/24/2022 21:04:57,21.75,,,,
622,03/24/2022 21:05:57,21.83,,,,
623,03/24/2022 21:06:57,21.92,,,,
624,03/24/2022 21:07:57,21.92,,,,
625,03/24/2022 21:08:57,21.83,,,,
626,03/24/2022 21:09:57,21.83,,,,
627,03/24/2022 21:10:57,21.79,,,,
628,03/24/2022 21:11:57,21.75,,,,
629,03/24/2022 21:12:57,21.66,,,,
630,03/24/2022 21:13:57,21.66,,,,
631,03/24/2022 21:14:57,21.66,,,,
632,03/24/2022 21:15:57,21.58,,,,
633,03/24/2022 21:16:57,21.53,,,,
634,03/24/2022 21:17:57,21.53,,,,
635,03/24/2022 21:18:57,21.49,,,,
636,03/24/2022 21:19:57,21.49,,,,
637,03/24/2022 21:20:57,21.45,,,,
638,03/24/2022 21:21:57,21.45,,,,
639,03/24/2022 21:22:57,21.45,,,,
640,03/24/2022 21:23:57,21.40,,,,
641,03/24/2022 21:24:57,21.40,,,,
642,03/24/2022 21:25:57,21.49,,,,
643,03/24/2022 21:26:57,21.62,,,,
644,03/24/2022 21:27:57,21.70,,,,
645,03/24/2022 21:28:57,21.83,,,,
646,03/24/2022 21:29:57,22.01,,,,
647,03/24/2022 21:30:57,22.05,,,,
648,03/24/2022 21:31:57,22.09,,,,
649,03/24/2022 21:32:57,22.13,,,,
650,03/24/2022 21:33:57,22.13,,,,
651,03/24/2022 21:34:57,22.13,,,,
652,03/24/2022 21:35:57,22.01,,,,
653,03/24/2022 21:36:57,21.96,,,,
654,03/24/2022 21:37:57,21.92,,,,
655,03/24/2022 21:38:57,21.83,,,,
656,03/24/2022 21:39:57,21.75,,,,
657,03/24/2022 21:40:57,21.70,,,,
658,03/24/2022 21:41:57,21.66,,,,
659,03/24/2022 21:42:57,21.62,,,,
660,03/24/2022 21:43:57,21.58,,,,
661,03/24/2022 21:44:57,21.53,,,,
662,03/24/2022 21:45:57,21.49,,,,
663,03/24/2022 21:46:57,21.45,,,,
664,03/24/2022 21:47:57,21.40,,,,
665,03/24/2022 21:48:57,21.32,,,,
666,03/24/2022 21:49:57,21.28,,,,
667,03/24/2022 21:50:57,21.36,,,,
668,03/24/2022 21:51:57,21.45,,,,
669,03/24/2022 21:52:57,21.49,,,,
670,03/24/2022 21:53:57,21.66,,,,
671,03/24/2022 21:54:57,21.79,,,,
672,03/24/2022 21:55:57,21.88,,,,
673,03/24/2022 21:56:57,21.96,,,,
674,03/24/2022 21:57:57,22.01,,,,
675,03/24/2022 21:58:57,22.01,,,,
676,03/24/2022 21:59:57,21.96,,,,
677,03/24/2022 22:00:57,21.96,,,,
678,03/24/2022 22:01:57,21.88,,,,
679,03/24/2022 22:02:57,21.83,,,,
680,03/24/2022 22:03:57,21.79,,,,
681,03/24/2022 22:04:57,21.70,,,,
682,03/24/2022 22:05:57,21.66,,,,
683,03/24/2022 22:06:57,21.62,,,,
684,03/24/2022 22:07:57,21.53,,,,
685,03/24/2022 22:08:57,21.53,,,,
686,03/24/2022 22:09:57,21.53,,,,
687,03/24/2022 22:10:57,21.45,,,,
688,03/24/2022 22:11:57,21.40,,,,
689,03/24/2022 22:12:57,21.32,,,,
690,03/24/2022 22:13:57,21.32,,,,
691,03/24/2022 22:14:57,21.28,,,,
692,03/24/2022 22:15:57,21.28,,,,
693,03/24/2022 22:16:57,21.28,,,,
694,03/24/2022 22:17:57,21.19,,,,
695,03/24/2022 22:18:57,21.19,,,,
696,03/24/2022 22:19:57,21.19,,,,
697,03/24/2022 22:20:57,21.10,,,,
698,03/24/2022 22:21:57,21.10,,,,
699,03/24/2022 22:22:57,21.15,,,,
700,03/24/2022 22:23:57,21.06,,,,
701,03/24/2022 22:24:57,21.02,,,,
702,03/24/2022 22:25:57,21.06,,,,
703,03/24/2022 22:26:57,21.02,,,,
704,03/24/2022 22:27:57,20.98,,,,
705,03/24/2022 22:28:57,20.98,,,,
706,03/24/2022 22:29:57,20.93,,,,
707,03/24/2022 22:30:57,20.93,,,,
708,03/24/2022 22:31:57,20.89,,,,
709,03/24/2022 22:32:57,20.89,,,,
710,03/24/2022 22:33:57,20.89,,,,
711,03/24/2022 22:34:57,20.85,,,,
712,03/24/2022 22:35:57,20.76,,,,
713,03/24/2022 22:36:57,20.80,,,,
714,03/24/2022 22:37:57,20.80,,,,
715,03/24/2022 22:38:57,20.80,,,,
716,03/24/2022 22:39:57,20.76,,,,
717,03/24/2022 22:40:57,20.72,,,,
718,03/24/2022 22:41:57,20.72,,,,
719,03/24/2022 22:42:57,20.68,,,,
720,03/24/2022 22:43:57,20.68,,,,
721,03/24/2022 22:44:57,20.68,,,,
722,03/24/2022 22:45:57,20.63,,,,
723,03/24/2022 22:46:57,20.63,,,,
724,03/24/2022 22:47:57,20.63,,,,
725,03/24/2022 22:48:57,20.55,,,,
726,03/24/2022 22:49:57,20.59,,,,
727,03/24/2022 22:50:57,20.59,,,,
728,03/24/2022 22:51:57,20.55,,,,
729,03/24/2022 22:52:57,20.55,,,,
730,03/24/2022 22:53:57,20.55,,,,
731,03/24/2022 22:54:57,20.55,,,,
732,03/24/2022 22:55:57,20.50,,,,
733,03/24/2022 22:56:57,20.50,,,,
734,03/24/2022 22:57:57,20.50,,,,
735,03/24/2022 22:58:57,20.42,,,,
736,03/24/2022 22:59:57,20.42,,,,
737,03/24/2022 23:00:57,20.46,,,,
738,03/24/2022 23:01:57,20.42,,,,
739,03/24/2022 23:02:57,20.42,,,,
740,03/24/2022 23:03:57,20.37,,,,
741,03/24/2022 23:04:57,20.42,,,,
742,03/24/2022 23:05:57,20.33,,,,
743,03/24/2022 23:06:57,20.33,,,,
744,03/24/2022 23:07:57,20.33,,,,
745,03/24/2022 23:08:57,20.33,,,,
746,03/24/2022 23:09:57,20.33,,,,
747,03/24/2022 23:10:57,20.29,,,,
748,03/24/2022 23:11:57,20.25,,,,
749,03/24/2022 23:12:57,20.29,,,,
750,03/24/2022 23:13:57,20.25,,,,
751,03/24/2022 23:14:57,20.29,,,,
752,03/24/2022 23:15:57,20.20,,,,
753,03/24/2022 23:16:57,20.20,,,,
754,03/24/2022 23:17:57,20.16,,,,
755,03/24/2022 23:18:57,20.16,,,,
756,03/24/2022 23:19:57,20.16,,,,
757,03/24/2022 23:20:57,20.16,,,,
758,03/24/2022 23:21:57,20.16,,,,
759,03/24/2022 23:22:57,20.16,,,,
760,03/24/2022 23:23:57,20.12,,,,
761,03/24/2022 23:24:57,20.07,,,,
762,03/24/2022 23:25:57,20.07,,,,
763,03/24/2022 23:26:57,20.03,,,,
764,03/24/2022 23:27:57,20.07,,,,
765,03/24/2022 23:28:57,20.07,,,,
766,03/24/2022 23:29:57,20.07,,,,
767,03/24/2022 23:30:57,20.03,,,,
768,03/24/2022 23:31:57,19.99,,,,
769,03/24/2022 23:32:57,19.95,,,,
770,03/24/2022 23:33:57,19.99,,,,
771,03/24/2022 23:34:57,19.95,,,,
772,03/24/2022 23:35:57,19.95,,,,
773,03/24/2022 23:36:57,19.95,,,,
774,03/24/2022 23:37:57,19.99,,,,
775,03/24/2022 23:38:57,19.95,,,,
776,03/24/2022 23:39:57,19.90,,,,
777,03/24/2022 23:40:57,19.95,,,,
778,03/24/2022 23:41:57,19.90,,,,
779,03/24/2022 23:42:57,19.86,,,,
780,03/24/2022 23:43:57,19.90,,,,
781,03/24/2022 23:44:57,19.82,,,,
782,03/24/2022 23:45:57,19.82,,,,
783,03/24/2022 23:46:57,19.82,,,,
784,03/24/2022 23:47:57,19.86,,,,
785,03/24/2022 23:48:57,19.77,,,,
786,03/24/2022 23:49:57,19.82,,,,
787,03/24/2022 23:50:57,19.77,,,,
788,03/24/2022 23:51:57,19.73,,,,
789,03/24/2022 23:52:57,19.77,,,,
790,03/24/2022 23:53:57,19.73,,,,
791,03/24/2022 23:54:57,19.77,,,,
792,03/24/2022 23:55:57,19.73,,,,
793,03/24/2022 23:56:57,19.69,,,,
794,03/24/2022 23:57:57,19.69,,,,
795,03/24/2022 23:58:57,19.69,,,,
796,03/24/2022 23:59:57,19.69,,,,
797,03/25/2022 00:00:57,19.65,,,,
798,03/25/2022 00:01:57,19.69,,,,
799,03/25/2022 00:02:57,19.65,,,,
800,03/25/2022 00:03:57,19.69,,,,
801,03/25/2022 00:04:57,19.65,,,,
802,03/25/2022 00:05:57,19.65,,,,
803,03/25/2022 00:06:57,19.60,,,,
804,03/25/2022 00:07:57,19.60,,,,
805,03/25/2022 00:08:57,19.56,,,,
806,03/25/2022 00:09:57,19.60,,,,
807,03/25/2022 00:10:57,19.56,,,,
808,03/25/2022 00:11:57,19.56,,,,
809,03/25/2022 00:12:57,19.52,,,,
810,03/25/2022 00:13:57,19.52,,,,
811,03/25/2022 00:14:57,19.52,,,,
812,03/25/2022 00:15:57,19.56,,,,
813,03/25/2022 00:16:57,19.47,,,,
814,03/25/2022 00:17:57,19.47,,,,
815,03/25/2022 00:18:57,19.47,,,,
816,03/25/2022 00:19:57,19.43,,,,
817,03/25/2022 00:20:57,19.43,,,,
818,03/25/2022 00:21:57,19.43,,,,
819,03/25/2022 00:22:57,19.43,,,,
820,03/25/2022 00:23:57,19.39,,,,
821,03/25/2022 00:24:57,19.39,,,,
822,03/25/2022 00:25:57,19.39,,,,
823,03/25/2022 00:26:57,19.39,,,,
824,03/25/2022 00:27:57,19.43,,,,
825,03/25/2022 00:28:57,19.39,,,,
826,03/25/2022 00:29:57,19.35,,,,
827,03/25/2022 00:30:57,19.30,,,,
828,03/25/2022 00:31:57,19.39,,,,
829,03/25/2022 00:32:57,19.35,,,,
830,03/25/2022 00:33:57,19.35,,,,
831,03/25/2022 00:34:57,19.35,,,,
832,03/25/2022 00:35:57,19.30,,,,
833,03/25/2022 00:36:57,19.30,,,,
834,03/25/2022 00:37:57,19.30,,,,
835,03/25/2022 00:38:57,19.30,,,,
836,03/25/2022 00:39:57,19.26,,,,
837,03/25/2022 00:40:57,19.30,,,,
838,03/25/2022 00:41:57,19.22,,,,
839,03/25/2022 00:42:57,19.26,,,,
840,03/25/2022 00:43:57,19.22,,,,
841,03/25/2022 00:44:57,19.22,,,,
842,03/25/2022 00:45:57,19.22,,,,
843,03/25/2022 00:46:57,19.22,,,,
844,03/25/2022 00:47:57,19.17,,,,
845,03/25/2022 00:48:57,19.17,,,,
846,03/25/2022 00:49:57,19.17,,,,
847,03/25/2022 00:50:57,19.22,,,,
848,03/25/2022 00:51:57,19.13,,,,
849,03/25/2022 00:52:57,19.17,,,,
850,03/25/2022 00:53:57,19.13,,,,
851,03/25/2022 00:54:57,19.13,,,,
852,03/25/2022 00:55:57,19.09,,,,
853,03/25/2022 00:56:57,19.13,,,,
854,03/25/2022 00:57:57,19.09,,,,
855,03/25/2022 00:58:57,19.05,,,,
856,03/25/2022 00:59:57,19.05,,,,
857,03/25/2022 01:00:57,19.05,,,,
858,03/25/2022 01:01:57,19.13,,,,
859,03/25/2022 01:02:57,19.05,,,,
860,03/25/2022 01:03:57,19.00,,,,
861,03/25/2022 01:04:57,19.00,,,,
862,03/25/2022 01:05:57,19.05,,,,
863,03/25/2022 01:06:57,19.00,,,,
864,03/25/2022 01:07:57,18.96,,,,
865,03/25/2022 01:08:57,18.96,,,,
866,03/25/2022 01:09:57,19.00,,,,
867,03/25/2022 01:10:57,18.96,,,,
868,03/25/2022 01:11:57,18.96,,,,
869,03/25/2022 01:12:57,18.96,,,,
870,03/25/2022 01:13:57,18.96,,,,
871,03/25/2022 01:14:57,18.92,,,,
872,03/25/2022 01:15:57,18.92,,,,
873,03/25/2022 01:16:57,18.92,,,,
874,03/25/2022 01:17:57,18.87,,,,
875,03/25/2022 01:18:57,18.92,,,,
876,03/25/2022 01:19:57,18.92,,,,
877,03/25/2022 01:20:57,18.83,,,,
878,03/25/2022 01:21:57,18.83,,,,
879,03/25/2022 01:22:57,18.87,,,,
880,03/25/2022 01:23:57,18.83,,,,
881,03/25/2022 01:24:57,18.83,,,,
882,03/25/2022 01:25:57,18.79,,,,
883,03/25/2022 01:26:57,18.83,,,,
884,03/25/2022 01:27:57,18.79,,,,
885,03/25/2022 01:28:57,18.79,,,,
886,03/25/2022 01:29:57,18.83,,,,
887,03/25/2022 01:30:57,18.79,,,,
888,03/25/2022 01:31:57,18.83,,,,
889,03/25/2022 01:32:57,18.74,,,,
890,03/25/2022 01:33:57,18.74,,,,
891,03/25/2022 01:34:57,18.74,,,,
892,03/25/2022 01:35:57,18.79,,,,
893,03/25/2022 01:36:57,18.70,,,,
894,03/25/2022 01:37:57,18.70,,,,
895,03/25/2022 01:38:57,18.66,,,,
896,03/25/2022 01:39:57,18.70,,,,
897,03/25/2022 01:40:57,18.66,,,,
898,03/25/2022 01:41:57,18.66,,,,
899,03/25/2022 01:42:57,18.66,,,,
900,03/25/2022 01:43:57,18.66,,,,
901,03/25/2022 01:44:57,18.62,,,,
902,03/25/2022 01:45:57,18.62,,,,
903,03/25/2022 01:46:57,18.62,,,,
904,03/25/2022 01:47:57,18.62,,,,
905,03/25/2022 01:48:57,18.62,,,,
906,03/25/2022 01:49:57,18.62,,,,
907,03/25/2022 01:50:57,18.57,,,,
908,03/25/2022 01:51:57,18.62,,,,
909,03/25/2022 01:52:57,18.57,,,,
910,03/25/2022 01:53:57,18.57,,,,
911,03/25/2022 01:54:57,18.57,,,,
912,03/25/2022 01:55:57,18.53,,,,
913,03/25/2022 01:56:57,18.53,,,,
914,03/25/2022 01:57:57,18.57,,,,
915,03/25/2022 01:58:57,18.57,,,,
916,03/25/2022 01:59:57,18.49,,,,
917,03/25/2022 02:00:57,18.49,,,,
918,03/25/2022 02:01:57,18.49,,,,
919,03/25/2022 02:02:57,18.49,,,,
920,03/25/2022 02:03:57,18.49,,,,
921,03/25/2022 02:04:57,18.49,,,,
922,03/25/2022 02:05:57,18.44,,,,
923,03/25/2022 02:06:57,18.44,,,,
924,03/25/2022 02:07:57,18.44,,,,
925,03/25/2022 02:08:57,18.40,,,,
926,03/25/2022 02:09:57,18.49,,,,
927,03/25/2022 02:10:57,18.40,,,,
928,03/25/2022 02:11:57,18.40,,,,
929,03/25/2022 02:12:57,18.40,,,,
930,03/25/2022 02:13:57,18.40,,,,
931,03/25/2022 02:14:57,18.40,,,,
932,03/25/2022 02:15:57,18.40,,,,
933,03/25/2022 02:16:57,18.36,,,,
934,03/25/2022 02:17:57,18.36,,,,
935,03/25/2022 02:18:57,18.36,,,,
936,03/25/2022 02:19:57,18.36,,,,
937,03/25/2022 02:20:57,18.36,,,,
938,03/25/2022 02:21:57,18.32,,,,
939,03/25/2022 02:22:57,18.32,,,,
940,03/25/2022 02:23:57,18.32,,,,
941,03/25/2022 02:24:57,18.27,,,,
942,03/25/2022 02:25:57,18.27,,,,
943,03/25/2022 02:26:57,18.27,,,,
944,03/25/2022 02:27:57,18.36,,,,
945,03/25/2022 02:28:57,18.40,,,,
946,03/25/2022 02:29:57,18.53,,,,
947,03/25/2022 02:30:57,18.70,,,,
948,03/25/2022 02:31:57,18.79,,,,
949,03/25/2022 02:32:57,18.83,,,,
950,03/25/2022 02:33:57,19.00,,,,
951,03/25/2022 02:34:57,19.00,,,,
952,03/25/2022 02:35:57,18.96,,,,
953,03/25/2022 02:36:57,18.96,,,,
954,03/25/2022 02:37:57,18.92,,,,
955,03/25/2022 02:38:57,18.92,,,,
956,03/25/2022 02:39:57,18.83,,,,
957,03/25/2022 02:40:57,18.87,,,,
958,03/25/2022 02:41:57,18.83,,,,
959,03/25/2022 02:42:57,18.79,,,,
960,03/25/2022 02:43:57,18.74,,,,
961,03/25/2022 02:44:57,18.74,,,,
962,03/25/2022 02:45:57,18.74,,,,
963,03/25/2022 02:46:57,18.70,,,,
964,03/25/2022 02:47:57,18.66,,,,
965,03/25/2022 02:48:57,18.66,,,,
966,03/25/2022 02:49:57,18.66,,,,
967,03/25/2022 02:50:57,18.57,,,,
968,03/25/2022 02:51:57,18.62,,,,
969,03/25/2022 02:52:57,18.57,,,,
970,03/25/2022 02:53:57,18.53,,,,
971,03/25/2022 02:54:57,18.53,,,,
972,03/25/2022 02:55:57,18.53,,,,
973,03/25/2022 02:56:57,18.49,,,,
974,03/25/2022 02:57:57,18.49,,,,
975,03/25/2022 02:58:57,18.49,,,,
976,03/25/2022 02:59:57,18.49,,,,
977,03/25/2022 03:00:57,18.49,,,,
978,03/25/2022 03:01:57,18.49,,,,
979,03/25/2022 03:02:57,18.40,,,,
980,03/25/2022 03:03:57,18.36,,,,
981,03/25/2022 03:04:57,18.40,,,,
982,03/25/2022 03:05:57,18.32,,,,
983,03/25/2022 03:06:57,18.36,,,,
984,03/25/2022 03:07:57,18.36,,,,
985,03/25/2022 03:08:57,18.32,,,,
986,03/25/2022 03:09:57,18.32,,,,
987,03/25/2022 03:10:57,18.32,,,,
988,03/25/2022 03:11:57,18.32,,,,
989,03/25/2022 03:12:57,18.27,,,,
990,03/25/2022 03:13:57,18.27,,,,
991,03/25/2022 03:14:57,18.27,,,,
992,03/25/2022 03:15:57,18.23,,,,
993,03/25/2022 03:16:57,18.27,,,,
994,03/25/2022 03:17:57,18.32,,,,
995,03/25/2022 03:18:57,18.49,,,,
996,03/25/2022 03:19:57,18.66,,,,
997,03/25/2022 03:20:57,18.79,,,,
998,03/25/2022 03:21:57,18.87,,,,
999,03/25/2022 03:22:57,18.96,,,,
1000,03/25/2022 03:23:57,19.00,,,,
1001,03/25/2022 03:24:57,19.05,,,,
1002,03/25/2022 03:25:57,18.96,,,,
1003,03/25/2022 03:26:57,18.92,,,,
1004,03/25/2022 03:27:57,18.87,,,,
1005,03/25/2022 03:28:57,18.83,,,,
1006,03/25/2022 03:29:57,18.83,,,,
1007,03/25/2022 03:30:57,18.79,,,,
1008,03/25/2022 03:31:57,18.74,,,,
1009,03/25/2022 03:32:57,18.74,,,,
1010,03/25/2022 03:33:57,18.70,,,,
1011,03/25/2022 03:34:57,18.74,,,,
1012,03/25/2022 03:35:57,18.66,,,,
1013,03/25/2022 03:36:57,18.66,,,,
1014,03/25/2022 03:37:57,18.62,,,,
1015,03/25/2022 03:38:57,18.57,,,,
1016,03/25/2022 03:39:57,18.62,,,,
1017,03/25/2022 03:40:57,18.57,,,,
1018,03/25/2022 03:41:57,18.57,,,,
1019,03/25/2022 03:42:57,18.53,,,,
1020,03/25/2022 03:43:57,18.49,,,,
1021,03/25/2022 03:44:57,18.49,,,,
1022,03/25/2022 03:45:57,18.49,,,,
1023,03/25/2022 03:46:57,18.44,,,,
1024,03/25/2022 03:47:57,18.40,,,,
1025,03/25/2022 03:48:57,18.44,,,,
1026,03/25/2022 03:49:57,18.40,,,,
1027,03/25/2022 03:50:57,18.40,,,,
1028,03/25/2022 03:51:57,18.40,,,,
1029,03/25/2022 03:52:57,18.32,,,,
1030,03/25/2022 03:53:57,18.32,,,,
1031,03/25/2022 03:54:57,18.32,,,,
1032,03/25/2022 03:55:57,18.32,,,,
1033,03/25/2022 03:56:57,18.32,,,,
1034,03/25/2022 03:57:57,18.27,,,,
1035,03/25/2022 03:58:57,18.32,,,,
1036,03/25/2022 03:59:57,18.36,,,,
1037,03/25/2022 04:00:57,18.57,,,,
1038,03/25/2022 04:01:57,18.70,,,,
1039,03/25/2022 04:02:57,18.87,,,,
1040,03/25/2022 04:03:57,18.96,,,,
1041,03/25/2022 04:04:57,18.96,,,,
1042,03/25/2022 04:05:57,19.00,,,,
1043,03/25/2022 04:06:57,19.00,,,,
1044,03/25/2022 04:07:57,19.00,,,,
1045,03/25/2022 04:08:57,19.00,,,,
1046,03/25/2022 04:09:57,18.92,,,,
1047,03/25/2022 04:10:57,18.87,,,,
1048,03/25/2022 04:11:57,18.79,,,,
1049,03/25/2022 04:12:57,18.79,,,,
1050,03/25/2022 04:13:57,18.79,,,,
1051,03/25/2022 04:14:57,18.70,,,,
1052,03/25/2022 04:15:57,18.70,,,,
1053,03/25/2022 04:16:57,18.66,,,,
1054,03/25/2022 04:17:57,18.70,,,,
1055,03/25/2022 04:18:57,18.66,,,,
1056,03/25/2022 04:19:57,18.66,,,,
1057,03/25/2022 04:20:57,18.57,,,,
1058,03/25/2022 04:21:57,18.57,,,,
1059,03/25/2022 04:22:57,18.53,,,,
1060,03/25/2022 04:23:57,18.53,,,,
1061,03/25/2022 04:24:57,18.49,,,,
1062,03/25/2022 04:25:57,18.49,,,,
1063,03/25/2022 04:26:57,18.53,,,,
1064,03/25/2022 04:27:57,18.49,,,,
1065,03/25/2022 04:28:57,18.49,,,,
1066,03/25/2022 04:29:57,18.40,,,,
1067,03/25/2022 04:30:57,18.40,,,,
1068,03/25/2022 04:31:57,18.40,,,,
1069,03/25/2022 04:32:57,18.40,,,,
1070,03/25/2022 04:33:57,18.36,,,,
1071,03/25/2022 04:34:57,18.32,,,,
1072,03/25/2022 04:35:57,18.40,,,,
1073,03/25/2022 04:36:57,18.32,,,,
1074,03/25/2022 04:37:57,18.32,,,,
1075,03/25/2022 04:38:57,18.40,,,,
1076,03/25/2022 04:39:57,18.57,,,,
1077,03/25/2022 04:40:57,18.70,,,,
1078,03/25/2022 04:41:57,18.87,,,,
1079,03/25/2022 04:42:57,19.00,,,,
1080,03/25/2022 04:43:57,19.05,,,,
1081,03/25/2022 04:44:57,19.09,,,,
1082,03/25/2022 04:45:57,19.13,,,,
1083,03/25/2022 04:46:57,19.09,,,,
1084,03/25/2022 04:47:57,19.09,,,,
1085,03/25/2022 04:48:57,19.00,,,,
1086,03/25/2022 04:49:57,18.96,,,,
1087,03/25/2022 04:50:57,18.92,,,,
1088,03/25/2022 04:51:57,18.92,,,,
1089,03/25/2022 04:52:57,18.83,,,,
1090,03/25/2022 04:53:57,18.79,,,,
1091,03/25/2022 04:54:57,18.74,,,,
1092,03/25/2022 04:55:57,18.70,,,,
1093,03/25/2022 04:56:57,18.70,,,,
1094,03/25/2022 04:57:57,18.70,,,,
1095,03/25/2022 04:58:57,18.66,,,,
1096,03/25/2022 04:59:57,18.66,,,,
1097,03/25/2022 05:00:57,18.62,,,,
1098,03/25/2022 05:01:57,18.62,,,,
1099,03/25/2022 05:02:57,18.57,,,,
1100,03/25/2022 05:03:57,18.57,,,,
1101,03/25/2022 05:04:57,18.53,,,,
1102,03/25/2022 05:05:57,18.57,,,,
1103,03/25/2022 05:06:57,18.49,,,,
1104,03/25/2022 05:07:57,18.49,,,,
1105,03/25/2022 05:08:57,18.44,,,,
1106,03/25/2022 05:09:57,18.44,,,,
1107,03/25/2022 05:10:57,18.44,,,,
1108,03/25/2022 05:11:57,18.40,,,,
1109,03/25/2022 05:12:57,18.40,,,,
1110,03/25/2022 05:13:57,18.36,,,,
1111,03/25/2022 05:14:57,18.36,,,,
1112,03/25/2022 05:15:57,18.40,,,,
1113,03/25/2022 05:16:57,18.44,,,,
1114,03/25/2022 05:17:57,18.57,,,,
1115,03/25/2022 05:18:57,18.70,,,,
1116,03/25/2022 05:19:57,18.87,,,,
1117,03/25/2022 05:20:57,19.00,,,,
1118,03/25/2022 05:21:57,19.09,,,,
1119,03/25/2022 05:22:57,19.13,,,,
1120,03/25/2022 05:23:57,19.13,,,,
1121,03/25/2022 05:24:57,19.17,,,,
1122,03/25/2022 05:25:57,19.09,,,,
1123,03/25/2022 05:26:57,19.05,,,,
1124,03/25/2022 05:27:57,19.05,,,,
1125,03/25/2022 05:28:57,19.00,,,,
1126,03/25/2022 05:29:57,18.92,,,,
1127,03/25/2022 05:30:57,18.92,,,,
1128,03/25/2022 05:31:57,18.87,,,,
1129,03/25/2022 05:32:57,18.83,,,,
1130,03/25/2022 05:33:57,18.79,,,,
1131,03/25/2022 05:34:57,18.74,,,,
1132,03/25/2022 05:35:57,18.74,,,,
1133,03/25/2022 05:36:57,18.70,,,,
1134,03/25/2022 05:37:57,18.66,,,,
1135,03/25/2022 05:38:57,18.70,,,,
1136,03/25/2022 05:39:57,18.62,,,,
1137,03/25/2022 05:40:57,18.66,,,,
1138,03/25/2022 05:41:57,18.62,,,,
1139,03/25/2022 05:42:57,18.57,,,,
1140,03/25/2022 05:43:57,18.57,,,,
1141,03/25/2022 05:44:57,18.57,,,,
1142,03/25/2022 05:45:57,18.53,,,,
1143,03/25/2022 05:46:57,18.53,,,,
1144,03/25/2022 05:47:57,18.49,,,,
1145,03/25/2022 05:48:57,18.49,,,,
1146,03/25/2022 05:49:57,18.44,,,,
1147,03/25/2022 05:50:57,18.44,,,,
1148,03/25/2022 05:51:57,18.49,,,,
1149,03/25/2022 05:52:57,18.44,,,,
1150,03/25/2022 05:53:57,18.57,,,,
1151,03/25/2022 05:54:57,18.70,,,,
1152,03/25/2022 05:55:57,18.87,,,,
1153,03/25/2022 05:56:57,19.00,,,,
1154,03/25/2022 05:57:57,19.09,,,,
1155,03/25/2022 05:58:57,19.17,,,,
1156,03/25/2022 05:59:57,19.17,,,,
1157,03/25/2022 06:00:57,19.13,,,,
1158,03/25/2022 06:01:57,19.13,,,,
1159,03/25/2022 06:02:57,19.05,,,,
1160,03/25/2022 06:03:57,19.05,,,,
1161,03/25/2022 06:04:57,19.05,,,,
1162,03/25/2022 06:05:57,18.96,,,,
1163,03/25/2022 06:06:57,18.96,,,,
1164,03/25/2022 06:07:57,18.87,,,,
1165,03/25/2022 06:08:57,18.83,,,,
1166,03/25/2022 06:09:57,18.83,,,,
1167,03/25/2022 06:10:57,18.79,,,,
1168,03/25/2022 06:11:57,18.79,,,,
1169,03/25/2022 06:12:57,18.79,,,,
1170,03/25/2022 06:13:57,18.74,,,,
1171,03/25/2022 06:14:57,18.70,,,,
1172,03/25/2022 06:15:57,18.66,,,,
1173,03/25/2022 06:16:57,18.66,,,,
1174,03/25/2022 06:17:57,18.66,,,,
1175,03/25/2022 06:18:57,18.62,,,,
1176,03/25/2022 06:19:57,18.66,,,,
1177,03/25/2022 06:20:57,18.62,,,,
1178,03/25/2022 06:21:57,18.57,,,,
1179,03/25/2022 06:22:57,18.53,,,,
1180,03/25/2022 06:23:57,18.57,,,,
1181,03/25/2022 06:24:57,18.53,,,,
1182,03/25/2022 06:25:57,18.53,,,,
1183,03/25/2022 06:26:57,18.49,,,,
1184,03/25/2022 06:27:57,18.44,,,,
1185,03/25/2022 06:28:57,18.44,,,,
1186,03/25/2022 06:29:57,18.49,,,,
1187,03/25/2022 06:30:57,18.40,,,,
1188,03/25/2022 06:31:57,18.40,,,,
1189,03/25/2022 06:32:57,18.44,,,,
1190,03/25/2022 06:33:57,18.44,,,,
1191,03/25/2022 06:34:57,18.57,,,,
1192,03/25/2022 06:35:57,18.74,,,,
1193,03/25/2022 06:36:57,18.92,,,,
1194,03/25/2022 06:37:57,19.00,,,,
1195,03/25/2022 06:38:57,19.09,,,,
1196,03/25/2022 06:39:57,19.17,,,,
1197,03/25/2022 06:40:57,19.17,,,,
1198,03/25/2022 06:41:57,19.17,,,,
1199,03/25/2022 06:42:57,19.13,,,,
1200,03/25/2022 06:43:57,19.13,,,,
1201,03/25/2022 06:44:57,19.09,,,,
