UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2025/12/06T00:01:49z,48:3f:da:26:d5:2a,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,63,61,49,996.64,nan,26448,-50,108,1.65,2.80,3.72,1.65,2.80,3.72,12,12,417.52,126.00,23.70,2.00,1.50,0.00,1.93,2.81,3.28,1.93,2.81,3.28,12,12,487.67,137.33,20.16,1.30,0.58,0.07,nan
2025/12/06T00:03:49z,48:3f:da:26:d5:2a,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,63,61,49,996.58,0.02,26360,-53,228,0.17,0.78,1.48,0.17,0.78,1.48,3,3,208.29,57.95,7.98,2.22,1.24,0.22,0.68,0.89,2.12,0.68,0.89,2.12,4,4,226.11,68.98,8.72,2.02,1.60,0.95,110.35
2025/12/06T00:05:49z,48:3f:da:26:d5:2a,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,63,60,49,996.70,0.02,26360,-53,348,0.00,0.00,0.65,0.00,0.00,0.65,0,0,79.00,20.21,3.98,1.46,1.21,0.54,0.00,0.00,0.42,0.00,0.00,0.42,0,0,80.90,23.24,3.66,1.03,0.64,0.47,105.91
2025/12/06T00:07:49z,48:3f:da:26:d5:2a,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,63,60,49,996.74,0.03,26360,-51,468,0.00,0.00,0.51,0.00,0.00,0.51,0,0,67.74,20.11,4.33,1.65,0.88,0.26,0.00,0.00,0.22,0.00,0.00,0.22,0,0,47.85,13.44,1.86,0.41,0.41,0.41,104.84
2025/12/06T00:09:49z,48:3f:da:26:d5:2a,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,63,60,49,996.66,0.03,26360,-53,588,0.00,0.00,0.22,0.00,0.00,0.22,0,0,69.72,21.60,2.90,0.88,0.62,0.00,0.00,0.00,0.12,0.00,0.00,0.12,0,0,53.79,13.12,2.16,0.64,0.43,0.00,106.86
2025/12/06T00:11:49z,48:3f:da:26:d5:2a,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,63,61,49,996.68,0.03,26360,-55,708,0.00,0.00,0.64,0.00,0.00,0.64,0,0,62.12,17.60,2.86,1.53,1.10,0.28,0.00,0.00,0.84,0.00,0.00,0.84,0,0,83.04,25.70,6.91,2.00,0.93,0.45,101.71
2025/12/06T00:13:49z,48:3f:da:26:d5:2a,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,63,60,49,996.74,0.03,26360,-51,828,0.00,0.24,0.48,0.00,0.24,0.48,1,1,114.26,33.22,4.34,0.90,0.33,0.09,0.00,0.00,0.58,0.00,0.00,0.58,0,0,64.07,19.76,4.93,0.85,0.85,0.66,104.11
2025/12/06T00:15:49z,48:3f:da:26:d5:2a,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,63,61,49,996.79,0.03,26360,-50,948,0.00,0.07,0.65,0.00,0.07,0.65,0,0,96.27,28.29,4.87,1.67,1.07,0.42,0.00,0.00,0.34,0.00,0.00,0.34,0,0,96.76,28.64,3.42,0.64,0.39,0.39,109.00
2025/12/06T00:17:49z,48:3f:da:26:d5:2a,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,63,61,49,996.77,0.03,26360,-53,1068,0.00,0.00,0.05,0.00,0.00,0.05,0,0,110.95,31.38,3.48,0.66,0.21,0.05,0.00,0.00,0.17,0.00,0.00,0.17,0,0,68.84,19.55,1.79,0.38,0.38,0.22,109.16
2025/12/06T00:19:49z,48:3f:da:26:d5:2a,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,63,61,49,996.76,0.03,26360,-51,1188,0.00,0.00,0.19,0.00,0.00,0.19,0,0,76.29,21.88,3.10,0.62,0.45,0.00,0.00,0.00,0.36,0.00,0.00,0.36,0,0,71.89,19.48,2.11,0.57,0.57,0.57,106.38
