time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2024-07-03T00:00:00Z,46.267,46.267,,73.867,73.867,,1015.651,1015.651,,,,,0.017,3.6,3.6,3.6,12,12,11.9,8.9,8.9,8.9,160.2,159.7,160.7,796.904,801.046,792.762,217.89350000000002,219.642,216.145,34.7875,34.238,35.337,1.7455,1.451,2.04,0.146,0.179,0.113,0.0625,0.088,0.037,3.5885,3.741,3.436,3.5885,3.741,3.436,5.202,5.309,5.095,5.202,5.309,5.095,5.332,5.443,5.221,5.332,5.443,5.221
2024-07-03T00:30:00Z,46.267,46.267,,73.933,73.933,,1015.491,1015.491,,,,,0.017,3.5,3.5,3.4,11.7,11.8,11.6,8.8,8.8,8.7,162.1,161.3,163,780.8405,787.907,773.774,213.5255,215.7,211.351,32.802499999999995,33.546,32.059,1.661,1.742,1.58,0.211,0.246,0.176,0.0995,0.105,0.094,3.5265,3.548,3.505,3.5265,3.548,3.505,5.0565,5.133,4.98,5.0565,5.133,4.98,5.186,5.271,5.101,5.186,5.271,5.101
2024-07-03T01:00:00Z,45.4,45.4,,74,74,,1015.417,1015.417,,,,,0.017,3.1,3.2,3.1,10.7,11,10.5,8.3,8.4,8.2,170.4,168.5,172.3,716.19,730.605,701.775,195.81400000000002,198.287,193.341,29.694,29.833,29.555,1.585,1.489,1.681,0.23299999999999998,0.241,0.225,0.0775,0.051,0.104,3.0755,3.186,2.965,3.0755,3.186,2.965,4.4315,4.553,4.31,4.4315,4.553,4.31,4.601,4.699,4.503,4.601,4.699,4.503
2024-07-03T01:30:00Z,44.4,44.4,,74.867,74.867,,1015.333,1015.333,,,,,0.016,3.5,3.7,3.4,12.2,12.5,11.8,9,9.2,8.8,158.6,155.9,161.4,810.761,834.627,786.895,220.7955,227.163,214.428,33.778000000000006,35.213,32.343,2.0454999999999997,2.033,2.058,0.277,0.343,0.211,0.124,0.141,0.107,3.6029999999999998,3.785,3.421,3.6029999999999998,3.785,3.421,5.211,5.397,5.025,5.211,5.397,5.025,5.4175,5.653,5.182,5.4175,5.653,5.182
2024-07-03T02:00:00Z,43.667,43.667,,74.867,74.867,,1015.297,1015.297,,,,,0.013,2.9,2.9,2.9,9.8,9.8,9.8,7.8,7.8,7.8,179,179,179,655.091,655.171,655.011,178.4255,177.8,179.051,27.7975,27.976,27.619,1.8050000000000002,1.739,1.871,0.2365,0.186,0.287,0.16449999999999998,0.119,0.21,2.7005,2.72,2.681,2.7005,2.72,2.681,4.0345,4.094,3.975,4.0345,4.094,3.975,4.2490000000000006,4.259,4.239,4.2490000000000006,4.259,4.239
2024-07-03T02:30:00Z,45.333,45.333,,74,74,,1015.308,1015.308,,,,,0.011,3,3,3,9.9,10,9.8,7.8,7.9,7.8,178.3,177.2,179.4,659.4895,666.916,652.063,180.6775,181.777,179.578,29.2215,29.473,28.97,1.6665,1.459,1.874,0.2315,0.231,0.232,0.08549999999999999,0.069,0.102,2.7555,2.827,2.684,2.7555,2.827,2.684,4.149,4.255,4.043,4.149,4.255,4.043,4.307,4.395,4.219,4.307,4.395,4.219
2024-07-03T03:00:00Z,45.067,45.067,,73.733,73.733,,1015.261,1015.261,,,,,0.015,3.2,3.2,3.1,10.7,10.9,10.5,8.2,8.3,8.1,171.2,169.4,173,710.273,723.441,697.105,193.78199999999998,195.767,191.797,31.115000000000002,31.267,30.963,2.01,1.871,2.149,0.267,0.279,0.255,0.107,0.105,0.109,3.0919999999999996,3.179,3.005,3.0919999999999996,3.179,3.005,4.574,4.678,4.47,4.574,4.678,4.47,4.8004999999999995,4.907,4.694,4.8004999999999995,4.907,4.694
2024-07-03T03:30:00Z,45.467,45.467,,72.6,72.6,,1015.373,1015.373,,,,,0.02,2.5,2.6,2.4,8.2,8.4,8,6.9,7,6.7,196.5,194.1,199,546.887,560.55,533.224,149.148,152.899,145.397,24.496000000000002,25.631,23.361,1.697,1.666,1.728,0.263,0.251,0.275,0.106,0.089,0.123,2.194,2.289,2.099,2.194,2.289,2.099,3.4265,3.588,3.265,3.4265,3.588,3.265,3.6029999999999998,3.763,3.443,3.6029999999999998,3.763,3.443
2024-07-03T04:00:00Z,46.533,46.533,,71.067,71.067,,1015.413,1015.413,,,,,0.02,2.5,2.5,2.5,8.3,8.4,8.2,6.9,7,6.9,195.3,194.2,196.4,554.035,560.42,547.65,151.508,152.865,150.151,25.625999999999998,25.339,25.913,1.917,1.874,1.96,0.374,0.36,0.388,0.1865,0.187,0.186,2.219,2.299,2.139,2.219,2.299,2.139,3.4585,3.592,3.325,3.4585,3.592,3.325,3.74,3.883,3.597,3.74,3.883,3.597
2024-07-03T04:30:00Z,48.467,48.467,,69.4,69.4,,1015.583,1015.583,,,,,0.02,2.5,2.5,2.5,8.3,8.4,8.3,6.9,7,6.9,194.8,194,195.7,556.6469999999999,561.567,551.727,152.75650000000002,152.921,152.592,24.819499999999998,24.703,24.936,1.8895,1.795,1.984,0.3185,0.223,0.414,0.1645,0.116,0.213,2.3120000000000003,2.334,2.29,2.3120000000000003,2.334,2.29,3.537,3.579,3.495,3.537,3.579,3.495,3.803,3.785,3.821,3.803,3.785,3.821
