time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2024-07-03T00:00:00Z,48.133,48.133,,78,78,,1015.977,1015.977,,,,,0.03,2.8,2.5,3.1,9.2,8.4,10,7.4,7,7.9,185.5,194.6,177.2,612.6915,557.975,667.408,195.2865,175.056,215.517,25.444499999999998,22.861,28.028,1.2225000000000001,1.459,0.986,0.33299999999999996,0.357,0.309,0.16499999999999998,0.238,0.092,2.983,2.583,3.383,2.983,2.583,3.383,4.093,3.631,4.555,4.093,3.631,4.555,4.327999999999999,3.904,4.752,4.327999999999999,3.904,4.752
2024-07-03T00:30:00Z,47.933,47.933,,78,78,,1015.849,1015.849,,,,,0.03,2.6,2.3,2.9,8.8,8.1,9.5,7.2,6.8,7.6,189.7,197.8,182.2,586.692,539.919,633.465,186.909,169.337,204.481,22.98,20.221,25.739,1.2974999999999999,1.293,1.302,0.284,0.361,0.207,0.125,0.206,0.044,2.7729999999999997,2.409,3.137,2.7729999999999997,2.409,3.137,3.8135,3.359,4.268,3.8135,3.359,4.268,4.022,3.602,4.442,4.022,3.602,4.442
2024-07-03T01:00:00Z,47.667,47.667,,78.267,78.267,,1015.707,1015.707,,,,,0.03,2.6,2.3,2.9,8.6,7.9,9.3,7.1,6.6,7.5,191.9,200.7,183.9,573.325,523.773,622.877,182.1605,162.903,201.418,22.927,20.003,25.851,1.267,1.305,1.229,0.3275,0.359,0.296,0.17099999999999999,0.253,0.089,2.712,2.301,3.123,2.712,2.301,3.123,3.7140000000000004,3.249,4.179,3.7140000000000004,3.249,4.179,3.962,3.516,4.408,3.962,3.516,4.408
2024-07-03T01:30:00Z,46.533,46.533,,78,78,,1015.617,1015.617,,,,,0.03,2.4,2.1,2.6,8.1,7.4,8.8,6.8,6.3,7.2,197.8,207,189.5,539.562,491.195,587.929,171.747,153.535,189.959,20.072,17.279,22.865,1.135,1.227,1.043,0.276,0.393,0.159,0.187,0.299,0.075,2.459,2.117,2.801,2.459,2.117,2.801,3.385,2.925,3.845,3.385,2.925,3.845,3.6185,3.268,3.969,3.6185,3.268,3.969
2024-07-03T02:00:00Z,46.8,46.8,,78,78,,1015.608,1015.608,,,,,0.03,2.3,2,2.6,7.7,7.1,8.4,6.6,6.2,6.9,202.2,210.3,194.8,515.7835,474.599,556.968,164.0605,148.082,180.039,19.721,16.873,22.569,1.1255,1.335,0.916,0.21949999999999997,0.288,0.151,0.14350000000000002,0.221,0.066,2.358,2.032,2.684,2.358,2.032,2.684,3.3025,2.949,3.656,3.3025,2.949,3.656,3.465,3.143,3.787,3.465,3.143,3.787
2024-07-03T02:30:00Z,47,47,,77.4,77.4,,1015.599,1015.599,,,,,0.03,2.2,2,2.5,7.7,7.3,8.2,6.6,6.3,6.9,202.2,208.5,196.3,515.7935,483.519,548.068,164.079,150.679,177.479,19.1275,16.222,22.033,1.057,1.085,1.029,0.3195,0.299,0.34,0.158,0.261,0.055,2.3095,2.061,2.558,2.3095,2.061,2.558,3.1784999999999997,2.877,3.48,3.1784999999999997,2.877,3.48,3.401,3.107,3.695,3.401,3.107,3.695
2024-07-03T03:00:00Z,47,47,,77,77,,1015.605,1015.605,,,,,0.03,2.2,1.9,2.5,7.5,6.7,8.3,6.4,5.9,6.9,205.1,215.7,195.4,500.956,448.849,553.063,159.084,139.727,178.441,19.522,16.797,22.247,1.057,1.201,0.913,0.2995,0.341,0.258,0.152,0.245,0.059,2.1765,1.812,2.541,2.1765,1.812,2.541,3.0730000000000004,2.623,3.523,3.0730000000000004,2.623,3.523,3.2835,2.869,3.698,3.2835,2.869,3.698
2024-07-03T03:30:00Z,47.133,47.133,,76.067,76.067,,1015.681,1015.681,,,,,0.03,2,1.7,2.2,6.3,5.9,6.7,5.6,5.3,5.9,221.9,228.6,215.7,420.69550000000004,392.368,449.023,133.5285,121.864,145.193,18.3675,15.249,21.486,1.3865,1.687,1.086,0.40950000000000003,0.544,0.275,0.22799999999999998,0.417,0.039,1.6825,1.462,1.903,1.6825,1.462,1.903,2.641,2.365,2.917,2.641,2.365,2.917,2.9400000000000004,2.765,3.115,2.9400000000000004,2.765,3.115
2024-07-03T04:00:00Z,47.867,47.867,,74.667,74.667,,1015.808,1015.808,,,,,0.03,1.9,1.6,2.1,6.3,5.9,6.7,5.6,5.4,5.9,221.7,228,215.7,421.8375,394.937,448.738,133.9325,123.183,144.682,16.817,14.416,19.218,1.3895,1.638,1.141,0.547,0.771,0.323,0.321,0.552,0.09,1.7105000000000001,1.459,1.962,1.7105000000000001,1.459,1.962,2.518,2.183,2.853,2.518,2.183,2.853,2.902,2.715,3.089,2.902,2.715,3.089
2024-07-03T04:30:00Z,48.6,48.6,,73.467,73.467,,1016.094,1016.094,,,,,0.03,1.8,1.6,2.1,6.2,5.8,6.6,5.6,5.3,5.9,223.6,230.6,217,413.56399999999996,384.055,443.073,131.571,119.658,143.484,16.237000000000002,13.651,18.823,1.0735,1.261,0.886,0.4255,0.548,0.303,0.2705,0.445,0.096,1.6295000000000002,1.296,1.963,1.6295000000000002,1.296,1.963,2.3305,1.971,2.69,2.3305,1.971,2.69,2.665,2.423,2.907,2.665,2.423,2.907
