time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2024-07-03T00:00:00Z,39.6,39.6,,80.6,80.6,,1016.023,1016.023,,,,,0.02,2.4,2.7,2.1,8.2,9.2,7.3,6.9,7.4,6.3,196.3,185.9,207.9,548.2805000000001,610.052,486.509,156.77100000000002,174.603,138.939,21.581000000000003,24.411,18.751,1.2894999999999999,1.558,1.021,0.317,0.381,0.253,0.107,0.159,0.055,2.154,2.498,1.81,2.154,2.498,1.81,3.133,3.58,2.686,3.133,3.58,2.686,3.3295,3.852,2.807,3.3295,3.852,2.807
2024-07-03T00:30:00Z,38.933,38.933,,81.467,81.467,,1015.862,1015.862,,,,,0.02,5.9,6.7,5.1,19.2,21.7,16.7,12,12.8,11,118.1,108.3,129.7,1279.7625,1444.289,1115.236,368.49199999999996,415.168,321.816,57.769000000000005,66.257,49.281,3.624,4.655,2.593,0.627,0.623,0.631,0.092,0.124,0.06,6.498,7.445,5.551,5.621499999999999,6.403,4.84,8.0745,9.207,6.942,9.305,10.691,7.919,8.619,9.803,7.435,9.714500000000001,11.137,8.292
2024-07-03T01:00:00Z,35.667,35.667,,84.733,84.733,,1015.689,1015.689,,,,,0.02,2.3,2.6,2.1,8.2,9.2,7.2,6.9,7.5,6.2,196.3,184.9,209.1,548.402,616.269,480.535,155.513,174.476,136.55,21.426499999999997,23.923,18.93,1.764,2.105,1.423,0.445,0.455,0.435,0.137,0.257,0.017,2.0389999999999997,2.384,1.694,2.0389999999999997,2.384,1.694,3.0300000000000002,3.57,2.49,3.0300000000000002,3.57,2.49,3.34,3.907,2.773,3.34,3.907,2.773
2024-07-03T01:30:00Z,34.933,34.933,,84.8,84.8,,1015.609,1015.609,,,,,0.02,2,2.2,1.7,7.2,8,6.4,6.2,6.7,5.7,209.1,199,220.3,480.5325,533.197,427.868,135.43,151.063,119.797,17.264,20.095,14.433,1.1665,1.508,0.825,0.264,0.335,0.193,0.0915,0.144,0.039,1.734,2.045,1.423,1.734,2.045,1.423,2.5355,2.981,2.09,2.5355,2.981,2.09,2.718,3.239,2.197,2.718,3.239,2.197
2024-07-03T02:00:00Z,38.867,38.867,,80.8,80.8,,1015.633,1015.633,,,,,0.021,2,2.3,1.8,7.2,8.1,6.3,6.2,6.8,5.6,209.2,197.8,222.1,480.095,540.075,420.115,135.7475,151.679,119.816,18.261499999999998,20.756,15.767,1.2525,1.75,0.755,0.301,0.393,0.209,0.05499999999999999,0.071,0.039,1.7445,2.066,1.423,1.7445,2.066,1.423,2.5869999999999997,3.061,2.113,2.5869999999999997,3.061,2.113,2.7765,3.315,2.238,2.7765,3.315,2.238
2024-07-03T02:30:00Z,40.867,40.867,,79,79,,1015.672,1015.672,,,,,0.025,2.1,2.4,1.9,7.8,8.7,6.9,6.6,7.1,6,201.4,191,213,520.3505,578.981,461.72,146.3675,161.357,131.378,18.6405,21.113,16.168,1.365,1.815,0.915,0.3685,0.495,0.242,0.10600000000000001,0.135,0.077,1.9260000000000002,2.237,1.615,1.9260000000000002,2.237,1.615,2.7995,3.231,2.368,2.7995,3.231,2.368,3.0535,3.58,2.527,3.0535,3.58,2.527
2024-07-03T03:00:00Z,41.267,41.267,,78.667,78.667,,1015.7,1015.7,,,,,0.025,2,2.3,1.8,7.2,8.2,6.2,6.3,6.9,5.6,208.6,196.1,222.9,482.97249999999997,549.283,416.662,134.3155,149.714,118.917,18.639,21.025,16.253,1.4315,1.609,1.254,0.402,0.437,0.367,0.0965,0.12,0.073,1.626,1.936,1.316,1.6255,1.936,1.315,2.519,2.955,2.083,2.519,2.955,2.083,2.77,3.239,2.301,2.77,3.239,2.301
2024-07-03T03:30:00Z,42.467,42.467,,77.2,77.2,,1015.779,1015.779,,,,,0.026,1.7,1.9,1.4,6.1,7.2,4.9,5.5,6.2,4.7,225.9,209.8,244.8,403.3965,477.397,329.396,109.3195,124.266,94.373,15.809999999999999,18.497,13.123,1.7235,2.047,1.4,0.5625,0.731,0.394,0.1895,0.273,0.106,1.2165,1.495,0.938,1.2165,1.495,0.938,2.034,2.439,1.629,2.034,2.439,1.629,2.3965,2.927,1.866,2.3965,2.927,1.866
2024-07-03T04:00:00Z,43.867,43.867,,75.933,75.933,,1015.935,1015.935,,,,,0.025,1.6,1.9,1.4,5.6,6.5,4.7,5.1,5.8,4.5,233.3,219,249.7,373.08050000000003,434.002,312.159,107.2895,124.93,89.649,15.957,18.405,13.509,1.4685,1.65,1.287,0.5775,0.72,0.435,0.1515,0.184,0.119,1.1520000000000001,1.477,0.827,1.1520000000000001,1.477,0.827,1.9035,2.331,1.476,1.9035,2.331,1.476,2.2885,2.817,1.76,2.2885,2.817,1.76
2024-07-03T04:30:00Z,44.533,44.533,,74.8,74.8,,1016.14,1016.14,,,,,0.028,1.6,1.8,1.3,5.6,6.4,4.8,5.1,5.7,4.6,233.3,220.9,247.3,372.9525,425.456,320.449,106.25899999999999,120.451,92.067,14.851,17.617,12.085,1.6235,1.991,1.256,0.555,0.663,0.447,0.17,0.201,0.139,1.1335,1.419,0.848,1.1335,1.419,0.848,1.843,2.298,1.388,1.843,2.298,1.388,2.2,2.725,1.675,2.2,2.725,1.675
