time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2024-07-03T00:00:00Z,31,31,31,83.467,83.467,83.467,1021.977,1021.977,1021.977,79.751,,79.751,0.01,2.6,2.8,2.4,9.8,10.1,9.5,7.8,7.9,7.6,179.6,176.7,182.7,650.6555,670.935,630.376,184.5095,189.011,180.008,21.598,24.427,18.769,1.6005,1.659,1.542,0.496,0.456,0.536,0.2565,0.287,0.226,2.8964999999999996,3.013,2.78,2.8964999999999996,3.013,2.78,3.7465,4.022,3.471,3.7465,4.022,3.471,4.1225,4.369,3.876,4.1225,4.369,3.876
2024-07-03T00:30:00Z,32.267,32.267,32.267,82.733,82.733,82.733,1021.856,1021.856,1021.856,76.799,,76.799,0.01,2.7,2.8,2.7,10.2,10.4,10,8,8.1,7.9,175,173.1,177.1,682.2004999999999,696.462,667.939,193.845,195.777,191.913,23.823,24.145,23.501,2.0055,1.837,2.174,0.6819999999999999,0.423,0.941,0.377,0.217,0.537,3.027,3.139,2.915,3.027,3.139,2.915,4.0125,4.19,3.835,4.0125,4.19,3.835,4.52,4.481,4.559,4.52,4.481,4.559
2024-07-03T01:00:00Z,31.867,31.867,31.867,82.733,82.733,82.733,1021.732,1021.732,1021.732,78.946,,78.946,0.01,2.5,2.7,2.4,9.6,9.9,9.2,7.6,7.8,7.4,181.5,177.9,185.3,637.9935,662.235,613.752,181.666,187.995,175.337,21.611,23.395,19.827,1.734,2.009,1.459,0.5805,0.537,0.624,0.2705,0.216,0.325,2.8145,3.012,2.617,2.8145,3.012,2.617,3.6574999999999998,3.991,3.324,3.657,3.99,3.324,4.083,4.355,3.811,4.08,4.349,3.811
2024-07-03T01:30:00Z,29.933,29.933,29.933,84.6,84.6,84.6,1021.686,1021.686,1021.686,79.628,,79.628,0.01,2.5,2.6,2.3,9.4,9.6,9.3,7.6,7.7,7.5,182.8,181.1,184.5,629.6424999999999,640.704,618.581,180.113,182.349,177.877,20.2085,21.775,18.642,1.4845000000000002,1.451,1.518,0.3915,0.27,0.513,0.201,0.143,0.259,2.8120000000000003,2.903,2.721,2.8120000000000003,2.903,2.721,3.6144999999999996,3.804,3.425,3.6144999999999996,3.804,3.425,3.9015,3.987,3.816,3.9015,3.987,3.816
2024-07-03T02:00:00Z,32.2,32.2,32.2,83.067,83.067,83.067,1021.655,1021.655,1021.655,82.687,,82.687,0.01,2.7,2.9,2.5,9.8,10.1,9.5,7.8,7.9,7.6,179.2,176.3,182.2,653.8054999999999,673.746,633.865,186.9765,192.381,181.572,23.9645,26.239,21.69,1.9575,1.885,2.03,0.5765,0.444,0.709,0.334,0.217,0.451,2.9290000000000003,3.015,2.843,2.9290000000000003,3.015,2.843,3.907,4.037,3.777,3.907,4.037,3.777,4.32,4.357,4.283,4.32,4.357,4.283
2024-07-03T02:30:00Z,32.867,32.867,32.867,82.133,82.133,82.133,1021.673,1021.673,1021.673,76.085,,76.085,0.01,3.4,3.5,3.2,11.8,12,11.6,8.8,8.9,8.7,161.4,160,162.8,787.1020000000001,798.97,775.234,225.871,226.645,225.097,31.3395,33.396,29.283,2.84,3.009,2.671,0.6930000000000001,0.589,0.797,0.348,0.251,0.445,3.716,3.791,3.641,3.716,3.791,3.641,5.057499999999999,5.236,4.879,5.057499999999999,5.236,4.879,5.6165,5.714,5.519,5.6165,5.714,5.519
2024-07-03T03:00:00Z,34.867,34.867,34.867,80.067,80.067,80.067,1021.737,1021.737,1021.737,74.578,,74.578,0.01,2.5,2.6,2.4,8.9,9,8.7,7.2,7.3,7.2,189.1,187.5,190.8,590.223,600.304,580.142,169.24099999999999,171.363,167.119,24.173000000000002,25.845,22.501,2.9885,3.283,2.694,0.8265,0.784,0.869,0.394,0.37,0.418,2.5614999999999997,2.695,2.428,2.5614999999999997,2.695,2.428,3.6864999999999997,3.945,3.428,3.6864999999999997,3.945,3.428,4.3,4.489,4.111,4.3,4.489,4.111
2024-07-03T03:30:00Z,37.133,37.133,37.133,77.4,77.4,77.4,1021.856,1021.856,1021.856,69.961,,69.961,0.01,2.2,2.3,2.2,8.3,8.4,8.2,6.9,7,6.9,195.6,194.6,196.6,552.1415,557.657,546.626,159.0135,159.934,158.093,21.8405,22.818,20.863,3.709,3.811,3.607,1.57,1.211,1.929,0.7825,0.581,0.984,2.2910000000000004,2.313,2.269,2.2910000000000004,2.313,2.269,3.3865,3.565,3.208,3.3865,3.565,3.208,4.468,4.384,4.552,4.468,4.384,4.552
2024-07-03T04:00:00Z,38.933,38.933,38.933,75.533,75.533,75.533,1021.985,1021.985,1021.985,68.423,,68.423,0.01,2.2,2.2,2.1,7.9,8.1,7.7,6.7,6.8,6.6,200.2,198.1,202.4,526.592,538.293,514.891,151.2965,154.258,148.335,21.594,22.067,21.121,3.3745,3.449,3.3,1.2005,1.034,1.367,0.6505000000000001,0.531,0.77,2.09,2.193,1.987,2.09,2.193,1.987,3.1975,3.315,3.08,3.1975,3.315,3.08,4.093999999999999,4.077,4.111,4.093999999999999,4.077,4.111
2024-07-03T04:30:00Z,39.933,39.933,39.933,74.067,74.067,74.067,1022.267,1022.267,1022.267,68.055,,68.055,0.01,2.4,2.5,2.3,9,9.4,8.5,7.3,7.5,7.1,188,183.7,192.5,596.8785,623.853,569.904,171.4895,178.052,164.927,23.116999999999997,24.421,21.813,3.7504999999999997,3.71,3.791,1.3535,1.049,1.658,0.5985,0.502,0.695,2.588,2.693,2.483,2.588,2.693,2.483,3.7424999999999997,3.951,3.534,3.7424999999999997,3.951,3.534,4.7285,4.73,4.727,4.7285,4.73,4.727
