time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2024-07-03T00:00:00Z,33.733,33.733,,83.533,83.533,,1020.111,1020.111,,,,,0.01,2.8,2.8,2.8,11.2,11.4,11.1,8.5,8.6,8.4,166,164.5,167.6,749.4359999999999,761.669,737.203,212.539,225.716,199.362,21.231,21.111,21.351,1.2445,1.722,0.767,0.3905,0.397,0.384,0.0435,0.055,0.032,3.2720000000000002,3.425,3.119,3.2720000000000002,3.425,3.119,4.1745,4.376,3.973,4.1745,4.376,3.973,4.491,4.737,4.245,4.491,4.737,4.245
2024-07-03T00:30:00Z,34.067,34.067,,83,83,,1019.912,1019.912,,,,,0.01,2.7,2.8,2.7,10.9,11,10.9,8.4,8.4,8.3,168.6,167.9,169.3,729.3789999999999,734.877,723.881,207.37900000000002,218.779,195.979,20.69,20.539,20.841,1.158,1.243,1.073,0.2475,0.186,0.309,0.0535,0,0.107,3.186,3.383,2.989,3.186,3.383,2.989,4.1665,4.312,4.021,4.1665,4.312,4.021,4.349,4.451,4.247,4.349,4.451,4.247
2024-07-03T01:00:00Z,33.667,33.667,,82.467,82.467,,1019.352,1019.352,,,,,0.01,2.7,2.7,2.6,10.4,10.6,10.3,8.1,8.2,8,173.2,171.7,174.7,695.5545,706.584,684.525,197.802,207.825,187.779,20.526,20.009,21.043,1.002,1.1,0.904,0.20950000000000002,0.185,0.234,0.047,0,0.094,3.0060000000000002,3.101,2.911,3.0060000000000002,3.101,2.911,3.841,3.907,3.775,3.841,3.907,3.775,4.0120000000000005,4.043,3.981,4.0120000000000005,4.043,3.981
2024-07-03T01:30:00Z,34.2,34.2,,82.133,82.133,,1019.696,1019.696,,,,,0.01,2.4,2.5,2.4,9.7,10,9.5,7.7,7.9,7.6,179.8,177.4,182.3,649.34,665.667,633.013,184.6905,196.771,172.61,18.380499999999998,17.865,18.896,1.115,1.156,1.074,0.23750000000000002,0.281,0.194,0.052,0.061,0.043,2.7355,2.921,2.55,2.7355,2.921,2.55,3.5845000000000002,3.74,3.429,3.5845000000000002,3.74,3.429,3.7615,3.975,3.548,3.7615,3.975,3.548
2024-07-03T02:00:00Z,35.133,35.133,,81.4,81.4,,1019.717,1019.717,,,,,0.01,2.4,2.4,2.3,9.7,9.9,9.5,7.7,7.8,7.6,180.4,178.3,182.5,645.5785,659.622,631.535,182.83499999999998,195.035,170.635,17.789,17.894,17.684,1.131,1.137,1.125,0.328,0.253,0.403,0.07050000000000001,0.044,0.097,2.673,2.871,2.475,2.673,2.871,2.475,3.4945,3.661,3.328,3.4945,3.661,3.328,3.737,3.87,3.604,3.737,3.87,3.604
2024-07-03T02:30:00Z,35.867,35.867,,80.133,80.133,,1019.785,1019.785,,,,,0.01,2.3,2.3,2.2,9.3,9.3,9.2,7.5,7.5,7.4,184.8,183.9,185.7,617.014,622.755,611.273,173.7505,184.138,163.363,17.432000000000002,17.129,17.735,1.081,1.05,1.112,0.281,0.259,0.303,0.057999999999999996,0.011,0.105,2.5060000000000002,2.671,2.341,2.5060000000000002,2.671,2.341,3.308,3.411,3.205,3.308,3.411,3.205,3.5015,3.57,3.433,3.5015,3.57,3.433
2024-07-03T03:00:00Z,37.667,37.667,,77.667,77.667,,1019.833,1019.833,,,,,0.01,2,2.1,2,7.8,8.1,7.5,6.6,6.8,6.4,201.5,197.3,205.8,519.8290000000001,542.599,497.059,149.08100000000002,160.302,137.86,16.53,16.407,16.653,1.2095,1.091,1.328,0.39849999999999997,0.319,0.478,0.0595,0.012,0.107,2.0355,2.201,1.87,2.0355,2.201,1.87,2.7755,2.898,2.653,2.7755,2.898,2.653,3.0665,3.159,2.974,3.0665,3.159,2.974
2024-07-03T03:30:00Z,39.467,39.467,,75.6,75.6,,1020.027,1020.027,,,,,0.01,2,2.1,1.9,7.6,8.1,7.1,6.5,6.8,6.2,204.1,198.3,210.2,505.91499999999996,536.837,474.993,144.62,159.273,129.967,16.025,16.013,16.037,1.2585,1.24,1.277,0.38,0.241,0.519,0.0415,0.027,0.056,1.9605000000000001,2.237,1.684,1.9605000000000001,2.237,1.684,2.724,3.019,2.429,2.724,3.019,2.429,3.008,3.213,2.803,3.008,3.213,2.803
2024-07-03T04:00:00Z,40.533,40.533,,73.8,73.8,,1020.207,1020.207,,,,,0.01,1.9,2,1.8,7.5,7.8,7.1,6.4,6.6,6.2,205.7,200.9,210.7,498.0075,523.116,472.899,141.845,155.237,128.453,15.505500000000001,15.941,15.07,1.0865,1.165,1.008,0.35750000000000004,0.333,0.382,0.08,0.045,0.115,1.8785,2.107,1.65,1.8785,2.107,1.65,2.609,2.843,2.375,2.609,2.843,2.375,2.878,3.125,2.631,2.878,3.125,2.631
2024-07-03T04:30:00Z,41.6,41.6,,72.667,72.667,,1020.469,1020.469,,,,,0.01,1.7,1.9,1.6,7.1,7.5,6.6,6.1,6.4,5.9,211.2,205.5,217.3,470.375,499.021,441.729,133.5335,147.588,119.479,13.651499999999999,14.149,13.154,1.3295,1.246,1.413,0.35650000000000004,0.26,0.453,0.065,0.047,0.083,1.7165,1.988,1.445,1.7165,1.988,1.445,2.407,2.693,2.121,2.407,2.693,2.121,2.668,2.907,2.429,2.668,2.907,2.429
