time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2024-07-03T00:00:00Z,22.733,22.733,22.733,88,88,88,1008.851,1008.851,1008.851,85.545,,85.545,0.02,1.9,1.9,1.9,7.8,8.2,7.4,6.6,6.9,6.3,201.4,196.3,206.8,520.136,548.339,491.933,148.262,157.805,138.719,13.6475,11.867,15.428,0.733,0.722,0.744,0.442,0.423,0.461,0.2465,0.312,0.181,2.082,2.308,1.856,2.082,2.308,1.856,2.605,2.817,2.393,2.605,2.817,2.393,2.9050000000000002,3.149,2.661,2.9050000000000002,3.149,2.661
2024-07-03T00:30:00Z,22.333,22.333,22.333,87.667,87.667,87.667,1008.733,1008.733,1008.733,131.076,,131.076,0.02,1.6,1.7,1.6,6.6,7.1,6.2,5.9,6.2,5.5,217,210.2,224.3,442.709,475.043,410.375,126.856,137.38,116.332,11.849499999999999,11.308,12.391,0.44999999999999996,0.417,0.483,0.2365,0.216,0.257,0.1295,0.145,0.114,1.5710000000000002,1.893,1.249,1.5710000000000002,1.893,1.249,1.988,2.313,1.663,1.988,2.313,1.663,2.177,2.484,1.87,2.177,2.484,1.87
2024-07-03T01:00:00Z,22.333,22.333,22.333,87,87,87,1008.619,1008.619,1008.619,140.443,,140.443,0.02,1.3,1.4,1.3,5.5,6,4.9,5.1,5.5,4.6,235.2,226,245.2,365.544,403.039,328.049,104.4545,116.924,91.985,9.472999999999999,9.077,9.869,0.387,0.467,0.307,0.121,0.194,0.048,0.0675,0.135,0,1.1835,1.478,0.889,1.1835,1.478,0.889,1.572,1.847,1.297,1.572,1.847,1.297,1.6615000000000002,1.989,1.334,1.6615000000000002,1.989,1.334
2024-07-03T01:30:00Z,22.133,22.133,22.133,87,87,87,1008.552,1008.552,1008.552,134.225,,134.225,0.02,1.1,1.1,1.1,4.6,5.1,4.2,4.4,4.8,4,251,242.4,260.3,307.63750000000005,338.446,276.829,87.5435,96.665,78.422,7.7585,6.936,8.581,0.2865,0.3,0.273,0.127,0.175,0.079,0.06,0.087,0.033,0.851,1.053,0.649,0.85,1.053,0.647,1.116,1.325,0.907,1.116,1.325,0.907,1.2085,1.452,0.965,1.2085,1.452,0.965
2024-07-03T02:00:00Z,22.133,22.133,22.133,87,87,87,1008.517,1008.517,1008.517,124.782,,124.782,0.02,1,1.1,1,4.3,4.7,3.9,4.1,4.5,3.8,257.8,249.6,266.6,284.8465,312.586,257.107,80.476,89.325,71.627,7.292,6.654,7.93,0.3325,0.309,0.356,0.1065,0.144,0.069,0.0545,0.109,0,0.6985,0.922,0.475,0.6985,0.922,0.475,0.9475,1.163,0.732,0.9475,1.163,0.732,1.033,1.279,0.787,1.033,1.279,0.787
2024-07-03T02:30:00Z,22.467,22.467,22.467,87,87,87,1008.499,1008.499,1008.499,116.355,,116.355,0.02,1,1,1,4,4.1,3.8,3.9,4,3.8,264.5,261.1,268,263.45399999999995,274.131,252.777,74.61099999999999,78.997,70.225,7.4405,6.976,7.905,0.185,0.223,0.147,0.061000000000000006,0.101,0.021,0.0345,0.069,0,0.6025,0.729,0.476,0.6025,0.729,0.476,0.87,0.975,0.765,0.87,0.975,0.765,0.9255,1.067,0.784,0.9255,1.067,0.784
2024-07-03T03:00:00Z,22.8,22.8,22.8,87,87,87,1008.499,1008.499,1008.499,92.645,,92.645,0.02,1.3,1.2,1.3,5,5.2,4.8,4.7,4.9,4.5,244.1,239.9,248.3,332.2305,347.468,316.993,94.435,99.247,89.623,9.768,8.744,10.792,0.593,0.821,0.365,0.403,0.624,0.182,0.3245,0.553,0.096,0.989,1.089,0.889,0.989,1.089,0.889,1.314,1.412,1.216,1.314,1.412,1.216,1.6219999999999999,1.886,1.358,1.6219999999999999,1.886,1.358
2024-07-03T03:30:00Z,23.133,23.133,23.133,86.4,86.4,86.4,1008.575,1008.575,1008.575,87.463,,87.463,0.02,1.3,1.3,1.2,5,5.4,4.7,4.7,5,4.5,243,236.4,249.9,336.2285,360.851,311.606,94.77850000000001,102.531,87.026,10.053999999999998,9.767,10.341,0.9769999999999999,1.007,0.947,0.591,0.719,0.463,0.4265,0.622,0.231,0.9259999999999999,1.113,0.739,0.9259999999999999,1.113,0.739,1.335,1.54,1.13,1.335,1.54,1.13,1.7750000000000001,2.059,1.491,1.7750000000000001,2.059,1.491
2024-07-03T04:00:00Z,23.733,23.733,23.733,86.2,86.2,86.2,1008.637,1008.637,1008.637,91.905,,91.905,0.02,1.2,1.1,1.2,4.6,4.8,4.4,4.4,4.5,4.2,251.6,247.5,256,305.466,319.973,290.959,86.96449999999999,92.356,81.573,9.597999999999999,8.503,10.693,0.9405000000000001,1.072,0.809,0.5245,0.772,0.277,0.4155,0.652,0.179,0.783,0.928,0.638,0.783,0.928,0.638,1.1989999999999998,1.307,1.091,1.1989999999999998,1.307,1.091,1.609,1.913,1.305,1.609,1.913,1.305
2024-07-03T04:30:00Z,24,24,24,86,86,86,1008.831,1008.831,1008.831,93.915,,93.915,0.02,1,1,1,4,4.4,3.7,3.9,4.2,3.6,263,255.6,270.7,268.3745,292.037,244.712,77.15100000000001,84.751,69.551,7.826499999999999,7.547,8.106,0.646,0.662,0.63,0.3265,0.413,0.24,0.185,0.285,0.085,0.652,0.865,0.439,0.6495,0.86,0.439,0.935,1.119,0.751,0.935,1.119,0.751,1.155,1.433,0.877,1.155,1.433,0.877
2024-07-03T05:00:00Z,23.2,23.2,23.2,86,86,86,1008.996,1008.996,1008.996,106.001,,106.001,0.02,0.8,0.8,0.8,3.3,3.6,3.1,3.4,3.6,3.1,278.8,272.5,285.3,221.649,239.497,203.801,63.2805,68.751,57.81,6.0885,5.473,6.704,0.455,0.51,0.4,0.2505,0.346,0.155,0.16799999999999998,0.239,0.097,0.327,0.429,0.225,0.326,0.427,0.225,0.5965,0.747,0.446,0.5965,0.747,0.446,0.7954999999999999,1.001,0.59,0.7954999999999999,1.001,0.59
2024-07-03T05:30:00Z,23.533,23.533,23.533,86,86,86,1009.101,1009.101,1009.101,114.116,,114.116,0.02,0.7,0.7,0.7,2.8,3,2.6,2.9,3.1,2.7,291.4,286.6,296.3,188.0495,200.5,175.599,52.6115,56.094,49.129,5.462,5.419,5.505,0.4945,0.591,0.398,0.315,0.468,0.162,0.2505,0.397,0.104,0.09999999999999999,0.141,0.059,0.09999999999999999,0.141,0.059,0.3585,0.411,0.306,0.3585,0.411,0.306,0.594,0.776,0.412,0.594,0.776,0.412
2024-07-03T06:00:00Z,24,24,24,86,86,86,1009.42,1009.42,1009.42,120.965,,120.965,0.02,0.6,0.6,0.6,2.5,2.6,2.3,2.6,2.8,2.4,300.6,295.9,305.5,165.2055,176.642,153.769,46.525999999999996,50.147,42.905,4.3855,3.849,4.922,0.275,0.227,0.323,0.1755,0.17,0.181,0.09,0.085,0.095,0.064,0.093,0.035,0.064,0.093,0.035,0.206,0.239,0.173,0.206,0.239,0.173,0.313,0.325,0.301,0.313,0.325,0.301
2024-07-03T06:30:00Z,24,24,24,86,86,86,1009.664,1009.664,1009.664,123.455,,123.455,0.02,0.6,0.6,0.6,2.3,2.5,2.1,2.5,2.6,2.3,304.9,299.4,310.5,155.14600000000002,168.054,142.238,43.942,47.691,40.193,4.6575,4.56,4.755,0.3115,0.281,0.342,0.1615,0.166,0.157,0.09,0.137,0.043,0.033,0.043,0.023,0.033,0.043,0.023,0.193,0.259,0.127,0.193,0.259,0.127,0.3065,0.394,0.219,0.3065,0.394,0.219
