Data Format: ,,,,,,,,
"  dateTimeDelimiter: "" """,,,,,,,,
"  decimalSeparator: "".""",,,,,,,,
"  dataDelimiter: ""","
  dateFormat: MM/dd/yy
  timeFormat: HH:mm:ss
  gmtOffset: 0
  daylightSavings: false

Logger Info: 
 - &1
    launchDescription: 21302946""",,,,,,,
    model: MX2201,,,,,,,,
    vendor: Onset Computer Corporation,,,,,,,,
    serialNumber: 21302946,,,,,,,,
    memorySize: 176128,,,,,,,,
    firmwareVersion: 1.0,,,,,,,,
    firmwareVersionRaw: 0,,,,,,,,
    deploymentNumber: 1,,,,,,,,
 - &2,,,,,,,,
"    launchDescription: ""21302959""",,,,,,,,
    model: MX2201,,,,,,,,
    vendor: Onset Computer Corporation,,,,,,,,
    serialNumber: 21302959,,,,,,,,
    memorySize: 176128,,,,,,,,
    firmwareVersion: 1.0,,,,,,,,
    firmwareVersionRaw: 0,,,,,,,,
    deploymentNumber: 1,,,,,,,,
 - &3,,,,,,,,
"    launchDescription: ""21302964""",,,,,,,,
    model: MX2201,,,,,,,,
    vendor: Onset Computer Corporation,,,,,,,,
    serialNumber: 21302964,,,,,,,,
    memorySize: 176128,,,,,,,,
    firmwareVersion: 1.0,,,,,,,,
    firmwareVersionRaw: 0,,,,,,,,
    deploymentNumber: 4,,,,,,,,
 - &4,,,,,,,,
"    launchDescription: ""21302964""",,,,,,,,
    model: MX2201,,,,,,,,
    vendor: Onset Computer Corporation,,,,,,,,
    serialNumber: 21302964,,,,,,,,
    memorySize: 176128,,,,,,,,
    firmwareVersion: 1.0,,,,,,,,
    firmwareVersionRaw: 0,,,,,,,,
    deploymentNumber: 3,,,,,,,,
 - &5,,,,,,,,
"    launchDescription: ""21302964""",,,,,,,,
    model: MX2201,,,,,,,,
    vendor: Onset Computer Corporation,,,,,,,,
    serialNumber: 21302964,,,,,,,,
    memorySize: 176128,,,,,,,,
    firmwareVersion: 1.0,,,,,,,,
    firmwareVersionRaw: 0,,,,,,,,
    deploymentNumber: 1,,,,,,,,
 - &6,,,,,,,,
"    launchDescription: ""21302967""",,,,,,,,
    model: MX2201,,,,,,,,
    vendor: Onset Computer Corporation,,,,,,,,
    serialNumber: 21302967,,,,,,,,
    memorySize: 176128,,,,,,,,
    firmwareVersion: 1.0,,,,,,,,
    firmwareVersionRaw: 0,,,,,,,,
    deploymentNumber: 4,,,,,,,,
