time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-07-03T00:00:00Z,48.033,48.033,,78,78,,1015.913,1015.913,,3.9535,3.495,4.412
2024-07-03T01:00:00Z,47.1,47.1,,78.133,78.133,,1015.662,1015.662,,3.5495,3.087,4.012
2024-07-03T02:00:00Z,46.9,46.9,,77.7,77.7,,1015.603,1015.603,,3.2405,2.913,3.568
2024-07-03T03:00:00Z,47.067,47.067,,76.534,76.534,,1015.643,1015.643,,2.857,2.494,3.22
2024-07-03T04:00:00Z,48.233,48.233,,74.067,74.067,,1015.951,1015.951,,2.4245,2.077,2.772
2024-07-03T05:00:00Z,50.267,50.267,,71.466,71.466,,1016.388,1016.388,,2.5555,2.316,2.795
2024-07-03T06:00:00Z,53,53,,68.7,68.7,,1016.943,1016.943,,2.4349999999999996,2.207,2.663
2024-07-03T07:00:00Z,55.034,55.034,,67.067,67.067,,1017.661,1017.661,,2.683,2.467,2.899
2024-07-03T08:00:00Z,56.633,56.633,,65.966,65.966,,1018.168,1018.168,,2.787,2.635,2.939
2024-07-03T09:00:00Z,57,57,,66,66,,1018.293,1018.293,,3.3280000000000003,3.047,3.609
2024-07-03T10:00:00Z,57.567,57.567,,65.034,65.034,,1018.415,1018.415,,4.411,3.953,4.869
2024-07-03T11:00:00Z,57.867,57.867,,64.966,64.966,,1018.393,1018.393,,3.79,3.476,4.104
2024-07-03T12:00:00Z,58.4,58.4,,64.133,64.133,,1018.765,1018.765,,4.3815,3.983,4.78
2024-07-03T13:00:00Z,58.834,58.834,,64.5,64.5,,1018.982,1018.982,,4.8385,4.418,5.259
2024-07-03T14:00:00Z,59.966,59.966,,65,65,,1019.219,1019.219,,5.0255,4.663,5.388
2024-07-03T15:00:00Z,58.034,58.034,,66.434,66.434,,1019.333,1019.333,,4.903499999999999,4.544,5.263
2024-07-03T16:00:00Z,53.4,53.4,,69.7,69.7,,1019.35,1019.35,,4.809,4.312,5.306
2024-07-03T17:00:00Z,48.8,48.8,,73.933,73.933,,1019.416,1019.416,,5.1985,4.816,5.581
2024-07-03T18:00:00Z,44.1,44.1,,78.4,78.4,,1019.166,1019.166,,6.109999999999999,5.473,6.747
2024-07-03T19:00:00Z,43.334,43.334,,77.7,77.7,,1018.848,1018.848,,8.5775,7.87,9.285
2024-07-03T20:00:00Z,42.833,42.833,,80.7,80.7,,1018.401,1018.401,,7.109999999999999,6.494,7.726
2024-07-03T21:00:00Z,40.5,40.5,,82.133,82.133,,1017.933,1017.933,,5.8925,5.514,6.271
2024-07-03T22:00:00Z,37.834,37.834,,83,83,,1017.613,1017.613,,4.1739999999999995,3.905,4.443
2024-07-03T23:00:00Z,36.5,36.5,,83.1,83.1,,1017.231,1017.231,,3.3165,3.098,3.535
2024-07-04T00:00:00Z,36.111,36.111,,83,83,,1016.839,1016.839,,3.573,3.3,3.846
2024-07-04T01:00:00Z,39.133,39.133,,82.7,82.7,,1016.42,1016.42,,4.5355,4.185,4.886
2024-07-04T02:00:00Z,39.367,39.367,,81.767,81.767,,1016.204,1016.204,,4.33,3.95,4.71
2024-07-04T03:00:00Z,40.934,40.934,,80.2,80.2,,1016.139,1016.139,,4.8235,4.447,5.2
2024-07-04T04:00:00Z,44.466,44.466,,76.534,76.534,,1016.426,1016.426,,6.8454999999999995,6.316,7.375
2024-07-04T05:00:00Z,46.7,46.7,,74.434,74.434,,1016.692,1016.692,,7.8575,7.254,8.461
