time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-07-03T00:00:00Z,40.767,40.767,,75.633,75.633,,1011.098,1011.098,,4.3015,4.414,4.189
2024-07-03T01:00:00Z,41.2,41.2,,75.867,75.867,,1010.893,1010.893,,3.732,3.744,3.72
2024-07-03T02:00:00Z,41.933,41.933,,75.034,75.034,,1010.814,1010.814,,3.7465,3.6,3.893
2024-07-03T03:00:00Z,44.033,44.033,,72.167,72.167,,1011.008,1011.008,,3.172,3.152,3.192
2024-07-03T04:00:00Z,48.4,48.4,,68.167,68.167,,1011.327,1011.327,,2.848,2.706,2.99
2024-07-03T05:00:00Z,51.3,51.3,,65.733,65.733,,1011.603,1011.603,,2.825,2.748,2.902
2024-07-03T06:00:00Z,54.5,54.5,,63.266,63.266,,1012.043,1012.043,,2.9105,2.861,2.96
2024-07-03T07:00:00Z,57.5,57.5,,61.5,61.5,,1012.676,1012.676,,3.026,3.007,3.045
2024-07-03T08:00:00Z,58.166,58.166,,61,61,,1013.264,1013.264,,3.0745,3.034,3.115
2024-07-03T09:00:00Z,58.966,58.966,,60.7,60.7,,1013.327,1013.327,,4.16,4.117,4.203
2024-07-03T10:00:00Z,59.8,59.8,,60,60,,1013.409,1013.409,,4.2625,4.184,4.341
2024-07-03T11:00:00Z,60.434,60.434,,59.066,59.066,,1013.411,1013.411,,4.592499999999999,4.587,4.598
2024-07-03T12:00:00Z,61.666,61.666,,58,58,,1013.782,1013.782,,4.352,4.347,4.357
2024-07-03T13:00:00Z,62.267,62.267,,58.166,58.166,,1014.022,1014.022,,5.752000000000001,5.671,5.833
2024-07-03T14:00:00Z,60.5,60.5,,60.534,60.534,,1014.241,1014.241,,5.003,5.046,4.96
2024-07-03T15:00:00Z,55.733,55.733,,63.666,63.666,,1014.37,1014.37,,4.688,4.693,4.683
2024-07-03T16:00:00Z,53.533,53.533,,65.367,65.367,,1014.441,1014.441,,4.833,4.796,4.87
2024-07-03T17:00:00Z,51.133,51.133,,67.1,67.1,,1014.598,1014.598,,5.109999999999999,5.042,5.178
2024-07-03T18:00:00Z,44.4,44.4,,72.666,72.666,,1014.272,1014.272,,5.4505,5.415,5.486
2024-07-03T19:00:00Z,38.8,38.8,,77.933,77.933,,1013.891,1013.891,,5.9305,5.925,5.936
2024-07-03T20:00:00Z,33.9,33.9,,82.7,82.7,,1013.481,1013.481,,5.734,5.745,5.723
2024-07-03T21:00:00Z,32.633,32.633,,83.267,83.267,,1013.099,1013.099,,5.3405000000000005,5.417,5.264
2024-07-03T22:00:00Z,31.467,31.467,,83.2,83.2,,1012.805,1012.805,,4.5525,4.668,4.437
2024-07-03T23:00:00Z,31.834,31.834,,81.1,81.1,,1012.385,1012.385,,3.894,3.952,3.836
2024-07-04T00:00:00Z,29.933,29.933,,81,81,,1011.978,1011.978,,3.6195,3.702,3.537
2024-07-04T01:00:00Z,33.034,33.034,,81,81,,1011.6,1011.6,,4.7755,4.691,4.86
2024-07-04T02:00:00Z,35.966,35.966,,79.933,79.933,,1011.46,1011.46,,5.5445,5.652,5.437
2024-07-04T03:00:00Z,37.233,37.233,,78.033,78.033,,1011.354,1011.354,,5.641,5.701,5.581
2024-07-04T04:00:00Z,40.867,40.867,,75.567,75.567,,1011.626,1011.626,,6.8855,6.882,6.889
2024-07-04T05:00:00Z,45.166,45.166,,72.9,72.9,,1011.851,1011.851,,8.054,8.01,8.098
2024-07-04T06:00:00Z,47.933,47.933,,70.7,70.7,,1011.951,1011.951,,8.638,8.558,8.718
2024-07-04T07:00:00Z,48.633,48.633,,69.2,69.2,,1012.24,1012.24,,6.343500000000001,6.264,6.423
2024-07-04T08:00:00Z,49.966,49.966,,68.033,68.033,,1012.491,1012.491,,7.785,7.722,7.848
2024-07-04T09:00:00Z,53.033,53.033,,66.466,66.466,,1012.603,1012.603,,8.229,8.146,8.312
2024-07-04T10:00:00Z,55.267,55.267,,64.966,64.966,,1012.708,1012.708,,9.4185,9.36,9.477
2024-07-04T11:00:00Z,57.266,57.266,,64,64,,1012.676,1012.676,,9.426,9.317,9.535
2024-07-04T12:00:00Z,58.3,58.3,,63.8,63.8,,1013.007,1013.007,,9.6035,9.593,9.614
2024-07-04T13:00:00Z,59.034,59.034,,64.767,64.767,,1013.188,1013.188,,8.339500000000001,8.319,8.36
2024-07-04T14:00:00Z,53.934,53.934,,67.767,67.767,,1013.209,1013.209,,6.587999999999999,6.754,6.422
2024-07-04T15:00:00Z,48.834,48.834,,70.4,70.4,,1013.303,1013.303,,5.3845,5.426,5.343
2024-07-04T16:00:00Z,43.867,43.867,,73.733,73.733,,1013.161,1013.161,,4.9605,5.036,4.885
2024-07-04T17:00:00Z,38.867,38.867,,77.666,77.666,,1012.99,1012.99,,4.6865,4.669,4.704
2024-07-04T18:00:00Z,34.233,34.233,,81.367,81.367,,1012.651,1012.651,,4.204000000000001,4.4,4.008
2024-07-04T19:00:00Z,29.666,29.666,,85.1,85.1,,1012.263,1012.263,,3.4455,3.647,3.244
2024-07-04T20:00:00Z,25.2,25.2,,89.767,89.767,,1011.936,1011.936,,2.9435000000000002,3.034,2.853
2024-07-04T21:00:00Z,23.2,23.2,,92.9,92.9,,1011.447,1011.447,,2.7365,2.699,2.774
2024-07-04T22:00:00Z,22.866,22.866,,93.6,93.6,,1010.964,1010.964,,3.0404999999999998,2.996,3.085
2024-07-04T23:00:00Z,25.6,25.6,,88.567,88.567,,1010.489,1010.489,,3.904,3.865,3.943
