time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-07-03T00:00:00Z,32.933,32.933,,82.133,82.133,,1009.112,1009.112,,4.7425,4.935,4.55
2024-07-03T01:00:00Z,35.234,35.234,,79.7,79.7,,1008.891,1008.891,,4.4375,4.631,4.244
2024-07-03T02:00:00Z,36.6,36.6,,77.767,77.767,,1008.828,1008.828,,3.982,4.157,3.807
2024-07-03T03:00:00Z,40.667,40.667,,73.9,73.9,,1009.041,1009.041,,3.435,3.686,3.184
2024-07-03T04:00:00Z,45.5,45.5,,70.466,70.466,,1009.284,1009.284,,9.7615,15.892,3.631
2024-07-03T05:00:00Z,47.133,47.133,,68.117,68.117,,1009.681,1009.681,,16.1915,29.055,3.328
2024-07-03T06:00:00Z,48.975,48.975,,65.5,65.5,,1010.205,1010.205,,99.56899999999999,194.992,4.146
2024-07-03T07:00:00Z,51.867,51.867,,63.367,63.367,,1010.827,1010.827,,1490.5104999999999,2975.359,5.662
2024-07-03T08:00:00Z,53.867,53.867,,62.3,62.3,,1011.382,1011.382,,2472.128,4940.259,3.997
2024-07-03T09:00:00Z,55.2,55.2,,61,61,,1011.522,1011.522,,2327.701,4649.432,5.97
2024-07-03T10:00:00Z,56.034,56.034,,59.534,59.534,,1011.496,1011.496,,901.1435,1797.436,4.851
2024-07-03T11:00:00Z,57.233,57.233,,58.8,58.8,,1011.555,1011.555,,207.719,407.235,8.203
2024-07-03T12:00:00Z,58.8,58.8,,59.367,59.367,,1011.852,1011.852,,9.8905,12.729,7.052
2024-07-03T13:00:00Z,58.2,58.2,,60.733,60.733,,1012.045,1012.045,,5.9825,7.748,4.217
2024-07-03T14:00:00Z,56.6,56.6,,62,62,,1012.307,1012.307,,27.237000000000002,50.493,3.981
2024-07-03T15:00:00Z,55.133,55.133,,63.633,63.633,,1012.488,1012.488,,335.5225,666.636,4.409
2024-07-03T16:00:00Z,53.2,53.2,,65.067,65.067,,1012.606,1012.606,,4.864,4.595,5.133
2024-07-03T17:00:00Z,51.5,51.5,,66.633,66.633,,1012.724,1012.724,,5.537,5.449,5.625
2024-07-03T18:00:00Z,49.8,49.8,,68.966,68.966,,1012.57,1012.57,,165.966,325.476,6.456
2024-07-03T19:00:00Z,40.666,40.666,,77.467,77.467,,1012.091,1012.091,,451.877,897.356,6.398
2024-07-03T20:00:00Z,29.666,29.666,,88.2,88.2,,1011.617,1011.617,,6.185499999999999,6.028,6.343
2024-07-03T21:00:00Z,25.7,25.7,,92.067,92.067,,1011.057,1011.057,,6.115,6.063,6.167
2024-07-03T22:00:00Z,23.434,23.434,,93.7,93.7,,1010.726,1010.726,,6.15,6.071,6.229
2024-07-03T23:00:00Z,23.6,23.6,,92.034,92.034,,1010.448,1010.448,,5.3575,5.354,5.361
2024-07-04T00:00:00Z,24.467,24.467,,88.3,88.3,,1010.184,1010.184,,3.906,3.954,3.858
2024-07-04T01:00:00Z,26.7,26.7,,85.633,85.633,,1009.765,1009.765,,3.815,3.843,3.787
2024-07-04T02:00:00Z,35.667,35.667,,81,81,,1009.538,1009.538,,6.173500000000001,6.237,6.11
2024-07-04T03:00:00Z,38.367,38.367,,77.533,77.533,,1009.466,1009.466,,8.849,8.922,8.776
2024-07-04T04:00:00Z,44.033,44.033,,73.834,73.834,,1009.806,1009.806,,7.5969999999999995,7.614,7.58
2024-07-04T05:00:00Z,47.433,47.433,,70.466,70.466,,1010.1,1010.1,,16.3285,16.313,16.344
2024-07-04T06:00:00Z,50.534,50.534,,67.767,67.767,,1010.22,1010.22,,25.543,25.206,25.88
2024-07-04T07:00:00Z,53.767,53.767,,66,66,,1010.549,1010.549,,34.6985,33.624,35.773
2024-07-04T08:00:00Z,54.633,54.633,,64.767,64.767,,1010.686,1010.686,,42.6875,41.302,44.073
2024-07-04T09:00:00Z,55.334,55.334,,63.3,63.3,,1010.841,1010.841,,73.12,69.29,76.95
2024-07-04T10:00:00Z,56.867,56.867,,62.233,62.233,,1010.806,1010.806,,30.524,29.81,31.238
2024-07-04T11:00:00Z,59.233,59.233,,61.1,61.1,,1010.892,1010.892,,19.2805,19.139,19.422
2024-07-04T12:00:00Z,59.133,59.133,,59.967,59.967,,1011.199,1011.199,,41.0205,38.792,43.249
2024-07-04T13:00:00Z,60.567,60.567,,59.867,59.867,,1011.389,1011.389,,24.826,24.005,25.647
2024-07-04T14:00:00Z,61.934,61.934,,62.7,62.7,,1011.398,1011.398,,11.824,11.624,12.024
2024-07-04T15:00:00Z,57.566,57.566,,65.867,65.867,,1011.433,1011.433,,9.8535,9.695,10.012
2024-07-04T16:00:00Z,50.867,50.867,,71.334,71.334,,1011.252,1011.252,,9.816,9.688,9.944
2024-07-04T17:00:00Z,37.133,37.133,,82.434,82.434,,1010.991,1010.991,,7.522,7.559,7.485
2024-07-04T18:00:00Z,28.2,28.2,,89.5,89.5,,1010.62,1010.62,,5.2165,5.186,5.247
2024-07-04T19:00:00Z,24,24,,94.2,94.2,,1010.261,1010.261,,4.4945,4.627,4.362
2024-07-04T20:00:00Z,21.966,21.966,,96.867,96.867,,1009.899,1009.899,,4.621,4.627,4.615
2024-07-04T21:00:00Z,19.967,19.967,,99.267,99.267,,1009.595,1009.595,,4.055,4.106,4.004
2024-07-04T22:00:00Z,18.067,18.067,,100.767,100.767,,1009.024,1009.024,,3.7965,3.904,3.689
2024-07-04T23:00:00Z,19.966,19.966,,98,98,,1008.619,1008.619,,4.1235,4.325,3.922
