time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-07-03T00:00:00Z,24.8,24.8,24.8,92.4,92.4,92.4,1013.624,1013.624,1013.624,2.659,2.373,2.945
2024-07-03T01:00:00Z,28.134,28.134,28.134,88.034,88.034,88.034,1013.437,1013.437,1013.437,2.7355,2.795,2.676
2024-07-03T02:00:00Z,35.7,35.7,35.7,80.466,80.466,80.466,1013.48,1013.48,1013.48,2.9255,2.971,2.88
2024-07-03T03:00:00Z,40.067,40.067,40.067,75.4,75.4,75.4,1013.688,1013.688,1013.688,2.9684999999999997,3.056,2.881
2024-07-03T04:00:00Z,43.567,43.567,43.567,72.2,72.2,72.2,1014.039,1014.039,1014.039,2.626,2.71,2.542
2024-07-03T05:00:00Z,46.133,46.133,46.133,69.267,69.267,69.267,1014.377,1014.377,1014.377,3.0540000000000003,3.201,2.907
2024-07-03T06:00:00Z,47.867,47.867,47.867,67.933,67.933,67.933,1014.813,1014.813,1014.813,2.6014999999999997,2.714,2.489
2024-07-03T07:00:00Z,49.733,49.733,49.733,66.5,66.5,66.5,1015.377,1015.377,1015.377,3.089,3.242,2.936
2024-07-03T08:00:00Z,51.4,51.4,51.4,65.233,65.233,65.233,1016.01,1016.01,1016.01,3.182,3.38,2.984
2024-07-03T09:00:00Z,52.367,52.367,52.367,64.467,64.467,64.467,1016.092,1016.092,1016.092,3.3015,3.462,3.141
2024-07-03T10:00:00Z,52.9,52.9,52.9,64.066,64.066,64.066,1016.114,1016.114,1016.114,3.0595,3.231,2.888
2024-07-03T11:00:00Z,52.034,52.034,52.034,64.4,64.4,64.4,1016.14,1016.14,1016.14,3.4139999999999997,3.532,3.296
2024-07-03T12:00:00Z,52.867,52.867,52.867,63.834,63.834,63.834,1016.499,1016.499,1016.499,3.9195,4.126,3.713
2024-07-03T13:00:00Z,53.033,53.033,53.033,63.534,63.534,63.534,1016.749,1016.749,1016.749,4.1825,4.402,3.963
2024-07-03T14:00:00Z,50.8,50.8,50.8,66.2,66.2,66.2,1017.008,1017.008,1017.008,3.8915,4.009,3.774
2024-07-03T15:00:00Z,47.1,47.1,47.1,69.133,69.133,69.133,1017.146,1017.146,1017.146,3.999,4.133,3.865
2024-07-03T16:00:00Z,44,44,44,71.633,71.633,71.633,1017.263,1017.263,1017.263,4.4535,4.52,4.387
2024-07-03T17:00:00Z,39.9,39.9,39.9,75.2,75.2,75.2,1017.359,1017.359,1017.359,4.5975,4.606,4.589
2024-07-03T18:00:00Z,36.933,36.933,36.933,78.333,78.333,78.333,1017.125,1017.125,1017.125,5.2555,5.345,5.166
2024-07-03T19:00:00Z,33.4,33.4,33.4,82.2,82.2,82.2,1016.695,1016.695,1016.695,5.900499999999999,6.124,5.677
2024-07-03T20:00:00Z,29.767,29.767,29.767,86.333,86.333,86.333,1016.215,1016.215,1016.215,5.7615,5.945,5.578
2024-07-03T21:00:00Z,27.7,27.7,27.7,89.267,89.267,89.267,1015.774,1015.774,1015.774,5.015499999999999,5.06,4.971
2024-07-03T22:00:00Z,23.934,23.934,23.934,93.666,93.666,93.666,1015.49,1015.49,1015.49,4.2555,4.035,4.476
2024-07-03T23:00:00Z,20.6,20.6,20.6,97.4,97.4,97.4,1015.024,1015.024,1015.024,3.508,3.138,3.878
2024-07-04T00:00:00Z,18.467,18.467,18.467,98.834,98.834,98.834,1014.595,1014.595,1014.595,2.8455,2.497,3.194
2024-07-04T01:00:00Z,21.233,21.233,21.233,92.567,92.567,92.567,1014.163,1014.163,1014.163,3.162,2.879,3.445
2024-07-04T02:00:00Z,29.166,29.166,29.166,84.534,84.534,84.534,1013.956,1013.956,1013.956,4.4625,4.463,4.462
2024-07-04T03:00:00Z,33.5,33.5,33.5,82.166,82.166,82.166,1013.964,1013.964,1013.964,5.066,5.151,4.981
2024-07-04T04:00:00Z,33.534,33.534,33.534,81.5,81.5,81.5,1014.21,1014.21,1014.21,5.568,5.766,5.37
2024-07-04T05:00:00Z,37.8,37.8,37.8,78.8,78.8,78.8,1014.448,1014.448,1014.448,9.7005,9.962,9.439
2024-07-04T06:00:00Z,40.467,40.467,40.467,76.767,76.767,76.767,1014.582,1014.582,1014.582,9.875,10.156,9.594
2024-07-04T07:00:00Z,43.033,43.033,43.033,74.1,74.1,74.1,1014.938,1014.938,1014.938,9.011,9.206,8.816
2024-07-04T08:00:00Z,44.7,44.7,44.7,72.433,72.433,72.433,1015.188,1015.188,1015.188,8.1205,8.228,8.013
2024-07-04T09:00:00Z,45.6,45.6,45.6,71.4,71.4,71.4,1015.288,1015.288,1015.288,7.3285,7.538,7.119
2024-07-04T10:00:00Z,48.666,48.666,48.666,69.966,69.966,69.966,1015.353,1015.353,1015.353,7.725,7.883,7.567
2024-07-04T11:00:00Z,50.567,50.567,50.567,68.267,68.267,68.267,1015.38,1015.38,1015.38,10.594,10.883,10.305
2024-07-04T12:00:00Z,51.434,51.434,51.434,67,67,67,1015.716,1015.716,1015.716,12.116,12.569,11.663
2024-07-04T13:00:00Z,50,50,50,68.933,68.933,68.933,1015.937,1015.937,1015.937,13.2485,13.548,12.949
