time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-07-03T00:00:00Z,29.2,29.2,29.2,84.7,84.7,84.7,1009.679,1009.679,1009.679,3.9085,3.691,4.126
2024-07-03T01:00:00Z,28.733,28.733,28.733,84.9,84.9,84.9,1009.485,1009.485,1009.485,4.2195,3.72,4.719
2024-07-03T02:00:00Z,29.834,29.834,29.834,83.666,83.666,83.666,1009.423,1009.423,1009.423,4.661,4.483,4.839
2024-07-03T03:00:00Z,33.234,33.234,33.234,79.633,79.633,79.633,1009.489,1009.489,1009.489,3.6550000000000002,3.489,3.821
2024-07-03T04:00:00Z,37.1,37.1,37.1,75.3,75.3,75.3,1009.726,1009.726,1009.726,3.415,3.327,3.503
2024-07-03T05:00:00Z,41.034,41.034,41.034,71.2,71.2,71.2,1009.97,1009.97,1009.97,2.4875,2.406,2.569
2024-07-03T06:00:00Z,43.966,43.966,43.966,68.733,68.733,68.733,1010.433,1010.433,1010.433,2.5025,2.401,2.604
2024-07-03T07:00:00Z,43.633,43.633,43.633,68.933,68.933,68.933,1011.103,1011.103,1011.103,2.2889999999999997,2.195,2.383
2024-07-03T08:00:00Z,43.567,43.567,43.567,68.9,68.9,68.9,1011.657,1011.657,1011.657,2.464,2.377,2.551
2024-07-03T09:00:00Z,43.133,43.133,43.133,68.933,68.933,68.933,1011.734,1011.734,1011.734,2.7314999999999996,2.635,2.828
2024-07-03T10:00:00Z,42.167,42.167,42.167,69.633,69.633,69.633,1011.818,1011.818,1011.818,3.1785,3.128,3.229
2024-07-03T11:00:00Z,41.834,41.834,41.834,69.334,69.334,69.334,1011.79,1011.79,1011.79,2.9835,2.905,3.062
2024-07-03T12:00:00Z,42,42,42,69,69,69,1012.159,1012.159,1012.159,3.023,2.958,3.088
2024-07-03T13:00:00Z,41.367,41.367,41.367,70.166,70.166,70.166,1012.378,1012.378,1012.378,3.202,3.103,3.301
2024-07-03T14:00:00Z,40.3,40.3,40.3,71.3,71.3,71.3,1012.644,1012.644,1012.644,3.435,3.279,3.591
2024-07-03T15:00:00Z,36.167,36.167,36.167,75.067,75.067,75.067,1012.84,1012.84,1012.84,3.888,3.635,4.141
2024-07-03T16:00:00Z,32.334,32.334,32.334,79.467,79.467,79.467,1012.904,1012.904,1012.904,3.9965,3.735,4.258
2024-07-03T17:00:00Z,29.2,29.2,29.2,83.133,83.133,83.133,1013.071,1013.071,1013.071,4.7565,4.598,4.915
2024-07-03T18:00:00Z,25.767,25.767,25.767,88,88,88,1012.875,1012.875,1012.875,5.2765,4.962,5.591
2024-07-03T19:00:00Z,20.533,20.533,20.533,96.3,96.3,96.3,1012.545,1012.545,1012.545,5.554,5.347,5.761
2024-07-03T20:00:00Z,18.366,18.366,18.366,99.533,99.533,99.533,1012.192,1012.192,1012.192,4.8565000000000005,4.595,5.118
2024-07-03T21:00:00Z,22.033,22.033,22.033,92.834,92.834,92.834,1011.788,1011.788,1011.788,4.4895,4.157,4.822
2024-07-03T22:00:00Z,28.267,28.267,28.267,83,83,83,1011.489,1011.489,1011.489,4.303,4.037,4.569
