time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-07-03T00:00:00Z,32.033,32.033,,83.367,83.367,,1010.058,1010.058,,2.3875,2.203,2.572
2024-07-03T01:00:00Z,33.8,33.8,,81.767,81.767,,1009.822,1009.822,,2.323,2.138,2.508
2024-07-03T02:00:00Z,35.534,35.534,,79.6,79.6,,1009.827,1009.827,,1.8239999999999998,1.64,2.008
2024-07-03T03:00:00Z,40.166,40.166,,74.2,74.2,,1009.957,1009.957,,1.6305,1.515,1.746
2024-07-03T04:00:00Z,44.966,44.966,,69.867,69.867,,1010.217,1010.217,,1.3815,1.229,1.534
2024-07-03T05:00:00Z,48.9,48.9,,66.467,66.467,,1010.497,1010.497,,2.1385,1.979,2.298
2024-07-03T06:00:00Z,52.733,52.733,,63.666,63.666,,1010.927,1010.927,,1.8745,1.816,1.933
2024-07-03T07:00:00Z,55.6,55.6,,61.767,61.767,,1011.527,1011.527,,1.7145000000000001,1.59,1.839
2024-07-03T08:00:00Z,56.1,56.1,,61.534,61.534,,1012.071,1012.071,,2.7315,2.636,2.827
2024-07-03T09:00:00Z,56.7,56.7,,61,61,,1012.157,1012.157,,4.1815,4.016,4.347
2024-07-03T10:00:00Z,56.133,56.133,,60.966,60.966,,1012.284,1012.284,,3.121,2.976,3.266
2024-07-03T11:00:00Z,56.567,56.567,,60.133,60.133,,1012.266,1012.266,,5.955,5.69,6.22
2024-07-03T12:00:00Z,58.433,58.433,,59.067,59.067,,1012.6,1012.6,,8.463999999999999,8.123,8.805
2024-07-03T13:00:00Z,58.667,58.667,,59.567,59.567,,1012.813,1012.813,,2.7605,2.631,2.89
2024-07-03T14:00:00Z,57.4,57.4,,61.9,61.9,,1013.077,1013.077,,2.4985,2.37,2.627
2024-07-03T15:00:00Z,50.966,50.966,,66.767,66.767,,1013.271,1013.271,,2.1635,2.022,2.305
2024-07-03T16:00:00Z,38.934,38.934,,76.167,76.167,,1013.285,1013.285,,2.1005,1.986,2.215
2024-07-03T17:00:00Z,31.6,31.6,,83.133,83.133,,1013.411,1013.411,,2.556,2.428,2.684
2024-07-03T18:00:00Z,27.167,27.167,,88.8,88.8,,1013.194,1013.194,,2.5620000000000003,2.341,2.783
2024-07-03T19:00:00Z,24.2,24.2,,92.267,92.267,,1012.852,1012.852,,2.8805,2.708,3.053
2024-07-03T20:00:00Z,23.167,23.167,,94.666,94.666,,1012.492,1012.492,,2.9690000000000003,2.748,3.19
2024-07-03T21:00:00Z,22.034,22.034,,95.7,95.7,,1012.146,1012.146,,2.3415,2.188,2.495
2024-07-03T22:00:00Z,21.767,21.767,,94.534,94.534,,1011.825,1011.825,,1.6535,1.513,1.794
2024-07-03T23:00:00Z,23.133,23.133,,92.166,92.166,,1011.413,1011.413,,1.9645000000000001,1.586,2.343
2024-07-04T00:00:00Z,24.434,24.434,,88.3,88.3,,1011.005,1011.005,,2.4195,2.182,2.657
2024-07-04T01:00:00Z,31.033,31.033,,82.1,82.1,,1010.686,1010.686,,3.2105,3.076,3.345
2024-07-04T02:00:00Z,35.733,35.733,,79.534,79.534,,1010.567,1010.567,,3.831,3.604,4.058
2024-07-04T03:00:00Z,37.334,37.334,,78.8,78.8,,1010.495,1010.495,,3.7285,3.572,3.885
2024-07-04T04:00:00Z,40.734,40.734,,75.867,75.867,,1010.703,1010.703,,4.0329999999999995,3.867,4.199
2024-07-04T05:00:00Z,45.266,45.266,,72.767,72.767,,1010.909,1010.909,,5.3835,5.175,5.592
2024-07-04T06:00:00Z,46.9,46.9,,70.767,70.767,,1011.021,1011.021,,5.689,5.412,5.966
2024-07-04T07:00:00Z,50.434,50.434,,68,68,,1011.331,1011.331,,5.4325,5.101,5.764
2024-07-04T08:00:00Z,51.067,51.067,,67.6,67.6,,1011.579,1011.579,,5.3095,4.971,5.648
2024-07-04T09:00:00Z,51.967,51.967,,66.4,66.4,,1011.672,1011.672,,5.2795000000000005,4.936,5.623
2024-07-04T10:00:00Z,53.4,53.4,,65.3,65.3,,1011.707,1011.707,,5.399,5.232,5.566
2024-07-04T11:00:00Z,56.3,56.3,,63.834,63.834,,1011.692,1011.692,,6.1165,5.737,6.496
2024-07-04T12:00:00Z,58.633,58.633,,63.433,63.433,,1012.002,1012.002,,6.7475000000000005,6.485,7.01
2024-07-04T13:00:00Z,58.933,58.933,,64.434,64.434,,1012.159,1012.159,,6.0465,5.88,6.213
2024-07-04T14:00:00Z,53.167,53.167,,68.034,68.034,,1012.164,1012.164,,4.829,4.688,4.97
2024-07-04T15:00:00Z,43.7,43.7,,73.733,73.733,,1012.278,1012.278,,3.645,3.316,3.974
2024-07-04T16:00:00Z,35.1,35.1,,81.867,81.867,,1012.163,1012.163,,3.048,2.888,3.208
2024-07-04T17:00:00Z,27.934,27.934,,89.233,89.233,,1012.023,1012.023,,2.3785,2.19,2.567
2024-07-04T18:00:00Z,23.333,23.333,,95.434,95.434,,1011.698,1011.698,,1.7245,1.421,2.028
2024-07-04T19:00:00Z,20.9,20.9,,95.6,95.6,,1011.326,1011.326,,0.832,0.697,0.967
2024-07-04T20:00:00Z,20.5,20.5,,95.966,95.966,,1011.021,1011.021,,0.677,0.567,0.787
2024-07-04T21:00:00Z,21.667,21.667,,94.3,94.3,,1010.592,1010.592,,0.76,0.637,0.883
2024-07-04T22:00:00Z,22,22,,94.466,94.466,,1010.19,1010.19,,0.7475,0.615,0.88
2024-07-04T23:00:00Z,22.466,22.466,,92.767,92.767,,1009.779,1009.779,,1.4295,1.087,1.772
