time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-07-03T00:00:00Z,41.034,41.034,,76.267,76.267,,1010.793,1010.793,,3.6670000000000003,2.567,4.767
2024-07-03T01:00:00Z,42.566,42.566,,74.567,74.567,,1010.609,1010.609,,3.496,2.442,4.55
2024-07-03T02:00:00Z,44.267,44.267,,73.5,73.5,,1010.591,1010.591,,3.402,2.341,4.463
2024-07-03T03:00:00Z,46.567,46.567,,71.233,71.233,,1010.659,1010.659,,2.7925,1.966,3.619
2024-07-03T04:00:00Z,50,50,,67.8,67.8,,1010.955,1010.955,,2.6445,1.941,3.348
2024-07-03T05:00:00Z,53.733,53.733,,64.466,64.466,,1011.218,1011.218,,3.3785,2.539,4.218
2024-07-03T06:00:00Z,57.467,57.467,,61.967,61.967,,1011.709,1011.709,,2.6925,1.877,3.508
2024-07-03T07:00:00Z,60.034,60.034,,60.433,60.433,,1012.411,1012.411,,2.513,1.74,3.286
2024-07-03T08:00:00Z,60.6,60.6,,60.3,60.3,,1012.947,1012.947,,2.635,1.843,3.427
2024-07-03T09:00:00Z,60.467,60.467,,60.133,60.133,,1013.026,1013.026,,3.0535,2.113,3.994
2024-07-03T10:00:00Z,60.1,60.1,,60,60,,1013.086,1013.086,,3.468,2.399,4.537
2024-07-03T11:00:00Z,60,60,,60,60,,1013.066,1013.066,,3.4755000000000003,2.429,4.522
2024-07-03T12:00:00Z,60.5,60.5,,59.6,59.6,,1013.442,1013.442,,3.1645000000000003,2.256,4.073
2024-07-03T13:00:00Z,61.733,61.733,,59.567,59.567,,1013.643,1013.643,,3.5860000000000003,2.49,4.682
2024-07-03T14:00:00Z,59.933,59.933,,60.966,60.966,,1013.883,1013.883,,3.7005,2.715,4.686
2024-07-03T15:00:00Z,58.5,58.5,,62.1,62.1,,1014.103,1014.103,,4.288,3.305,5.271
2024-07-03T16:00:00Z,56.267,56.267,,64.066,64.066,,1014.126,1014.126,,4.3995,3.311,5.488
2024-07-03T17:00:00Z,54.166,54.166,,65.934,65.934,,1014.262,1014.262,,5.0855,3.986,6.185
2024-07-03T18:00:00Z,49.7,49.7,,69.367,69.367,,1014.057,1014.057,,5.591,4.277,6.905
2024-07-03T19:00:00Z,47.334,47.334,,70.767,70.767,,1013.696,1013.696,,13.5375,10.855,16.22
2024-07-03T20:00:00Z,46.666,46.666,,72,72,,1013.311,1013.311,,7.342,6.007,8.677
2024-07-03T21:00:00Z,43.666,43.666,,73.8,73.8,,1012.93,1012.93,,5.1325,3.943,6.322
2024-07-03T22:00:00Z,40.067,40.067,,75,75,,1012.641,1012.641,,4.01,2.925,5.095
2024-07-03T23:00:00Z,35.834,35.834,,76,76,,1012.296,1012.296,,3.3579999999999997,2.581,4.135
2024-07-04T00:00:00Z,33.6,33.6,,77.334,77.334,,1011.892,1011.892,,2.992,2.192,3.792
2024-07-04T01:00:00Z,37.334,37.334,,77.166,77.166,,1011.514,1011.514,,9.1105,6.928,11.293
2024-07-04T02:00:00Z,39.567,39.567,,77.534,77.534,,1011.286,1011.286,,10.8915,9.047,12.736
2024-07-04T03:00:00Z,39.967,39.967,,76.1,76.1,,1011.221,1011.221,,8.874,6.857,10.891
2024-07-04T04:00:00Z,44.166,44.166,,74.233,74.233,,1011.454,1011.454,,8.942,7.026,10.858
2024-07-04T05:00:00Z,46.933,46.933,,72.133,72.133,,1011.686,1011.686,,5.656499999999999,4.378,6.935
2024-07-04T06:00:00Z,47.267,47.267,,70.5,70.5,,1011.755,1011.755,,4.672000000000001,3.588,5.756
2024-07-04T07:00:00Z,49.1,49.1,,68.733,68.733,,1012.11,1012.11,,4.62,3.49,5.75
2024-07-04T08:00:00Z,51.233,51.233,,67.566,67.566,,1012.324,1012.324,,5.0504999999999995,3.873,6.228
2024-07-04T09:00:00Z,53.434,53.434,,66.4,66.4,,1012.371,1012.371,,5.161,3.984,6.338
2024-07-04T10:00:00Z,57.867,57.867,,65,65,,1012.446,1012.446,,7.157,5.627,8.687
2024-07-04T11:00:00Z,58.967,58.967,,64.334,64.334,,1012.425,1012.425,,7.904999999999999,6.155,9.655
2024-07-04T12:00:00Z,60.2,60.2,,63.5,63.5,,1012.75,1012.75,,8.074,6.296,9.852
2024-07-04T13:00:00Z,61.5,61.5,,63.7,63.7,,1012.912,1012.912,,6.827999999999999,5.389,8.267
2024-07-04T14:00:00Z,59.6,59.6,,64.566,64.566,,1012.947,1012.947,,6.3475,4.895,7.8
2024-07-04T15:00:00Z,57.333,57.333,,66.1,66.1,,1013.058,1013.058,,5.952500000000001,4.638,7.267
2024-07-04T16:00:00Z,53.7,53.7,,67.8,67.8,,1013.029,1013.029,,4.868,3.647,6.089
