time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-07-03T00:00:00Z,40.8,40.8,40.8,80.1,80.1,80.1,1010.258,1010.258,1010.258,3.191,3.205,3.177
2024-07-03T01:00:00Z,41.6,41.6,41.6,79.567,79.567,79.567,1010.051,1010.051,1010.051,3.0765000000000002,3.054,3.099
2024-07-03T02:00:00Z,43.3,43.3,43.3,77.9,77.9,77.9,1010.006,1010.006,1010.006,3.8685,3.928,3.809
2024-07-03T03:00:00Z,45.466,45.466,45.466,75.3,75.3,75.3,1010.104,1010.104,1010.104,2.6355,2.64,2.631
2024-07-03T04:00:00Z,48.242,48.242,48.242,72.2,72.2,72.2,1010.338,1010.338,1010.338,2.395,2.457,2.333
2024-07-03T05:00:00Z,50,50,50,69.9,69.9,69.9,1010.627,1010.627,1010.627,2.4539999999999997,2.499,2.409
2024-07-03T06:00:00Z,52.8,52.8,52.8,67.567,67.567,67.567,1011.043,1011.043,1011.043,2.4505,2.54,2.361
2024-07-03T07:00:00Z,55.833,55.833,55.833,65.633,65.633,65.633,1011.663,1011.663,1011.663,2.548,2.623,2.473
2024-07-03T08:00:00Z,54,54,54,66.667,66.667,66.667,1012.228,1012.228,1012.228,2.6455,2.638,2.653
2024-07-03T09:00:00Z,53.966,53.966,53.966,66.467,66.467,66.467,1012.309,1012.309,1012.309,3.0965,3.16,3.033
2024-07-03T10:00:00Z,53.933,53.933,53.933,66,66,66,1012.408,1012.408,1012.408,3.3495,3.507,3.192
2024-07-03T11:00:00Z,54.7,54.7,54.7,64.767,64.767,64.767,1012.398,1012.398,1012.398,3.2145,3.331,3.098
2024-07-03T12:00:00Z,56.567,56.567,56.567,63.033,63.033,63.033,1012.738,1012.738,1012.738,3.3565,3.568,3.145
2024-07-03T13:00:00Z,56.334,56.334,56.334,64.166,64.166,64.166,1012.984,1012.984,1012.984,4.1255,4.298,3.953
2024-07-03T14:00:00Z,54.433,54.433,54.433,66.6,66.6,66.6,1013.241,1013.241,1013.241,4.2465,4.396,4.097
2024-07-03T15:00:00Z,54.1,54.1,54.1,67.333,67.333,67.333,1013.398,1013.398,1013.398,4.0265,4.096,3.957
2024-07-03T16:00:00Z,53.834,53.834,53.834,68.433,68.433,68.433,1013.508,1013.508,1013.508,4.569,4.499,4.639
2024-07-03T17:00:00Z,53.633,53.633,53.633,69.2,69.2,69.2,1013.698,1013.698,1013.698,4.4335,4.425,4.442
2024-07-03T18:00:00Z,46.7,46.7,46.7,74.934,74.934,74.934,1013.462,1013.462,1013.462,5.0440000000000005,5.078,5.01
2024-07-03T19:00:00Z,43.8,43.8,43.8,78.133,78.133,78.133,1013.091,1013.091,1013.091,5.4355,5.514,5.357
2024-07-03T20:00:00Z,41.7,41.7,41.7,79.5,79.5,79.5,1012.733,1012.733,1012.733,5.326499999999999,5.188,5.465
2024-07-03T21:00:00Z,40.467,40.467,40.467,80.867,80.867,80.867,1012.356,1012.356,1012.356,4.926500000000001,4.855,4.998
2024-07-03T22:00:00Z,36.734,36.734,36.734,83.433,83.433,83.433,1012.053,1012.053,1012.053,3.7765,3.763,3.79
2024-07-03T23:00:00Z,32.034,32.034,32.034,85.8,85.8,85.8,1011.643,1011.643,1011.643,3.268,3.191,3.345
2024-07-04T00:00:00Z,28.733,28.733,28.733,86.733,86.733,86.733,1011.243,1011.243,1011.243,3.0265,3.06,2.993
2024-07-04T01:00:00Z,33.834,33.834,33.834,84.733,84.733,84.733,1010.865,1010.865,1010.865,4.218500000000001,4.197,4.24
2024-07-04T02:00:00Z,37.4,37.4,37.4,82.5,82.5,82.5,1010.718,1010.718,1010.718,4.8705,4.838,4.903
2024-07-04T03:00:00Z,38.334,38.334,38.334,81.267,81.267,81.267,1010.6,1010.6,1010.6,5.0605,5.025,5.096
2024-07-04T04:00:00Z,41.5,41.5,41.5,79.2,79.2,79.2,1010.843,1010.843,1010.843,7.6645,7.597,7.732
2024-07-04T05:00:00Z,45.567,45.567,45.567,76.1,76.1,76.1,1011.058,1011.058,1011.058,6.265000000000001,6.266,6.264
2024-07-04T06:00:00Z,47.7,47.7,47.7,73.934,73.934,73.934,1011.144,1011.144,1011.144,5.605,5.563,5.647
2024-07-04T07:00:00Z,47.966,47.966,47.966,73.1,73.1,73.1,1011.448,1011.448,1011.448,5.1445,5.066,5.223
2024-07-04T08:00:00Z,49.233,49.233,49.233,72.733,72.733,72.733,1011.675,1011.675,1011.675,7.891,7.731,8.051
2024-07-04T09:00:00Z,50.6,50.6,50.6,70.667,70.667,70.667,1011.74,1011.74,1011.74,6.1259999999999994,6.143,6.109
2024-07-04T10:00:00Z,52.133,52.133,52.133,69.733,69.733,69.733,1011.784,1011.784,1011.784,7.0725,7.182,6.963
2024-07-04T11:00:00Z,54.267,54.267,54.267,69,69,69,1011.757,1011.757,1011.757,8.447,8.534,8.36
2024-07-04T12:00:00Z,55.133,55.133,55.133,68.4,68.4,68.4,1012.085,1012.085,1012.085,7.806,8,7.612
2024-07-04T13:00:00Z,55.666,55.666,55.666,69.566,69.566,69.566,1012.278,1012.278,1012.278,7.2105,7.265,7.156
2024-07-04T14:00:00Z,52.266,52.266,52.266,71.733,71.733,71.733,1012.343,1012.343,1012.343,6.3785,6.444,6.313
2024-07-04T15:00:00Z,48.966,48.966,48.966,73.6,73.6,73.6,1012.433,1012.433,1012.433,5.042,4.934,5.15
2024-07-04T16:00:00Z,46.067,46.067,46.067,75.867,75.867,75.867,1012.335,1012.335,1012.335,4.569,4.691,4.447
2024-07-04T17:00:00Z,42.034,42.034,42.034,78.666,78.666,78.666,1012.213,1012.213,1012.213,3.9909999999999997,4.002,3.98
2024-07-04T18:00:00Z,38.367,38.367,38.367,81.667,81.667,81.667,1011.903,1011.903,1011.903,3.5599999999999996,3.485,3.635
2024-07-04T19:00:00Z,35.133,35.133,35.133,83.767,83.767,83.767,1011.546,1011.546,1011.546,2.8695,2.877,2.862
2024-07-04T20:00:00Z,31.733,31.733,31.733,86.867,86.867,86.867,1011.273,1011.273,1011.273,2.4865000000000004,2.466,2.507
2024-07-04T21:00:00Z,30.4,30.4,30.4,88.5,88.5,88.5,1010.782,1010.782,1010.782,2.153,2.113,2.193
2024-07-04T22:00:00Z,30.1,30.1,30.1,89.667,89.667,89.667,1010.343,1010.343,1010.343,2.4779999999999998,2.479,2.477
2024-07-04T23:00:00Z,28.966,28.966,28.966,90.667,90.667,90.667,1009.9,1009.9,1009.9,3.334,3.314,3.354
