time_stamp,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-07-03T00:00:00Z,22.533,22.533,22.533,87.834,87.834,87.834,1008.792,1008.792,1008.792,2.2965,2.565,2.028
2024-07-03T01:00:00Z,22.233,22.233,22.233,87,87,87,1008.586,1008.586,1008.586,1.344,1.586,1.102
2024-07-03T02:00:00Z,22.3,22.3,22.3,87,87,87,1008.508,1008.508,1008.508,0.9085,1.069,0.748
2024-07-03T03:00:00Z,22.966,22.966,22.966,86.7,86.7,86.7,1008.537,1008.537,1008.537,1.3245,1.476,1.173
2024-07-03T04:00:00Z,23.867,23.867,23.867,86.1,86.1,86.1,1008.734,1008.734,1008.734,1.0670000000000002,1.213,0.921
2024-07-03T05:00:00Z,23.367,23.367,23.367,86,86,86,1009.048,1009.048,1009.048,0.4775,0.579,0.376
2024-07-03T06:00:00Z,24,24,24,86,86,86,1009.542,1009.542,1009.542,0.1995,0.249,0.15
2024-07-03T07:00:00Z,24.7,24.7,24.7,85.733,85.733,85.733,1010.157,1010.157,1010.157,0.0955,0.142,0.049
2024-07-03T08:00:00Z,25,25,25,85,85,85,1010.668,1010.668,1010.668,0.055,0.079,0.031
2024-07-03T09:00:00Z,25.867,25.867,25.867,85,85,85,1010.763,1010.763,1010.763,0.025500000000000002,0.032,0.019
2024-07-03T10:00:00Z,26,26,26,84.2,84.2,84.2,1010.844,1010.844,1010.844,0.0155,0.022,0.009
2024-07-03T11:00:00Z,26,26,26,84,84,84,1010.801,1010.801,1010.801,0.010499999999999999,0.012,0.009
2024-07-03T12:00:00Z,26.067,26.067,26.067,83.6,83.6,83.6,1011.192,1011.192,1011.192,0.346,0.411,0.281
2024-07-03T13:00:00Z,26,26,26,82.966,82.966,82.966,1011.423,1011.423,1011.423,1.554,1.663,1.445
2024-07-03T14:00:00Z,26.034,26.034,26.034,82.067,82.067,82.067,1011.678,1011.678,1011.678,2.039,2.208,1.87
2024-07-03T15:00:00Z,27.166,27.166,27.166,82.233,82.233,82.233,1011.867,1011.867,1011.867,6.492,6.745,6.239
2024-07-03T16:00:00Z,27.1,27.1,27.1,82.966,82.966,82.966,1011.966,1011.966,1011.966,3.825,4.051,3.599
2024-07-03T17:00:00Z,26.433,26.433,26.433,83.934,83.934,83.934,1012.139,1012.139,1012.139,25.25,27.3,23.2
2024-07-03T18:00:00Z,25.966,25.966,25.966,86.066,86.066,86.066,1011.99,1011.99,1011.99,15.8075,16.758,14.857
2024-07-03T19:00:00Z,24.934,24.934,24.934,87.934,87.934,87.934,1011.669,1011.669,1011.669,7.0755,7.523,6.628
2024-07-03T20:00:00Z,22.834,22.834,22.834,89.034,89.034,89.034,1011.317,1011.317,1011.317,5.1375,5.511,4.764
