"sensor_index","avg_pm2.5","long","lat","name","cancov.10m","cancov.20m","cancov.30m","cancov.40m","cancov.50m","cancov.100m","cancov.200m","cancov.400m","cancov.800m","impcov.10m","impcov.20m","impcov.30m","impcov.40m","impcov.50m","impcov.100m","impcov.200m","impcov.400m","impcov.800m","shrubcov.10m","shrubcov.20m","shrubcov.30m","shrubcov.40m","shrubcov.50m","shrubcov.100m","shrubcov.200m","shrubcov.400m","shrubcov.800m","above9_hour","above9_days","pov_rate","FPLPct","RparkPct","CparkPct","NparkPct","PerOpSpc","AvgRdScr","TranRatScr","SelfRtHlth","PM2_5","PTRAF","AccIndx","Accessibil","EcoIndx","EconomicIn","EduIndx","EducationI","EquityInde","EquityIn_1","EnvIndx","Environmen","LivIndx","Livability"
171177,4.32960396856183,-122.516855555556,47.2516388888889,"pa_171177",0,0,0.00153769746518691,0.0020475944795563,0.00169239659869562,0.00276332424552562,0.00299769550276871,0.00380372061971985,0.00479364950188757,0.0268575785817165,0.0257246300099511,0.0224998825684626,0.0225820624526894,0.0234168988559657,0.0199993042539778,0.0158687400773976,0.013909008054448,0.0138436900822103,0,0,0.058107167710508,0.0754162585700294,0.079297365119197,0.118374780205978,0.724018225211543,0.17176116954796,0.207801022957946,84.5,3.52083333333333,0.04411765,0.03,1,1,0.08,2.07999992,66,78.18576378,18.54999924,7.94000006,1816.70996094,"Very High",0.45557518,"Moderate",-0.0064669,"Very Low",-1.05585929,"Very Low",-0.29505088,"Very Low",-0.60192784,"Very Low",-0.26657554
171217,5.03530808097479,-122.441356589767,47.2513239295534,"pa_171217",0,0,0,0,0.0000240788133960758,0.00376269641275275,0.00223569343263442,0.00224092918201516,0.00207032615646067,0.0269423028043718,0.0268891194342699,0.0270186481281413,0.0270444812636638,0.0269531899585623,0.021536733268793,0.023361398544738,0.0234876015887131,0.018907732766348,0,0,0,0,0.000879286521793744,0.139103409304954,0.0682318415260455,0.0843414143276638,0.0790938511326861,118,4.91666666666667,0.26614481,0.29,1,1,1,3,49,852.1186845,22.93000031,8.18999958,1737.64001465,"Moderate",0.06329731,"Low",-0.20919133,"Low",-0.39366185,"Very Low",-0.52293574,"Very Low",-1.43341732,"Very Low",-0.64170552
171237,4.71699631534946,-122.601055860682,47.3532795995699,"pa_171237",0.00363070539419087,0.00844906909747603,0.0101812763844053,0.0110978545939206,0.011750460937285,0.0147583703869342,0.0154088257212681,0.0138184003453041,0.0125282925582213,0.0159281538591883,0.014757256886367,0.0144393818403871,0.0137525077946758,0.0129878944814175,0.0103326768997897,0.00713398655033338,0.00602414526122085,0.00795732307364002,0.335403726708075,0.413793103448276,0.44622345979812,0.463858961802155,0.4821608040201,0.570405727923628,0.747040919851201,0.529161002002986,0.476706727456672,83,3.45833333333333,0.04579208,0.03,1,0.17,0.23999999,1.40999997,0,9.08367341,13.88000011,7.26999998,160.5,"High",0.17242254,"High",0.11355893,"Very High",0.84915221,"Very High",0.40484025,"Very High",1.22047961,"Very Low",-0.33141206
173501,5.60958936717222,-122.446942056569,47.1836640216342,"pa_173501",0,0.000709463817345315,0.00170961395197799,0.00173588718345587,0.00200886100332976,0.00247434916102621,0.00315680428716469,0.00474825426295253,0.00478831457949094,0.0224519190036431,0.0246236581905952,0.0240593733853164,0.0233707936541546,0.021557121961318,0.01740977149834,0.0126230879933992,0.0107969236462046,0.0112389582647571,0,0.0290196078431373,0.0625651720542232,0.0644087705559906,0.0744600703164239,0.0912485487464307,0.184990125082291,0.196108166220028,0.190274753280316,160.5,6.6875,0.38317757,0.41,1,1,0.94999999,2.95000005,47,41.93873777,22.45000076,8.06999969,1030.2199707,"High",0.0781122,"Very Low",-0.79821088,"Moderate",0.14320893,"Low",-0.22945036,"Very Low",-0.51539446,"Low",-0.05496759
174613,2.71725876513513,-122.500919469976,47.2966605181099,"pa_174613",0,0,0,0,0,0,0.00185017714828036,0.00370379528152446,0.00269265762021502,0.0269423028043718,0.0270373271791832,0.0269810700361689,0.0267639258698541,0.026362676856977,0.0224369607438034,0.0110685602111731,0.00668928191384574,0.00649579612157685,0,0,0,0,0,0,0.623747790218032,0.167958494075908,0.110606362287269,3.5,0.145833333333333,0.0304,0.02,1,0,0.41999999,1.41999996,58,3.57114611,15.77999973,7.86000013,120.52999878,"Very High",0.32215921,"Moderate",-0.0352299,"Very High",0.76184197,"Very High",0.32349792,"Very High",0.47995811,"Moderate",0.08876018
175733,5.19497726749157,-122.292193,47.172614,"pa_175733",0.0135719225449516,0.0112869243668573,0.00838570418903173,0.00602992390042564,0.00476760505242302,0.00849208328674757,0.00846028709245037,0.00848559091673838,0.00879302715698572,0.00847242226552571,0.00937943299951303,0.00984546009676359,0.00921598001175157,0.0096857723673806,0.00958262874907411,0.0111116178097257,0.0115747989198516,0.0113679282219155,0.512578616352201,0.499215070643642,0.406944444444444,0.334181675802663,0.279703592062296,0.357820053996358,0.857014791573286,0.334380069002175,0.338239014679781,105,4.375,0.06890756,0.12,1,1,0.98000002,2.98000002,0,35.75749716,16.97999954,8.03999996,399.48001099,"Low",-0.20338519,"Very Low",-0.33928947,"Low",-0.20346409,"Very Low",-0.32990346,"Low",-0.34366968,"Very Low",-0.55970884
17663,4.71118506192812,-122.375813255184,47.2751526257446,"pa_17663",0,0.000343982456894698,0.000764073274627037,0.00084913366868739,0.00261427116871681,0.00714697307199436,0.0103614220541116,0.0107158234111253,0.00923608103964818,0.018130983648225,0.0158582287057229,0.0168349852036263,0.0153934921735632,0.0143963021662328,0.0092279679719258,0.00718489208556796,0.00788618850608017,0.00824418810323265,0,0.0141065830721003,0.0281935259310825,0.0326874143668037,0.0990583804143126,0.281934592932019,0.8612397970439,0.425811174989254,0.367943123694488,116,4.83333333333333,0.02214651,0.06,1,0.03,0.98000002,2.00999999,58,9.22443783,17.37999916,8.22999954,262.69000244,"High",0.18296806,"Low",-0.11817677,"High",0.40969676,"Moderate",-0.00985393,"Very Low",-0.58608741,"Moderate",0.06232969
177455,283.100390986422,-122.618546978306,47.2997478973324,"pa_177455",0.000172890733056708,0.00257986842671024,0.00373440812973964,0.00528827550625564,0.00854453892512177,0.0154945688164922,0.0180618571951357,0.018687382047518,0.0170332246603818,0.0110141489451834,0.0160064364506362,0.0153976231856827,0.0137789752846579,0.0114131928771902,0.0064619532984725,0.00425209693686547,0.00315323453520163,0.00365143125699126,0.00626959247648903,0.09453125,0.137799375216939,0.199490994518402,0.319517709118312,0.57446942107246,0.113236419280796,0.691368271515551,0.631624954196485,527,21.9583333333333,0.07186858,0.09,1,0,0.44,1.44000006,92.77999878,1.00000005,13.67000008,7.38000011,268.6499939,"Moderate",-0.01713258,"Very High",0.41866335,"Very High",0.82354145,"Very High",0.52783128,"Very High",1.05000018,"Very High",0.364084
177979,4.27185899844601,-122.498634442274,47.2591889599772,"pa_177979",0,0.000300984649782861,0.00154724838111975,0.00199385184229761,0.00256955337240981,0.0022705185210668,0.00238555670658577,0.00257376279907052,0.00374586805557049,0.01482673896467,0.010586267493807,0.0125135046268026,0.0115027711462011,0.0119494059234573,0.0133871716312105,0.0132082895422002,0.013380101654601,0.0132111023182472,0,0.0109717868338558,0.056656239137991,0.075024485798237,0.0949390933065428,0.0849340866290019,0.202275600505689,0.100943412889842,0.143855562312415,83.5,3.47916666666667,0,0,1,1,1,3,58,13.64652682,12.80000019,7.98000002,326.27999878,"High",0.22538825,"Very High",0.41524131,"Very High",0.75898788,"Very High",0.2890201,"Moderate",0.02473289,"Moderate",0.02075019
183851,5.68796171556792,-122.556395426113,47.1462073608558,"pa_183851",0.00484094052558783,0.00556821602098293,0.00656147924585968,0.00518616449546412,0.00472632708660117,0.0059274294118153,0.0050686898423662,0.00565145246504898,0.00779696892554179,0.0171142929763619,0.0070716266858631,0.00616280708347034,0.00824197638041194,0.00892217783946867,0.00941123765581105,0.0116138857573736,0.0112984673327649,0.00982414630180139,0.18380062305296,0.205490196078431,0.241223496697949,0.189739573134913,0.174131225693138,0.220920738600678,0.477296181630547,0.213438618863112,0.294304407568221,101,4.20833333333333,0.00584795,0.04,1,0,0.99000001,1.99000001,0,8.95871084,16.54999924,7.80999994,840.53997803,"Low",-0.13548341,"Very High",0.31858154,"Very Low",-0.70510716,"Low",-0.06440793,"Moderate",0.03987656,"High",0.16009283
183853,5.73492623630352,-122.425320224551,47.2149180813833,"pa_183853",0,0,0.0000859582433955416,0.000446063889247173,0.00310960675857894,0.006269727279764,0.00696358945977407,0.00503889240368547,0.00442473357101913,0.0101669067186309,0.0109250280536089,0.0127953403165954,0.0137578012926722,0.01216660614473,0.00998904624250482,0.00843483508197382,0.0111086252522102,0.011854737116635,0,0,0.00313370473537604,0.0192043895747599,0.117735659595833,0.235729984301413,0.588273404599935,0.190805824233377,0.167070924434366,154.5,6.4375,0.29221733,0.29,1,1,1,3,57,30.17506129,21.32999992,8.18000031,313.6000061,"High",0.22705458,"Very Low",-0.31144414,"Low",-0.30508104,"Very Low",-0.26912352,"Very Low",-0.55979067,"Very Low",-0.39635631
183863,16.3236150690927,-122.480456655621,47.2684692734047,"pa_183863",0,0.00294534978716085,0.00221581249641841,0.00199922610602347,0.00224620930680536,0.00302649798319472,0.00389300493280234,0.00509264460282231,0.00597102790435863,0.0188935016521223,0.0125553132476551,0.0141199680586218,0.0133290279549629,0.0142503707675652,0.0146446052956454,0.0142930016554904,0.0143701970417619,0.013709205529289,0,0.109631949882537,0.080499653018737,0.0736677115987461,0.0828729281767956,0.113926833097818,0.376644736842105,0.191402627094882,0.227376523902996,99,4.125,0.03618421,0.04,1,1,0.98000002,2.98000002,59,65.35766007,11.5,8,420.01000977,"Very High",0.64344642,"Low",-0.16224312,"Very High",0.9351615,"Very High",0.26306292,"Moderate",0.01977946,"Low",-0.12082968
183883,5.95023310360215,-122.437638888889,47.1733111111111,"pa_183883",0,0.000816958335124909,0.00304674218257531,0.00331054645513565,0.00262115082968711,0.00344103962226828,0.00462748548347354,0.00489972796012017,0.00532700736063409,0.0134711514021859,0.00715631682581355,0.00822960214195124,0.00827903086638682,0.00946517839265049,0.0114187194709615,0.011199854070799,0.0135244982985536,0.0121228578231295,0,0.0893416927899686,0.142708333333333,0.137370174407211,0.105647088416551,0.130123658276317,0.337136337706788,0.185462729677333,0.201586470023261,155.5,6.47916666666667,0.03207547,0.05,1,0.86000001,1,2.8599999,60.5,21.56225192,21.79999924,8.07999992,967.20001221,"High",0.12595749,"Moderate",0.06676135,"Moderate",0.07818102,"Moderate",-0.01207289,"Low",-0.46797237,"Moderate",0.13670807
185377,7.7789659252106,-122.403252086736,47.2357366006406,"pa_185377",0,0.00361181579739433,0.00672384481671792,0.00791629046820586,0.00814551858884394,0.00980107161593835,0.0102459606794891,0.00517993817422055,0.00633408482725494,0.0271117512496823,0.0264233236645424,0.0226032223213866,0.0206605226799922,0.0197482513685311,0.0150060538388635,0.0122970804615011,0.0133413378107782,0.0109676958294266,0,0.139280125195618,0.25355532431495,0.293967880924403,0.301870214635371,0.363390810012877,0.38375350140056,0.194841793950431,0.244876403579787,275,11.4583333333333,0.18537415,0.19,1,1,0.99000001,2.99000001,81,19.59286807,21.89999962,8.22000027,1210.80004883,"Moderate",0.05053563,"Low",-0.14752896,"Low",-0.42324132,"Very Low",-0.43187973,"Very Low",-1.09773328,"Very Low",-0.5414307
192199,5.19546966476478,-122.462216666667,47.2544416666667,"pa_192199",0.0103734439834025,0.00266586404093391,0.00232087257167962,0.00305258179629391,0.00249387710173643,0.00378333749021699,0.00310993169932912,0.00401905192946206,0.00429575476708239,0.00449038380072863,0.0128305562024941,0.0174080511062051,0.0184266665255067,0.0184857750823834,0.0174038322030289,0.0175284726324419,0.0156895464731027,0.015384277248529,0.376175548589342,0.0975800156128025,0.0854166666666667,0.112764291307753,0.0923018962702499,0.139349409696056,0.154970760233918,0.151817364576014,0.161395763488162,94.5,3.9375,0.03738318,0.07,1,0.87,1,2.86999989,55,42.62763855,16.27000046,8.07999992,555.20001221,"Moderate",0.01575243,"Very Low",-0.44577542,"Moderate",0.07010778,"Very Low",-0.33374699,"Low",-0.36966713,"Very Low",-0.9391526
194473,5.20166673355511,-122.407949717369,47.2973729050092,"pa_194473",0,0.00406329277206862,0.00555863307291169,0.00679844361322499,0.00798040672555657,0.00722609720227396,0.00858563901312991,0.0132842647424813,0.0101810073322528,0.0216894009997458,0.0164722322203637,0.0153976231856827,0.0136731053247296,0.0116100305777187,0.0131411151111794,0.011622370013246,0.00825680479127473,0.00843005384167619,0,0.151372549019608,0.206597222222222,0.252151799687011,0.295859473023839,0.27033560418171,0.496744186046512,0.499353471534107,0.38269974937835,116.5,4.85416666666667,0.05221519,0.08,1,0,0.57999998,1.58000004,86.37999725,0.48762662,16.44000053,8.18000031,170.36000061,"Low",-0.10708135,"Moderate",-0.01723408,"Very High",0.8912809,"High",0.14563876,"Low",-0.36411292,"Very High",0.32534126
205579,4.67027336402419,-122.611690108564,47.2927573043486,"pa_205579",0,0.00221438706625962,0.00256919638593341,0.00188099230405434,0.00163735931093316,0.00293619326928866,0.00468317355801214,0.00756094558718634,0.0122554455447673,0.0158434296365331,0.0124282780377295,0.0110385645168867,0.00881367416402433,0.00866425257670731,0.0062651080824476,0.00353029886851843,0.00449623468384055,0.00411162162216262,0,0.0822884012539185,0.095552466990966,0.0689181229138033,0.0606174698795181,0.109939428176882,0.370768404083826,0.290385117250121,0.462524682886826,74,3.08333333333333,0.05515588,0.07,1,0,0.16,1.15999997,97.01000214,0.43247476,13.47999954,7.42999983,38.04999924,"Moderate",-0.04459065,"Very Low",-0.32271861,"Very High",0.57622519,"Very High",0.31800533,"Very High",1.09436628,"Very High",0.28674446
224449,4.08259791421731,-122.49165301654,47.2402785310818,"pa_224449",0.0269709543568465,0.0270671195769016,0.0270577448377299,0.027027172277398,0.02585032609593,0.0202248157353814,0.0194787854237432,0.0144943880016491,0.00845136367604266,0,0,0,0,0.000030543781116477,0.000450537972884572,0.0013294828952099,0.00630307524549948,0.0109952820644812,1,1,1,1,0.999748648988312,0.946821535080835,1,0.576780128073117,0.344697744532039,6,0.25,0.11363636,0.07,1,1,0.49000001,2.49000001,49,20.97516307,18.85000038,8,1584.80004883,"Very Low",-0.45317601,"Low",-0.20813132,"Low",-0.37726567,"Very Low",-0.48149218,"Very Low",-0.64257442,"Very Low",-0.7263135
50485,4.14229527321095,-122.454978126868,47.2535593182578,"pa_50485",0.00233402489626556,0.00466526207163435,0.00593111879429237,0.00462186680424782,0.00443738132584826,0.00564103446199892,0.00519769696484943,0.00427324607918021,0.00394786944969187,0.0191476743200881,0.0178907920645339,0.0184226595894593,0.0176008808380666,0.0164834605425254,0.0151978082303361,0.0154549204972198,0.0172631146011415,0.0172280213631728,0.0851735015772871,0.17357310398749,0.218554551772064,0.16908023483366,0.171521848317428,0.212210671775384,0.269017980636238,0.160347783780815,0.14850864531052,64.5,2.6875,0.23853211,0.28,1,1,1,3,58,86.04566874,23.14999962,8.10999966,607.28997803,"Very High",0.2966127,"Very Low",-0.68352849,"Moderate",-0.11782542,"Low",-0.21895904,"Very Low",-0.555772,"Low",-0.03428198
51969,4.70688723764785,-122.501353228968,47.2443566964095,"pa_51969",0.0011237897648686,0.00363331470095025,0.00439342132910546,0.00352551700417043,0.00275530421860811,0.00282352738812966,0.00585434321828908,0.00882503605428757,0.00860451760691023,0.0143183936287385,0.0121318625479029,0.0150124477429659,0.0148535553779293,0.015285465572068,0.0151630209292282,0.0128947962877138,0.0109534107913769,0.0107393305861367,0.0408805031446541,0.134117647058824,0.164345403899721,0.128823529411765,0.101605619668841,0.104020100502513,0.658838071693449,0.357054381346666,0.342096263684719,110.5,4.60416666666667,0.11363636,0.07,1,1,0.49000001,2.49000001,49,20.97516307,18.85000038,8,1584.80004883,"Very Low",-0.45317601,"Low",-0.20813132,"Low",-0.37726567,"Very Low",-0.48149218,"Very Low",-0.64257442,"Very Low",-0.7263135
71029,22.8290411725823,-122.3391022,47.1619391,"pa_71029",0,0.000386980264006536,0.0047563561345533,0.00717464207403586,0.00714452791766422,0.00648387845845553,0.00856994314656112,0.00713495940902682,0.00843303411899226,0.00931966449207828,0.0153289153310326,0.0105876274132181,0.00859664074617148,0.00881018397537492,0.00858058478301633,0.00627262247288485,0.00741290901754655,0.0080924969510317,0,0.0163934426229508,0.180902777777778,0.264734677893088,0.265652501885844,0.24119530416222,0.0915645277577505,0.269782930342264,0.318215560124954,229,9.54166666666667,0.18666667,0.16,1,0,0,1,70.69999695,9.74141448,16.04999924,8.06000042,1029.56005859,"Very Low",-0.39338837,"Very Low",-0.4660841,"Low",-0.17948134,"Very Low",-0.32558433,"Very Low",-0.57404959,"Low",-0.01491825
7384,4.42792208398655,-122.49867257298,47.1987537962193,"pa_7384",0.00276625172890733,0.00758911295523928,0.00582605871903116,0.00572896513177695,0.00527326013374061,0.00583110438364883,0.00579349485885116,0.00553932537764951,0.00569789869097936,0.0135558756248411,0.00910419004467405,0.012955047207478,0.0124344267935695,0.0120851560617527,0.0108850313637216,0.0111754618351658,0.0116655837360275,0.0108964833091414,0.10377358490566,0.284705882352941,0.214435146443515,0.213782302270948,0.193949284458951,0.216163644349627,0.320923306031273,0.207711989451543,0.222369869271841,91.5,3.8125,0.125,0.11,1,1,0.81,2.80999994,69,19.46337412,18.20000076,7.98000002,579.98999023,"Very High",0.29661069,"Low",-0.20837927,"Very Low",-0.67203036,"Low",-0.1422905,"Moderate",-0.15897919,"Moderate",0.03132563
80321,3.83272446418542,-122.627148877822,47.3297135827278,"pa_80321",0.0169432918395574,0.0145977555144688,0.0125785562835476,0.0125112859538243,0.0131883100800793,0.0180850240382548,0.0215276335406478,0.0229187551635706,0.0222183123347921,0.00245700245700246,0.00550485909677966,0.00866175019963361,0.0092318605057408,0.00842329608123288,0.0064348022341932,0.00419249503936164,0.00300083058561668,0.0026877158786939,0.616822429906542,0.537617554858934,0.46362687086669,0.463438541462458,0.489252042740415,0.671341616465863,0.563609467455621,0.849672715285844,0.825530954786686,62,2.58333333333333,0.03544776,0.02,1,0,0.03,1.02999997,96.31999969,1.00000005,13.93000031,7.19999981,145.19000244,"Moderate",-0.05833244,"Very High",0.45750413,"Very High",0.77222624,"Very High",0.53258611,"Very High",1.33505686,"High",0.15647577
94745,4.82605694185163,-122.457029019513,47.1715721683244,"pa_94745",0.00501383125864454,0.00457926645741067,0.00464174514335925,0.0047669719248463,0.00385261014337213,0.00257669450345308,0.00283321142160259,0.00400964529461312,0.00537010332064921,0,0.00402278164764667,0.00600310019258772,0.00694506937129124,0.00862692128867606,0.0119744678179284,0.0124347375130313,0.0129454799528619,0.0116982074369017,0.184952978056426,0.168892380204242,0.172533983966539,0.180803134182174,0.146160613296469,0.0980502966939814,0.409927495817066,0.155052740028455,0.206095879995487,101.5,4.22916666666667,0.06666667,0.05,1,1,0,2,48,36.29301496,21.56999969,8.03999996,370.10998535,"Very Low",-0.31087192,"Very Low",-0.46327018,"Low",-0.26936411,"Very Low",-0.27086559,"Low",-0.23284669,"Low",-0.07797506
96765,3.04036445338818,-122.572146397448,47.3477292901501,"pa_96765",0.0272302904564315,0.0270241217697897,0.0270863975855285,0.0270486693323015,0.0270439472742783,0.0269022042950642,0.0264286141237858,0.0224028953084543,0.0205932573461209,0,0,0,0,0,0,0.000340218660484472,0.00148718467853505,0.0022850178255994,1,1,1,1,1,0.995446551940711,1,0.827866810269569,0.7696188173048,34,1.41666666666667,0,0.01,1,0.86000001,0.22,2.07999992,93.61000061,1.10125984,13.5,7.46000004,69.36000061,"High",0.08768595,"Low",-0.06916786,"Very High",0.61960378,"Very High",0.38807923,"Very High",1.04758251,"High",0.25469177
