"month","day","hour","avg_pm","avg_rh","pm2.5_corrected","sensor_index"
8,1,0,1.225,58.4666666666667,1.35207333333333,"167029"
8,1,1,1.48333333333333,61.3666666666667,1.23746,"167029"
8,1,2,2.62666666666667,63.0666666666667,1.69002666666667,"167029"
8,1,3,4.195,64.8666666666667,2.35667333333333,"167029"
8,1,4,4.855,65.7666666666667,2.62493333333333,"167029"
8,1,5,4.41666666666667,64.3333333333333,2.5188,"167029"
8,1,6,4.21333333333333,62.6666666666667,2.55592,"167029"
8,1,7,3.72833333333333,58.7666666666667,2.63796,"167029"
8,1,8,2.81333333333333,49.2,2.98314666666667,"167029"
8,1,9,2.28,45.9333333333333,2.98526666666667,"167029"
8,1,10,1.835,42.6,3.03942,"167029"
8,1,11,1.805,37.2333333333333,3.48630666666667,"167029"
8,1,12,2.20833333333333,34.8,3.90740666666667,"167029"
8,1,13,2.875,33.5333333333333,4.36592666666667,"167029"
8,1,14,3.635,31.9,4.90496,"167029"
8,1,15,3.98833333333333,33.4666666666667,4.95506,"167029"
8,1,16,4.22666666666667,35.2,4.93053333333333,"167029"
8,1,17,5.66833333333333,35.2666666666667,5.68022,"167029"
8,1,18,8.03833333333333,36.5333333333333,6.81291333333333,"167029"
8,1,19,10.8166666666667,39.7666666666667,7.99004666666667,"167029"
8,1,20,10.6916666666667,42.9333333333333,7.65158,"167029"
8,1,21,4.2,48.9,3.73562,"167029"
8,1,22,2.04333333333333,53.4,2.21762666666667,"167029"
8,1,23,1.13833333333333,58.1333333333333,1.33539333333333,"167029"
8,2,0,0.543333333333333,62.4,0.655826666666667,"167029"
8,2,1,0.615,63.8,0.5727,"167029"
8,2,2,0.676666666666667,65.8,0.432613333333334,"167029"
8,2,3,1.04666666666667,65.9666666666667,0.612126666666667,"167029"
8,2,4,0.89,65.7666666666667,0.547273333333333,"167029"
8,2,5,1.17,65.5666666666667,0.711233333333333,"167029"
8,2,6,1.03833333333333,63.6666666666667,0.80602,"167029"
8,2,7,0.793333333333333,62.3,0.795446666666667,"167029"
8,2,8,0.265,58.4666666666667,0.849033333333334,"167029"
8,2,9,0.0616666666666667,53.1,1.20509333333333,"167029"
8,2,10,0.555,51.5333333333333,1.59864666666667,"167029"
8,2,11,0.808333333333333,51.4666666666667,1.73714,"167029"
8,2,12,4.20666666666667,50.1333333333333,3.6328,"167029"
8,2,13,7.44333333333333,48.8,5.44374666666667,"167029"
8,2,14,9.545,38.6333333333333,7.42138666666667,"167029"
8,2,15,2.21333333333333,32.5666666666667,4.10254,"167029"
8,2,16,1.84666666666667,29.4333333333333,4.1805,"167029"
8,2,17,1.25,29.4666666666667,3.86497333333333,"167029"
8,2,18,1.12166666666667,31.3,3.63969333333333,"167029"
8,2,19,1.64,39.8,3.1786,"167029"
8,2,20,4.72833333333333,45.6333333333333,4.29405333333333,"167029"
8,2,21,3.945,49.3333333333333,3.56464666666667,"167029"
8,2,22,10.08,56.0666666666667,6.19897333333333,"167029"
8,2,23,2.475,56.6333333333333,2.16510666666667,"167029"
8,3,0,1.495,58.0333333333333,1.53090666666667,"167029"
8,3,1,2.235,59.5,1.79224,"167029"
8,3,2,2.62333333333333,61.6666666666667,1.80896,"167029"
8,3,3,2.71333333333333,60.4,1.96530666666667,"167029"
8,3,4,3.26,60.3,2.26038,"167029"
8,3,5,4.06,59.8666666666667,2.71693333333333,"167029"
8,3,6,4.03666666666667,60.0666666666667,2.68746666666667,"167029"
8,3,7,4.03833333333333,58.8333333333333,2.79465333333333,"167029"
8,3,8,3.87333333333333,54.6,3.07310666666667,"167029"
