UTCDateTime,mac_address,current_temp_f,current_humidity,pm2_5_atm_a,pm2_5_atm_b
2025/08/20T00:17:11z,c4:5b:be:e7:7:9,80,45,1,2.18
2025/08/20T00:19:11z,c4:5b:be:e7:7:9,80,45,1.39,1.72
2025/08/20T00:21:11z,c4:5b:be:e7:7:9,80,45,0.86,1.68
2025/08/20T00:23:11z,c4:5b:be:e7:7:9,80,44,0.66,1.8
2025/08/20T00:25:11z,c4:5b:be:e7:7:9,81,44,1.46,0.89
2025/08/20T00:27:11z,c4:5b:be:e7:7:9,81,44,1.2,0.98
2025/08/20T00:29:11z,c4:5b:be:e7:7:9,81,44,2.11,1.58
2025/08/20T00:31:11z,c4:5b:be:e7:7:9,80,46,1.4,1.69
2025/08/20T00:33:11z,c4:5b:be:e7:7:9,81,45,1.33,1.72
2025/08/20T00:35:11z,c4:5b:be:e7:7:9,81,45,2.02,1.98
2025/08/20T00:37:11z,c4:5b:be:e7:7:9,80,45,1.32,2.72
2025/08/20T00:39:11z,c4:5b:be:e7:7:9,82,44,2.11,2.17
2025/08/20T00:41:11z,c4:5b:be:e7:7:9,81,43,1.86,2.42
2025/08/20T00:43:11z,c4:5b:be:e7:7:9,81,43,2.47,3.25
2025/08/20T00:45:11z,c4:5b:be:e7:7:9,82,44,2,2.19
2025/08/20T00:47:11z,c4:5b:be:e7:7:9,82,44,2.05,2.59
2025/08/20T00:49:11z,c4:5b:be:e7:7:9,82,43,3.34,2.59
2025/08/20T00:51:11z,c4:5b:be:e7:7:9,82,44,2.44,3.2
2025/08/20T00:53:11z,c4:5b:be:e7:7:9,82,44,2.54,3.5
2025/08/20T00:55:11z,c4:5b:be:e7:7:9,82,44,1.71,2.78
2025/08/20T00:57:11z,c4:5b:be:e7:7:9,81,44,2,3.22
2025/08/20T00:59:11z,c4:5b:be:e7:7:9,82,44,3,2.7
2025/08/20T01:01:12z,c4:5b:be:e7:7:9,81,44,2.77,2.44
2025/08/20T01:03:13z,c4:5b:be:e7:7:9,81,44,2.74,3.37
2025/08/20T01:05:13z,c4:5b:be:e7:7:9,81,45,2.93,3.04
2025/08/20T01:07:13z,c4:5b:be:e7:7:9,80,45,2.68,3.03
2025/08/20T01:09:13z,c4:5b:be:e7:7:9,81,45,2.77,3.68
2025/08/20T01:11:13z,c4:5b:be:e7:7:9,81,45,3.29,3.58
2025/08/20T01:13:13z,c4:5b:be:e7:7:9,80,45,3.95,4.56
2025/08/20T01:15:13z,c4:5b:be:e7:7:9,80,47,3.68,4.16
2025/08/20T01:17:13z,c4:5b:be:e7:7:9,80,46,3.57,5.43
2025/08/20T01:19:13z,c4:5b:be:e7:7:9,80,46,3.98,4.85
2025/08/20T01:21:13z,c4:5b:be:e7:7:9,81,46,2.95,3.98
2025/08/20T01:23:13z,c4:5b:be:e7:7:9,80,46,2.8,3.65
2025/08/20T01:25:13z,c4:5b:be:e7:7:9,80,47,2.32,4.75
2025/08/20T01:27:13z,c4:5b:be:e7:7:9,80,47,2.32,3.98
2025/08/20T01:29:13z,c4:5b:be:e7:7:9,80,46,2.27,4.12
2025/08/20T01:31:13z,c4:5b:be:e7:7:9,80,47,5.86,6.61
2025/08/20T01:33:13z,c4:5b:be:e7:7:9,80,47,7.72,9.46
2025/08/20T01:35:13z,c4:5b:be:e7:7:9,80,47,6.26,7.12
2025/08/20T01:37:13z,c4:5b:be:e7:7:9,80,47,2.83,3.77
2025/08/20T01:39:13z,c4:5b:be:e7:7:9,80,47,3.59,4
2025/08/20T01:41:13z,c4:5b:be:e7:7:9,80,47,3.77,4.62
2025/08/20T01:43:13z,c4:5b:be:e7:7:9,80,47,2.53,4.1
2025/08/20T01:45:13z,c4:5b:be:e7:7:9,80,47,3.14,4.03
2025/08/20T01:47:13z,c4:5b:be:e7:7:9,80,48,2.49,4.89
2025/08/20T01:49:13z,c4:5b:be:e7:7:9,81,47,3.09,5.11
2025/08/20T01:51:13z,c4:5b:be:e7:7:9,81,47,2.55,4.17
2025/08/20T01:53:13z,c4:5b:be:e7:7:9,80,47,3.9,4.71
2025/08/20T01:55:13z,c4:5b:be:e7:7:9,81,47,2.37,3.74
2025/08/20T01:57:13z,c4:5b:be:e7:7:9,80,47,2.75,4.05
2025/08/20T01:59:13z,c4:5b:be:e7:7:9,80,47,2.91,4.07
2025/08/20T02:01:12z,c4:5b:be:e7:7:9,80,47,3.79,3.59
2025/08/20T02:03:12z,c4:5b:be:e7:7:9,80,47,3.31,3.57
2025/08/20T02:05:12z,c4:5b:be:e7:7:9,80,47,4.64,5.7
2025/08/20T02:07:12z,c4:5b:be:e7:7:9,80,48,4.76,4.66
2025/08/20T02:09:12z,c4:5b:be:e7:7:9,80,47,2.8,3.3
2025/08/20T02:11:12z,c4:5b:be:e7:7:9,80,47,3.33,4.88
2025/08/20T02:13:12z,c4:5b:be:e7:7:9,80,48,3.8,5.07
2025/08/20T02:15:12z,c4:5b:be:e7:7:9,80,47,2.44,3.62
2025/08/20T02:17:12z,c4:5b:be:e7:7:9,80,48,3.33,4.04
2025/08/20T02:19:12z,c4:5b:be:e7:7:9,80,48,2.79,3.95
2025/08/20T02:21:12z,c4:5b:be:e7:7:9,80,48,9.36,10.8
2025/08/20T02:23:12z,c4:5b:be:e7:7:9,80,48,7.63,9.29
2025/08/20T02:25:12z,c4:5b:be:e7:7:9,79,48,6.73,8.75
2025/08/20T02:27:12z,c4:5b:be:e7:7:9,78,49,4.7,5.34
2025/08/20T02:29:12z,c4:5b:be:e7:7:9,79,50,16.6,15.17
2025/08/20T02:31:12z,c4:5b:be:e7:7:9,79,50,21.51,19.36
2025/08/20T02:33:12z,c4:5b:be:e7:7:9,78,49,4.39,5.28
2025/08/20T02:35:12z,c4:5b:be:e7:7:9,79,50,15.76,17.18
2025/08/20T02:37:12z,c4:5b:be:e7:7:9,80,49,10,11.09
2025/08/20T02:39:12z,c4:5b:be:e7:7:9,80,48,3.36,4.15
2025/08/20T02:41:12z,c4:5b:be:e7:7:9,80,48,3.1,4.3
2025/08/20T02:43:12z,c4:5b:be:e7:7:9,80,48,7.69,7.77
2025/08/20T02:45:12z,c4:5b:be:e7:7:9,80,48,4.52,6.05
2025/08/20T02:47:12z,c4:5b:be:e7:7:9,79,48,4.34,5.15
2025/08/20T02:49:12z,c4:5b:be:e7:7:9,79,48,5.59,6.41
2025/08/20T02:51:12z,c4:5b:be:e7:7:9,80,48,3.08,4.84
2025/08/20T02:53:12z,c4:5b:be:e7:7:9,80,48,2.95,4.43
2025/08/20T02:55:12z,c4:5b:be:e7:7:9,80,48,3.86,5.53
2025/08/20T02:57:12z,c4:5b:be:e7:7:9,80,48,4.05,5.67
2025/08/20T02:59:12z,c4:5b:be:e7:7:9,80,48,4.93,7.18
2025/08/20T03:01:12z,c4:5b:be:e7:7:9,80,48,3.27,5.14
2025/08/20T03:03:12z,c4:5b:be:e7:7:9,80,48,2.5,4.83
2025/08/20T03:05:12z,c4:5b:be:e7:7:9,80,48,3.7,4.95
2025/08/20T03:07:12z,c4:5b:be:e7:7:9,80,48,4.48,4.97
2025/08/20T03:09:12z,c4:5b:be:e7:7:9,80,48,4.66,5.66
2025/08/20T03:11:12z,c4:5b:be:e7:7:9,80,48,5.05,5.63
2025/08/20T03:13:12z,c4:5b:be:e7:7:9,80,48,6.66,7.49
2025/08/20T03:15:12z,c4:5b:be:e7:7:9,80,48,7.64,8.55
2025/08/20T03:17:12z,c4:5b:be:e7:7:9,79,48,4.46,5.71
2025/08/20T03:19:12z,c4:5b:be:e7:7:9,79,48,3.83,4.28
2025/08/20T03:21:12z,c4:5b:be:e7:7:9,79,49,4.28,5.24
2025/08/20T03:23:12z,c4:5b:be:e7:7:9,79,49,4.75,4.56
2025/08/20T03:25:12z,c4:5b:be:e7:7:9,79,49,3.89,3.85
2025/08/20T03:27:12z,c4:5b:be:e7:7:9,80,49,4.11,4.58
2025/08/20T03:29:12z,c4:5b:be:e7:7:9,79,49,4.95,4.77
2025/08/20T03:31:12z,c4:5b:be:e7:7:9,80,49,4.9,4.58
2025/08/20T03:33:12z,c4:5b:be:e7:7:9,80,48,5.91,7.22
2025/08/20T03:35:12z,c4:5b:be:e7:7:9,79,49,11.11,11.1
2025/08/20T03:37:12z,c4:5b:be:e7:7:9,79,49,6.34,6.45
2025/08/20T03:39:12z,c4:5b:be:e7:7:9,79,49,6.05,5.58
2025/08/20T03:41:12z,c4:5b:be:e7:7:9,79,49,5.21,5.08
2025/08/20T03:43:12z,c4:5b:be:e7:7:9,79,49,6.23,35.13
2025/08/20T03:45:12z,c4:5b:be:e7:7:9,79,49,6.62,6.78
2025/08/20T03:47:12z,c4:5b:be:e7:7:9,79,49,5.98,7.25
2025/08/20T03:49:12z,c4:5b:be:e7:7:9,80,49,4.97,5.51
2025/08/20T03:51:12z,c4:5b:be:e7:7:9,79,49,4.75,5.72
2025/08/20T03:53:12z,c4:5b:be:e7:7:9,80,49,6.41,5.52
2025/08/20T03:55:12z,c4:5b:be:e7:7:9,80,49,5.24,6.09
2025/08/20T03:57:12z,c4:5b:be:e7:7:9,79,49,4.85,6.49
2025/08/20T03:59:12z,c4:5b:be:e7:7:9,80,49,4.57,5.07
2025/08/20T04:01:12z,c4:5b:be:e7:7:9,79,49,4.62,5.17
2025/08/20T04:03:13z,c4:5b:be:e7:7:9,79,49,4.03,4.95
2025/08/20T04:05:13z,c4:5b:be:e7:7:9,79,50,4.18,4.95
2025/08/20T04:07:13z,c4:5b:be:e7:7:9,79,49,5,5.41
2025/08/20T04:09:13z,c4:5b:be:e7:7:9,78,50,11.22,12.7
2025/08/20T04:11:13z,c4:5b:be:e7:7:9,79,50,4.83,5.32
2025/08/20T04:13:13z,c4:5b:be:e7:7:9,79,50,8.11,8.97
2025/08/20T04:15:13z,c4:5b:be:e7:7:9,79,50,6.31,6.61
2025/08/20T04:17:13z,c4:5b:be:e7:7:9,79,50,3.95,5.11
2025/08/20T04:19:13z,c4:5b:be:e7:7:9,79,50,4.02,4.4
2025/08/20T04:21:13z,c4:5b:be:e7:7:9,79,50,3.75,4.72
2025/08/20T04:23:13z,c4:5b:be:e7:7:9,79,50,3.62,4.27
2025/08/20T04:25:13z,c4:5b:be:e7:7:9,79,50,4.56,5.45
2025/08/20T04:27:13z,c4:5b:be:e7:7:9,79,50,4.09,4.44
2025/08/20T04:29:13z,c4:5b:be:e7:7:9,78,50,4.47,3.97
2025/08/20T04:31:13z,c4:5b:be:e7:7:9,77,52,7.02,6.03
2025/08/20T04:33:13z,c4:5b:be:e7:7:9,78,51,4.55,5.09
2025/08/20T04:35:13z,c4:5b:be:e7:7:9,79,51,4.05,4.26
2025/08/20T04:37:13z,c4:5b:be:e7:7:9,78,51,3.29,4.07
2025/08/20T04:39:13z,c4:5b:be:e7:7:9,78,51,3.84,3.93
2025/08/20T04:41:13z,c4:5b:be:e7:7:9,78,51,3.7,4.49
2025/08/20T04:43:13z,c4:5b:be:e7:7:9,78,51,3.68,4.2
2025/08/20T04:45:13z,c4:5b:be:e7:7:9,78,51,3.63,3.95
2025/08/20T04:47:13z,c4:5b:be:e7:7:9,78,51,3.93,4.14
2025/08/20T04:49:13z,c4:5b:be:e7:7:9,78,52,3.41,4.09
2025/08/20T04:51:13z,c4:5b:be:e7:7:9,78,52,3.73,4.59
2025/08/20T04:53:13z,c4:5b:be:e7:7:9,77,53,4.19,4.88
2025/08/20T04:55:13z,c4:5b:be:e7:7:9,78,53,3.43,4.5
2025/08/20T04:57:13z,c4:5b:be:e7:7:9,78,53,3.6,4.81
2025/08/20T04:59:13z,c4:5b:be:e7:7:9,78,53,3.68,5.14
2025/08/20T05:01:13z,c4:5b:be:e7:7:9,77,53,4.15,3.4
2025/08/20T05:03:14z,c4:5b:be:e7:7:9,78,53,4.63,4.58
2025/08/20T05:05:14z,c4:5b:be:e7:7:9,77,53,4.15,4.54
2025/08/20T05:07:14z,c4:5b:be:e7:7:9,77,53,4.02,4.14
2025/08/20T05:09:14z,c4:5b:be:e7:7:9,78,53,4.04,3.82
2025/08/20T05:11:14z,c4:5b:be:e7:7:9,77,53,4.59,4.63
2025/08/20T05:13:14z,c4:5b:be:e7:7:9,77,54,3.92,4.64
2025/08/20T05:15:14z,c4:5b:be:e7:7:9,77,54,4.98,5.77
2025/08/20T05:17:14z,c4:5b:be:e7:7:9,77,55,3.98,4.32
2025/08/20T05:19:14z,c4:5b:be:e7:7:9,77,55,3.95,4.07
2025/08/20T05:21:14z,c4:5b:be:e7:7:9,77,54,4.47,4.39
2025/08/20T05:23:14z,c4:5b:be:e7:7:9,77,55,3.68,4.16
2025/08/20T05:25:14z,c4:5b:be:e7:7:9,76,55,4.07,4.03
2025/08/20T05:27:14z,c4:5b:be:e7:7:9,77,55,3.57,4.49
2025/08/20T05:29:14z,c4:5b:be:e7:7:9,77,55,4.08,4.83
2025/08/20T05:31:14z,c4:5b:be:e7:7:9,77,55,8.36,7.89
2025/08/20T05:33:14z,c4:5b:be:e7:7:9,76,55,5.44,5.64
2025/08/20T05:35:14z,c4:5b:be:e7:7:9,76,56,5.88,6.46
2025/08/20T05:37:14z,c4:5b:be:e7:7:9,76,55,3.97,4.55
2025/08/20T05:39:14z,c4:5b:be:e7:7:9,76,55,3.78,3.66
2025/08/20T05:41:14z,c4:5b:be:e7:7:9,76,55,3.27,4.76
2025/08/20T05:43:14z,c4:5b:be:e7:7:9,76,56,3.86,4.46
2025/08/20T05:45:14z,c4:5b:be:e7:7:9,76,55,4.65,5.03
2025/08/20T05:47:14z,c4:5b:be:e7:7:9,76,55,7.2,7.41
2025/08/20T05:49:14z,c4:5b:be:e7:7:9,76,55,4.72,5.4
2025/08/20T05:51:14z,c4:5b:be:e7:7:9,76,55,6.19,6.19
2025/08/20T05:53:14z,c4:5b:be:e7:7:9,76,55,4.23,4.95
2025/08/20T05:55:14z,c4:5b:be:e7:7:9,76,56,6.34,7.46
2025/08/20T05:57:14z,c4:5b:be:e7:7:9,76,56,6.95,7.33
2025/08/20T05:59:14z,c4:5b:be:e7:7:9,75,57,5.44,4.88
2025/08/20T06:01:14z,c4:5b:be:e7:7:9,74,58,4.84,4.92
2025/08/20T06:03:15z,c4:5b:be:e7:7:9,75,58,4.66,4.77
2025/08/20T06:05:15z,c4:5b:be:e7:7:9,75,59,5.64,5.32
2025/08/20T06:07:15z,c4:5b:be:e7:7:9,75,58,4.64,5.25
2025/08/20T06:09:15z,c4:5b:be:e7:7:9,76,57,3.88,4.91
2025/08/20T06:11:15z,c4:5b:be:e7:7:9,74,57,4.83,5.73
2025/08/20T06:13:15z,c4:5b:be:e7:7:9,75,59,5.15,4.59
2025/08/20T06:15:15z,c4:5b:be:e7:7:9,76,57,5.16,6.05
2025/08/20T06:17:15z,c4:5b:be:e7:7:9,75,57,4.9,5
2025/08/20T06:19:15z,c4:5b:be:e7:7:9,75,57,4.34,3.95
2025/08/20T06:21:15z,c4:5b:be:e7:7:9,76,56,5.82,5.86
2025/08/20T06:23:15z,c4:5b:be:e7:7:9,76,56,4.68,4.98
2025/08/20T06:25:15z,c4:5b:be:e7:7:9,75,56,6.51,6.63
2025/08/20T06:27:15z,c4:5b:be:e7:7:9,74,57,6.37,5.47
2025/08/20T06:29:15z,c4:5b:be:e7:7:9,75,57,4.23,4.69
2025/08/20T06:31:15z,c4:5b:be:e7:7:9,75,57,3.77,4.46
2025/08/20T06:33:15z,c4:5b:be:e7:7:9,74,58,4.92,5.41
2025/08/20T06:35:15z,c4:5b:be:e7:7:9,75,58,4.97,4.95
2025/08/20T06:37:15z,c4:5b:be:e7:7:9,75,57,3.91,4.93
2025/08/20T06:39:15z,c4:5b:be:e7:7:9,75,57,3.81,4.27
2025/08/20T06:41:15z,c4:5b:be:e7:7:9,76,56,4.24,4.43
2025/08/20T06:43:15z,c4:5b:be:e7:7:9,76,56,3.51,4.98
2025/08/20T06:45:15z,c4:5b:be:e7:7:9,75,56,3.83,4.21
2025/08/20T06:47:15z,c4:5b:be:e7:7:9,76,56,4.12,4.88
2025/08/20T06:49:15z,c4:5b:be:e7:7:9,76,56,4.16,4.92
2025/08/20T06:51:15z,c4:5b:be:e7:7:9,76,56,4.14,5.09
2025/08/20T06:53:15z,c4:5b:be:e7:7:9,75,56,3.93,5.17
2025/08/20T06:55:15z,c4:5b:be:e7:7:9,75,56,3.84,4.58
2025/08/20T06:57:15z,c4:5b:be:e7:7:9,75,57,4.63,5.75
2025/08/20T06:59:15z,c4:5b:be:e7:7:9,75,57,4.24,4.52
2025/08/20T07:01:15z,c4:5b:be:e7:7:9,75,57,4.13,4.91
2025/08/20T07:03:15z,c4:5b:be:e7:7:9,75,57,3.86,4.83
2025/08/20T07:05:15z,c4:5b:be:e7:7:9,74,58,4.73,5
2025/08/20T07:07:15z,c4:5b:be:e7:7:9,75,58,4.38,4.92
2025/08/20T07:09:15z,c4:5b:be:e7:7:9,74,58,4.63,5.13
2025/08/20T07:11:15z,c4:5b:be:e7:7:9,75,58,3.62,4.67
2025/08/20T07:13:15z,c4:5b:be:e7:7:9,75,58,4.08,4.98
2025/08/20T07:15:15z,c4:5b:be:e7:7:9,75,58,4.27,5.11
2025/08/20T07:17:15z,c4:5b:be:e7:7:9,75,57,3.23,4.36
2025/08/20T07:19:15z,c4:5b:be:e7:7:9,75,57,3.68,4.29
