"","Purple.Air.Name","radius_m","total_imp","total_canopy","mean_treeht_ft","total_conifers","total_nonconifer","n_trees","TRACTCE","BLKGRPCE","indicator_title","score","geometry","sensor_index","Long","Lat","pm2.5est_sept","pm2.5.lwr_sept","pm2.5.upr_sept","pm2.5est_jan","pm2.5.lwr_jan","pm2.5.upr_jan","tempest_sept","temp.lwr_sept","temp.upr_sept","tempest_jan","temp.lwr_jan","temp.upr_jan","total_area_m2","canopy_perc"
"19","GRIT05",25,159186722.682971,978.995709073279,48.8043333333333,2,22,24,"060700","1","Community Impact Index",0.546561692220564,c(-122.4683736, 47.26333983),183865,-122.4683736,47.26333983,6.39113204495118,5.08152551763636,7.70073828958024,8.02313251953986,5.87627326450305,10.1705185075757,74.451,73.132,75.77,56.249,54.961,57.536,1963.49540849362,49.8598420367256
"20","GRIT05",50,159253087.273941,2065.89847007436,37.7852372881356,5,54,59,"060700","1","Community Impact Index",0.546561692220564,c(-122.4683736, 47.26333983),183865,-122.4683736,47.26333983,6.39113204495118,5.08152551763636,7.70073828958024,8.02313251953986,5.87627326450305,10.1705185075757,74.451,73.132,75.77,56.249,54.961,57.536,7853.98163397448,26.3038362750655
"21","GRIT05",100,159351068.87832,7919.11019232607,28.8564129464286,25,199,224,"060700","1","Community Impact Index",0.546561692220564,c(-122.4683736, 47.26333983),183865,-122.4683736,47.26333983,6.39113204495118,5.08152551763636,7.70073828958024,8.02313251953986,5.87627326450305,10.1705185075757,74.451,73.132,75.77,56.249,54.961,57.536,31415.9265358979,25.2073106399621
"22","GRIT05",200,159791973.125868,25466.5753910141,27.6418288732394,65,645,710,"060700","1","Community Impact Index",0.546561692220564,c(-122.4683736, 47.26333983),183865,-122.4683736,47.26333983,6.39113204495118,5.08152551763636,7.70073828958024,8.02313251953986,5.87627326450305,10.1705185075757,74.451,73.132,75.77,56.249,54.961,57.536,125663.706143592,20.2656567855116
"23","GRIT05",400,161685908.025786,100015.696390203,27.0823280583215,255,2557,2812,"060700","1","Community Impact Index",0.546561692220564,c(-122.4683736, 47.26333983),183865,-122.4683736,47.26333983,6.39113204495118,5.08152551763636,7.70073828958024,8.02313251953986,5.87627326450305,10.1705185075757,74.451,73.132,75.77,56.249,54.961,57.536,502654.824574367,19.8974905840988
"24","GRIT05",800,168377166.379649,431558.050956924,30.9147921230176,1228,10185,11413,"060700","1","Community Impact Index",0.546561692220564,c(-122.4683736, 47.26333983),183865,-122.4683736,47.26333983,6.39113204495118,5.08152551763636,7.70073828958024,8.02313251953986,5.87627326450305,10.1705185075757,74.451,73.132,75.77,56.249,54.961,57.536,2010619.29829747,21.4639365752808
"25","GRIT06",5,22988.6859396401,0,0,0,0,0,"063000","1","Community Impact Index",0.198274208855363,c(-122.4701912, 47.20748389),183855,-122.4701912,47.20748389,7.37562598429328,6.0660194570041,8.68523222891912,9.28364445143451,7.12809069665793,11.438486355931,75.391,74.072,76.709,55.701,54.404,56.998,78.5398163397448,0
"26","GRIT06",10,22988.6859396401,0,0,0,0,0,"063000","1","Community Impact Index",0.198274208855363,c(-122.4701912, 47.20748389),183855,-122.4701912,47.20748389,7.37562598429328,6.0660194570041,8.68523222891912,9.28364445143451,7.12809069665793,11.438486355931,75.391,74.072,76.709,55.701,54.404,56.998,314.159265358979,0
"27","GRIT06",25,159233381.198153,62.8579531615032,13.07075,0,2,2,"063000","1","Community Impact Index",0.198274208855363,c(-122.4701912, 47.20748389),183855,-122.4701912,47.20748389,7.37562598429328,6.0660194570041,8.68523222891912,9.28364445143451,7.12809069665793,11.438486355931,75.391,74.072,76.709,55.701,54.404,56.998,1963.49540849362,3.20132926665346
"28","GRIT06",50,159266201.614536,443.182952904201,20.25055,0,10,10,"063000","1","Community Impact Index",0.198274208855363,c(-122.4701912, 47.20748389),183855,-122.4701912,47.20748389,7.37562598429328,6.0660194570041,8.68523222891912,9.28364445143451,7.12809069665793,11.438486355931,75.391,74.072,76.709,55.701,54.404,56.998,7853.98163397448,5.6427806119013
"29","GRIT06",100,159373836.175195,3454.08278371767,25.5930164835165,9,82,91,"063000","1","Community Impact Index",0.198274208855363,c(-122.4701912, 47.20748389),183855,-122.4701912,47.20748389,7.37562598429328,6.0660194570041,8.68523222891912,9.28364445143451,7.12809069665793,11.438486355931,75.391,74.072,76.709,55.701,54.404,56.998,31415.9265358979,10.9946869775456
"30","GRIT06",200,159726353.981861,23095.1290506973,30.1798315018315,69,477,546,"063000","1","Community Impact Index",0.198274208855363,c(-122.4701912, 47.20748389),183855,-122.4701912,47.20748389,7.37562598429328,6.0660194570041,8.68523222891912,9.28364445143451,7.12809069665793,11.438486355931,75.391,74.072,76.709,55.701,54.404,56.998,125663.706143592,18.3785197488185
"31","GRIT06",400,160964305.297175,120942.295247369,28.2304754231771,350,2722,3072,"063000","1","Community Impact Index",0.198274208855363,c(-122.4701912, 47.20748389),183855,-122.4701912,47.20748389,7.37562598429328,6.0660194570041,8.68523222891912,9.28364445143451,7.12809069665793,11.438486355931,75.391,74.072,76.709,55.701,54.404,56.998,502654.824574367,24.0607051468728
"32","GRIT06",800,168897375.726813,444664.321850905,33.0117877490136,1283,9108,10391,"063000","1","Community Impact Index",0.198274208855363,c(-122.4701912, 47.20748389),183855,-122.4701912,47.20748389,7.37562598429328,6.0660194570041,8.68523222891912,9.28364445143451,7.12809069665793,11.438486355931,75.391,74.072,76.709,55.701,54.404,56.998,2010619.29829747,22.1157890122428
"33","GRIT07",5,2353.56587212788,0,0,0,0,0,"063301","1","Community Impact Index",-0.16483886987945,c(-122.4021333, 47.1980794),183843,-122.4021333,47.1980794,6.94086936314338,5.63126283583788,8.25047560775209,9.41809939770874,7.26540518046353,11.5699108546828,72.534,71.215,73.853,51.312,50.018,52.606,78.5398163397448,0
"34","GRIT07",10,3552.47318883649,0,0,0,0,0,"063301","1","Community Impact Index",-0.16483886987945,c(-122.4021333, 47.1980794),183843,-122.4021333,47.1980794,6.94086936314338,5.63126283583788,8.25047560775209,9.41809939770874,7.26540518046353,11.5699108546828,72.534,71.215,73.853,51.312,50.018,52.606,314.159265358979,0
"35","GRIT07",25,159184762.044672,76.2792756114031,71.653,1,0,1,"063301","1","Community Impact Index",-0.16483886987945,c(-122.4021333, 47.1980794),183843,-122.4021333,47.1980794,6.94086936314338,5.63126283583788,8.25047560775209,9.41809939770874,7.26540518046353,11.5699108546828,72.534,71.215,73.853,51.312,50.018,52.606,1963.49540849362,3.88487160608764
"36","GRIT07",50,159213310.468763,1046.32444351913,46.59840625,5,11,16,"063301","1","Community Impact Index",-0.16483886987945,c(-122.4021333, 47.1980794),183843,-122.4021333,47.1980794,6.94086936314338,5.63126283583788,8.25047560775209,9.41809939770874,7.26540518046353,11.5699108546828,72.534,71.215,73.853,51.312,50.018,52.606,7853.98163397448,13.3222165811157
"37","GRIT07",100,159281267.018788,5183.32087483425,40.3669166666667,25,65,90,"063301","1","Community Impact Index",-0.16483886987945,c(-122.4021333, 47.1980794),183843,-122.4021333,47.1980794,6.94086936314338,5.63126283583788,8.25047560775209,9.41809939770874,7.26540518046353,11.5699108546828,72.534,71.215,73.853,51.312,50.018,52.606,31415.9265358979,16.4990227772256
"38","GRIT07",200,159640063.476261,20674.9722296427,43.6206007751938,103,284,387,"063301","1","Community Impact Index",-0.16483886987945,c(-122.4021333, 47.1980794),183843,-122.4021333,47.1980794,6.94086936314338,5.63126283583788,8.25047560775209,9.41809939770874,7.26540518046353,11.5699108546828,72.534,71.215,73.853,51.312,50.018,52.606,125663.706143592,16.4526201431765
"39","GRIT07",400,161375905.8815,103845.596058027,53.9878654686741,704,1355,2059,"063301","1","Community Impact Index",-0.16483886987945,c(-122.4021333, 47.1980794),183843,-122.4021333,47.1980794,6.94086936314338,5.63126283583788,8.25047560775209,9.41809939770874,7.26540518046353,11.5699108546828,72.534,71.215,73.853,51.312,50.018,52.606,502654.824574367,20.659424913699
"40","GRIT07",800,165554159.633598,592692.793413949,65.6631699828473,4535,7125,11660,"063301","1","Community Impact Index",-0.16483886987945,c(-122.4021333, 47.1980794),183843,-122.4021333,47.1980794,6.94086936314338,5.63126283583788,8.25047560775209,9.41809939770874,7.26540518046353,11.5699108546828,72.534,71.215,73.853,51.312,50.018,52.606,2010619.29829747,29.4781211896167
"41","GRIT09",5,159178880.712316,31.4591860392175,0,0,0,0,"061602","1","Community Impact Index",-0.371076361601113,c(-122.436422, 47.23494147),183499,-122.436422,47.23494147,6.92144080611057,5.61120622347976,8.23167222250744,9.22839243873983,7.07737472278528,11.3785582545915,72.253,70.93,73.575,52.681,51.389,53.973,78.5398163397448,40.0550797103121
"42","GRIT09",10,159178880.712316,140.321008036479,54.675,0,1,1,"061602","1","Community Impact Index",-0.371076361601113,c(-122.436422, 47.23494147),183499,-122.436422,47.23494147,6.92144080611057,5.61120622347976,8.23167222250744,9.22839243873983,7.07737472278528,11.3785582545915,72.253,70.93,73.575,52.681,51.389,53.973,314.159265358979,44.6655640972864
"43","GRIT09",25,159183704.186399,588.93480591954,34.6821071428571,2,12,14,"061602","1","Community Impact Index",-0.371076361601113,c(-122.436422, 47.23494147),183499,-122.436422,47.23494147,6.92144080611057,5.61120622347976,8.23167222250744,9.22839243873983,7.07737472278528,11.3785582545915,72.253,70.93,73.575,52.681,51.389,53.973,1963.49540849362,29.9942033667075
"44","GRIT09",50,159202420.0792,1919.52353002256,31.6039204545455,3,41,44,"061602","1","Community Impact Index",-0.371076361601113,c(-122.436422, 47.23494147),183499,-122.436422,47.23494147,6.92144080611057,5.61120622347976,8.23167222250744,9.22839243873983,7.07737472278528,11.3785582545915,72.253,70.93,73.575,52.681,51.389,53.973,7853.98163397448,24.4401326547436
"45","GRIT09",100,159294769.806949,6554.3082117199,29.4736533742331,16,147,163,"061602","1","Community Impact Index",-0.371076361601113,c(-122.436422, 47.23494147),183499,-122.436422,47.23494147,6.92144080611057,5.61120622347976,8.23167222250744,9.22839243873983,7.07737472278528,11.3785582545915,72.253,70.93,73.575,52.681,51.389,53.973,31415.9265358979,20.8630110088605
"46","GRIT09",200,159893755.733946,23328.1341927945,32.5660746753247,69,547,616,"061602","1","Community Impact Index",-0.371076361601113,c(-122.436422, 47.23494147),183499,-122.436422,47.23494147,6.92144080611057,5.61120622347976,8.23167222250744,9.22839243873983,7.07737472278528,11.3785582545915,72.253,70.93,73.575,52.681,51.389,53.973,125663.706143592,18.5639393494715
"47","GRIT09",400,161277904.777002,70150.2576601819,42.4665029177719,320,1565,1885,"061602","1","Community Impact Index",-0.371076361601113,c(-122.436422, 47.23494147),183499,-122.436422,47.23494147,6.92144080611057,5.61120622347976,8.23167222250744,9.22839243873983,7.07737472278528,11.3785582545915,72.253,70.93,73.575,52.681,51.389,53.973,502654.824574367,13.9559503322351
"48","GRIT09",800,170244018.703204,286543.986618378,41.6927659392383,1035,5976,7011,"061602","1","Community Impact Index",-0.371076361601113,c(-122.436422, 47.23494147),183499,-122.436422,47.23494147,6.92144080611057,5.61120622347976,8.23167222250744,9.22839243873983,7.07737472278528,11.3785582545915,72.253,70.93,73.575,52.681,51.389,53.973,2010619.29829747,14.2515287136165
"49","GRIT10",5,1464.20464935889,0,0,0,0,0,"062400","4","Community Impact Index",-0.0386710708572771,c(-122.435674, 47.22179202),183639,-122.435674,47.22179202,7.10182725944583,5.79222073213969,8.41143350407506,10.9495137364404,8.79849602053512,13.099679552298,73.003,71.684,74.322,52.83,51.538,54.122,78.5398163397448,0
"50","GRIT10",10,4563.09789993252,0,0,0,0,0,"062400","4","Community Impact Index",-0.0386710708572771,c(-122.435674, 47.22179202),183639,-122.435674,47.22179202,7.10182725944583,5.79222073213969,8.41143350407506,10.9495137364404,8.79849602053512,13.099679552298,73.003,71.684,74.322,52.83,51.538,54.122,314.159265358979,0
"51","GRIT10",25,159186377.504249,214.963720377777,34.53125,0,6,6,"062400","4","Community Impact Index",-0.0386710708572771,c(-122.435674, 47.22179202),183639,-122.435674,47.22179202,7.10182725944583,5.79222073213969,8.41143350407506,10.9495137364404,8.79849602053512,13.099679552298,73.003,71.684,74.322,52.83,51.538,54.122,1963.49540849362,10.9480123787351
"52","GRIT10",50,159307740.719104,1673.54125274264,30.9712205882353,5,29,34,"062400","4","Community Impact Index",-0.0386710708572771,c(-122.435674, 47.22179202),183639,-122.435674,47.22179202,7.10182725944583,5.79222073213969,8.41143350407506,10.9495137364404,8.79849602053512,13.099679552298,73.003,71.684,74.322,52.83,51.538,54.122,7853.98163397448,21.3081890273755
"53","GRIT10",100,159406221.118024,6314.03892242357,30.3247542857143,19,156,175,"062400","4","Community Impact Index",-0.0386710708572771,c(-122.435674, 47.22179202),183639,-122.435674,47.22179202,7.10182725944583,5.79222073213969,8.41143350407506,10.9495137364404,8.79849602053512,13.099679552298,73.003,71.684,74.322,52.83,51.538,54.122,31415.9265358979,20.0982101075667
"54","GRIT10",200,159905322.476932,19299.1870977678,30.7199951923077,49,471,520,"062400","4","Community Impact Index",-0.0386710708572771,c(-122.435674, 47.22179202),183639,-122.435674,47.22179202,7.10182725944583,5.79222073213969,8.41143350407506,10.9495137364404,8.79849602053512,13.099679552298,73.003,71.684,74.322,52.83,51.538,54.122,125663.706143592,15.3578051213254
"55","GRIT10",400,161771871.367105,74291.2436647288,28.3116271013754,185,1778,1963,"062400","4","Community Impact Index",-0.0386710708572771,c(-122.435674, 47.22179202),183639,-122.435674,47.22179202,7.10182725944583,5.79222073213969,8.41143350407506,10.9495137364404,8.79849602053512,13.099679552298,73.003,71.684,74.322,52.83,51.538,54.122,502654.824574367,14.7797733221076
"56","GRIT10",800,167589634.917008,350162.831899646,34.0189608475648,882,7023,7905,"062400","4","Community Impact Index",-0.0386710708572771,c(-122.435674, 47.22179202),183639,-122.435674,47.22179202,7.10182725944583,5.79222073213969,8.41143350407506,10.9495137364404,8.79849602053512,13.099679552298,73.003,71.684,74.322,52.83,51.538,54.122,2010619.29829747,17.4156704949641
"57","GRIT11",5,159183526.84511,0,0,0,0,0,"062300","1","Community Impact Index",-0.0683659032030586,c(-122.412236, 47.21929448),183869,-122.412236,47.21929448,6.85629564570175,5.54668911839122,8.16590189030637,9.30003044232353,7.14897498494469,11.450236343557,72.941,71.622,74.26,53.504,52.212,54.796,78.5398163397448,0
"58","GRIT11",10,159185813.159636,0,0,0,0,0,"062300","1","Community Impact Index",-0.0683659032030586,c(-122.412236, 47.21929448),183869,-122.412236,47.21929448,6.85629564570175,5.54668911839122,8.16590189030637,9.30003044232353,7.14897498494469,11.450236343557,72.941,71.622,74.26,53.504,52.212,54.796,314.159265358979,0
"59","GRIT11",25,159197941.569636,0,0,0,0,0,"062300","1","Community Impact Index",-0.0683659032030586,c(-122.412236, 47.21929448),183869,-122.412236,47.21929448,6.85629564570175,5.54668911839122,8.16590189030637,9.30003044232353,7.14897498494469,11.450236343557,72.941,71.622,74.26,53.504,52.212,54.796,1963.49540849362,0
"60","GRIT11",50,159251968.819735,34.9657482965413,13.896,0,6,6,"062300","1","Community Impact Index",-0.0683659032030586,c(-122.412236, 47.21929448),183869,-122.412236,47.21929448,6.85629564570175,5.54668911839122,8.16590189030637,9.30003044232353,7.14897498494469,11.450236343557,72.941,71.622,74.26,53.504,52.212,54.796,7853.98163397448,0.445197734424125
"61","GRIT11",100,159369390.696486,628.120264600856,18.8602972972973,2,35,37,"062300","1","Community Impact Index",-0.0683659032030586,c(-122.412236, 47.21929448),183869,-122.412236,47.21929448,6.85629564570175,5.54668911839122,8.16590189030637,9.30003044232353,7.14897498494469,11.450236343557,72.941,71.622,74.26,53.504,52.212,54.796,31415.9265358979,1.99936889934831
"62","GRIT11",200,159870817.320046,17524.3344812455,34.3804410377358,89,335,424,"062300","1","Community Impact Index",-0.0683659032030586,c(-122.412236, 47.21929448),183869,-122.412236,47.21929448,6.85629564570175,5.54668911839122,8.16590189030637,9.30003044232353,7.14897498494469,11.450236343557,72.941,71.622,74.26,53.504,52.212,54.796,125663.706143592,13.9454222854298
"63","GRIT11",400,161176834.577641,87344.211223154,38.6370060913706,371,1599,1970,"062300","1","Community Impact Index",-0.0683659032030586,c(-122.412236, 47.21929448),183869,-122.412236,47.21929448,6.85629564570175,5.54668911839122,8.16590189030637,9.30003044232353,7.14897498494469,11.450236343557,72.941,71.622,74.26,53.504,52.212,54.796,502654.824574367,17.3765787082845
"64","GRIT11",800,166196577.98446,372482.889570656,37.4076286382833,1339,7422,8761,"062300","1","Community Impact Index",-0.0683659032030586,c(-122.412236, 47.21929448),183869,-122.412236,47.21929448,6.85629564570175,5.54668911839122,8.16590189030637,9.30003044232353,7.14897498494469,11.450236343557,72.941,71.622,74.26,53.504,52.212,54.796,2010619.29829747,18.5257790913508
"65","GRIT12",5,5210.5140973967,0,0,0,0,0,"063501","2","Community Impact Index",-0.136442115385945,c(-122.4555075, 47.18123901),183877,-122.4555075,47.18123901,7.47481105823237,6.16520453092103,8.78441730283772,11.9962720571425,9.84525434120819,14.1464378730075,73.933,72.614,75.251,52.414,51.122,53.706,78.5398163397448,0
"66","GRIT12",10,7380.06876975254,0,0,0,0,0,"063501","2","Community Impact Index",-0.136442115385945,c(-122.4555075, 47.18123901),183877,-122.4555075,47.18123901,7.47481105823237,6.16520453092103,8.78441730283772,11.9962720571425,9.84525434120819,14.1464378730075,73.933,72.614,75.251,52.414,51.122,53.706,314.159265358979,0
"67","GRIT12",25,159183916.906413,154.745775828284,22.456625,0,4,4,"063501","2","Community Impact Index",-0.136442115385945,c(-122.4555075, 47.18123901),183877,-122.4555075,47.18123901,7.47481105823237,6.16520453092103,8.78441730283772,11.9962720571425,9.84525434120819,14.1464378730075,73.933,72.614,75.251,52.414,51.122,53.706,1963.49540849362,7.88113764661176
"68","GRIT12",50,159219691.325719,924.525420878424,25.037675,3,17,20,"063501","2","Community Impact Index",-0.136442115385945,c(-122.4555075, 47.18123901),183877,-122.4555075,47.18123901,7.47481105823237,6.16520453092103,8.78441730283772,11.9962720571425,9.84525434120819,14.1464378730075,73.933,72.614,75.251,52.414,51.122,53.706,7853.98163397448,11.7714232597533
"69","GRIT12",100,159290615.590806,3703.60336664795,29.8482802197802,17,74,91,"063501","2","Community Impact Index",-0.136442115385945,c(-122.4555075, 47.18123901),183877,-122.4555075,47.18123901,7.47481105823237,6.16520453092103,8.78441730283772,11.9962720571425,9.84525434120819,14.1464378730075,73.933,72.614,75.251,52.414,51.122,53.706,31415.9265358979,11.7889356610761
"70","GRIT12",200,159627192.202034,21314.1757750134,33.0217987012987,115,424,539,"063501","2","Community Impact Index",-0.136442115385945,c(-122.4555075, 47.18123901),183877,-122.4555075,47.18123901,7.47481105823237,6.16520453092103,8.78441730283772,11.9962720571425,9.84525434120819,14.1464378730075,73.933,72.614,75.251,52.414,51.122,53.706,125663.706143592,16.9612821626146
"71","GRIT12",400,161328646.093194,81947.7738980383,34.1064588974855,384,1684,2068,"063501","2","Community Impact Index",-0.136442115385945,c(-122.4555075, 47.18123901),183877,-122.4555075,47.18123901,7.47481105823237,6.16520453092103,8.78441730283772,11.9962720571425,9.84525434120819,14.1464378730075,73.933,72.614,75.251,52.414,51.122,53.706,502654.824574367,16.3029916140622
"72","GRIT12",800,167438286.363751,302920.364474923,34.9791333288824,1282,6207,7489,"063501","2","Community Impact Index",-0.136442115385945,c(-122.4555075, 47.18123901),183877,-122.4555075,47.18123901,7.47481105823237,6.16520453092103,8.78441730283772,11.9962720571425,9.84525434120819,14.1464378730075,73.933,72.614,75.251,52.414,51.122,53.706,2010619.29829747,15.066022927932
"73","GRIT13",5,5009.95332038119,0.374477501231013,12.686,0,1,1,"063100","3","Community Impact Index",-0.0481836783725466,c(-122.4580004, 47.20416904),183841,-122.4580004,47.20416904,6.70597492920802,5.39636840191061,8.01558117379462,8.78052550766147,6.62382855280584,10.9365972697891,73.669,72.35,74.988,53.144,51.846,54.443,78.5398163397448,0.476799563180936
"74","GRIT13",10,5009.95332038119,14.4864584158895,15.52125,0,4,4,"063100","3","Community Impact Index",-0.0481836783725466,c(-122.4580004, 47.20416904),183841,-122.4580004,47.20416904,6.70597492920802,5.39636840191061,8.01558117379462,8.78052550766147,6.62382855280584,10.9365972697891,73.669,72.35,74.988,53.144,51.846,54.443,314.159265358979,4.611182929568
"75","GRIT13",25,35817.937887831,165.94191390559,17.076,0,9,9,"063100","3","Community Impact Index",-0.0481836783725466,c(-122.4580004, 47.20416904),183841,-122.4580004,47.20416904,6.70597492920802,5.39636840191061,8.01558117379462,8.78052550766147,6.62382855280584,10.9365972697891,73.669,72.35,74.988,53.144,51.846,54.443,1963.49540849362,8.4513522765454
"76","GRIT13",50,159226542.321525,1507.80915153823,29.4001891891892,5,32,37,"063100","3","Community Impact Index",-0.0481836783725466,c(-122.4580004, 47.20416904),183841,-122.4580004,47.20416904,6.70597492920802,5.39636840191061,8.01558117379462,8.78052550766147,6.62382855280584,10.9365972697891,73.669,72.35,74.988,53.144,51.846,54.443,7853.98163397448,19.1980223765205
