"","Purple.Air.Name","radius_m","total_imp","total_canopy","mean_treeht_ft","total_conifers","total_nonconifer","n_trees","TRACTCE","BLKGRPCE","indicator_title","score","geometry","sensor_index","Long","Lat","pm2.5est_sept","pm2.5.lwr_sept","pm2.5.upr_sept","pm2.5est_jan","pm2.5.lwr_jan","pm2.5.upr_jan","tempest_sept","temp.lwr_sept","temp.upr_sept","tempest_jan","temp.lwr_jan","temp.upr_jan","total_area_m2","canopy_perc"
"77","GRIT13",100,159350892.748188,6008.32444530886,34.333048951049,18,125,143,"063100","3","Community Impact Index",-0.0481836783725466,c(-122.4580004, 47.20416904),183841,-122.4580004,47.20416904,6.70597492920802,5.39636840191061,8.01558117379462,8.78052550766147,6.62382855280584,10.9365972697891,73.669,72.35,74.988,53.144,51.846,54.443,31415.9265358979,19.1250907034155
"78","GRIT13",200,159690852.340241,21999.6868157818,33.7253224299065,67,468,535,"063100","3","Community Impact Index",-0.0481836783725466,c(-122.4580004, 47.20416904),183841,-122.4580004,47.20416904,6.70597492920802,5.39636840191061,8.01558117379462,8.78052550766147,6.62382855280584,10.9365972697891,73.669,72.35,74.988,53.144,51.846,54.443,125663.706143592,17.5067945160264
"79","GRIT13",400,160890105.447632,71310.4069483876,30.8914756355932,272,1616,1888,"063100","3","Community Impact Index",-0.0481836783725466,c(-122.4580004, 47.20416904),183841,-122.4580004,47.20416904,6.70597492920802,5.39636840191061,8.01558117379462,8.78052550766147,6.62382855280584,10.9365972697891,73.669,72.35,74.988,53.144,51.846,54.443,502654.824574367,14.1867546996632
"80","GRIT13",800,164969754.045347,487868.922383815,34.6774293363622,2035,10291,12326,"063100","3","Community Impact Index",-0.0481836783725466,c(-122.4580004, 47.20416904),183841,-122.4580004,47.20416904,6.70597492920802,5.39636840191061,8.01558117379462,8.78052550766147,6.62382855280584,10.9365972697891,73.669,72.35,74.988,53.144,51.846,54.443,2010619.29829747,24.2646095557189
"81","GRIT14",5,9930.39817126855,0,0,0,0,0,"062501","3","Community Impact Index",-0.313937996923982,c(-122.4462381, 47.21389379),183885,-122.4462381,47.21389379,6.60733189100556,5.29772536370272,7.91693813561978,8.93201668786021,6.78073825520692,11.082462802376,73.74,72.421,75.059,54.261,52.969,55.553,78.5398163397448,0
"82","GRIT14",10,159186179.594604,47.1175760264891,24.996,0,1,1,"062501","3","Community Impact Index",-0.313937996923982,c(-122.4462381, 47.21389379),183885,-122.4462381,47.21389379,6.60733189100556,5.29772536370272,7.91693813561978,8.93201668786021,6.78073825520692,11.082462802376,73.74,72.421,75.059,54.261,52.969,55.553,314.159265358979,14.9979902622478
"83","GRIT14",25,159189114.494921,196.058957394841,34.4164,0,5,5,"062501","3","Community Impact Index",-0.313937996923982,c(-122.4462381, 47.21389379),183885,-122.4462381,47.21389379,6.60733189100556,5.29772536370272,7.91693813561978,8.93201668786021,6.78073825520692,11.082462802376,73.74,72.421,75.059,54.261,52.969,55.553,1963.49540849362,9.98520070618632
"84","GRIT14",50,159219182.438749,1552.72818505893,29.1447837837838,3,34,37,"062501","3","Community Impact Index",-0.313937996923982,c(-122.4462381, 47.21389379),183885,-122.4462381,47.21389379,6.60733189100556,5.29772536370272,7.91693813561978,8.93201668786021,6.78073825520692,11.082462802376,73.74,72.421,75.059,54.261,52.969,55.553,7853.98163397448,19.7699492744189
"85","GRIT14",100,159336134.863825,6291.32029058815,31.8093402777778,21,123,144,"062501","3","Community Impact Index",-0.313937996923982,c(-122.4462381, 47.21389379),183885,-122.4462381,47.21389379,6.60733189100556,5.29772536370272,7.91693813561978,8.93201668786021,6.78073825520692,11.082462802376,73.74,72.421,75.059,54.261,52.969,55.553,31415.9265358979,20.0258944564289
"86","GRIT14",200,159666531.036057,21354.7183395533,29.2016303088803,46,472,518,"062501","3","Community Impact Index",-0.313937996923982,c(-122.4462381, 47.21389379),183885,-122.4462381,47.21389379,6.60733189100556,5.29772536370272,7.91693813561978,8.93201668786021,6.78073825520692,11.082462802376,73.74,72.421,75.059,54.261,52.969,55.553,125663.706143592,16.9935449103753
"87","GRIT14",400,161022116.762221,84360.0909891305,29.6278373253493,201,1803,2004,"062501","3","Community Impact Index",-0.313937996923982,c(-122.4462381, 47.21389379),183885,-122.4462381,47.21389379,6.60733189100556,5.29772536370272,7.91693813561978,8.93201668786021,6.78073825520692,11.082462802376,73.74,72.421,75.059,54.261,52.969,55.553,502654.824574367,16.7829068507527
"88","GRIT14",800,166309371.591475,325706.585319213,29.3350419296664,824,6939,7763,"062501","3","Community Impact Index",-0.313937996923982,c(-122.4462381, 47.21389379),183885,-122.4462381,47.21389379,6.60733189100556,5.29772536370272,7.91693813561978,8.93201668786021,6.78073825520692,11.082462802376,73.74,72.421,75.059,54.261,52.969,55.553,2010619.29829747,16.1993165784797
"89","GRIT15",5,7174.19859624727,0,0,0,0,0,"063501","1","Community Impact Index",0.126080873623736,c(-122.4482335, 47.19022791),183871,-122.4482335,47.19022791,7.17808052917336,5.86847400184703,8.48768677377396,10.7197927281584,8.56877501223604,12.8699585440108,75.168,73.849,76.486,52.584,51.293,53.876,78.5398163397448,0
"90","GRIT15",10,159183423.395029,0,0,0,0,0,"063501","1","Community Impact Index",0.126080873623736,c(-122.4482335, 47.19022791),183871,-122.4482335,47.19022791,7.17808052917336,5.86847400184703,8.48768677377396,10.7197927281584,8.56877501223604,12.8699585440108,75.168,73.849,76.486,52.584,51.293,53.876,314.159265358979,0
"91","GRIT15",25,159190113.146327,55.6986442023117,16.444,0,4,4,"063501","1","Community Impact Index",0.126080873623736,c(-122.4482335, 47.19022791),183871,-122.4482335,47.19022791,7.17808052917336,5.86847400184703,8.48768677377396,10.7197927281584,8.56877501223604,12.8699585440108,75.168,73.849,76.486,52.584,51.293,53.876,1963.49540849362,2.83670865546069
"92","GRIT15",50,159231952.4655,1302.47984775298,29.8809393939394,6,27,33,"063501","1","Community Impact Index",0.126080873623736,c(-122.4482335, 47.19022791),183871,-122.4482335,47.19022791,7.17808052917336,5.86847400184703,8.48768677377396,10.7197927281584,8.56877501223604,12.8699585440108,75.168,73.849,76.486,52.584,51.293,53.876,7853.98163397448,16.5836884837973
"93","GRIT15",100,159306254.665939,7125.21659779117,38.7548169934641,38,115,153,"063501","1","Community Impact Index",0.126080873623736,c(-122.4482335, 47.19022791),183871,-122.4482335,47.19022791,7.17808052917336,5.86847400184703,8.48768677377396,10.7197927281584,8.56877501223604,12.8699585440108,75.168,73.849,76.486,52.584,51.293,53.876,31415.9265358979,22.6802688427776
"94","GRIT15",200,159624831.493811,24387.7084967206,36.3752914171657,125,376,501,"063501","1","Community Impact Index",0.126080873623736,c(-122.4482335, 47.19022791),183871,-122.4482335,47.19022791,7.17808052917336,5.86847400184703,8.48768677377396,10.7197927281584,8.56877501223604,12.8699585440108,75.168,73.849,76.486,52.584,51.293,53.876,125663.706143592,19.4071217896865
"95","GRIT15",400,161066335.79687,77160.2513095279,31.6558400755124,344,1510,1854,"063501","1","Community Impact Index",0.126080873623736,c(-122.4482335, 47.19022791),183871,-122.4482335,47.19022791,7.17808052917336,5.86847400184703,8.48768677377396,10.7197927281584,8.56877501223604,12.8699585440108,75.168,73.849,76.486,52.584,51.293,53.876,502654.824574367,15.3505442576553
"96","GRIT15",800,167045886.927469,318019.588692193,34.7357516845026,1394,6175,7569,"063501","1","Community Impact Index",0.126080873623736,c(-122.4482335, 47.19022791),183871,-122.4482335,47.19022791,7.17808052917336,5.86847400184703,8.48768677377396,10.7197927281584,8.56877501223604,12.8699585440108,75.168,73.849,76.486,52.584,51.293,53.876,2010619.29829747,15.8169967313794
"97","GRIT16",5,2634.28220951183,19.7521140881727,48.513,0,1,1,"062300","3","Community Impact Index",0.150412049456642,c(-122.4125603, 47.21200804),183873,-122.4125603,47.21200804,7.49485058118253,6.18524405390078,8.80445682581098,10.5984471214671,8.44742940557921,12.7486129373357,76.114,74.795,77.433,55.493,54.201,56.785,78.5398163397448,25.149172749182
"98","GRIT16",10,159181549.97058,109.574087519548,38.146,0,4,4,"062300","3","Community Impact Index",0.150412049456642,c(-122.4125603, 47.21200804),183873,-122.4125603,47.21200804,7.49485058118253,6.18524405390078,8.80445682581098,10.5984471214671,8.44742940557921,12.7486129373357,76.114,74.795,77.433,55.493,54.201,56.785,314.159265358979,34.87851532704
"99","GRIT16",25,159189499.579644,279.381386052638,33.91315,0,10,10,"062300","3","Community Impact Index",0.150412049456642,c(-122.4125603, 47.21200804),183873,-122.4125603,47.21200804,7.49485058118253,6.18524405390078,8.80445682581098,10.5984471214671,8.44742940557921,12.7486129373357,76.114,74.795,77.433,55.493,54.201,56.785,1963.49540849362,14.2287771514056
"100","GRIT16",50,159232276.447012,1410.85786782047,37.4479705882353,6,28,34,"062300","3","Community Impact Index",0.150412049456642,c(-122.4125603, 47.21200804),183873,-122.4125603,47.21200804,7.49485058118253,6.18524405390078,8.80445682581098,10.5984471214671,8.44742940557921,12.7486129373357,76.114,74.795,77.433,55.493,54.201,56.785,7853.98163397448,17.9636002930976
"101","GRIT16",100,159321537.552913,4768.16175768016,34.2977178217822,13,88,101,"062300","3","Community Impact Index",0.150412049456642,c(-122.4125603, 47.21200804),183873,-122.4125603,47.21200804,7.49485058118253,6.18524405390078,8.80445682581098,10.5984471214671,8.44742940557921,12.7486129373357,76.114,74.795,77.433,55.493,54.201,56.785,31415.9265358979,15.1775302639308
"102","GRIT16",200,159619601.275676,21313.6182699188,40.1317768421053,114,361,475,"062300","3","Community Impact Index",0.150412049456642,c(-122.4125603, 47.21200804),183873,-122.4125603,47.21200804,7.49485058118253,6.18524405390078,8.80445682581098,10.5984471214671,8.44742940557921,12.7486129373357,76.114,74.795,77.433,55.493,54.201,56.785,125663.706143592,16.9608385141565
"103","GRIT16",400,161538654.982391,81320.7451854888,34.206765854896,394,1577,1971,"062300","3","Community Impact Index",0.150412049456642,c(-122.4125603, 47.21200804),183873,-122.4125603,47.21200804,7.49485058118253,6.18524405390078,8.80445682581098,10.5984471214671,8.44742940557921,12.7486129373357,76.114,74.795,77.433,55.493,54.201,56.785,502654.824574367,16.1782482152337
"104","GRIT16",800,166129922.389888,349948.177356425,41.1617949892883,1926,6476,8402,"062300","3","Community Impact Index",0.150412049456642,c(-122.4125603, 47.21200804),183873,-122.4125603,47.21200804,7.49485058118253,6.18524405390078,8.80445682581098,10.5984471214671,8.44742940557921,12.7486129373357,76.114,74.795,77.433,55.493,54.201,56.785,2010619.29829747,17.4049944538357
"105","GRIT17",5,1660.99066537216,0,0,0,0,0,"063200","1","Community Impact Index",0.0992821232290972,c(-122.423028, 47.20063098),183815,-122.423028,47.20063098,7.31879335153615,6.0091868242271,8.62839959617354,10.2469908033496,8.09540224787286,12.3977622003926,75.906,74.587,77.224,53.764,52.471,55.056,78.5398163397448,0
"106","GRIT17",10,2260.15759132657,0,0,0,0,0,"063200","1","Community Impact Index",0.0992821232290972,c(-122.423028, 47.20063098),183815,-122.423028,47.20063098,7.31879335153615,6.0091868242271,8.62839959617354,10.2469908033496,8.09540224787286,12.3977622003926,75.906,74.587,77.224,53.764,52.471,55.056,314.159265358979,0
"107","GRIT17",25,13793.0855024389,6.43460272310767,11.91,0,2,2,"063200","1","Community Impact Index",0.0992821232290972,c(-122.423028, 47.20063098),183815,-122.423028,47.20063098,7.31879335153615,6.0091868242271,8.62839959617354,10.2469908033496,8.09540224787286,12.3977622003926,75.906,74.587,77.224,53.764,52.471,55.056,1963.49540849362,0.32771162566885
"108","GRIT17",50,159209914.90149,1296.75294091478,34.5265652173913,4,19,23,"063200","1","Community Impact Index",0.0992821232290972,c(-122.423028, 47.20063098),183815,-122.423028,47.20063098,7.31879335153615,6.0091868242271,8.62839959617354,10.2469908033496,8.09540224787286,12.3977622003926,75.906,74.587,77.224,53.764,52.471,55.056,7853.98163397448,16.5107712412432
"109","GRIT17",100,159546034.126696,6420.93998804766,32.6670769230769,24,119,143,"063200","1","Community Impact Index",0.0992821232290972,c(-122.423028, 47.20063098),183815,-122.423028,47.20063098,7.31879335153615,6.0091868242271,8.62839959617354,10.2469908033496,8.09540224787286,12.3977622003926,75.906,74.587,77.224,53.764,52.471,55.056,31415.9265358979,20.438486767884
"110","GRIT17",200,160119057.430337,15871.6481981055,30.6882432762836,70,339,409,"063200","1","Community Impact Index",0.0992821232290972,c(-122.423028, 47.20063098),183815,-122.423028,47.20063098,7.31879335153615,6.0091868242271,8.62839959617354,10.2469908033496,8.09540224787286,12.3977622003926,75.906,74.587,77.224,53.764,52.471,55.056,125663.706143592,12.6302563287203
"111","GRIT17",400,161616261.486966,59637.6739242215,30.6260777559055,246,1278,1524,"063200","1","Community Impact Index",0.0992821232290972,c(-122.423028, 47.20063098),183815,-122.423028,47.20063098,7.31879335153615,6.0091868242271,8.62839959617354,10.2469908033496,8.09540224787286,12.3977622003926,75.906,74.587,77.224,53.764,52.471,55.056,502654.824574367,11.8645382494281
"112","GRIT17",800,166612407.154732,283260.787328545,31.8376895363858,1131,5836,6967,"063200","1","Community Impact Index",0.0992821232290972,c(-122.423028, 47.20063098),183815,-122.423028,47.20063098,7.31879335153615,6.0091868242271,8.62839959617354,10.2469908033496,8.09540224787286,12.3977622003926,75.906,74.587,77.224,53.764,52.471,55.056,2010619.29829747,14.088235777325
"113","GRIT18",5,18836.7991184363,35.3942256315186,36.88,0,1,1,"062400","1","Community Impact Index",-0.0106377724128033,c(-122.4337605, 47.21606794),183817,-122.4337605,47.21606794,6.55255702028911,5.24295049297896,7.86216326489304,9.16373612194147,7.01166568156499,11.3150153498606,72.949,71.63,74.268,53.678,52.385,54.971,78.5398163397448,45.0653277293284
"114","GRIT18",10,20547.7172123118,124.7865318425,31.217,0,4,4,"062400","1","Community Impact Index",-0.0106377724128033,c(-122.4337605, 47.21606794),183817,-122.4337605,47.21606794,6.55255702028911,5.24295049297896,7.86216326489304,9.16373612194147,7.01166568156499,11.3150153498606,72.949,71.63,74.268,53.678,52.385,54.971,314.159265358979,39.7207867480561
"115","GRIT18",25,159203187.540191,315.893065375356,26.233,0,10,10,"062400","1","Community Impact Index",-0.0106377724128033,c(-122.4337605, 47.21606794),183817,-122.4337605,47.21606794,6.55255702028911,5.24295049297896,7.86216326489304,9.16373612194147,7.01166568156499,11.3150153498606,72.949,71.63,74.268,53.678,52.385,54.971,1963.49540849362,16.0883017097405
"116","GRIT18",50,159270703.901179,1093.91163333783,22.655696969697,2,31,33,"062400","1","Community Impact Index",-0.0106377724128033,c(-122.4337605, 47.21606794),183817,-122.4337605,47.21606794,6.55255702028911,5.24295049297896,7.86216326489304,9.16373612194147,7.01166568156499,11.3150153498606,72.949,71.63,74.268,53.678,52.385,54.971,7853.98163397448,13.9281155001156
"117","GRIT18",100,159362662.493812,4242.1967907932,31.9847540983607,9,113,122,"062400","1","Community Impact Index",-0.0106377724128033,c(-122.4337605, 47.21606794),183817,-122.4337605,47.21606794,6.55255702028911,5.24295049297896,7.86216326489304,9.16373612194147,7.01166568156499,11.3150153498606,72.949,71.63,74.268,53.678,52.385,54.971,31415.9265358979,13.5033317764663
"118","GRIT18",200,159838940.748149,19212.1060493968,28.2435863723608,52,469,521,"062400","1","Community Impact Index",-0.0106377724128033,c(-122.4337605, 47.21606794),183817,-122.4337605,47.21606794,6.55255702028911,5.24295049297896,7.86216326489304,9.16373612194147,7.01166568156499,11.3150153498606,72.949,71.63,74.268,53.678,52.385,54.971,125663.706143592,15.288508224836
"119","GRIT18",400,161262572.790451,73171.8796010432,26.3601890735146,172,1814,1986,"062400","1","Community Impact Index",-0.0106377724128033,c(-122.4337605, 47.21606794),183817,-122.4337605,47.21606794,6.55255702028911,5.24295049297896,7.86216326489304,9.16373612194147,7.01166568156499,11.3150153498606,72.949,71.63,74.268,53.678,52.385,54.971,502654.824574367,14.5570829172888
"120","GRIT18",800,166773751.303903,365486.084717632,33.0676821223148,1063,7456,8519,"062400","1","Community Impact Index",-0.0106377724128033,c(-122.4337605, 47.21606794),183817,-122.4337605,47.21606794,6.55255702028911,5.24295049297896,7.86216326489304,9.16373612194147,7.01166568156499,11.3150153498606,72.949,71.63,74.268,53.678,52.385,54.971,2010619.29829747,18.1777865669107
"121","GRIT19",5,32928.2616315569,0,0,0,0,0,"071705","3","Community Impact Index",-0.11188431397496,c(-122.4544223, 47.16815367),183879,-122.4544223,47.16815367,7.5108325094267,6.20122598210263,8.82043875404871,12.3787806580038,10.2277254500256,14.5289852151382,72.951,71.632,74.27,51.78,50.488,53.072,78.5398163397448,0
"122","GRIT19",10,32928.2616315569,0,0,0,0,0,"071705","3","Community Impact Index",-0.11188431397496,c(-122.4544223, 47.16815367),183879,-122.4544223,47.16815367,7.5108325094267,6.20122598210263,8.82043875404871,12.3787806580038,10.2277254500256,14.5289852151382,72.951,71.632,74.27,51.78,50.488,53.072,314.159265358979,0
"123","GRIT19",25,159209177.458064,131.623415606187,23.3413,0,5,5,"071705","3","Community Impact Index",-0.11188431397496,c(-122.4544223, 47.16815367),183879,-122.4544223,47.16815367,7.5108325094267,6.20122598210263,8.82043875404871,12.3787806580038,10.2277254500256,14.5289852151382,72.951,71.632,74.27,51.78,50.488,53.072,1963.49540849362,6.70352551051634
"124","GRIT19",50,159247697.396432,674.312969638999,21.1367142857143,0,28,28,"071705","3","Community Impact Index",-0.11188431397496,c(-122.4544223, 47.16815367),183879,-122.4544223,47.16815367,7.5108325094267,6.20122598210263,8.82043875404871,12.3787806580038,10.2277254500256,14.5289852151382,72.951,71.632,74.27,51.78,50.488,53.072,7853.98163397448,8.58561938472175
"125","GRIT19",100,159338235.210782,3194.29503617415,27.6326964285714,8,76,84,"071705","3","Community Impact Index",-0.11188431397496,c(-122.4544223, 47.16815367),183879,-122.4544223,47.16815367,7.5108325094267,6.20122598210263,8.82043875404871,12.3787806580038,10.2277254500256,14.5289852151382,72.951,71.632,74.27,51.78,50.488,53.072,31415.9265358979,10.1677568940204
"126","GRIT19",200,160063577.213885,17047.3672551563,34.011743315508,71,303,374,"071705","3","Community Impact Index",-0.11188431397496,c(-122.4544223, 47.16815367),183879,-122.4544223,47.16815367,7.5108325094267,6.20122598210263,8.82043875404871,12.3787806580038,10.2277254500256,14.5289852151382,72.951,71.632,74.27,51.78,50.488,53.072,125663.706143592,13.5658638268052
"127","GRIT19",400,160938962.098905,87557.6775726155,41.969817535545,426,1473,1899,"071705","3","Community Impact Index",-0.11188431397496,c(-122.4544223, 47.16815367),183879,-122.4544223,47.16815367,7.5108325094267,6.20122598210263,8.82043875404871,12.3787806580038,10.2277254500256,14.5289852151382,72.951,71.632,74.27,51.78,50.488,53.072,502654.824574367,17.4190464891602
"128","GRIT19",800,164493721.037597,331999.318967622,46.5432843443671,1586,5453,7039,"071705","3","Community Impact Index",-0.11188431397496,c(-122.4544223, 47.16815367),183879,-122.4544223,47.16815367,7.5108325094267,6.20122598210263,8.82043875404871,12.3787806580038,10.2277254500256,14.5289852151382,72.951,71.632,74.27,51.78,50.488,53.072,2010619.29829747,16.5122914740125
"129","GRIT20",400,159401532.827755,9806.13938057765,64.1824108910891,46,156,202,"071601","3","Community Impact Index",0.0102090962947255,c(-122.4073649, 47.18283149),183525,-122.4073649,47.18283149,7.53718930975314,6.22591645322032,8.84841465445376,10.8720687231607,8.65816109675621,13.0847933081923,72.496,71.167,73.824,52.969,51.605,54.334,502654.824574367,1.95086944383379
"130","GRIT20",800,161820528.395227,159061.735737983,45.7574585359265,930,2772,3702,"071601","3","Community Impact Index",0.0102090962947255,c(-122.4073649, 47.18283149),183525,-122.4073649,47.18283149,7.53718930975314,6.22591645322032,8.84841465445376,10.8720687231607,8.65816109675621,13.0847933081923,72.496,71.167,73.824,52.969,51.605,54.334,2010619.29829747,7.91108171858649
"131","GRIT21",5,159180200.852537,0,0,0,0,0,"062300","3","Community Impact Index",0.150412049456642,c(-122.424112, 47.21290494),183515,-122.424112,47.21290494,6.31905337182367,5.0054283464603,7.632846237259,7.79343875686297,5.62542076227826,9.9609739984145,74.807,73.465,76.15,54.992,53.68,56.304,78.5398163397448,0
"132","GRIT21",10,159182233.170004,4.7571526869142,0,0,0,0,"062300","3","Community Impact Index",0.150412049456642,c(-122.424112, 47.21290494),183515,-122.424112,47.21290494,6.31905337182367,5.0054283464603,7.632846237259,7.79343875686297,5.62542076227826,9.9609739984145,74.807,73.465,76.15,54.992,53.68,56.304,314.159265358979,1.51424873033057
"133","GRIT21",25,159190156.242607,279.587901308816,70.318,3,2,5,"062300","3","Community Impact Index",0.150412049456642,c(-122.424112, 47.21290494),183515,-122.424112,47.21290494,6.31905337182367,5.0054283464603,7.632846237259,7.79343875686297,5.62542076227826,9.9609739984145,74.807,73.465,76.15,54.992,53.68,56.304,1963.49540849362,14.2392948870359
"134","GRIT21",50,159232599.367198,663.275646695631,34.5468421052632,5,14,19,"062300","3","Community Impact Index",0.150412049456642,c(-122.424112, 47.21290494),183515,-122.424112,47.21290494,6.31905337182367,5.0054283464603,7.632846237259,7.79343875686297,5.62542076227826,9.9609739984145,74.807,73.465,76.15,54.992,53.68,56.304,7853.98163397448,8.44508782432666
"135","GRIT21",100,159333927.446462,4089.44084102956,32.9086071428571,22,90,112,"062300","3","Community Impact Index",0.150412049456642,c(-122.424112, 47.21290494),183515,-122.424112,47.21290494,6.31905337182367,5.0054283464603,7.632846237259,7.79343875686297,5.62542076227826,9.9609739984145,74.807,73.465,76.15,54.992,53.68,56.304,31415.9265358979,13.0170944866346
"136","GRIT21",200,159684717.660188,22937.7172108634,39.9218205357143,112,448,560,"062300","3","Community Impact Index",0.150412049456642,c(-122.424112, 47.21290494),183515,-122.424112,47.21290494,6.31905337182367,5.0054283464603,7.632846237259,7.79343875686297,5.62542076227826,9.9609739984145,74.807,73.465,76.15,54.992,53.68,56.304,125663.706143592,18.2532553867648
"137","GRIT21",400,160913103.331686,94549.3627912502,38.6599079981507,431,1732,2163,"062300","3","Community Impact Index",0.150412049456642,c(-122.424112, 47.21290494),183515,-122.424112,47.21290494,6.31905337182367,5.0054283464603,7.632846237259,7.79343875686297,5.62542076227826,9.9609739984145,74.807,73.465,76.15,54.992,53.68,56.304,502654.824574367,18.8099980680205
"138","GRIT21",800,166280654.865535,338408.460400085,33.6675178771646,1242,6785,8027,"062300","3","Community Impact Index",0.150412049456642,c(-122.424112, 47.21290494),183515,-122.424112,47.21290494,6.31905337182367,5.0054283464603,7.632846237259,7.79343875686297,5.62542076227826,9.9609739984145,74.807,73.465,76.15,54.992,53.68,56.304,2010619.29829747,16.8310560177473
"139","GRIT22",5,2050.12203553571,22.289123912175,0,0,0,0,"063502","4","Community Impact Index",0.0470254612759504,c(-122.4443658, 47.17710941),183523,-122.4443658,47.17710941,7.75723376120859,6.44632314187332,9.06812853631299,13.1296193320544,10.977569114646,15.2807869283148,72.817,71.491,74.144,53.707,52.414,55,78.5398163397448,28.3793939824833
"140","GRIT22",10,2886.93643261423,111.346676878871,22.313,0,2,2,"063502","4","Community Impact Index",0.0470254612759504,c(-122.4443658, 47.17710941),183523,-122.4443658,47.17710941,7.75723376120859,6.44632314187332,9.06812853631299,13.1296193320544,10.977569114646,15.2807869283148,72.817,71.491,74.144,53.707,52.414,55,314.159265358979,35.4427480442567
"141","GRIT22",25,159193370.985854,508.511001985462,56.768375,2,2,4,"063502","4","Community Impact Index",0.0470254612759504,c(-122.4443658, 47.17710941),183523,-122.4443658,47.17710941,7.75723376120859,6.44632314187332,9.06812853631299,13.1296193320544,10.977569114646,15.2807869283148,72.817,71.491,74.144,53.707,52.414,55,1963.49540849362,25.8982526664316
"142","GRIT22",50,159245598.781175,1188.28608375792,40.4339722222222,5,13,18,"063502","4","Community Impact Index",0.0470254612759504,c(-122.4443658, 47.17710941),183523,-122.4443658,47.17710941,7.75723376120859,6.44632314187332,9.06812853631299,13.1296193320544,10.977569114646,15.2807869283148,72.817,71.491,74.144,53.707,52.414,55,7853.98163397448,15.1297283229906
"143","GRIT22",100,159334933.59618,4140.67690942737,37.6009782608696,21,71,92,"063502","4","Community Impact Index",0.0470254612759504,c(-122.4443658, 47.17710941),183523,-122.4443658,47.17710941,7.75723376120859,6.44632314187332,9.06812853631299,13.1296193320544,10.977569114646,15.2807869283148,72.817,71.491,74.144,53.707,52.414,55,31415.9265358979,13.1801839576368
"144","GRIT22",200,159640042.12358,21395.3791919822,37.8503235955056,96,349,445,"063502","4","Community Impact Index",0.0470254612759504,c(-122.4443658, 47.17710941),183523,-122.4443658,47.17710941,7.75723376120859,6.44632314187332,9.06812853631299,13.1296193320544,10.977569114646,15.2807869283148,72.817,71.491,74.144,53.707,52.414,55,125663.706143592,17.0259017886472
"145","GRIT22",400,160942493.019057,84860.707530129,37.6326196098563,337,1611,1948,"063502","4","Community Impact Index",0.0470254612759504,c(-122.4443658, 47.17710941),183523,-122.4443658,47.17710941,7.75723376120859,6.44632314187332,9.06812853631299,13.1296193320544,10.977569114646,15.2807869283148,72.817,71.491,74.144,53.707,52.414,55,502654.824574367,16.8825013471196
"146","GRIT22",800,166551980.854998,359737.860207591,38.2606753659707,1507,6827,8334,"063502","4","Community Impact Index",0.0470254612759504,c(-122.4443658, 47.17710941),183523,-122.4443658,47.17710941,7.75723376120859,6.44632314187332,9.06812853631299,13.1296193320544,10.977569114646,15.2807869283148,72.817,71.491,74.144,53.707,52.414,55,2010619.29829747,17.8918933341685
"147","GRIT23",5,24520.3965417691,2.02763196564047,12.66,0,1,1,"062300","1","Community Impact Index",-0.0683659032030586,c(-122.4161099, 47.21800193),183513,-122.4161099,47.21800193,6.70905558864205,5.39944906133201,8.01866183324532,8.94877007501441,6.79426884653753,11.1024496748794,71.208,69.889,72.527,52.527,51.231,53.823,78.5398163397448,2.58166120082254
"148","GRIT23",10,24520.3965417691,2.02763196564047,12.66,0,1,1,"062300","1","Community Impact Index",-0.0683659032030586,c(-122.4161099, 47.21800193),183513,-122.4161099,47.21800193,6.70905558864205,5.39944906133201,8.01866183324532,8.94877007501441,6.79426884653753,11.1024496748794,71.208,69.889,72.527,52.527,51.231,53.823,314.159265358979,0.645415300205634
"149","GRIT23",25,68823.6005830912,2.02763196564047,12.66,0,1,1,"062300","1","Community Impact Index",-0.0683659032030586,c(-122.4161099, 47.21800193),183513,-122.4161099,47.21800193,6.70905558864205,5.39944906133201,8.01866183324532,8.94877007501441,6.79426884653753,11.1024496748794,71.208,69.889,72.527,52.527,51.231,53.823,1963.49540849362,0.103266448032901
"150","GRIT23",50,159264676.281626,166.20047691869,30.76175,0,4,4,"062300","1","Community Impact Index",-0.0683659032030586,c(-122.4161099, 47.21800193),183513,-122.4161099,47.21800193,6.70905558864205,5.39944906133201,8.01866183324532,8.94877007501441,6.79426884653753,11.1024496748794,71.208,69.889,72.527,52.527,51.231,53.823,7853.98163397448,2.1161301956672
"151","GRIT23",100,159346453.364722,3508.70576370624,26.6818837209302,8,78,86,"062300","1","Community Impact Index",-0.0683659032030586,c(-122.4161099, 47.21800193),183513,-122.4161099,47.21800193,6.70905558864205,5.39944906133201,8.01866183324532,8.94877007501441,6.79426884653753,11.1024496748794,71.208,69.889,72.527,52.527,51.231,53.823,31415.9265358979,11.1685573229774
"152","GRIT23",200,159566843.791631,18082.0208496774,30.5587471395881,56,381,437,"062300","1","Community Impact Index",-0.0683659032030586,c(-122.4161099, 47.21800193),183513,-122.4161099,47.21800193,6.70905558864205,5.39944906133201,8.01866183324532,8.94877007501441,6.79426884653753,11.1024496748794,71.208,69.889,72.527,52.527,51.231,53.823,125663.706143592,14.3892149965844
