UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2025/09/18T00:01:09z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,90,31,56,1006.71,0.02,8984,-63,34819,3.38,4.02,5.47,3.38,4.02,5.47,17,17,730.34,209.79,16.45,2.67,2.05,0.62,2.32,2.96,3.35,2.32,2.96,3.35,12,12,539.84,160.42,17.51,1.39,0.79,0.26,65.68
2025/09/18T00:03:08z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,90,31,56,1006.71,0.02,8984,-65,34939,3.79,4.29,5.23,3.79,4.29,5.23,18,18,769.07,226.00,17.93,1.59,1.09,1.00,2.46,3.05,3.41,2.46,3.05,3.41,13,13,637.42,178.20,21.66,0.85,0.51,0.22,65.58
2025/09/18T00:05:08z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,90,32,56,1006.72,0.02,9240,-67,35059,3.76,4.57,5.86,3.76,4.57,5.86,19,19,791.69,231.07,19.78,1.72,1.72,1.05,2.21,3.41,4.19,2.21,3.41,4.19,14,14,586.60,167.98,24.98,2.59,0.93,0.93,66.77
2025/09/18T00:07:08z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,90,32,56,1006.70,0.02,9240,-68,35179,3.82,4.77,5.18,3.82,4.77,5.18,20,20,801.50,236.90,20.72,1.73,0.50,0.42,2.65,3.35,3.74,2.65,3.35,3.74,14,14,672.37,187.42,17.05,1.12,0.35,0.09,68.16
2025/09/18T00:09:08z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,89,32,55,1006.71,0.02,8984,-68,35299,3.61,4.19,5.07,3.61,4.19,5.07,17,17,766.88,220.88,20.44,1.36,1.19,0.39,2.61,3.16,3.70,2.61,3.16,3.70,13,13,585.05,163.19,14.70,1.54,0.81,0.44,66.77
2025/09/18T00:11:08z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,90,32,56,1006.68,0.02,8984,-68,35419,3.85,4.98,5.37,3.85,4.98,5.37,21,21,795.36,230.27,21.92,1.41,0.51,0.19,2.15,3.00,3.64,2.15,3.00,3.64,13,13,615.10,172.29,16.76,2.05,0.78,0.34,66.66
2025/09/18T00:13:08z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,89,32,55,1006.67,0.02,8984,-69,35539,3.98,5.13,5.51,3.98,5.13,5.51,21,21,827.45,240.95,21.67,1.38,0.76,0.22,2.57,3.83,3.83,2.57,3.83,3.83,16,16,611.15,171.37,21.32,1.67,0.00,0.00,66.86
2025/09/18T00:15:08z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,90,32,56,1006.68,0.02,8984,-66,35659,3.91,5.38,5.95,3.91,5.38,5.95,22,22,874.14,246.34,28.48,2.38,0.72,0.41,2.68,3.68,4.33,2.68,3.68,4.33,15,15,603.63,175.40,18.98,1.65,1.12,0.35,66.80
2025/09/18T00:17:08z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,89,32,55,1006.68,0.02,8984,-64,35779,4.05,4.76,5.05,4.05,4.76,5.05,20,20,765.83,224.93,20.59,1.22,0.48,0.26,2.70,3.46,4.21,2.70,3.46,4.21,14,14,613.93,171.30,18.25,2.45,1.39,0.54,67.03
2025/09/18T00:19:08z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,89,32,55,1006.66,0.02,9240,-65,35899,3.60,4.36,4.72,3.60,4.36,4.72,18,18,772.55,216.21,17.45,0.95,0.53,0.00,2.33,3.09,3.52,2.33,3.09,3.52,13,13,568.66,161.67,20.55,0.90,0.59,0.22,69.75
2025/09/18T00:21:08z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,88,32,54,1006.69,0.02,9240,-58,36019,3.81,4.67,5.16,3.81,4.67,5.16,19,19,812.53,236.60,20.53,2.74,0.82,0.00,2.46,3.47,3.47,2.46,3.47,3.47,14,14,634.88,177.69,19.75,1.39,0.00,0.00,72.27
2025/09/18T00:23:09z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,89,32,55,1006.64,0.02,8816,-65,36139,3.98,4.88,5.50,3.98,4.88,5.50,20,20,870.72,242.34,23.79,2.71,0.66,0.66,2.79,3.98,4.16,2.79,3.98,4.16,17,17,622.97,180.41,22.14,1.12,0.17,0.17,69.72
2025/09/18T00:25:09z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,89,32,55,1006.62,0.02,8816,-70,36259,3.77,5.00,6.05,3.77,5.00,6.05,21,21,812.79,230.39,26.88,2.23,1.66,0.96,2.83,4.28,4.88,2.83,4.28,4.88,18,18,704.35,202.50,24.98,2.33,0.78,0.47,66.03
2025/09/18T00:27:09z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,89,32,56,1006.64,0.02,8984,-63,36379,4.54,5.77,6.18,4.54,5.77,6.18,24,24,890.04,261.50,23.68,2.29,0.89,0.00,2.92,4.10,4.56,2.92,4.10,4.56,17,17,621.41,178.22,25.83,2.20,0.68,0.42,64.94
2025/09/18T00:29:09z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,89,32,56,1006.64,0.02,8984,-70,36499,4.54,5.54,5.75,4.54,5.54,5.75,23,23,923.80,270.31,23.93,1.00,0.32,0.24,3.04,3.68,4.02,3.04,3.68,4.02,15,15,635.62,177.89,22.39,1.34,0.70,0.18,65.53
2025/09/18T00:31:09z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,88,33,55,1006.66,0.02,8984,-69,36619,4.69,5.91,6.52,4.69,5.91,6.52,25,25,919.97,265.76,29.34,2.28,0.88,0.26,3.11,4.00,4.61,3.11,4.00,4.61,17,17,698.11,199.72,20.56,2.21,0.96,0.00,67.97
2025/09/18T00:33:09z,c4:5b:be:e7:8:a0,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,88,32,54,1006.67,0.02,9240,-67,36739,4.02,5.93,6.56,4.02,5.93,6.56,25,25,858.42,249.12,29.70,3.23,0.88,0.63,2.71,3.85,4.34,2.71,3.85,4.34,16,16,625.02,180.68,25.03,2.29,0.63,0.46,70.17
