UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2025/04/28T00:00:47z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,69,42,45,1006.27,0.05,26264,0,465,3.16,5.30,8.98,3.16,5.30,8.98,22,22,757.37,224.82,40.86,8.09,5.25,2.98,5123.98,5123.98,5123.98,3415.23,3415.23,3415.23,3552,2424,2121.20,311.60,26.78,3.05,2.47,1.47,274.24
2025/04/28T00:02:45z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,69,42,45,1006.26,0.05,26264,0,582,3.53,5.36,7.12,3.53,5.36,7.12,22,22,780.57,227.74,29.86,4.24,2.60,1.59,5116.59,5116.59,5116.59,3410.26,3410.26,3410.26,3547,2421,2092.45,306.62,24.71,3.41,2.24,0.98,272.06
2025/04/28T00:04:45z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,70,42,46,1006.28,0.05,26264,0,702,3.30,4.78,8.48,3.30,4.78,8.48,20,20,765.70,224.77,34.17,7.12,5.50,2.72,5125.02,5125.02,5125.02,3415.88,3415.88,3415.88,3553,2424,2583.11,342.11,32.98,4.59,3.45,1.77,267.78
2025/04/28T00:06:45z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,70,41,45,1006.28,0.05,26264,0,822,3.11,4.88,6.86,3.11,4.88,6.86,20,20,724.95,215.67,32.89,5.60,2.63,1.84,5106.10,5106.10,5106.10,3403.26,3403.26,3403.26,3540,2416,2664.83,324.55,25.50,2.19,1.69,0.76,271.05
2025/04/28T00:08:45z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,71,41,46,1006.27,0.05,26264,0,942,3.11,4.52,6.32,3.11,4.52,6.32,19,19,685.12,201.62,23.18,4.84,2.82,1.16,5114.30,5114.30,5114.30,3408.75,3408.75,3408.75,3545,2420,2330.60,315.40,23.13,3.93,1.88,1.25,267.51
2025/04/28T00:10:45z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,69,41,44,1006.25,0.05,26264,0,1062,2.38,4.16,7.50,2.38,4.16,7.50,17,17,658.71,187.97,31.45,7.93,4.95,2.16,5124.24,5124.24,5124.24,3415.36,3415.36,3415.36,3552,2424,2647.68,394.76,63.68,30.39,25.37,17.36,263.57
2025/04/28T00:12:45z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,70,42,46,1006.26,0.05,26264,0,1182,2.95,3.81,6.19,2.95,3.81,6.19,16,16,718.73,209.63,20.53,4.25,3.17,1.85,5156.61,5156.61,5156.61,3437.05,3437.05,3437.05,3573,2438,2915.14,399.75,26.75,4.80,2.59,1.09,257.85
2025/04/28T00:14:27z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,71,42,47,1006.25,nan,26352,0,102,2.91,4.63,6.48,2.91,4.63,6.48,19,19,773.28,223.70,27.43,4.96,2.72,1.26,5110.95,5110.95,5110.95,3406.50,3406.50,3406.50,3543,2418,2699.71,372.57,30.52,4.00,2.21,1.48,nan
2025/04/28T00:16:27z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,70,41,45,1006.34,0.05,26264,0,222,3.02,4.85,7.29,3.02,4.85,7.29,20,20,702.92,211.42,32.20,5.42,3.75,2.19,5091.53,5091.53,5091.53,3393.61,3393.61,3393.61,3530,2410,2523.79,339.86,30.54,5.02,2.28,0.93,270.27
2025/04/28T00:18:27z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,69,42,45,1006.34,0.05,26264,0,342,3.19,4.12,8.02,3.19,4.12,8.02,17,17,686.43,195.78,28.66,7.48,5.21,3.00,5128.00,5128.00,5128.00,3417.85,3417.85,3417.85,3554,2426,2483.50,347.23,24.00,3.17,2.30,0.95,269.14
2025/04/28T00:20:27z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,68,42,44,1006.36,0.05,26264,0,462,2.98,4.51,7.14,2.98,4.51,7.14,19,19,722.58,208.02,30.63,5.47,3.65,1.88,5115.46,5115.46,5115.46,3409.54,3409.54,3409.54,3546,2420,2500.63,344.95,27.14,4.68,3.41,2.32,261.67
2025/04/28T00:22:27z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,69,42,45,1006.43,0.05,26264,0,582,2.64,4.05,5.90,2.64,4.05,5.90,17,17,648.31,189.66,28.45,4.41,2.86,1.34,5131.93,5131.93,5131.93,3420.53,3420.53,3420.53,3557,2428,2273.32,313.79,28.00,3.95,2.51,1.37,258.95
2025/04/28T00:24:27z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,68,43,44,1006.39,0.05,26264,0,702,2.75,4.49,6.05,2.75,4.49,6.05,19,19,594.36,174.83,30.37,5.61,2.25,1.92,5131.09,5131.09,5131.09,3419.88,3419.88,3419.88,3557,2427,2566.88,335.18,25.25,4.66,2.09,0.96,256.61
2025/04/28T00:26:27z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,68,43,44,1006.41,0.05,26264,0,822,2.52,3.34,5.41,2.52,3.34,5.41,14,14,589.97,172.64,25.72,3.50,2.59,1.55,5139.05,5139.05,5139.05,3425.22,3425.22,3425.22,3562,2431,2585.59,358.76,42.41,15.52,6.47,1.36,256.29
2025/04/28T00:28:27z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,69,43,45,1006.48,0.05,26264,0,942,2.40,3.68,6.04,2.40,3.68,6.04,15,15,632.00,181.33,25.30,5.39,3.49,1.23,5157.73,5157.73,5157.73,3437.61,3437.61,3437.61,3574,2439,2632.68,339.88,33.19,6.95,4.69,2.64,252.14
2025/04/28T00:30:27z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,70,43,46,1006.51,0.05,26264,0,1062,3.25,4.61,7.08,3.25,4.61,7.08,19,19,770.64,222.63,31.47,5.39,3.44,1.92,5132.65,5132.65,5132.65,3421.03,3421.03,3421.03,3558,2428,3350.00,408.40,31.97,5.93,3.40,1.30,257.83
2025/04/28T00:32:27z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,68,43,44,1006.53,0.05,26264,0,1182,2.83,4.05,6.10,2.83,4.05,6.10,17,17,662.64,193.74,27.10,3.69,2.83,2.00,5131.13,5131.13,5131.13,3419.98,3419.98,3419.98,3557,2427,2674.75,333.13,20.76,3.84,1.93,1.27,263.01
2025/04/28T00:34:10z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,68,43,45,1006.53,nan,26352,0,102,3.47,5.27,9.93,3.47,5.27,9.93,22,22,809.87,240.04,33.82,10.84,6.98,3.04,5153.79,5153.79,5153.79,3435.00,3435.00,3435.00,3571,2437,2806.14,399.38,31.24,3.55,1.50,0.29,nan
2025/04/28T00:36:10z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,68,43,44,1006.54,0.05,26264,0,222,2.27,3.25,5.41,2.27,3.25,5.41,14,14,595.88,172.44,22.95,4.88,2.78,0.95,5158.39,5158.39,5158.39,3438.07,3438.07,3438.07,3575,2439,2584.74,329.58,27.33,3.75,1.84,0.67,254.60
2025/04/28T00:38:10z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,68,43,44,1006.55,0.05,26264,0,342,2.64,4.26,7.26,2.64,4.26,7.26,18,18,661.97,192.53,32.59,7.50,4.33,1.33,5170.97,5170.97,5170.97,3447.00,3447.00,3447.00,3583,2445,2815.00,329.53,18.97,3.37,2.22,1.60,255.46
2025/04/28T00:40:10z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,67,43,44,1006.53,0.05,26264,0,462,2.67,3.71,5.13,2.67,3.71,5.13,15,15,611.89,179.11,23.20,3.47,1.91,1.31,5195.14,5195.14,5195.14,3463.07,3463.07,3463.07,3599,2456,3322.32,398.07,28.39,4.61,3.47,1.68,252.11
2025/04/28T00:42:10z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,69,43,46,1006.54,0.05,26264,0,582,2.28,3.32,5.37,2.28,3.32,5.37,14,14,649.10,180.10,22.23,3.95,3.20,1.82,5188.96,5188.96,5188.96,3458.96,3458.96,3458.96,3595,2453,3623.26,391.44,18.02,2.65,1.70,0.82,253.77
2025/04/28T00:44:10z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,70,43,46,1006.54,0.05,26264,0,702,4.97,7.09,11.86,4.97,7.09,11.86,30,30,1123.09,327.00,46.97,11.00,7.78,1.76,5156.25,5156.25,5156.25,3436.72,3436.72,3436.72,3573,2438,4598.68,610.32,46.88,6.72,2.42,0.77,267.90
2025/04/28T00:46:10z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,69,42,45,1006.55,0.05,26264,0,822,3.35,4.65,6.67,3.35,4.65,6.67,19,19,801.32,229.21,20.21,5.28,3.02,1.40,5150.18,5150.18,5150.18,3432.67,3432.67,3432.67,3569,2436,4286.95,491.05,25.67,3.26,1.95,0.82,274.84
2025/04/28T00:48:10z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,69,42,45,1006.56,0.05,26264,0,942,3.20,4.54,7.16,3.20,4.54,7.16,19,19,749.95,222.25,27.05,5.57,3.61,1.84,5156.18,5156.18,5156.18,3436.63,3436.63,3436.63,3573,2438,3506.70,392.30,16.57,2.57,1.47,0.55,276.88
2025/04/28T00:50:10z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,70,42,46,1006.57,0.05,26264,0,1062,2.40,3.88,5.83,2.40,3.88,5.83,16,16,618.05,177.91,30.55,4.97,2.97,1.52,5158.26,5158.26,5158.26,3438.07,3438.07,3438.07,3574,2439,3521.16,395.68,21.39,3.42,2.33,0.91,275.51
2025/04/28T00:52:10z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,71,42,46,1006.61,0.05,26264,0,1182,5.40,7.14,11.03,5.40,7.14,11.03,30,30,1222.19,353.47,36.24,8.12,6.09,2.16,5133.42,5133.42,5133.42,3421.54,3421.54,3421.54,3558,2428,4918.68,710.04,38.74,5.07,1.60,1.16,280.09
2025/04/28T00:53:54z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,70,41,45,1006.62,nan,26352,0,103,2.53,3.79,5.83,2.53,3.79,5.83,16,16,646.28,191.40,23.94,4.26,2.85,1.49,5123.29,5123.29,5123.29,3414.83,3414.83,3414.83,3551,2424,3433.57,395.81,20.60,2.48,1.29,0.88,nan
2025/04/28T00:55:54z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,69,42,45,1006.64,0.05,26264,0,223,2.32,3.51,5.19,2.32,3.51,5.19,15,15,582.00,168.95,22.59,3.56,2.22,1.32,5142.95,5142.95,5142.95,3427.75,3427.75,3427.75,3564,2432,2939.68,337.79,27.18,2.44,1.37,0.79,260.76
2025/04/28T00:57:54z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,69,42,45,1006.65,0.05,26264,0,343,2.72,3.84,5.51,2.72,3.84,5.51,16,16,668.32,189.19,22.12,4.40,2.67,1.07,5153.55,5153.55,5153.55,3434.77,3434.77,3434.77,3571,2437,2143.70,263.60,20.37,2.30,1.12,0.42,268.62
2025/04/28T00:59:54z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,70,41,45,1006.70,0.05,26264,0,463,2.34,3.36,5.61,2.34,3.36,5.61,14,14,655.98,189.39,19.46,4.41,3.38,1.34,5131.27,5131.27,5131.27,3420.05,3420.05,3420.05,3557,2427,2448.36,312.92,20.51,2.20,0.92,0.25,272.85
2025/04/28T01:01:54z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,69,41,44,1006.69,0.05,26264,0,583,9.36,11.27,14.81,9.36,11.27,14.81,47,47,1785.36,512.80,42.78,7.59,5.85,1.56,5114.93,5114.93,5114.93,3409.25,3409.25,3409.25,3546,2420,2807.74,569.68,46.16,3.49,1.42,0.19,279.01
2025/04/28T01:03:54z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,70,41,45,1006.73,0.05,26264,0,703,2.32,3.25,4.44,2.32,3.25,4.44,14,14,586.37,165.34,18.47,4.31,1.73,1.10,5141.70,5141.70,5141.70,3427.02,3427.02,3427.02,3564,2432,1235.89,210.46,21.11,3.09,2.60,1.47,273.18
