UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2024/09/27T00:01:42z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,77,39,50,1000.03,0.05,11880,-71,95877,1.92,2.42,2.90,1.92,2.42,2.90,10,10,483.25,144.37,9.72,1.05,0.63,0.37,1.46,1.75,2.98,1.46,1.75,2.98,7,7,450.21,127.75,11.68,2.46,1.93,1.07,80.90
2024/09/27T00:03:41z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,77,39,50,1000.02,0.05,11880,-73,95996,2.00,2.25,2.87,2.00,2.25,2.87,9,9,497.90,139.63,10.63,1.00,0.78,0.17,1.96,2.45,4.05,1.96,2.45,4.05,10,10,494.68,144.43,12.38,3.07,1.91,1.34,77.67
2024/09/27T00:05:41z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,77,39,50,1000.05,0.05,11880,-70,96116,1.61,1.82,1.95,1.61,1.82,1.95,8,8,446.26,127.79,6.79,0.53,0.12,0.12,1.98,2.25,2.80,1.98,2.25,2.80,9,9,484.88,138.00,9.25,1.22,0.78,0.00,76.90
2024/09/27T00:07:41z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,77,39,50,1000.00,0.05,11880,-70,96236,1.74,1.79,2.62,1.74,1.79,2.62,7,7,531.05,154.40,7.78,0.91,0.91,0.74,1.64,1.88,2.69,1.64,1.88,2.69,8,8,465.10,132.41,9.78,1.43,1.16,0.98,77.92
2024/09/27T00:09:41z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,77,39,50,999.97,0.05,11880,-72,96356,2.45,3.07,3.47,2.45,3.07,3.47,13,13,558.90,164.53,13.50,1.00,0.60,0.60,1.74,2.52,3.16,1.74,2.52,3.16,10,10,460.66,136.55,13.31,1.55,0.98,0.47,73.39
2024/09/27T00:11:41z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,76,39,49,1000.01,0.05,11880,-71,96476,1.90,2.35,3.03,1.90,2.35,3.03,10,10,507.25,141.80,12.82,1.87,1.05,0.22,1.65,2.07,2.49,1.65,2.07,2.49,9,9,462.63,124.74,8.23,1.28,0.60,0.44,70.17
2024/09/27T00:13:41z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,76,40,50,1000.03,0.05,11880,-72,96596,1.73,2.47,3.07,1.73,2.47,3.07,10,10,502.53,142.80,13.15,1.97,1.19,0.42,1.28,1.83,2.07,1.28,1.83,2.07,8,8,464.59,127.52,12.76,0.48,0.33,0.00,68.53
2024/09/27T00:15:41z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,76,40,49,1000.05,0.05,11880,-73,96716,1.85,2.22,3.07,1.85,2.22,3.07,9,9,490.69,140.09,8.22,1.44,1.16,0.60,1.86,2.31,2.93,1.86,2.31,2.93,10,10,504.57,142.57,15.71,0.95,0.62,0.62,67.52
2024/09/27T00:17:41z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,76,40,50,1000.06,0.05,11880,-71,96836,2.07,2.72,3.97,2.07,2.72,3.97,11,11,511.00,150.50,15.78,2.38,1.63,0.60,1.59,2.31,2.97,1.59,2.31,2.97,10,10,438.31,126.38,13.34,1.95,0.64,0.64,65.99
2024/09/27T00:19:41z,a4:e5:7c:26:24:d4,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,76,40,50,999.98,0.05,11880,-70,96956,1.60,2.28,2.47,1.60,2.28,2.47,10,10,464.00,132.28,9.58,0.78,0.37,0.00,1.93,2.54,3.45,1.93,2.54,3.45,11,11,481.61,140.18,14.41,1.82,1.21,0.70,66.01
