time_stamp,private,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2024-07-03T00:00:00Z,0,27,27,27,90.2,90.2,90.2,1022.173,1022.173,1022.173,88.153,,88.153,0.05,0.6,0.6,0.6,2.7,2.6,2.7,2.8,2.7,2.8,295.3,296.5,294.2,178.1395,175.308,180.971,50.3365,49.666,51.007,4.1255,4.542,3.709,0.4435,0.474,0.413,0.2225,0.265,0.18,0.1175,0.16,0.075,0.053000000000000005,0.085,0.021,0.053000000000000005,0.085,0.021,0.17149999999999999,0.194,0.149,0.17149999999999999,0.194,0.149,0.314,0.357,0.271,0.314,0.357,0.271
2024-07-03T00:30:00Z,0,27,27,27,91,91,91,1022.039,1022.039,1022.039,80.082,,80.082,0.05,0.6,0.6,0.6,2.7,2.6,2.8,2.8,2.7,2.9,294.8,297.9,291.7,179.436,171.705,187.167,50.843,48.747,52.939,3.5195,3.548,3.491,0.30000000000000004,0.341,0.259,0.1575,0.208,0.107,0.0605,0.103,0.018,0.08199999999999999,0.045,0.119,0.08199999999999999,0.045,0.119,0.1855,0.147,0.224,0.1855,0.147,0.224,0.2975,0.295,0.3,0.2975,0.295,0.3
2024-07-03T01:00:00Z,0,27,27,27,91,91,91,1021.869,1021.869,1021.869,77.547,,77.547,0.05,0.6,0.6,0.6,2.6,2.5,2.7,2.7,2.6,2.8,297.1,299.3,295,173.62099999999998,168.447,178.795,48.978,47.57,50.386,3.62,4.205,3.035,0.325,0.399,0.251,0.154,0.211,0.097,0.041,0.055,0.027,0.053000000000000005,0.022,0.084,0.053000000000000005,0.022,0.084,0.1615,0.14,0.183,0.1615,0.14,0.183,0.26849999999999996,0.29,0.247,0.26849999999999996,0.29,0.247
2024-07-03T01:30:00Z,0,27,27,27,91,91,91,1021.826,1021.826,1021.826,76.04,,76.04,0.05,0.5,0.5,0.5,2.4,2.4,2.5,2.6,2.5,2.6,302.1,304.1,300,161.7235,156.848,166.599,46.227000000000004,44.683,47.771,3.16,3.57,2.75,0.27549999999999997,0.266,0.285,0.14550000000000002,0.153,0.138,0.033,0.053,0.013,0.039,0.029,0.049,0.039,0.029,0.049,0.11399999999999999,0.119,0.109,0.11399999999999999,0.119,0.109,0.206,0.205,0.207,0.206,0.205,0.207
2024-07-03T02:00:00Z,0,26.467,26.467,26.467,91,91,91,1021.789,1021.789,1021.789,73.393,,73.393,0.05,0.6,0.6,0.6,2.6,2.5,2.6,2.7,2.6,2.7,298.5,300.8,296.2,170.2235,164.628,175.819,48.168000000000006,46.511,49.825,3.7735000000000003,4.202,3.345,0.3245,0.357,0.292,0.15,0.154,0.146,0.0515,0.044,0.059,0.020999999999999998,0.018,0.024,0.020999999999999998,0.018,0.024,0.1515,0.155,0.148,0.1515,0.155,0.148,0.2425,0.243,0.242,0.2425,0.243,0.242
2024-07-03T02:30:00Z,0,26,26,26,91,91,91,1021.787,1021.787,1021.787,64.849,,64.849,0.05,0.8,0.8,0.8,3.5,3.3,3.7,3.5,3.3,3.7,274.8,279.9,269.8,233.0255,218.646,247.405,66.6755,63.835,69.516,6.0794999999999995,6.419,5.74,0.7145,0.639,0.79,0.38349999999999995,0.348,0.419,0.196,0.2,0.192,0.3525,0.286,0.419,0.352,0.286,0.418,0.604,0.58,0.628,0.604,0.58,0.628,0.8465,0.784,0.909,0.8465,0.784,0.909
2024-07-03T03:00:00Z,0,25.667,25.667,25.667,91,91,91,1021.812,1021.812,1021.812,59.704,,59.704,0.05,0.9,1,0.9,4,3.9,4.1,3.9,3.9,4,263,264.9,261.1,268.323,262.335,274.311,77.1815,75.799,78.564,6.686,7.253,6.119,0.8665,0.75,0.983,0.40900000000000003,0.419,0.399,0.15799999999999997,0.141,0.175,0.565,0.553,0.577,0.565,0.553,0.577,0.7705,0.742,0.799,0.7705,0.742,0.799,1.0465,0.99,1.103,1.0465,0.99,1.103
2024-07-03T03:30:00Z,0,25.8,25.8,25.8,91,91,91,1021.891,1021.891,1021.891,61.361,,61.361,0.05,0.8,0.8,0.9,3.6,3.5,3.8,3.6,3.5,3.7,271.5,274.9,268.2,242.442,232.55,252.334,69.52199999999999,67.307,71.737,6.416,6.581,6.251,0.9590000000000001,0.987,0.931,0.503,0.623,0.383,0.15300000000000002,0.171,0.135,0.401,0.328,0.474,0.4,0.328,0.472,0.702,0.639,0.765,0.702,0.639,0.765,1.0055,1,1.011,1.0055,1,1.011
2024-07-03T04:00:00Z,0,26,26,26,91.4,91.4,91.4,1022.043,1022.043,1022.043,70.542,,70.542,0.05,0.6,0.6,0.6,2.8,2.7,2.9,2.9,2.8,3,291.5,294.4,288.7,187.7665,180.476,195.057,53.476,52.161,54.791,4.3309999999999995,4.705,3.957,0.635,0.591,0.679,0.395,0.361,0.429,0.1595,0.124,0.195,0.0765,0.06,0.093,0.0765,0.06,0.093,0.243,0.201,0.285,0.243,0.201,0.285,0.499,0.431,0.567,0.499,0.431,0.567
2024-07-03T04:30:00Z,0,26,26,26,92,92,92,1022.187,1022.187,1022.187,74.518,,74.518,0.05,0.6,0.6,0.5,2.6,2.6,2.6,2.7,2.8,2.7,297.1,296.2,298,173.70850000000002,175.9,171.517,48.933,49.909,47.957,4.209,4.892,3.526,0.74,0.886,0.594,0.4305,0.519,0.342,0.23800000000000002,0.274,0.202,0.02,0.015,0.025,0.02,0.015,0.025,0.1755,0.247,0.104,0.1755,0.247,0.104,0.477,0.615,0.339,0.477,0.615,0.339
