time_stamp,private,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2024-07-03T00:00:00Z,0,28.267,28.267,,90,90,,1013.55,1013.55,,,,,0.02,2.3,2.4,2.2,8.7,8.9,8.4,7.1,7.3,7,191.1,188.4,193.8,578.3779999999999,594.187,562.569,167.098,168.322,165.874,19.5775,20.774,18.381,1.4345,1.495,1.374,0.2485,0.228,0.269,0.0285,0.057,0,2.395,2.324,2.466,2.395,2.324,2.466,3.2184999999999997,3.272,3.165,3.2184999999999997,3.272,3.165,3.4635,3.549,3.378,3.4635,3.549,3.378
2024-07-03T00:30:00Z,0,30.8,30.8,,86.533,86.533,,1013.459,1013.459,,,,,0.02,2.3,2.4,2.3,8.7,8.9,8.6,7.2,7.3,7.1,190.3,188.2,192.4,583.0215000000001,595.403,570.64,166.6685,166.508,166.829,19.502,20.586,18.418,1.23,1.341,1.119,0.1965,0.155,0.238,0.015,0.03,0,2.3625,2.348,2.377,2.3625,2.348,2.377,3.1675,3.259,3.076,3.1675,3.259,3.076,3.423,3.539,3.307,3.423,3.539,3.307
2024-07-03T01:00:00Z,0,33.733,33.733,,83.467,83.467,,1013.357,1013.357,,,,,0.02,3.4,3.4,3.4,12,12.3,11.7,8.9,9.1,8.8,159.8,157.3,162.3,800.561,821.917,779.205,231.36950000000002,233.489,229.25,30.484499999999997,30.938,30.031,2.031,2.343,1.719,0.46099999999999997,0.428,0.494,0.0545,0.093,0.016,3.7015,3.76,3.643,3.7015,3.76,3.643,4.965,5.159,4.771,4.965,5.159,4.771,5.384,5.655,5.113,5.384,5.655,5.113
2024-07-03T01:30:00Z,0,35.733,35.733,,81.467,81.467,,1013.317,1013.317,,,,,0.02,2.7,2.8,2.6,10.2,10.5,9.9,8,8.1,7.8,175.6,172.7,178.6,678.0745,698.807,657.342,195.7305,197.162,194.299,22.796,24.525,21.067,1.459,1.871,1.047,0.277,0.447,0.107,0.042,0.084,0,3.0469999999999997,3.021,3.073,3.0469999999999997,3.021,3.073,3.983,4.054,3.912,3.983,4.054,3.912,4.3105,4.562,4.059,4.3105,4.562,4.059
2024-07-03T02:00:00Z,0,37.6,37.6,,80.267,80.267,,1013.315,1013.315,,,,,0.02,2.2,2.3,2.1,8,8.3,7.7,6.7,6.9,6.5,198.9,194.9,203,533.7705,555.982,511.559,154.7525,159.295,150.21,19.448999999999998,21.131,17.767,1.2449999999999999,1.519,0.971,0.3115,0.356,0.267,0.0605,0.121,0,2.1745,2.136,2.213,2.1745,2.136,2.213,3.006,3.135,2.877,3.006,3.135,2.877,3.3129999999999997,3.553,3.073,3.3129999999999997,3.553,3.073
2024-07-03T02:30:00Z,0,39.267,39.267,,78.4,78.4,,1013.436,1013.436,,,,,0.02,1.9,2,1.7,6.3,6.8,5.9,5.6,6,5.3,221.7,215.1,228.8,421.6765,451.799,391.554,122.5785,129.717,115.44,17.468,20.006,14.93,1.4104999999999999,1.994,0.827,0.329,0.401,0.257,0.055,0.095,0.015,1.537,1.583,1.491,1.537,1.583,1.491,2.2785,2.495,2.062,2.2785,2.495,2.062,2.6470000000000002,3.044,2.25,2.6470000000000002,3.044,2.25
2024-07-03T03:00:00Z,0,40.533,40.533,,76.667,76.667,,1013.502,1013.502,,,,,0.02,1.6,1.8,1.5,5.9,6.4,5.3,5.3,5.7,4.9,228.6,219.9,238,392.38149999999996,429.804,354.959,114.7185,123.965,105.472,14.881,17.213,12.549,1.3415,1.576,1.107,0.2635,0.259,0.268,0.048,0.079,0.017,1.4115,1.577,1.246,1.4115,1.577,1.246,2.042,2.3,1.784,2.042,2.3,1.784,2.3795,2.717,2.042,2.3795,2.717,2.042
2024-07-03T03:30:00Z,0,42.467,42.467,,74.733,74.733,,1013.631,1013.631,,,,,0.02,1.7,1.9,1.4,5.8,6.4,5.1,5.3,5.7,4.8,230.2,220,241.4,385.61,429.371,341.849,113.299,125.873,100.725,15.602500000000001,18.42,12.785,1.6720000000000002,2.129,1.215,0.44599999999999995,0.577,0.315,0.0385,0.077,0,1.3319999999999999,1.537,1.127,1.3319999999999999,1.537,1.127,2.047,2.361,1.733,2.047,2.361,1.733,2.4525,2.958,1.947,2.4525,2.958,1.947
2024-07-03T04:00:00Z,0,44.2,44.2,,73,73,,1013.748,1013.748,,,,,0.02,1.5,1.7,1.4,5.4,6,4.9,5,5.4,4.6,235.9,226.6,246.1,362.884,400.773,324.995,105.77799999999999,115.593,95.963,14.096,16.505,11.687,1.196,1.615,0.777,0.20700000000000002,0.225,0.189,0.037,0.074,0,1.129,1.221,1.037,1.129,1.221,1.037,1.7305000000000001,1.957,1.504,1.7305000000000001,1.957,1.504,2.037,2.385,1.689,2.037,2.385,1.689
2024-07-03T04:30:00Z,0,45.933,45.933,,71.333,71.333,,1014.003,1014.003,,,,,0.02,1.5,1.7,1.3,5.3,5.9,4.7,4.9,5.4,4.5,237.8,228,248.5,355.557,394.633,316.481,103.9345,115.036,92.833,13.3845,16.246,10.523,1.331,1.886,0.776,0.184,0.325,0.043,0.0315,0.063,0,1.164,1.309,1.019,1.164,1.309,1.019,1.7670000000000001,2.091,1.443,1.7670000000000001,2.091,1.443,2.016,2.505,1.527,2.016,2.505,1.527
2024-07-03T05:00:00Z,0,47.4,47.4,,69.867,69.867,,1014.163,1014.163,,,,,0.02,1.5,1.8,1.3,5.5,6.2,4.8,5.1,5.6,4.5,234.8,223.2,247.8,367.09000000000003,415.249,318.931,107.2325,120.866,93.599,14.0545,17.091,11.018,1.3255,1.934,0.717,0.2495,0.422,0.077,0.0135,0.027,0,1.245,1.465,1.025,1.245,1.465,1.025,1.891,2.318,1.464,1.891,2.318,1.464,2.183,2.805,1.561,2.183,2.805,1.561
2024-07-03T05:30:00Z,0,48.467,48.467,,69,69,,1014.235,1014.235,,,,,0.02,1.5,1.7,1.3,5.4,6.1,4.8,5,5.5,4.6,236,225.8,247.2,362.53200000000004,404.189,320.875,105.196,116.197,94.195,13.797999999999998,16.801,10.795,1.4215,2.025,0.818,0.317,0.411,0.223,0,0,0,1.2275,1.432,1.023,1.2275,1.432,1.023,1.8865,2.305,1.468,1.8865,2.305,1.468,2.205,2.769,1.641,2.205,2.769,1.641
2024-07-03T06:00:00Z,0,49.133,49.133,,68.2,68.2,,1014.544,1014.544,,,,,0.02,1.5,1.8,1.2,5.3,6.1,4.5,4.9,5.5,4.3,238.8,225.6,253.6,351.8175,404.782,298.853,101.9385,115.952,87.925,14.1565,17.522,10.791,1.447,1.883,1.011,0.314,0.408,0.22,0.0235,0.033,0.014,1.202,1.443,0.961,1.202,1.443,0.961,1.8184999999999998,2.268,1.369,1.8184999999999998,2.268,1.369,2.1305,2.728,1.533,2.1305,2.728,1.533
2024-07-03T06:30:00Z,0,50.333,50.333,,67.267,67.267,,1014.711,1014.711,,,,,0.02,1.6,1.8,1.3,5.4,6.1,4.7,5,5.5,4.5,236,224.7,248.5,362.567,408.817,316.317,106.06049999999999,117.166,94.955,15.0105,17.989,12.032,1.6015000000000001,2.112,1.091,0.3735,0.482,0.265,0.0285,0.057,0,1.2635,1.481,1.046,1.2635,1.481,1.046,1.95,2.335,1.565,1.95,2.335,1.565,2.3205,2.875,1.766,2.3205,2.875,1.766
2024-07-03T07:00:00Z,0,51.333,51.333,,67,67,,1014.767,1014.767,,,,,0.02,1.5,1.8,1.3,5.4,6.1,4.7,5,5.5,4.5,236.6,224.9,249.6,360.201,407.935,312.467,105.0035,117.947,92.06,14.137,16.929,11.345,1.1685,1.413,0.924,0.271,0.409,0.133,0.026,0.052,0,1.251,1.521,0.981,1.2489999999999999,1.517,0.981,1.8835,2.238,1.529,1.8835,2.238,1.529,2.1395,2.639,1.64,2.1395,2.639,1.64
2024-07-03T07:30:00Z,0,52.133,52.133,,66.2,66.2,,1015.291,1015.291,,,,,0.02,1.7,2.1,1.3,5.9,6.8,4.9,5.3,6,4.7,229,215.1,244.8,390.7025,451.791,329.614,113.755,130.253,97.257,16.1995,20.847,11.552,1.534,2.079,0.989,0.2385,0.304,0.173,0.0175,0.035,0,1.4209999999999998,1.787,1.055,1.42,1.787,1.053,2.151,2.743,1.559,2.151,2.743,1.559,2.4285,3.117,1.74,2.4285,3.117,1.74
