time_stamp,private,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2024-07-03T00:00:00Z,0,31.067,31.067,31.067,84.267,84.267,84.267,1017.706,1017.706,1017.706,133.008,,133.008,0.05,2.3,2.4,2.3,10.3,10.5,10,8,8.2,7.9,174.6,172.5,176.8,685.137,700.577,669.697,192.386,198.881,185.891,15.053,15.202,14.904,0.9455,0.827,1.064,0.498,0.391,0.605,0.24000000000000002,0.201,0.279,2.823,3.131,2.515,2.823,3.131,2.515,3.442,3.792,3.092,3.442,3.792,3.092,3.7855,4.065,3.506,3.7855,4.065,3.506
2024-07-03T00:30:00Z,0,32.6,32.6,32.6,82.2,82.2,82.2,1017.554,1017.554,1017.554,127.606,,127.606,0.05,2.2,2.4,2.1,10,10.4,9.5,7.9,8.1,7.6,177.7,173.7,181.9,663.5709999999999,691.515,635.627,184.58350000000002,194.66,174.507,14.9575,15.894,14.021,0.995,0.917,1.073,0.5509999999999999,0.591,0.511,0.2845,0.308,0.261,2.7475,2.934,2.561,2.748,2.935,2.561,3.348,3.565,3.131,3.348,3.565,3.131,3.7515,3.995,3.508,3.7515,3.995,3.508
2024-07-03T01:00:00Z,0,33.667,33.667,33.667,81.2,81.2,81.2,1017.43,1017.43,1017.43,123.426,,123.426,0.05,2.4,2.4,2.3,10.2,10.6,9.8,8,8.2,7.8,175.5,171.7,179.5,678.794,706.091,651.497,191.1415,199.772,182.511,16.246000000000002,16.591,15.901,1.0145,1.064,0.965,0.4795,0.48,0.479,0.24,0.169,0.311,2.911,3.113,2.709,2.911,3.113,2.709,3.606,3.859,3.353,3.606,3.859,3.353,3.9555,4.177,3.734,3.9555,4.177,3.734
2024-07-03T01:30:00Z,0,35.333,35.333,35.333,79.8,79.8,79.8,1017.378,1017.378,1017.378,121.446,,121.446,0.05,2.3,2.4,2.2,9.7,10,9.4,7.7,7.9,7.5,180.4,177.3,183.7,645.174,666.675,623.673,182.047,190.129,173.965,16.4525,17.383,15.522,1.209,1.255,1.163,0.63,0.641,0.619,0.28049999999999997,0.289,0.272,2.7329999999999997,2.936,2.53,2.7325,2.936,2.529,3.413,3.659,3.167,3.413,3.659,3.167,3.8655,4.148,3.583,3.8655,4.148,3.583
2024-07-03T02:00:00Z,0,36.733,36.733,36.733,78.867,78.867,78.867,1017.366,1017.366,1017.366,131.825,,131.825,0.05,2.3,2.4,2.3,9.7,10,9.4,7.7,7.9,7.5,180.5,177.7,183.5,644.5409999999999,663.806,625.276,183.736,191.765,175.707,16.9785,17.003,16.954,1.3424999999999998,1.251,1.434,0.7090000000000001,0.617,0.801,0.39,0.293,0.487,2.7785,2.922,2.635,2.7785,2.922,2.635,3.5185,3.735,3.302,3.5185,3.735,3.302,4.0329999999999995,4.183,3.883,4.0329999999999995,4.183,3.883
2024-07-03T02:30:00Z,0,37.733,37.733,37.733,78,78,78,1017.386,1017.386,1017.386,128.797,,128.797,0.05,2.3,2.3,2.2,9.4,9.8,9.1,7.6,7.8,7.4,182.9,179.1,186.8,629.2885,654.059,604.518,178.41,186.797,170.023,16.978,16.837,17.119,1.5710000000000002,1.403,1.739,0.931,0.802,1.06,0.4435,0.308,0.579,2.654,2.78,2.528,2.654,2.78,2.528,3.3369999999999997,3.491,3.183,3.3369999999999997,3.491,3.183,4.032,4.072,3.992,4.032,4.072,3.992
2024-07-03T03:00:00Z,0,38.6,38.6,38.6,77.2,77.2,77.2,1017.419,1017.419,1017.419,123.552,,123.552,0.05,2.2,2.3,2,8.8,9.3,8.2,7.2,7.5,6.8,190,183.8,196.7,584.662,623.237,546.087,165.676,178.055,153.297,18.2305,19.547,16.914,2.2805,2.435,2.126,1.3935,1.572,1.215,0.7045,0.762,0.647,2.3785,2.6,2.157,2.378,2.6,2.156,3.1935000000000002,3.5,2.887,3.1935000000000002,3.5,2.887,4.186,4.591,3.781,4.186,4.591,3.781
2024-07-03T03:30:00Z,0,40.6,40.6,40.6,74.933,74.933,74.933,1017.547,1017.547,1017.547,101.618,,101.618,0.05,1.9,2,1.9,8,8.4,7.7,6.8,7,6.5,198.5,194.3,203,535.77,559.598,511.942,151.968,160.879,143.057,15.697500000000002,15.646,15.749,2.3345000000000002,1.959,2.71,1.4575,1.145,1.77,0.7454999999999999,0.448,1.043,2.098,2.277,1.919,2.098,2.277,1.919,2.8075,3.03,2.585,2.8075,3.03,2.585,3.854,3.835,3.873,3.854,3.835,3.873
2024-07-03T04:00:00Z,0,42.2,42.2,42.2,73.2,73.2,73.2,1017.632,1017.632,1017.632,97.831,,97.831,0.05,2,2.1,2,8.3,8.6,8,6.9,7.1,6.7,195.3,191.6,199.2,553.904,575.481,532.327,157.7185,165.355,150.082,16.7255,16.484,16.967,2.8005,2.66,2.941,1.5935,1.531,1.656,0.794,0.742,0.846,2.2365000000000004,2.414,2.059,2.2365000000000004,2.414,2.059,3.0645,3.252,2.877,3.0645,3.252,2.877,4.182499999999999,4.326,4.039,4.182499999999999,4.326,4.039
2024-07-03T04:30:00Z,0,44.267,44.267,44.267,71.267,71.267,71.267,1017.838,1017.838,1017.838,88.289,,88.289,0.05,1.8,1.9,1.8,7.7,7.9,7.4,6.5,6.7,6.4,203,199.9,206.1,511.9045,528.218,495.591,145.33749999999998,150.648,140.027,14.7385,14.478,14.999,2.4985,2.24,2.757,1.5150000000000001,1.489,1.541,0.692,0.585,0.799,1.9705,2.118,1.823,1.9705,2.118,1.823,2.6755,2.805,2.546,2.6755,2.805,2.546,3.755,3.851,3.659,3.755,3.851,3.659
