time_stamp,private,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2024-07-03T00:00:00Z,0,32.133,32.133,,84.4,84.4,,1011.746,1011.746,,,,,0,2.8,2.8,2.8,9.3,9.2,9.5,7.5,7.4,7.6,184.1,185.7,182.4,621.6565,611.127,632.186,170.86599999999999,168.155,173.577,27.6415,28.145,27.138,1.5265,1.343,1.71,0.2595,0.192,0.327,0.079,0.044,0.114,2.4855,2.433,2.538,2.4855,2.433,2.538,3.7424999999999997,3.643,3.842,3.7424999999999997,3.643,3.842,3.9485,3.803,4.094,3.9485,3.803,4.094
2024-07-03T00:30:00Z,0,29.8,29.8,,87.333,87.333,,1011.785,1011.785,,,,,0,2.6,2.8,2.5,8.9,8.9,8.9,7.3,7.3,7.2,188.8,188.5,189.1,591.895,593.735,590.055,159.8025,161.803,157.802,24.78,27.084,22.476,1.1445,0.84,1.449,0.28500000000000003,0.128,0.442,0.14100000000000001,0.057,0.225,2.312,2.409,2.215,2.312,2.409,2.215,3.333,3.459,3.207,3.333,3.459,3.207,3.5534999999999997,3.582,3.525,3.5534999999999997,3.582,3.525
2024-07-03T01:00:00Z,0,28.533,28.533,,88,88,,1011.727,1011.727,,,,,0,2.4,2.4,2.4,8.1,7.8,8.4,6.8,6.6,7,197.3,200.8,194,542.336,523.219,561.453,146.98250000000002,142.904,151.061,22.889,23.435,22.343,1.2385000000000002,1.066,1.411,0.20750000000000002,0.148,0.267,0.068,0.044,0.092,2.0265,1.982,2.071,2.0265,1.982,2.071,3.0605,3.026,3.095,3.0605,3.026,3.095,3.2135,3.129,3.298,3.2135,3.129,3.298
2024-07-03T01:30:00Z,0,28.267,28.267,,88.8,88.8,,1011.525,1011.525,,,,,0,2.4,2.4,2.3,8.1,8,8.3,6.8,6.7,6.9,197.4,199.2,195.5,542.2405,531.95,552.531,146.61849999999998,145.446,147.791,22.485,24.117,20.853,1.1844999999999999,1.287,1.082,0.197,0.208,0.186,0.1265,0.162,0.091,2.011,2.015,2.007,2.011,2.015,2.007,3.0335,3.086,2.981,3.0335,3.086,2.981,3.2,3.257,3.143,3.2,3.257,3.143
2024-07-03T02:00:00Z,0,29.8,29.8,,86.133,86.133,,1011.514,1011.514,,,,,0,2.4,2.5,2.3,8,8,8.1,6.8,6.7,6.8,198.5,199.4,197.6,535.9055000000001,530.791,541.02,145.4985,145.247,145.75,22.647,24.803,20.491,1.246,1.243,1.249,0.2615,0.214,0.309,0.1525,0.145,0.16,2.071,2.055,2.087,2.071,2.055,2.087,3.0475,3.058,3.037,3.0475,3.058,3.037,3.2855,3.282,3.289,3.2855,3.282,3.289
2024-07-03T02:30:00Z,0,35.2,35.2,,79.867,79.867,,1011.803,1011.803,,,,,0,2.3,2.5,2.2,7.5,7.6,7.3,6.4,6.5,6.3,205.6,203.4,207.8,498.3985,509.601,487.196,136.36,140.025,132.695,24.063,26.406,21.72,1.7690000000000001,1.611,1.927,0.42100000000000004,0.295,0.547,0.1765,0.127,0.226,1.88,1.955,1.805,1.88,1.955,1.805,3.025,3.151,2.899,3.025,3.151,2.899,3.3425000000000002,3.387,3.298,3.3425000000000002,3.387,3.298
2024-07-03T03:00:00Z,0,39.4,39.4,,75.733,75.733,,1011.884,1011.884,,,,,0,2.3,2.4,2.2,7.4,7.3,7.5,6.4,6.3,6.4,206.4,207.9,204.9,494.217,486.735,501.699,134.7595,133.207,136.312,23.265,24.841,21.689,2.0005,1.74,2.261,0.4635,0.274,0.653,0.2425,0.157,0.328,1.775,1.78,1.77,1.775,1.78,1.77,2.9115,2.939,2.884,2.9115,2.939,2.884,3.2865,3.168,3.405,3.2865,3.168,3.405
2024-07-03T03:30:00Z,0,42.2,42.2,,73.2,73.2,,1011.72,1011.72,,,,,0,2.2,2.2,2.1,7,7,6.9,6.1,6.1,6.1,212.5,212.1,212.8,464.28,465.949,462.611,126.8255,127.469,126.182,22.7315,23.703,21.76,2.067,1.805,2.329,0.606,0.436,0.776,0.3145,0.249,0.38,1.685,1.751,1.619,1.685,1.751,1.619,2.77,2.808,2.732,2.77,2.808,2.732,3.2335,3.183,3.284,3.2335,3.183,3.284
2024-07-03T04:00:00Z,0,45,45,,70.6,70.6,,1011.959,1011.959,,,,,0,2.3,2.5,2.2,7.5,7.4,7.5,6.4,6.4,6.4,205.8,206.2,205.4,497.291,495.167,499.415,136.2625,136.914,135.611,24.006,26.991,21.021,2.032,2.27,1.794,0.584,0.587,0.581,0.2875,0.246,0.329,1.9055,1.874,1.937,1.9055,1.874,1.937,3.0220000000000002,3.093,2.951,3.0220000000000002,3.093,2.951,3.4654999999999996,3.53,3.401,3.4654999999999996,3.53,3.401
2024-07-03T04:30:00Z,0,46.667,46.667,,69.4,69.4,,1012.402,1012.402,,,,,0,2.6,2.7,2.4,8,8,7.9,6.7,6.7,6.7,199.4,199,199.7,531.281,533.387,529.175,147.2825,148.627,145.938,27.8245,30.241,25.408,2.6055,2.651,2.56,0.6465,0.466,0.827,0.296,0.219,0.373,2.1255,2.115,2.136,2.1255,2.115,2.136,3.5365,3.613,3.46,3.5365,3.613,3.46,4.0335,3.993,4.074,4.0335,3.993,4.074
