time_stamp,private,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2024-07-03T00:00:00Z,0,41.067,41.067,41.067,79.8,79.8,79.8,1010.327,1010.327,1010.327,74.167,,74.167,0.05,2.3,2.2,2.3,9.3,9.4,9.3,7.5,7.5,7.5,183.9,183.6,184.1,622.9100000000001,624.475,621.345,179.46800000000002,180.115,178.821,16.842,16.213,17.471,1.3115,1.493,1.13,0.741,0.88,0.602,0.43600000000000005,0.531,0.341,2.466,2.439,2.493,2.466,2.439,2.493,3.1965,3.215,3.178,3.1965,3.215,3.178,3.7005,3.809,3.592,3.7005,3.809,3.592
2024-07-03T00:30:00Z,0,40.533,40.533,40.533,80.4,80.4,80.4,1010.189,1010.189,1010.189,74.807,,74.807,0.05,2.2,2.2,2.3,9.6,9.6,9.5,7.7,7.7,7.6,181.5,180.9,182,638.5115000000001,641.902,635.121,181.404,183.353,179.455,15.708,14.979,16.437,1.2615,1.467,1.056,0.6185,0.696,0.541,0.2625,0.329,0.196,2.5244999999999997,2.556,2.493,2.5244999999999997,2.556,2.493,3.1855,3.195,3.176,3.1855,3.195,3.176,3.6399999999999997,3.702,3.578,3.6399999999999997,3.702,3.578
2024-07-03T01:00:00Z,0,40.467,40.467,40.467,80.733,80.733,80.733,1010.078,1010.078,1010.078,74.22,,74.22,0.05,2.2,2.2,2.2,9.3,9.3,9.3,7.5,7.5,7.5,184.4,184.1,184.8,619.304,621.463,617.145,177.2135,178.921,175.506,15.69,15.221,16.159,1.1509999999999998,1.285,1.017,0.6625000000000001,0.787,0.538,0.42,0.567,0.273,2.4965,2.52,2.473,2.4965,2.52,2.473,3.1315,3.102,3.161,3.1315,3.102,3.161,3.6475,3.751,3.544,3.6475,3.751,3.544
2024-07-03T01:30:00Z,0,42.733,42.733,42.733,78.4,78.4,78.4,1010.023,1010.023,1010.023,73.724,,73.724,0.05,2.1,2.1,2.1,9,9.1,8.8,7.3,7.4,7.2,187.9,186.6,189.3,597.2935,605.853,588.734,170.9365,174.188,167.685,15.626,15.405,15.847,1.3205,1.579,1.062,0.8085,0.963,0.654,0.34550000000000003,0.397,0.294,2.396,2.377,2.415,2.396,2.377,2.415,3.0215,3.007,3.036,3.0215,3.007,3.036,3.582,3.661,3.503,3.582,3.661,3.503
2024-07-03T02:00:00Z,0,42.867,42.867,42.867,78.067,78.067,78.067,1009.985,1009.985,1009.985,74.491,,74.491,0.05,3.2,3.1,3.2,11.6,11.7,11.6,8.7,8.8,8.7,162.6,161.9,163.4,776.63,783.047,770.213,224.92849999999999,228.907,220.95,28.118000000000002,27.591,28.645,2.9829999999999997,3.393,2.573,1.5150000000000001,1.927,1.103,0.574,0.574,0.574,3.485,3.573,3.397,3.4825,3.573,3.392,4.725,4.799,4.651,4.727,4.799,4.655,5.8175,6.042,5.593,5.8175,6.042,5.593
2024-07-03T02:30:00Z,0,43.733,43.733,43.733,77.733,77.733,77.733,1010.027,1010.027,1010.027,75.255,,75.255,0.05,2.2,2.1,2.2,8.5,8.7,8.3,7,7.2,6.9,192.9,190.8,195.2,567.3885,580.295,554.482,163.909,167.016,160.802,18.015,17.809,18.221,2.2935,2.633,1.954,1.4104999999999999,1.712,1.109,0.728,0.891,0.565,2.2169999999999996,2.296,2.138,2.2169999999999996,2.296,2.138,3.01,3.057,2.963,3.01,3.057,2.963,4.006,4.265,3.747,4.006,4.265,3.747
2024-07-03T03:00:00Z,0,44.733,44.733,44.733,76.067,76.067,76.067,1010.06,1010.06,1010.06,72.541,,72.541,0.05,1.9,1.9,1.9,7.6,7.7,7.6,6.5,6.5,6.5,203.5,203.2,203.8,509.1395,510.872,507.407,147.0005,148.698,145.303,16.637,16.637,16.637,2.785,3.313,2.257,1.77,2.001,1.539,1.001,1.319,0.683,1.9085,1.923,1.894,1.9085,1.923,1.894,2.645,2.719,2.571,2.645,2.719,2.571,3.9130000000000003,4.171,3.655,3.9130000000000003,4.171,3.655
2024-07-03T03:30:00Z,0,46.2,46.2,46.2,74.533,74.533,74.533,1010.148,1010.148,1010.148,70.364,,70.364,0.05,1.9,1.8,1.9,7.7,7.7,7.7,6.6,6.6,6.6,202.5,202.5,202.5,514.4970000000001,514.613,514.381,147.8975,148.692,147.103,15.4855,15.267,15.704,2.7145,3.113,2.316,1.6395,1.83,1.449,0.9455,1.035,0.856,1.8685,1.808,1.929,1.8685,1.808,1.929,2.626,2.561,2.691,2.626,2.561,2.691,3.7975,3.868,3.727,3.7975,3.868,3.727
2024-07-03T04:00:00Z,0,48,48,48,72.4,72.4,72.4,1010.229,1010.229,1010.229,69.431,,69.431,0.05,1.8,1.8,1.8,7.2,7.3,7.1,6.2,6.3,6.2,209.5,208.4,210.6,478.741,484.085,473.397,137.663,139.361,135.965,15.0305,15.11,14.951,2.543,3.017,2.069,1.4605000000000001,1.705,1.216,0.7525,0.918,0.587,1.7065000000000001,1.671,1.742,1.7065000000000001,1.671,1.742,2.3884999999999996,2.385,2.392,2.3884999999999996,2.385,2.392,3.4375,3.592,3.283,3.4375,3.592,3.283
2024-07-03T04:30:00Z,0,48.483,48.483,48.483,72,72,72,1010.447,1010.447,1010.447,71.779,,71.779,0.05,1.7,1.7,1.6,7,7.3,6.7,6.1,6.3,5.9,212,208.2,215.9,466.345,484.922,447.768,134.226,140.048,128.404,14.459,15.496,13.422,2.809,3.593,2.025,1.7195,2.302,1.137,0.935,1.339,0.531,1.6709999999999998,1.69,1.652,1.6709999999999998,1.69,1.652,2.402,2.529,2.275,2.402,2.529,2.275,3.6425,4.17,3.115,3.6425,4.17,3.115
