time_stamp,private,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_a,voc_b,analog_input,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_cf_1,pm1.0_cf_1_a,pm1.0_cf_1_b,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2024-07-03T00:00:00Z,0,38.533,38.533,38.533,78.6,78.6,78.6,1008.688,1008.688,1008.688,75.648,,75.648,0.02,2.2,2.4,2.1,9.6,9.7,9.5,7.6,7.7,7.6,181.5,180.5,182.5,638.096,644.815,631.377,175.2955,179.904,170.687,16.6785,19.369,13.988,1.7625,2.327,1.198,0.40900000000000003,0.503,0.315,0.258,0.289,0.227,2.254,2.385,2.123,2.254,2.385,2.123,3.173,3.493,2.853,3.173,3.493,2.853,3.5084999999999997,3.867,3.15,3.5084999999999997,3.867,3.15
2024-07-03T00:30:00Z,0,37.867,37.867,37.867,79.133,79.133,79.133,1008.569,1008.569,1008.569,92.079,,92.079,0.02,2.1,2.3,2,9.2,9.3,9,7.4,7.5,7.3,185.7,183.8,187.7,610.8975,623.011,598.784,167.5975,172.844,162.351,15.576,17.949,13.203,1.6549999999999998,1.92,1.39,0.3625,0.361,0.364,0.311,0.331,0.291,2.1965,2.363,2.03,2.1965,2.363,2.03,3.0545,3.396,2.713,3.0545,3.396,2.713,3.379,3.691,3.067,3.379,3.691,3.067
2024-07-03T01:00:00Z,0,38.067,38.067,38.067,79.2,79.2,79.2,1008.474,1008.474,1008.474,87.221,,87.221,0.02,2,2.2,1.9,8.6,8.8,8.4,7.1,7.2,7,192,189.8,194.2,573.0145,585.832,560.197,155.829,161.377,150.281,15.123000000000001,17.259,12.987,1.4365,1.708,1.165,0.35350000000000004,0.433,0.274,0.224,0.255,0.193,1.905,2.015,1.795,1.905,2.015,1.795,2.737,3.009,2.465,2.737,3.009,2.465,3.043,3.365,2.721,3.043,3.365,2.721
2024-07-03T01:30:00Z,0,38.267,38.267,38.267,79.067,79.067,79.067,1008.381,1008.381,1008.381,132.43,,132.43,0.02,2,2.1,1.9,8.4,8.6,8.3,7,7.1,6.9,193.8,192.3,195.3,562.556,571.216,553.896,154.5195,157.735,151.304,14.9135,16.684,13.143,1.537,1.721,1.353,0.542,0.627,0.457,0.4205,0.501,0.34,1.927,1.983,1.871,1.927,1.983,1.871,2.644,2.811,2.477,2.644,2.811,2.477,3.105,3.275,2.935,3.105,3.275,2.935
2024-07-03T02:00:00Z,0,40.267,40.267,40.267,77.6,77.6,77.6,1008.407,1008.407,1008.407,153.517,,153.517,0.02,1.9,2.1,1.8,8.5,8.9,8.1,7,7.3,6.8,193.2,188.8,197.8,566.0485,592.018,540.079,154.061,163.241,144.881,14.1405,15.713,12.568,1.4260000000000002,1.546,1.306,0.391,0.383,0.399,0.3045,0.318,0.291,1.9609999999999999,2.114,1.808,1.9609999999999999,2.114,1.808,2.7030000000000003,3.041,2.365,2.7030000000000003,3.041,2.365,3.044,3.323,2.765,3.044,3.323,2.765
2024-07-03T02:30:00Z,0,40.133,40.133,40.133,77.933,77.933,77.933,1008.459,1008.459,1008.459,168.111,,168.111,0.02,1.9,2.1,1.8,8,8.3,7.8,6.7,6.9,6.6,198.6,195.9,201.5,535.1865,550.495,519.878,146.38150000000002,152.892,139.871,15.716,17.357,14.075,1.7195,1.827,1.612,0.49,0.467,0.513,0.404,0.376,0.432,1.681,1.794,1.568,1.681,1.794,1.568,2.5915,2.792,2.391,2.5915,2.792,2.391,3.018,3.181,2.855,3.018,3.181,2.855
2024-07-03T03:00:00Z,0,42.467,42.467,42.467,75.733,75.733,75.733,1008.523,1008.523,1008.523,166.491,,166.491,0.02,1.8,2,1.7,7.2,7.4,6.9,6.2,6.4,6.1,209.4,206,212.9,479.25350000000003,496.344,462.163,133.11,138.745,127.475,16.872,19.239,14.505,2.912,3.515,2.309,0.9325,0.992,0.873,0.64,0.737,0.543,1.524,1.645,1.403,1.524,1.645,1.403,2.5735,2.92,2.227,2.5735,2.92,2.227,3.319,3.713,2.925,3.319,3.713,2.925
2024-07-03T03:30:00Z,0,42.6,42.6,42.6,75,75,75,1008.612,1008.612,1008.612,131.603,,131.603,0.02,1.8,1.9,1.6,7.4,7.6,7.1,6.3,6.5,6.2,206.9,203.9,210,491.64750000000004,507.124,476.171,134.8375,139.87,129.805,15.3765,17.551,13.202,2.9485,3.452,2.445,1.01,1.18,0.84,0.762,0.921,0.603,1.5105,1.669,1.352,1.5105,1.669,1.352,2.4725,2.805,2.14,2.4725,2.805,2.14,3.2915,3.686,2.897,3.2915,3.686,2.897
2024-07-03T04:00:00Z,0,45.733,45.733,45.733,72.333,72.333,72.333,1008.705,1008.705,1008.705,123.19,,123.19,0.02,1.7,1.8,1.6,6.9,7,6.8,6,6.1,6,213.3,211.8,214.8,460.23199999999997,467.247,453.217,126.108,129.708,122.508,14.7945,16.94,12.649,2.6285,3.21,2.047,0.8645,1.151,0.578,0.626,0.844,0.408,1.4085,1.479,1.338,1.4085,1.479,1.338,2.34,2.597,2.083,2.34,2.597,2.083,3.05,3.479,2.621,3.05,3.479,2.621
2024-07-03T04:30:00Z,0,46.067,46.067,46.067,71.467,71.467,71.467,1008.963,1008.963,1008.963,99.394,,99.394,0.02,1.7,1.8,1.6,6.8,7,6.6,6,6.1,5.9,214.7,212.4,217.1,453.66949999999997,464.756,442.583,125.666,130.898,120.434,15.245000000000001,17.359,13.131,2.9145000000000003,3.644,2.185,1.169,1.452,0.886,0.8089999999999999,1.057,0.561,1.388,1.473,1.303,1.388,1.473,1.303,2.314,2.644,1.984,2.314,2.644,1.984,3.2375,3.733,2.742,3.2375,3.733,2.742
