UTCDateTime,current_temp_f,current_humidity,pm2_5_atm_b,.source_file
2025/07/16T19:30:40z,83,43,6.82,20250716.csv
2025/07/16T19:32:40z,84,38,5.3,20250716.csv
2025/07/16T19:34:46z,86,35,4.29,20250716.csv
2025/07/16T19:36:32z,86,35,3.91,20250716.csv
2025/07/16T19:38:32z,87,34,4.56,20250716.csv
2025/07/16T19:40:32z,89,32,3.8,20250716.csv
2025/07/16T19:42:32z,89,32,4.49,20250716.csv
2025/07/16T19:44:32z,90,30,4.4,20250716.csv
2025/07/16T19:46:32z,90,30,3.45,20250716.csv
2025/07/16T19:48:32z,91,29,4.27,20250716.csv
2025/07/16T19:50:32z,92,30,4.21,20250716.csv
2025/07/16T19:52:32z,93,28,3.12,20250716.csv
2025/07/16T19:54:32z,93,27,3.43,20250716.csv
2025/07/16T20:13:53z,94,28,4.19,20250716.csv
2025/07/16T20:15:53z,95,27,4.37,20250716.csv
2025/07/16T20:17:53z,95,26,3.58,20250716.csv
2025/07/16T20:19:53z,95,25,3.7,20250716.csv
2025/07/16T20:21:53z,95,25,3.93,20250716.csv
2025/07/16T20:23:53z,95,25,3,20250716.csv
2025/07/16T20:25:53z,95,25,4.03,20250716.csv
2025/07/16T20:27:53z,96,25,3,20250716.csv
2025/07/16T20:29:53z,98,24,3.61,20250716.csv
2025/07/16T20:31:53z,98,24,3.03,20250716.csv
2025/07/16T20:33:53z,96,24,3.69,20250716.csv
2025/07/16T20:35:53z,97,25,3.4,20250716.csv
2025/07/16T20:37:53z,98,24,4.16,20250716.csv
2025/07/16T20:39:53z,97,26,3.88,20250716.csv
2025/07/16T20:41:53z,98,25,3.97,20250716.csv
2025/07/16T20:43:53z,98,24,3.31,20250716.csv
2025/07/16T20:45:53z,98,25,3.89,20250716.csv
2025/07/16T20:47:53z,99,24,3.36,20250716.csv
2025/07/16T20:49:53z,98,24,3.97,20250716.csv
2025/07/16T20:51:53z,99,24,2.98,20250716.csv
2025/07/16T20:53:53z,99,24,3.43,20250716.csv
2025/07/16T20:55:53z,99,24,3.4,20250716.csv
2025/07/16T20:57:53z,98,24,3.58,20250716.csv
2025/07/16T20:59:53z,98,25,4.29,20250716.csv
2025/07/16T21:01:53z,98,24,3.38,20250716.csv
2025/07/16T21:03:53z,99,24,3.62,20250716.csv
2025/07/16T21:05:53z,99,24,3.67,20250716.csv
2025/07/16T21:07:53z,99,24,3.43,20250716.csv
2025/07/16T21:09:53z,100,23,3.53,20250716.csv
2025/07/16T21:11:53z,99,24,3.67,20250716.csv
2025/07/16T21:13:54z,96,25,3.63,20250716.csv
2025/07/16T21:15:54z,97,25,3.79,20250716.csv
2025/07/16T21:17:54z,98,24,3.5,20250716.csv
2025/07/16T21:19:54z,99,24,3.55,20250716.csv
2025/07/16T21:21:54z,99,24,3.14,20250716.csv
2025/07/16T21:23:54z,99,24,3.02,20250716.csv
2025/07/16T21:25:54z,97,24,2.91,20250716.csv
2025/07/16T21:27:54z,99,23,3.41,20250716.csv
2025/07/16T21:29:54z,98,23,3.67,20250716.csv
2025/07/16T21:31:54z,98,23,2.42,20250716.csv
2025/07/16T21:33:54z,99,23,2.41,20250716.csv
2025/07/16T21:35:54z,100,22,2.66,20250716.csv
2025/07/16T21:37:54z,99,23,2.52,20250716.csv
2025/07/16T21:39:54z,99,23,2.97,20250716.csv
2025/07/16T21:41:54z,101,22,2.93,20250716.csv
2025/07/16T21:43:54z,101,22,2.86,20250716.csv
2025/07/16T21:45:54z,99,22,2.72,20250716.csv
2025/07/16T21:47:54z,100,22,2.6,20250716.csv
2025/07/16T21:49:54z,101,22,3.21,20250716.csv
2025/07/16T21:51:54z,100,22,3.41,20250716.csv
2025/07/16T21:53:54z,102,22,3.27,20250716.csv
2025/07/16T21:55:54z,102,21,3.08,20250716.csv
2025/07/16T21:57:54z,103,22,2.98,20250716.csv
2025/07/16T21:59:54z,103,22,3.57,20250716.csv
2025/07/16T22:01:54z,103,21,3.19,20250716.csv
2025/07/16T22:03:54z,103,21,3.09,20250716.csv
2025/07/16T22:05:54z,101,21,3.31,20250716.csv
2025/07/16T22:07:54z,102,21,3.2,20250716.csv
2025/07/16T22:09:54z,102,23,2.85,20250716.csv
2025/07/16T22:11:54z,100,22,2.78,20250716.csv
2025/07/16T22:13:55z,100,22,3.67,20250716.csv
2025/07/16T22:15:55z,102,22,3.76,20250716.csv
2025/07/16T22:17:55z,100,22,3.5,20250716.csv
2025/07/16T22:19:55z,100,22,3.36,20250716.csv
2025/07/16T22:21:55z,101,22,3.93,20250716.csv
2025/07/16T22:23:55z,101,21,3.25,20250716.csv
2025/07/16T22:25:55z,103,21,3.97,20250716.csv
2025/07/16T22:27:55z,103,21,3.88,20250716.csv
2025/07/16T22:29:55z,103,21,4.05,20250716.csv
2025/07/16T22:31:55z,103,20,3.72,20250716.csv
2025/07/16T22:33:55z,102,21,3.29,20250716.csv
2025/07/16T22:35:55z,102,21,3.44,20250716.csv
2025/07/16T22:37:55z,102,21,3.91,20250716.csv
2025/07/16T22:39:55z,102,21,4.09,20250716.csv
2025/07/16T22:41:55z,101,22,3.56,20250716.csv
2025/07/16T22:43:55z,102,22,4.03,20250716.csv
2025/07/16T22:45:55z,102,21,4.02,20250716.csv
2025/07/16T22:47:55z,102,21,3.45,20250716.csv
2025/07/16T22:49:55z,103,21,3.6,20250716.csv
2025/07/16T22:51:55z,103,21,3.38,20250716.csv
2025/07/16T22:53:55z,102,21,4.14,20250716.csv
2025/07/16T22:55:55z,100,22,4.42,20250716.csv
2025/07/16T22:57:55z,103,21,2.9,20250716.csv
2025/07/16T22:59:55z,101,21,3.75,20250716.csv
2025/07/16T23:01:55z,101,21,3.46,20250716.csv
2025/07/16T23:03:55z,103,21,3.33,20250716.csv
2025/07/16T23:05:55z,101,21,3.67,20250716.csv
2025/07/16T23:07:55z,101,21,4.08,20250716.csv
2025/07/16T23:09:55z,102,22,4.23,20250716.csv
2025/07/16T23:11:55z,101,22,3.86,20250716.csv
2025/07/16T23:13:55z,104,20,3.83,20250716.csv
2025/07/16T23:15:55z,104,20,3.75,20250716.csv
2025/07/16T23:17:55z,105,20,3.55,20250716.csv
2025/07/16T23:19:55z,103,20,3.42,20250716.csv
2025/07/16T23:21:55z,103,20,3.69,20250716.csv
2025/07/16T23:23:55z,102,21,3.64,20250716.csv
2025/07/16T23:25:55z,105,20,3.88,20250716.csv
2025/07/16T23:27:55z,105,20,3.95,20250716.csv
2025/07/16T23:29:55z,105,19,3.42,20250716.csv
2025/07/16T23:31:55z,105,19,4.18,20250716.csv
2025/07/16T23:33:55z,106,19,3.8,20250716.csv
2025/07/16T23:35:55z,106,19,3.92,20250716.csv
2025/07/16T23:37:55z,106,19,3.72,20250716.csv
2025/07/16T23:39:55z,105,19,3.84,20250716.csv
2025/07/16T23:41:55z,106,19,2.87,20250716.csv
2025/07/16T23:43:55z,105,20,3.85,20250716.csv
2025/07/16T23:45:55z,104,20,3.75,20250716.csv
2025/07/16T23:47:55z,103,20,3.4,20250716.csv
2025/07/16T23:49:55z,103,20,3.86,20250716.csv
2025/07/16T23:51:55z,102,21,3.53,20250716.csv
2025/07/16T23:53:55z,104,20,3.34,20250716.csv
2025/07/16T23:55:55z,106,20,3.4,20250716.csv
2025/07/16T23:57:55z,103,21,3.21,20250716.csv
2025/07/16T23:59:55z,106,20,3.63,20250716.csv
2025/07/17T00:01:55z,105,20,3.49,20250717.csv
2025/07/17T00:03:55z,104,20,2.93,20250717.csv
2025/07/17T00:05:55z,103,21,3.05,20250717.csv
2025/07/17T00:07:55z,103,21,3.59,20250717.csv
2025/07/17T00:09:55z,104,20,3.35,20250717.csv
2025/07/17T00:11:55z,106,20,3.05,20250717.csv
2025/07/17T00:13:56z,106,20,3.39,20250717.csv
2025/07/17T00:15:56z,106,20,3.13,20250717.csv
2025/07/17T00:17:56z,107,19,2.71,20250717.csv
2025/07/17T00:19:56z,107,19,3.07,20250717.csv
2025/07/17T00:21:56z,105,19,3.41,20250717.csv
2025/07/17T00:23:56z,104,20,3.2,20250717.csv
2025/07/17T00:25:56z,104,20,3.53,20250717.csv
2025/07/17T00:27:56z,103,20,3.91,20250717.csv
2025/07/17T00:29:56z,105,19,3.32,20250717.csv
2025/07/17T00:31:56z,105,19,3.5,20250717.csv
2025/07/17T00:33:56z,104,20,3.17,20250717.csv
2025/07/17T00:35:56z,105,20,3.49,20250717.csv
2025/07/17T00:37:56z,103,20,3.07,20250717.csv
2025/07/17T00:39:56z,104,20,3.14,20250717.csv
2025/07/17T00:41:56z,104,20,2.93,20250717.csv
2025/07/17T00:43:56z,101,21,3.79,20250717.csv
2025/07/17T00:45:56z,102,20,3.38,20250717.csv
2025/07/17T00:47:56z,104,20,3.19,20250717.csv
2025/07/17T00:49:56z,103,20,2.92,20250717.csv
2025/07/17T00:51:56z,104,20,2.81,20250717.csv
2025/07/17T00:53:56z,103,20,2.12,20250717.csv
2025/07/17T00:55:56z,102,20,2.98,20250717.csv
2025/07/17T00:57:56z,102,20,3.07,20250717.csv
2025/07/17T00:59:56z,103,20,2.24,20250717.csv
2025/07/17T01:01:56z,103,20,2.05,20250717.csv
2025/07/17T01:03:56z,102,20,2.75,20250717.csv
2025/07/17T01:05:56z,103,20,3.07,20250717.csv
2025/07/17T01:07:56z,101,21,2.58,20250717.csv
2025/07/17T01:09:56z,102,21,3.44,20250717.csv
2025/07/17T01:11:56z,103,20,2.98,20250717.csv
2025/07/17T01:13:56z,102,21,3,20250717.csv
2025/07/17T01:15:56z,101,21,3.02,20250717.csv
2025/07/17T01:17:56z,101,22,3.42,20250717.csv
2025/07/17T01:19:56z,101,22,3.58,20250717.csv
2025/07/17T01:21:56z,102,21,2.71,20250717.csv
2025/07/17T01:23:56z,102,21,2.8,20250717.csv
2025/07/17T01:25:56z,100,22,3.33,20250717.csv
2025/07/17T01:27:56z,101,21,3.17,20250717.csv
2025/07/17T01:29:56z,101,22,3.02,20250717.csv
2025/07/17T01:31:56z,100,22,3.09,20250717.csv
2025/07/17T01:33:56z,100,22,2.93,20250717.csv
2025/07/17T01:35:56z,100,22,3.5,20250717.csv
2025/07/17T01:37:56z,100,22,3.2,20250717.csv
2025/07/17T01:39:56z,100,22,3.64,20250717.csv
2025/07/17T01:41:56z,101,22,3.18,20250717.csv
2025/07/17T01:43:56z,101,21,2.72,20250717.csv
2025/07/17T01:45:56z,100,22,2.4,20250717.csv
2025/07/17T01:47:56z,99,22,3.11,20250717.csv
2025/07/17T01:49:56z,99,23,3.3,20250717.csv
2025/07/17T01:51:56z,100,22,3.17,20250717.csv
2025/07/17T01:53:56z,100,22,3.22,20250717.csv
2025/07/17T01:55:56z,101,22,3.21,20250717.csv
2025/07/17T01:57:56z,101,22,3.33,20250717.csv
2025/07/17T01:59:56z,101,22,3.28,20250717.csv
2025/07/17T02:01:56z,100,22,3.17,20250717.csv
2025/07/17T02:03:56z,99,22,3.22,20250717.csv
2025/07/17T02:05:56z,100,22,3.59,20250717.csv
2025/07/17T02:07:56z,100,22,4.04,20250717.csv
2025/07/17T02:09:56z,100,22,3.43,20250717.csv
2025/07/17T02:11:56z,99,23,3.83,20250717.csv
2025/07/17T02:13:57z,98,23,3.4,20250717.csv
2025/07/17T02:15:57z,99,22,3.08,20250717.csv
2025/07/17T02:17:57z,100,22,3.42,20250717.csv
2025/07/17T02:19:57z,99,22,3.61,20250717.csv
2025/07/17T02:21:57z,99,22,2.75,20250717.csv
2025/07/17T02:23:57z,99,22,3.29,20250717.csv
2025/07/17T02:25:57z,99,22,3.51,20250717.csv
2025/07/17T02:27:57z,98,23,2.98,20250717.csv
2025/07/17T02:29:57z,97,23,3.02,20250717.csv
2025/07/17T02:31:57z,97,23,3.15,20250717.csv
2025/07/17T02:33:57z,96,23,3.24,20250717.csv
2025/07/17T02:35:57z,95,24,3.57,20250717.csv
2025/07/17T02:37:57z,96,23,3.03,20250717.csv
2025/07/17T02:39:57z,96,23,2.59,20250717.csv
2025/07/17T02:41:57z,96,23,3.44,20250717.csv
2025/07/17T02:43:57z,95,24,3.36,20250717.csv
2025/07/17T02:45:57z,94,25,3.45,20250717.csv
2025/07/17T02:47:57z,94,25,3.84,20250717.csv
2025/07/17T02:49:57z,95,25,3.24,20250717.csv
2025/07/17T02:51:57z,96,24,3.77,20250717.csv
2025/07/17T02:53:57z,95,24,3.25,20250717.csv
2025/07/17T02:55:57z,96,24,3.59,20250717.csv
2025/07/17T02:57:57z,97,24,3.53,20250717.csv
2025/07/17T02:59:57z,97,24,3.86,20250717.csv
2025/07/17T03:01:57z,97,24,3.35,20250717.csv
2025/07/17T03:03:57z,96,24,3.91,20250717.csv
2025/07/17T03:05:57z,96,25,3.83,20250717.csv
2025/07/17T03:07:57z,96,25,3.81,20250717.csv
2025/07/17T03:09:57z,96,25,3.89,20250717.csv
2025/07/17T03:11:57z,96,25,4.55,20250717.csv
2025/07/17T03:13:57z,95,25,4.03,20250717.csv
2025/07/17T03:15:57z,95,26,3.98,20250717.csv
2025/07/17T03:17:57z,95,26,4.03,20250717.csv
2025/07/17T03:19:57z,94,25,3.88,20250717.csv
2025/07/17T03:21:57z,94,25,2.93,20250717.csv
2025/07/17T03:23:57z,94,25,3.47,20250717.csv
2025/07/17T03:25:57z,94,25,3.53,20250717.csv
2025/07/17T03:27:57z,94,25,3.32,20250717.csv
2025/07/17T03:29:57z,94,26,3.21,20250717.csv
2025/07/17T03:31:57z,94,25,2.74,20250717.csv
2025/07/17T03:33:57z,93,25,3.76,20250717.csv
2025/07/17T03:35:57z,93,25,3.56,20250717.csv
2025/07/17T03:37:57z,93,25,3.93,20250717.csv
2025/07/17T03:39:57z,93,25,3.12,20250717.csv
2025/07/17T03:41:57z,92,25,3.39,20250717.csv
2025/07/17T03:43:57z,92,25,3.36,20250717.csv
2025/07/17T03:45:57z,92,25,3.31,20250717.csv
2025/07/17T03:47:57z,92,25,3.07,20250717.csv
2025/07/17T03:49:57z,92,24,2.79,20250717.csv
2025/07/17T03:51:57z,91,24,3.54,20250717.csv
2025/07/17T03:53:57z,91,24,2.9,20250717.csv
2025/07/17T03:55:57z,91,24,3.12,20250717.csv
2025/07/17T03:57:57z,91,24,2.89,20250717.csv
2025/07/17T03:59:57z,91,24,3.05,20250717.csv
2025/07/17T04:01:57z,91,24,3.27,20250717.csv
2025/07/17T04:03:57z,91,24,2.88,20250717.csv
2025/07/17T04:05:57z,91,24,3.14,20250717.csv
2025/07/17T04:07:57z,91,24,2.84,20250717.csv
2025/07/17T04:09:57z,90,24,3.63,20250717.csv
2025/07/17T04:11:57z,91,24,3.9,20250717.csv
2025/07/17T04:13:56z,90,24,4.02,20250717.csv
2025/07/17T04:15:56z,90,25,3.97,20250717.csv
2025/07/17T04:17:56z,89,25,3.55,20250717.csv
2025/07/17T04:19:56z,89,25,3.89,20250717.csv
2025/07/17T04:21:56z,90,24,4.12,20250717.csv
2025/07/17T04:23:56z,90,24,3.25,20250717.csv
2025/07/17T04:25:56z,89,25,3.64,20250717.csv
2025/07/17T04:27:56z,89,25,3.91,20250717.csv
2025/07/17T04:29:56z,89,25,3.68,20250717.csv
2025/07/17T04:31:56z,89,25,3.29,20250717.csv
2025/07/17T04:33:56z,89,25,3.14,20250717.csv
2025/07/17T04:35:56z,89,25,4.04,20250717.csv
2025/07/17T04:37:56z,89,25,4.12,20250717.csv
2025/07/17T04:39:56z,89,25,4.45,20250717.csv
2025/07/17T04:41:56z,89,25,3.88,20250717.csv
2025/07/17T04:43:56z,89,26,3.55,20250717.csv
2025/07/17T04:45:56z,89,26,4.28,20250717.csv
2025/07/17T04:47:56z,89,26,4.9,20250717.csv
2025/07/17T04:49:56z,89,25,4.31,20250717.csv
2025/07/17T04:51:56z,89,26,3.68,20250717.csv
2025/07/17T04:53:56z,88,26,4.88,20250717.csv
2025/07/17T04:55:56z,88,27,4.98,20250717.csv
2025/07/17T04:57:56z,88,27,5.17,20250717.csv
2025/07/17T04:59:56z,88,26,5.04,20250717.csv
2025/07/17T05:01:56z,88,27,5.88,20250717.csv
2025/07/17T05:03:56z,88,28,5.64,20250717.csv
2025/07/17T05:05:56z,88,27,5.76,20250717.csv
2025/07/17T05:07:56z,88,27,5.86,20250717.csv
2025/07/17T05:09:56z,88,29,6.14,20250717.csv
2025/07/17T05:11:56z,88,28,5.25,20250717.csv
2025/07/17T05:13:57z,87,27,5.64,20250717.csv
2025/07/17T05:15:57z,87,27,6.42,20250717.csv
2025/07/17T05:17:57z,86,27,7.03,20250717.csv
2025/07/17T05:19:57z,87,28,6.93,20250717.csv
2025/07/17T05:21:57z,87,28,6.89,20250717.csv
2025/07/17T05:23:57z,86,28,6,20250717.csv
2025/07/17T05:25:57z,86,28,6.47,20250717.csv
2025/07/17T05:27:57z,86,28,7.1,20250717.csv
2025/07/17T05:29:57z,85,28,7.46,20250717.csv
2025/07/17T05:31:57z,86,27,7.55,20250717.csv
2025/07/17T05:33:57z,85,27,8.91,20250717.csv
2025/07/17T05:35:57z,84,27,9.35,20250717.csv
2025/07/17T05:37:57z,84,28,9.24,20250717.csv
2025/07/17T05:39:57z,84,28,11.37,20250717.csv
2025/07/17T05:41:57z,84,28,12.25,20250717.csv
2025/07/17T05:43:57z,84,28,10.61,20250717.csv
2025/07/17T05:45:57z,84,28,12.52,20250717.csv
2025/07/17T05:47:57z,85,28,9.82,20250717.csv
2025/07/17T05:49:57z,85,28,12.07,20250717.csv
2025/07/17T05:51:57z,85,28,13.8,20250717.csv
2025/07/17T05:53:57z,84,28,12.27,20250717.csv
2025/07/17T05:55:57z,84,29,10.95,20250717.csv
2025/07/17T05:57:57z,84,29,10.57,20250717.csv
2025/07/17T05:59:57z,84,29,10.4,20250717.csv
2025/07/17T06:01:57z,84,29,10.15,20250717.csv
2025/07/17T06:03:57z,83,30,10.86,20250717.csv
2025/07/17T06:05:57z,83,30,9.93,20250717.csv
2025/07/17T06:07:57z,83,30,9.79,20250717.csv
2025/07/17T06:09:57z,83,30,10.54,20250717.csv
2025/07/17T06:11:57z,82,30,10.02,20250717.csv
2025/07/17T06:13:57z,83,31,9.54,20250717.csv
2025/07/17T06:15:57z,82,31,10.2,20250717.csv
2025/07/17T06:17:57z,81,31,11.16,20250717.csv
2025/07/17T06:19:57z,82,31,10.25,20250717.csv
2025/07/17T06:21:57z,82,31,9.86,20250717.csv
2025/07/17T06:23:57z,81,31,10.76,20250717.csv
2025/07/17T06:25:57z,82,32,10.28,20250717.csv
2025/07/17T06:27:57z,82,32,11.27,20250717.csv
2025/07/17T06:29:57z,81,32,10.25,20250717.csv
2025/07/17T06:31:57z,81,33,10.17,20250717.csv
2025/07/17T06:33:57z,81,33,9.68,20250717.csv
2025/07/17T06:35:57z,81,34,9.91,20250717.csv
2025/07/17T06:37:57z,81,33,9.76,20250717.csv
2025/07/17T06:39:57z,81,33,10.15,20250717.csv
2025/07/17T06:41:57z,80,34,9.84,20250717.csv
2025/07/17T06:43:57z,80,34,10.73,20250717.csv
2025/07/17T06:45:57z,81,34,12.51,20250717.csv
2025/07/17T06:47:57z,81,34,15.25,20250717.csv
2025/07/17T06:49:57z,81,34,17.47,20250717.csv
2025/07/17T06:51:57z,80,34,19.29,20250717.csv
2025/07/17T06:53:57z,80,35,20.82,20250717.csv
2025/07/17T06:55:57z,80,35,26.85,20250717.csv
2025/07/17T06:57:57z,80,35,34.25,20250717.csv
2025/07/17T06:59:57z,80,36,35.39,20250717.csv
2025/07/17T07:01:57z,80,36,21.55,20250717.csv
2025/07/17T07:03:57z,79,36,14.98,20250717.csv
2025/07/17T07:05:57z,78,37,13.42,20250717.csv
2025/07/17T07:07:57z,79,37,12.19,20250717.csv
2025/07/17T07:09:57z,79,37,13.11,20250717.csv
2025/07/17T07:11:57z,79,37,13.91,20250717.csv
2025/07/17T07:13:59z,78,38,10.73,20250717.csv
2025/07/17T07:15:59z,77,39,11.04,20250717.csv
2025/07/17T07:17:59z,76,40,11.15,20250717.csv
2025/07/17T07:19:59z,77,40,11.71,20250717.csv
2025/07/17T07:21:59z,77,40,10.86,20250717.csv
2025/07/17T07:23:59z,78,40,11.27,20250717.csv
2025/07/17T07:25:59z,78,39,11.28,20250717.csv
2025/07/17T07:27:59z,77,39,10.03,20250717.csv
2025/07/17T07:29:59z,78,40,11.19,20250717.csv
2025/07/17T07:31:59z,78,39,10.42,20250717.csv
2025/07/17T07:33:59z,77,40,9.69,20250717.csv
2025/07/17T07:35:59z,77,40,10.1,20250717.csv
2025/07/17T07:37:59z,76,41,10.14,20250717.csv
2025/07/17T07:39:59z,76,42,10.18,20250717.csv
2025/07/17T07:41:59z,77,41,10.37,20250717.csv
2025/07/17T07:43:59z,77,41,10.51,20250717.csv
2025/07/17T07:45:59z,77,41,11.25,20250717.csv
2025/07/17T07:47:59z,77,41,10.62,20250717.csv
2025/07/17T07:49:59z,77,41,10.07,20250717.csv
2025/07/17T07:51:59z,77,41,10.12,20250717.csv
2025/07/17T07:53:59z,77,41,9.8,20250717.csv
2025/07/17T07:55:59z,77,42,10.89,20250717.csv
2025/07/17T07:57:59z,77,42,10.84,20250717.csv
2025/07/17T07:59:59z,77,41,10.02,20250717.csv
2025/07/17T08:01:59z,77,42,9.61,20250717.csv
2025/07/17T08:03:59z,77,42,10.4,20250717.csv
2025/07/17T08:05:59z,76,42,11.48,20250717.csv
2025/07/17T08:07:59z,76,42,10.16,20250717.csv
2025/07/17T08:09:59z,76,42,10.03,20250717.csv
2025/07/17T08:11:59z,76,43,10.29,20250717.csv
2025/07/17T08:13:59z,76,43,10.67,20250717.csv
2025/07/17T08:15:59z,76,43,11.73,20250717.csv
2025/07/17T08:17:59z,76,43,10,20250717.csv
2025/07/17T08:19:59z,76,43,10.33,20250717.csv
2025/07/17T08:21:59z,76,43,10,20250717.csv
2025/07/17T08:23:59z,76,43,10.53,20250717.csv
2025/07/17T08:25:59z,76,44,10.93,20250717.csv
2025/07/17T08:27:59z,76,43,10.44,20250717.csv
2025/07/17T08:29:59z,76,44,10,20250717.csv
2025/07/17T08:31:59z,76,44,10.35,20250717.csv
2025/07/17T08:33:59z,75,44,11.97,20250717.csv
2025/07/17T08:35:59z,75,44,10.75,20250717.csv
2025/07/17T08:37:59z,75,44,10.04,20250717.csv
2025/07/17T08:39:59z,75,44,10.1,20250717.csv
2025/07/17T08:41:59z,75,45,10.73,20250717.csv
2025/07/17T08:43:59z,75,45,10.72,20250717.csv
2025/07/17T08:45:59z,76,45,10.45,20250717.csv
2025/07/17T08:47:59z,75,44,9.44,20250717.csv
2025/07/17T08:49:59z,75,44,10.32,20250717.csv
2025/07/17T08:51:59z,75,45,10.84,20250717.csv
2025/07/17T08:53:59z,75,45,10.74,20250717.csv
2025/07/17T08:55:59z,75,45,11.55,20250717.csv
2025/07/17T08:57:59z,74,45,9.93,20250717.csv
2025/07/17T08:59:59z,73,46,10.61,20250717.csv
2025/07/17T09:01:59z,74,46,10.21,20250717.csv
2025/07/17T09:03:59z,74,46,10.29,20250717.csv
2025/07/17T09:05:59z,74,46,11.1,20250717.csv
2025/07/17T09:07:59z,74,46,10.02,20250717.csv
2025/07/17T09:09:59z,74,46,9.36,20250717.csv
2025/07/17T09:11:59z,74,46,11.4,20250717.csv
2025/07/17T09:14:00z,74,47,10.85,20250717.csv
2025/07/17T09:16:00z,74,47,10.46,20250717.csv
2025/07/17T09:18:00z,73,47,9.46,20250717.csv
2025/07/17T09:20:00z,74,47,9.95,20250717.csv
2025/07/17T09:22:00z,73,47,11.23,20250717.csv
2025/07/17T09:24:00z,73,47,11.21,20250717.csv
2025/07/17T09:26:00z,73,47,10.57,20250717.csv
2025/07/17T09:28:00z,74,47,9.67,20250717.csv
2025/07/17T09:30:00z,73,47,9.76,20250717.csv
2025/07/17T09:32:00z,73,48,10.4,20250717.csv
2025/07/17T09:34:00z,72,48,11.17,20250717.csv
2025/07/17T09:36:00z,72,49,10,20250717.csv
2025/07/17T09:38:00z,72,49,10.57,20250717.csv
2025/07/17T09:40:00z,72,49,10.98,20250717.csv
2025/07/17T09:42:00z,72,49,10.31,20250717.csv
2025/07/17T09:44:00z,72,49,9.02,20250717.csv
2025/07/17T09:46:00z,72,49,9,20250717.csv
2025/07/17T09:48:00z,71,50,10.42,20250717.csv
2025/07/17T09:50:00z,71,50,9.39,20250717.csv
2025/07/17T09:52:00z,72,50,10.19,20250717.csv
2025/07/17T09:54:00z,72,50,9.07,20250717.csv
2025/07/17T09:56:00z,71,50,9.82,20250717.csv
2025/07/17T09:58:00z,72,50,10.5,20250717.csv
2025/07/17T10:00:00z,71,50,11,20250717.csv
2025/07/17T10:02:00z,72,50,9.73,20250717.csv
2025/07/17T10:04:00z,71,51,9.53,20250717.csv
2025/07/17T10:06:00z,71,51,10.04,20250717.csv
2025/07/17T10:08:00z,71,51,10.71,20250717.csv
2025/07/17T10:10:00z,71,51,10.19,20250717.csv
2025/07/17T10:12:00z,70,51,9.22,20250717.csv
2025/07/17T10:14:00z,70,52,9.75,20250717.csv
2025/07/17T10:16:00z,71,52,9.61,20250717.csv
2025/07/17T10:18:00z,71,51,9.54,20250717.csv
2025/07/17T10:20:00z,71,51,9.25,20250717.csv
2025/07/17T10:22:00z,71,51,9.14,20250717.csv
2025/07/17T10:24:00z,71,52,9.32,20250717.csv
2025/07/17T10:26:00z,70,52,9.46,20250717.csv
2025/07/17T10:28:00z,70,52,10.7,20250717.csv
2025/07/17T10:30:00z,71,52,9.12,20250717.csv
2025/07/17T10:32:00z,70,52,10.05,20250717.csv
2025/07/17T10:34:00z,71,53,10.26,20250717.csv
2025/07/17T10:36:00z,70,52,9.65,20250717.csv
2025/07/17T10:38:00z,71,53,10.15,20250717.csv
2025/07/17T10:40:00z,70,53,10.86,20250717.csv
2025/07/17T10:42:00z,70,53,9.19,20250717.csv
2025/07/17T10:44:00z,70,53,9.58,20250717.csv
2025/07/17T10:46:00z,70,53,9.83,20250717.csv
2025/07/17T10:48:00z,70,53,8.93,20250717.csv
2025/07/17T10:50:00z,70,53,9.17,20250717.csv
2025/07/17T10:52:00z,69,53,10.33,20250717.csv
2025/07/17T10:54:00z,69,54,9.75,20250717.csv
2025/07/17T10:56:00z,70,54,8.93,20250717.csv
2025/07/17T10:58:00z,70,54,9.19,20250717.csv
2025/07/17T11:00:00z,70,54,8.91,20250717.csv
2025/07/17T11:02:00z,69,54,8.79,20250717.csv
2025/07/17T11:04:00z,69,55,10.39,20250717.csv
2025/07/17T11:06:00z,70,54,9.44,20250717.csv
2025/07/17T11:08:00z,70,54,10.27,20250717.csv
2025/07/17T11:10:00z,70,54,9.12,20250717.csv
2025/07/17T11:12:00z,69,54,10.25,20250717.csv
2025/07/17T11:14:01z,70,54,9.38,20250717.csv
2025/07/17T11:16:01z,70,54,9.77,20250717.csv
2025/07/17T11:18:01z,69,54,8.95,20250717.csv
2025/07/17T11:20:01z,69,55,8.78,20250717.csv
2025/07/17T11:22:01z,69,55,9.87,20250717.csv
2025/07/17T11:24:01z,69,55,10.02,20250717.csv
2025/07/17T11:26:01z,69,55,10.59,20250717.csv
2025/07/17T11:28:01z,69,55,9.52,20250717.csv
2025/07/17T11:30:01z,69,55,9.3,20250717.csv
2025/07/17T11:32:01z,70,55,8.79,20250717.csv
2025/07/17T11:34:01z,70,54,8.9,20250717.csv
2025/07/17T11:36:01z,70,54,9.69,20250717.csv
2025/07/17T11:38:01z,69,54,9.34,20250717.csv
2025/07/17T11:40:01z,70,54,9.5,20250717.csv
2025/07/17T11:42:01z,70,54,9.6,20250717.csv
2025/07/17T11:44:01z,70,54,10.44,20250717.csv
2025/07/17T11:46:01z,69,54,8.76,20250717.csv
2025/07/17T11:48:01z,70,54,9.25,20250717.csv
2025/07/17T11:50:01z,69,54,9.93,20250717.csv
