
2025/08/22T00:03:53z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,97,22,52,1007.97,0.01,8760,-71,176692,2.86,3.71,4.32,2.86,3.71,4.32,15,15,756.10,225.49,18.93,2.08,1.02,0.64,3.24,3.80,4.00,3.24,3.80,4.00,16,16,745.20,208.22,15.15,0.65,0.42,0.00,76.01
2025/08/22T00:05:53z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,97,22,52,1008.01,0.01,8928,-72,176812,2.62,3.47,4.00,2.62,3.47,4.00,14,14,734.48,210.38,21.84,2.05,0.78,0.47,2.60,3.00,3.40,2.60,3.00,3.40,13,13,644.50,177.83,12.73,0.65,0.60,0.23,79.47
2025/08/22T00:07:53z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,97,22,52,1007.98,0.01,9184,-76,176932,2.52,3.43,3.52,2.52,3.43,3.52,14,14,759.11,217.04,17.79,1.48,0.46,0.00,2.53,2.97,3.90,2.53,2.97,3.90,12,12,667.73,182.88,16.54,1.80,1.12,0.44,76.02
2025/08/22T00:09:53z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,99,22,53,1007.96,0.01,9184,-73,177052,2.27,2.85,2.98,2.27,2.85,2.98,12,12,672.41,199.12,15.90,0.42,0.22,0.22,2.95,3.47,3.47,2.95,3.47,3.47,14,14,699.05,191.68,14.61,0.44,0.00,0.00,68.81
2025/08/22T00:11:53z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,97,22,52,1007.95,0.01,8928,-75,177172,2.22,3.08,3.54,2.22,3.08,3.54,13,13,706.47,201.86,16.61,2.14,0.66,0.05,2.46,3.07,3.32,2.46,3.07,3.32,13,13,681.89,190.14,17.40,0.91,0.25,0.25,63.31
2025/08/22T00:13:53z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,97,22,52,1007.89,0.01,8928,-72,177292,2.98,4.09,4.33,2.98,4.09,4.33,17,17,776.00,222.49,22.14,2.37,0.63,0.18,2.83,3.24,3.64,2.83,3.24,3.64,14,14,716.48,198.66,16.28,0.57,0.50,0.50,65.92
2025/08/22T00:15:53z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,98,22,52,1007.86,0.01,8928,-73,177412,2.68,3.36,3.57,2.68,3.36,3.57,14,14,771.43,214.39,16.54,1.11,0.29,0.18,2.69,3.41,3.81,2.69,3.41,3.81,14,14,673.93,188.03,13.95,1.17,0.58,0.42,72.69
2025/08/22T00:17:53z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,95,22,51,1007.89,0.01,9184,-74,177532,2.12,2.78,2.86,2.12,2.78,2.86,12,12,649.93,184.44,18.10,0.78,0.22,0.00,2.72,4.02,4.40,2.72,4.02,4.40,17,17,717.62,195.76,14.21,2.24,0.67,0.19,78.00
2025/08/22T00:19:53z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,97,22,52,1007.86,0.01,8928,-73,177652,2.12,2.97,3.00,2.12,2.97,3.00,12,12,680.95,194.10,17.24,0.93,0.24,0.00,2.89,3.29,3.39,2.89,3.29,3.39,14,14,663.32,177.86,12.71,0.61,0.38,0.00,77.15
2025/08/22T00:21:53z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,97,22,52,1007.90,0.01,9184,-73,177772,2.14,2.67,3.00,2.14,2.67,3.00,11,11,667.45,191.48,18.38,1.21,0.59,0.38,2.76,3.29,3.69,2.76,3.29,3.69,14,14,672.21,189.93,12.90,0.86,0.52,0.48,73.19
