UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2025/08/30T00:01:33z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,87,42,61,1006.15,0.01,9240,-74,242082,7.62,9.61,9.91,7.62,9.61,9.91,40,40,1578.86,458.89,59.46,1.00,0.55,0.12,9.07,10.54,10.93,9.07,10.54,10.93,44,44,1646.75,459.36,49.34,1.47,0.44,0.44,65.92
2025/08/30T00:03:33z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,87,43,61,1006.14,0.01,8984,-73,242201,8.52,11.25,11.50,8.52,11.25,11.50,47,47,1720.29,507.89,62.64,2.52,0.52,0.09,9.56,10.80,11.03,9.56,10.80,11.03,45,45,1692.10,479.80,46.76,0.92,0.46,0.00,67.21
2025/08/30T00:05:33z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,88,42,62,1006.12,0.01,8984,-73,242321,7.53,9.97,11.14,7.53,9.97,11.14,42,42,1627.03,482.69,56.26,4.10,1.34,0.74,9.26,10.72,11.07,9.26,10.72,11.07,45,45,1615.14,462.14,49.69,0.52,0.34,0.17,89.57
2025/08/30T00:07:33z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,86,43,61,1006.15,0.01,8984,-69,242441,7.40,9.30,9.88,7.40,9.30,9.88,39,39,1595.30,465.27,57.62,2.93,1.32,0.25,9.32,10.61,11.04,9.32,10.61,11.04,44,44,1623.32,464.71,47.82,0.50,0.50,0.32,77.97
2025/08/30T00:09:33z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,87,44,62,1006.11,0.01,8984,-75,242561,8.05,10.36,10.86,8.05,10.36,10.86,43,43,1647.62,485.93,60.90,2.53,0.59,0.59,8.48,9.81,10.00,8.48,9.81,10.00,41,41,1565.59,449.79,38.07,1.03,0.22,0.16,68.84
2025/08/30T00:11:33z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,89,42,63,1006.10,0.01,8984,-71,242681,7.89,10.59,10.80,7.89,10.59,10.80,44,44,1677.21,488.00,64.96,2.27,0.36,0.00,9.12,10.63,10.78,9.12,10.63,10.78,44,44,1621.63,454.71,51.75,0.41,0.17,0.08,67.38
2025/08/30T00:13:33z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,90,41,63,1006.08,0.01,9240,-73,242801,8.39,10.85,11.76,8.39,10.85,11.76,45,45,1652.34,494.07,65.31,3.27,1.08,0.86,9.88,11.40,12.96,9.88,11.40,12.96,48,48,1763.26,504.25,48.67,3.12,2.49,0.54,62.55
2025/08/30T00:15:33z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,90,41,63,1006.03,0.01,8984,-72,242921,7.36,9.93,10.29,7.36,9.93,10.29,41,41,1585.24,473.62,62.00,1.28,0.43,0.24,8.09,9.33,10.23,8.09,9.33,10.23,39,39,1520.42,432.74,40.47,2.47,1.16,0.40,61.37
2025/08/30T00:17:33z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,91,40,63,1006.00,0.01,8984,-72,243041,8.22,10.95,12.34,8.22,10.95,12.34,46,46,1691.80,503.19,67.03,5.83,2.69,0.46,9.22,10.39,11.19,9.22,10.39,11.19,43,43,1649.59,473.93,49.80,1.51,1.17,0.53,62.99
2025/08/30T00:19:33z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,91,39,62,1006.00,0.01,8984,-74,243161,8.39,11.07,11.29,8.39,11.07,11.29,46,46,1718.46,508.25,62.07,2.95,0.25,0.25,9.59,11.17,12.24,9.59,11.17,12.24,47,47,1696.24,491.03,53.64,2.47,1.48,1.00,70.45
2025/08/30T00:21:33z,c4:5b:be:e7:8:af,7.04,3.0+OPENLOG+31954 MB+RV3028+BME68X+PMSX003-A+PMSX003-B,91,38,62,1006.01,0.01,9240,-71,243281,7.95,10.41,10.98,7.95,10.41,10.98,43,43,1680.00,485.52,58.28,2.66,0.79,0.79,9.03,10.43,11.05,9.03,10.43,11.05,43,43,1648.03,456.66,49.12,1.90,0.76,0.38,71.48
